CBSAFP,YearPlaceI,City,State,CityState,Year,AsOfDate,dockCt,dockNm,docklessCt,docklessNm,scooterCt,scooterNm,Type,Lat,Lon,,NAME
14460,2018MA00104,Medford,MA,"Medford, MA",2018,201812,0,-,1,LimeBike,0,-,Dockless only,42.418430000000000,-71.106164000000000,,"Boston-Cambridge-Newton, MA-NH"
14460,2018MA00105,Melrose,MA,"Melrose, MA",2018,201812,0,-,1,LimeBike,0,-,Dockless only,42.458333000000000,-71.066666999999900,,"Boston-Cambridge-Newton, MA-NH"
14460,2018MA00106,Milton,MA,"Milton, MA",2018,201812,0,-,1,LimeBike,0,-,Dockless only,42.250000000000000,-71.066666999999900,,"Boston-Cambridge-Newton, MA-NH"
14460,2018MA00107,Needham,MA,"Needham, MA",2018,201812,0,-,1,LimeBike,0,-,Dockless only,42.283332999999900,-71.233333000000000,,"Boston-Cambridge-Newton, MA-NH"
14460,2018MA00110,Revere,MA,"Revere, MA",2018,201812,0,-,1,LimeBike,0,-,Dockless only,42.408430000000000,-71.011994999999900,,"Boston-Cambridge-Newton, MA-NH"
14460,2018MA00112,Waltham,MA,"Waltham, MA",2018,201812,0,-,1,LimeBike,0,-,Dockless only,42.376485000000000,-71.235611000000000,,"Boston-Cambridge-Newton, MA-NH"
35620,2018NY00163,Yonkers,NY,"Yonkers, NY",2018,201812,0,-,1,LimeBike,0,-,Dockless only,40.931210000000000,-73.898747000000000,,"New York-Newark-Jersey City, NY-NJ-PA"
41860,2017CA0010,Alameda,CA,"Alameda, CA",2017,201712,0,-,1,LimeBike,0,-,Dockless only,37.765206999999900,-122.241636000000000,,"San Francisco-Oakland-Hayward, CA"
41740,2017CA0017,Imperial Beach,CA,"Imperial Beach, CA",2017,201712,0,-,1,LimeBike,0,-,Dockless only,32.578333000000000,-117.117221999999000,,"San Diego-Carlsbad, CA"
41740,2017CA0022,National City,CA,"National City, CA",2017,201712,0,-,1,LimeBike,0,-,Dockless only,32.678108999999900,-117.099197000000000,,"San Diego-Carlsbad, CA"
40900,2017CA0034,South Lake Tahoe,CA,"South Lake Tahoe, CA",2017,201712,0,-,1,LimeBike,0,-,Dockless only,38.939999999999900,-119.976944000000000,,"Sacramento--Roseville--Arden-Arcade, CA"
33100,2017FL0052,Key Biscayne,FL,"Key Biscayne, FL",2017,201712,0,-,1,LimeBike,0,-,Dockless only,25.690277999999900,-80.165000000000000,,"Miami-Fort Lauderdale-West Palm Beach, FL"
33100,2017FL0057,Miami Shores,FL,"Miami Shores, FL",2017,201712,0,-,1,LimeBike,0,-,Dockless only,25.865238999999900,-80.188333000000000,,"Miami-Fort Lauderdale-West Palm Beach, FL"
33100,2017FL0059,North Bay Village,FL,"North Bay Village, FL",2017,201712,0,-,1,LimeBike,0,-,Dockless only,25.845572000000000,-80.153543999999900,,"Miami-Fort Lauderdale-West Palm Beach, FL"
33100,2017FL0060,North Miami,FL,"North Miami, FL",2017,201712,0,-,1,LimeBike,0,-,Dockless only,25.890094999999900,-80.186713999999900,,"Miami-Fort Lauderdale-West Palm Beach, FL"
43780,2017IN0088,South Bend,IN,"South Bend, IN",2017,201712,0,-,1,LimeBike,0,-,Dockless only,41.676355000000000,-86.251990000000000,,"South Bend-Mishawaka, IN-MI"
24660,2017NC00141,Greensboro,NC,"Greensboro, NC",2017,201712,0,-,1,LimeBike,0,-,Dockless only,36.072634999999900,-79.791974999999900,,"Greensboro-High Point, NC"
39900,2017NV00155,Reno,NV,"Reno, NV",2017,201712,0,-,1,LimeBike,0,-,Dockless only,39.529632999999900,-119.813802999999000,,"Reno, NV"
41740,2019CA0025,San Diego,CA,"San Diego, CA",2019,201912,0,-,2,"Jump, Spin",6,"Jump, Lime, Lyft, Skip, Wheels, Razor",Dockless and scooters,32.715738000000000,-117.161084000000000,,"San Diego-Carlsbad, CA"
42660,2019WA00225,Seattle,WA,"Seattle, WA",2019,201912,0,-,2,"Jump, LimeBikes",0,-,Dockless only,47.606209999999900,-122.332070999999000,,"Seattle-Tacoma-Bellevue, WA"
42660,2018WA00225,Seattle,WA,"Seattle, WA",2018,201812,0,-,2,"Jump, LimeBike",0,-,Dockless only,47.606209999999900,-122.332070999999000,,"Seattle-Tacoma-Bellevue, WA"
42100,2019CA0032,Santa Cruz,CA,"Santa Cruz, CA",2019,201912,0,-,1,Jump,0,-,Dockless only,36.974117000000000,-122.030795999999000,,"Santa Cruz-Watsonville, CA"
42100,2018CA0032,Santa Cruz,CA,"Santa Cruz, CA",2018,201812,0,-,1,Jump,0,-,Dockless only,36.974117000000000,-122.030795999999000,,"Santa Cruz-Watsonville, CA"
41780,2019OH00170,Sandusky,OH,"Sandusky, OH",2019,201912,0,-,1,Donkey Republic,0,-,Dockless only,41.446666999999900,-82.709166999999900,,"Sandusky, OH"
22380,2018AZ004,Flagstaff,AZ,"Flagstaff, AZ",2018,201812,0,-,0,-,1,Spin,Scooters only,35.198284000000000,-111.651302000000000,,"Flagstaff, AZ"
47260,2018VA00222,Virginia Beach,VA,"Virginia Beach, VA",2018,201812,0,-,0,-,1,Spin,Scooters only,36.852925999999900,-75.977985000000000,,"Virginia Beach-Norfolk-Newport News, VA-NC"
17860,2019MO00134,Columbia,MO,"Columbia, MO",2019,201912,0,-,0,-,1,Spin,Scooters only,38.951704999999900,-92.334072000000000,,"Columbia, MO"
36260,2019UT00208,Farmington,UT,"Farmington, UT",2019,201912,0,-,0,-,1,Spin,Scooters only,40.986666999999900,-111.899167000000000,,"Ogden-Clearfield, UT"
27060,2019NY00158,Ithaca,NY,"Ithaca, NY",2019,201912,0,-,0,-,1,Lyft,Scooters only,42.443333000000000,-76.500000000000000,,"Ithaca, NY"
19100,2019TX00204,Plano,TX,"Plano, TX",2019,201912,0,-,0,-,1,Lyft,Scooters only,33.019843000000000,-96.698886000000000,,"Dallas-Fort Worth-Arlington, TX"
41620,2019UT00207,Draper,UT,"Draper, UT",2019,201912,0,-,0,-,1,Lyft,Scooters only,40.524670999999900,-111.863822999999000,,"Salt Lake City, UT"
41620,2019UT00211,Sandy,UT,"Sandy, UT",2019,201912,0,-,0,-,1,Lyft,Scooters only,40.564978000000000,-111.838972999999000,,"Salt Lake City, UT"
41620,2019UT00212,West Valley City,UT,"West Valley City, UT",2019,201912,0,-,0,-,1,Lyft,Scooters only,40.691612999999900,-112.001050000000000,,"Salt Lake City, UT"
42660,2019WA00224,Bothell,WA,"Bothell, WA",2019,201912,0,-,0,-,1,Lyft,Scooters only,47.771667000000000,-122.204443999999000,,"Seattle-Tacoma-Bellevue, WA"
44660,2018OK00174,Stillwater,OK,"Stillwater, OK",2018,201812,0,-,0,-,2,"Lime, Spin",Scooters only,36.115606999999900,-97.058368000000000,,"Stillwater, OK"
41940,2019CA0027,San Jose,CA,"San Jose, CA",2019,201912,0,-,0,-,2,"Lime, Lyft",Scooters only,37.338208000000000,-121.886329000000000,,"San Jose-Sunnyvale-Santa Clara, CA"
36420,2018OK00172,Norman,OK,"Norman, OK",2018,201812,0,-,0,-,1,Lime,Scooters only,35.222566999999900,-97.439477999999900,,"Oklahoma City, OK"
25500,2018VA00218,Harrisonburg,VA,"Harrisonburg, VA",2018,201812,0,-,0,-,2,"Lime, Bird",Scooters only,38.449568999999900,-78.868915999999900,,"Harrisonburg, VA"
30780,2019AR003,Little Rock,AR,"Little Rock, AR",2019,201912,0,-,0,-,1,Lime,Scooters only,34.746481000000000,-92.289595000000000,,"Little Rock-North Little Rock-Conway, AR"
31080,2019CA0015,Culver City,CA,"Culver City, CA",2019,201912,0,-,0,-,1,Lime,Scooters only,34.021121999999900,-118.396467000000000,,"Los Angeles-Long Beach-Anaheim, CA"
40900,2019CA0024,Sacramento,CA,"Sacramento, CA",2019,201912,0,-,0,-,1,Lime,Scooters only,38.581572000000000,-121.494399999999000,,"Sacramento--Roseville--Arden-Arcade, CA"
42200,2019CA0030,Santa Barbara,CA,"Santa Barbara, CA",2019,201912,0,-,0,-,1,Lime,Scooters only,34.420831000000000,-119.698189999999000,,"Santa Maria-Santa Barbara, CA"
40900,2019CA0034,South Lake Tahoe,CA,"South Lake Tahoe, CA",2019,201912,0,-,0,-,1,Lime,Scooters only,38.939999999999900,-119.976944000000000,,"Sacramento--Roseville--Arden-Arcade, CA"
33100,2019FL0058,Miami Springs,FL,"Miami Springs, FL",2019,201912,0,-,0,-,1,Lime,Scooters only,25.819721999999900,-80.291111000000000,,"Miami-Fort Lauderdale-West Palm Beach, FL"
36740,2019FL0061,Orlando,FL,"Orlando, FL",2019,201912,0,-,1,HOPR,1,Lime,Dockless and scooters,28.538336000000000,-81.379237000000000,,"Orlando-Kissimmee-Sanford, FL"
44340,2019GA0071,Statesboro,GA,"Statesboro, GA",2019,201912,0,-,0,-,1,Lime,Scooters only,32.445278000000000,-81.779167000000000,,"Statesboro, GA"
21140,2019IN0084,Elkhart,IN,"Elkhart, IN",2019,201912,0,-,0,-,1,Lime,Scooters only,41.681994000000000,-85.976667000000000,,"Elkhart-Goshen, IN"
14460,2019MA00100,Chelsea,MA,"Chelsea, MA",2019,201912,0,-,0,-,1,Lime,Scooters only,42.391764000000000,-71.032827999999900,,"Boston-Cambridge-Newton, MA-NH"
14460,2019MA00101,Everett,MA,"Everett, MA",2019,201912,0,-,0,-,1,Lime,Scooters only,42.408430000000000,-71.053663000000000,,"Boston-Cambridge-Newton, MA-NH"
39580,2019NC00142,Raleigh,NC,"Raleigh, NC",2019,201912,0,-,0,-,1,Lime,Scooters only,35.779589999999900,-78.638178999999900,,"Raleigh, NC"
35620,2019NJ00150,Keyport,NJ,"Keyport, NJ",2019,201912,0,-,0,-,1,Lime,Scooters only,40.432113999999900,-74.201528999999900,,"New York-Newark-Jersey City, NY-NJ-PA"
35620,2019NJ00152,Plainfield,NJ,"Plainfield, NJ",2019,201912,0,-,0,-,1,Lime,Scooters only,40.633713999999900,-74.407374000000000,,"New York-Newark-Jersey City, NY-NJ-PA"
35620,2019NY00162,White Plains,NY,"White Plains, NY",2019,201912,0,-,0,-,1,Lime,Scooters only,41.033985999999900,-73.762910000000000,,"New York-Newark-Jersey City, NY-NJ-PA"
18140,2019OH00168,Dublin,OH,"Dublin, OH",2019,201912,0,-,0,-,1,Lime,Scooters only,40.099229000000000,-83.114076999999900,,"Columbus, OH"
17140,2019OH00169,Oxford,OH,"Oxford, OH",2019,201912,0,-,0,-,1,Lime,Scooters only,39.507500000000000,-84.746667000000000,,"Cincinnati, OH-KY-IN"
36260,2019UT00209,Ogden,UT,"Ogden, UT",2019,201912,0,-,0,-,1,Lime,Scooters only,41.222999999999900,-111.973830000000000,,"Ogden-Clearfield, UT"
30780,2018AR003,Little Rock,AR,"Little Rock, AR",2018,201812,0,-,0,-,1,Lime,Scooters only,34.746481000000000,-92.289595000000000,,"Little Rock-North Little Rock-Conway, AR"
42200,2018CA0030,Santa Barbara,CA,"Santa Barbara, CA",2018,201812,0,-,0,-,1,Lime,Scooters only,34.420831000000000,-119.698189999999000,,"Santa Maria-Santa Barbara, CA"
33100,2018FL0058,Miami Springs,FL,"Miami Springs, FL",2018,201812,0,-,0,-,1,Lime,Scooters only,25.819721999999900,-80.291111000000000,,"Miami-Fort Lauderdale-West Palm Beach, FL"
21140,2018IN0084,Elkhart,IN,"Elkhart, IN",2018,201812,0,-,0,-,1,Lime,Scooters only,41.681994000000000,-85.976667000000000,,"Elkhart-Goshen, IN"
14460,2018MA00109,Quincy,MA,"Quincy, MA",2018,201812,0,-,0,-,1,Lime,Scooters only,42.252876999999900,-71.002270999999900,,"Boston-Cambridge-Newton, MA-NH"
29620,2018MI00129,Lansing,MI,"Lansing, MI",2018,201812,0,-,0,-,1,Lime,Scooters only,42.732534999999900,-84.555535000000000,,"Lansing-East Lansing, MI"
41180,2018MO00135,Ferguson,MO,"Ferguson, MO",2018,201812,0,-,0,-,1,Lime,Scooters only,38.744166999999900,-90.305278000000000,,"St. Louis, MO-IL"
39580,2018NC00142,Raleigh,NC,"Raleigh, NC",2018,201812,0,-,0,-,1,Lime,Scooters only,35.779589999999900,-78.638178999999900,,"Raleigh, NC"
35620,2018NJ00150,Keyport,NJ,"Keyport, NJ",2018,201812,0,-,0,-,1,Lime,Scooters only,40.432113999999900,-74.201528999999900,,"New York-Newark-Jersey City, NY-NJ-PA"
35620,2018NJ00152,Plainfield,NJ,"Plainfield, NJ",2018,201812,0,-,0,-,1,Lime,Scooters only,40.633713999999900,-74.407374000000000,,"New York-Newark-Jersey City, NY-NJ-PA"
18140,2018OH00168,Dublin,OH,"Dublin, OH",2018,201812,0,-,0,-,1,Lime,Scooters only,40.099229000000000,-83.114076999999900,,"Columbus, OH"
17140,2018OH00169,Oxford,OH,"Oxford, OH",2018,201812,0,-,0,-,1,Lime,Scooters only,39.507500000000000,-84.746667000000000,,"Cincinnati, OH-KY-IN"
31180,2018TX00202,Lubbock,TX,"Lubbock, TX",2018,201812,0,-,0,-,1,Lime,Scooters only,33.577863000000000,-101.855166999999000,,"Lubbock, TX"
19100,2018TX00204,Plano,TX,"Plano, TX",2018,201812,0,-,0,-,1,Lime,Scooters only,33.019843000000000,-96.698886000000000,,"Dallas-Fort Worth-Arlington, TX"
16820,2018VA00216,Charlottesville,VA,"Charlottesville, VA",2018,201812,0,-,0,-,1,Lime,Scooters only,38.029305999999900,-78.476678000000000,,"Charlottesville, VA"
44060,2018WA00226,Spokane,WA,"Spokane, WA",2018,201812,0,-,0,-,1,Lime,Scooters only,47.658780000000000,-117.426046999999000,,"Spokane-Spokane Valley, WA"
42660,2018WA00227,Tacoma,WA,"Tacoma, WA",2018,201812,0,-,0,-,1,Lime,Scooters only,47.252876999999900,-122.444291000000000,,"Seattle-Tacoma-Bellevue, WA"
12580,2019MD00117,Baltimore,MD,"Baltimore, MD",2019,201912,0,-,0,-,2,"Jump, Lime",Scooters only,39.290385000000000,-76.612189000000000,,"Baltimore-Columbia-Towson, MD"
27620,2018MO00136,Jefferson City,MO,"Jefferson City, MO",2018,201812,0,-,0,-,1,Jump,Scooters only,38.576701999999900,-92.173516000000000,,"Jefferson City, MO"
47900,2019VA00214,Arlington,VA,"Arlington, VA",2019,201912,0,-,0,-,3,"Bolt, Lime, Lyft",Scooters only,38.882409000000000,-77.101640000000000,,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
33100,2018FL0048,Coral Gables,FL,"Coral Gables, FL",2018,201812,0,-,0,-,2,"Bird, Spin",Scooters only,25.721489999999900,-80.268383999999900,,"Miami-Fort Lauderdale-West Palm Beach, FL"
47900,2019VA00213,Alexandria,VA,"Alexandria, VA",2019,201912,0,-,0,-,2,"Bird, Lyft",Scooters only,38.804836000000000,-77.046920999999900,,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
47900,2018VA00214,Arlington,VA,"Arlington, VA",2018,201812,0,-,0,-,3,"Bird, Lime, Lyft",Scooters only,38.882409000000000,-77.101640000000000,,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
31080,2018CA0015,Culver City,CA,"Culver City, CA",2018,201812,0,-,0,-,2,"Bird, Lime",Scooters only,34.021121999999900,-118.396467000000000,,"Los Angeles-Long Beach-Anaheim, CA"
41860,2018CA0023,Oakland,CA,"Oakland, CA",2018,201812,0,-,0,-,2,"Bird, Lime",Scooters only,37.804364000000000,-122.271113999999000,,"San Francisco-Oakland-Hayward, CA"
41940,2018CA0027,San Jose,CA,"San Jose, CA",2018,201812,0,-,0,-,2,"Bird, Lime",Scooters only,37.338208000000000,-121.886329000000000,,"San Jose-Sunnyvale-Santa Clara, CA"
12580,2018MD00117,Baltimore,MD,"Baltimore, MD",2018,201812,0,-,0,-,2,"Bird, Lime",Scooters only,39.290385000000000,-76.612189000000000,,"Baltimore-Columbia-Towson, MD"
33460,2018MN00133,St. Paul,MN,"St. Paul, MN",2018,201812,0,-,0,-,2,"Bird, Lime",Scooters only,44.953702999999900,-93.089957999999900,,"Minneapolis-St. Paul-Bloomington, MN-WI"
17860,2018MO00134,Columbia,MO,"Columbia, MO",2018,201812,0,-,0,-,2,"Bird, Lime",Scooters only,38.951704999999900,-92.334072000000000,,"Columbia, MO"
39300,2018RI00183,Providence,RI,"Providence, RI",2018,201812,0,-,1,Jump,2,"Bird, Lime",Dockless and scooters,41.823988999999900,-71.412834000000000,,"Providence-Warwick, RI-MA"
14460,2019MA0099,Brookline,MA,"Brookline, MA",2019,201912,0,-,0,-,2,"Bird, Lime",Scooters only,42.331667000000000,-71.121667000000000,,"Boston-Cambridge-Newton, MA-NH"
16820,2019VA00216,Charlottesville,VA,"Charlottesville, VA",2019,201912,0,-,0,-,2,"Bird, Lime",Scooters only,38.029305999999900,-78.476678000000000,,"Charlottesville, VA"
14460,2019MA0095,Arlington,MA,"Arlington, MA",2019,201912,0,-,0,-,1,Bird,Scooters only,42.415278000000000,-71.156943999999900,,"Boston-Cambridge-Newton, MA-NH"
14460,2019MA0096,Bedford,MA,"Bedford, MA",2019,201912,0,-,0,-,1,Bird,Scooters only,42.490555999999900,-71.276667000000000,,"Boston-Cambridge-Newton, MA-NH"
14460,2019MA0097,Belmont,MA,"Belmont, MA",2019,201912,0,-,0,-,1,Bird,Scooters only,42.395833000000000,-71.179167000000000,,"Boston-Cambridge-Newton, MA-NH"
14460,2019MA00102,Malden,MA,"Malden, MA",2019,201912,0,-,0,-,1,Bird,Scooters only,42.425096000000000,-71.066163000000000,,"Boston-Cambridge-Newton, MA-NH"
14460,2019MA00108,Newton,MA,"Newton, MA",2019,201912,0,-,0,-,1,Bird,Scooters only,42.337040999999900,-71.209220999999900,,"Boston-Cambridge-Newton, MA-NH"
14460,2019MA00109,Quincy,MA,"Quincy, MA",2019,201912,0,-,0,-,1,Bird,Scooters only,42.252876999999900,-71.002270999999900,,"Boston-Cambridge-Newton, MA-NH"
14460,2019MA00113,Watertown,MA,"Watertown, MA",2019,201912,0,-,0,-,1,Bird,Scooters only,42.370832999999900,-71.183333000000000,,"Boston-Cambridge-Newton, MA-NH"
14460,2019MA00114,Winthrop,MA,"Winthrop, MA",2019,201912,0,-,0,-,1,Bird,Scooters only,42.375000000000000,-70.983333000000000,,"Boston-Cambridge-Newton, MA-NH"
47900,2019MD00120,Montgomery Co.,MD,"Montgomery Co., MD",2019,201912,0,-,0,-,1,Bird,Scooters only,39.083996999999900,-77.152758000000000,,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
29620,2019MI00129,Lansing,MI,"Lansing, MI",2019,201912,0,-,0,-,1,Bird,Scooters only,42.732534999999900,-84.555535000000000,,"Lansing-East Lansing, MI"
33460,2019MN00130,Edina,MN,"Edina, MN",2019,201912,0,-,0,-,1,Bird,Scooters only,44.889687000000000,-93.349948999999900,,"Minneapolis-St. Paul-Bloomington, MN-WI"
33460,2019MN00133,St. Paul,MN,"St. Paul, MN",2019,201912,0,-,0,-,1,Bird,Scooters only,44.953702999999900,-93.089957999999900,,"Minneapolis-St. Paul-Bloomington, MN-WI"
41180,2019MO00135,Ferguson,MO,"Ferguson, MO",2019,201912,0,-,0,-,1,Bird,Scooters only,38.744166999999900,-90.305278000000000,,"St. Louis, MO-IL"
41180,2019MO00138,St. Louis,MO,"St. Louis, MO",2019,201912,0,-,0,-,1,Bird,Scooters only,38.627003000000000,-90.199404000000000,,"St. Louis, MO-IL"
44660,2019OK00174,Stillwater,OK,"Stillwater, OK",2019,201912,0,-,0,-,1,Bird,Scooters only,36.115606999999900,-97.058368000000000,,"Stillwater, OK"
39300,2019RI00183,Providence,RI,"Providence, RI",2019,201912,0,-,1,Jump,3,"Bird, Lime, Veoride",Dockless and scooters,41.823988999999900,-71.412834000000000,,"Providence-Warwick, RI-MA"
31180,2019TX00202,Lubbock,TX,"Lubbock, TX",2019,201912,0,-,0,-,1,Bird,Scooters only,33.577863000000000,-101.855166999999000,,"Lubbock, TX"
44060,2019WA00226,Spokane,WA,"Spokane, WA",2019,201912,0,-,0,-,1,Bird,Scooters only,47.658780000000000,-117.426046999999000,,"Spokane-Spokane Valley, WA"
42660,2019WA00227,Tacoma,WA,"Tacoma, WA",2019,201912,0,-,0,-,1,Bird,Scooters only,47.252876999999900,-122.444291000000000,,"Seattle-Tacoma-Bellevue, WA"
44340,2018GA0071,Statesboro,GA,"Statesboro, GA",2018,201812,0,-,0,-,1,Bird,Scooters only,32.445278000000000,-81.779167000000000,,"Statesboro, GA"
14460,2018MA0097,Belmont,MA,"Belmont, MA",2018,201812,0,-,0,-,1,Bird,Scooters only,42.395833000000000,-71.179167000000000,,"Boston-Cambridge-Newton, MA-NH"
22380,2019AZ004,Flagstaff,AZ,"Flagstaff, AZ",2019,201912,0,-,0,-,0,-,,35.198284000000000,-111.651302000000000,,"Flagstaff, AZ"
41860,2019CA0010,Alameda,CA,"Alameda, CA",2019,201912,0,-,0,-,0,-,,37.765206999999900,-122.241636000000000,,"San Francisco-Oakland-Hayward, CA"
41860,2019CA0011,Albany,CA,"Albany, CA",2019,201912,0,-,0,-,0,-,,37.886944000000000,-122.297777999999000,,"San Francisco-Oakland-Hayward, CA"
41860,2019CA0014,Burlingame,CA,"Burlingame, CA",2019,201912,0,-,0,-,0,-,,37.583333000000000,-122.363611000000000,,"San Francisco-Oakland-Hayward, CA"
41860,2019CA0016,El Cerrito,CA,"El Cerrito, CA",2019,201912,0,-,0,-,0,-,,37.915832999999900,-122.311667000000000,,"San Francisco-Oakland-Hayward, CA"
31080,2019CA0020,Monrovia,CA,"Monrovia, CA",2019,201912,0,-,0,-,0,-,,34.144261999999900,-118.001947999999000,,"Los Angeles-Long Beach-Anaheim, CA"
41940,2019CA0021,Mountain View,CA,"Mountain View, CA",2019,201912,0,-,0,-,0,-,,37.386051999999900,-122.083850999999000,,"San Jose-Sunnyvale-Santa Clara, CA"
41860,2019CA0028,San Mateo,CA,"San Mateo, CA",2019,201912,0,-,0,-,0,-,,37.562992000000000,-122.325524999999000,,"San Francisco-Oakland-Hayward, CA"
41860,2019CA0036,Walnut Creek,CA,"Walnut Creek, CA",2019,201912,0,-,0,-,0,-,,37.910077999999900,-122.065181999999000,,"San Francisco-Oakland-Hayward, CA"
19740,2019CO0039,Aurora,CO,"Aurora, CO",2019,201912,0,-,0,-,0,-,,39.729432000000000,-104.831919999999000,,"Denver-Aurora-Lakewood, CO"
19740,2019CO0041,Broomfield,CO,"Broomfield, CO",2019,201912,0,-,0,-,0,-,,39.920541000000000,-105.086650000000000,,"Denver-Aurora-Lakewood, CO"
22660,2019CO0043,Fort Collins,CO,"Fort Collins, CO",2019,201912,0,-,0,-,0,-,,40.585259999999900,-105.084423000000000,,"Fort Collins, CO"
19740,2019CO0044,Lone Tree,CO,"Lone Tree, CO",2019,201912,0,-,0,-,0,-,,39.548889000000000,-104.892499999999000,,"Denver-Aurora-Lakewood, CO"
33100,2019FL0048,Coral Gables,FL,"Coral Gables, FL",2019,201912,0,-,0,-,0,-,,25.721489999999900,-80.268383999999900,,"Miami-Fort Lauderdale-West Palm Beach, FL"
23540,2019FL0051,Gainesville,FL,"Gainesville, FL",2019,201912,0,-,0,-,0,-,,29.651634000000000,-82.324826000000000,,"Gainesville, FL"
29460,2019FL0054,Lakeland,FL,"Lakeland, FL",2019,201912,0,-,0,-,0,-,,28.039465000000000,-81.949804000000000,,"Lakeland-Winter Haven, FL"
33100,2019FL0062,South Miami,FL,"South Miami, FL",2019,201912,0,-,0,-,0,-,,25.710277999999900,-80.295169000000000,,"Miami-Fort Lauderdale-West Palm Beach, FL"
42340,2019GA0069,Savannah,GA,"Savannah, GA",2019,201912,0,-,0,-,0,-,,32.083540999999900,-81.099834000000000,,"Savannah, GA"
25200,2019ID0076,Hailey,ID,"Hailey, ID",2019,201912,0,-,0,-,0,-,,43.515000000000000,-114.306388999999000,,"Hailey, ID"
40420,2019IL0081,Rockford,IL,"Rockford, IL",2019,201912,0,-,0,-,0,-,,42.271130999999900,-89.093995000000000,,"Rockford, IL"
23060,2019IN0085,Fort Wayne,IN,"Fort Wayne, IN",2019,201912,0,-,0,-,0,-,,41.079273000000000,-85.139351000000000,,"Fort Wayne, IN"
27540,2019IN0086,Huntingburg,IN,"Huntingburg, IN",2019,201912,0,-,0,-,0,-,,38.296944000000000,-86.954443999999900,,"Jasper, IN"
28940,2019TN0092,Knoxville,TN,"Knoxville, TN",2019,201912,0,-,1,Pace,2,"Veoride, Spin",Dockless and scooters,35.960638000000000,-83.920738999999900,,"Knoxville, TN"
14460,2019MA00104,Medford,MA,"Medford, MA",2019,201912,0,-,0,-,0,-,,42.418430000000000,-71.106164000000000,,"Boston-Cambridge-Newton, MA-NH"
14460,2019MA00105,Melrose,MA,"Melrose, MA",2019,201912,0,-,0,-,0,-,,42.458333000000000,-71.066666999999900,,"Boston-Cambridge-Newton, MA-NH"
14460,2019MA00106,Milton,MA,"Milton, MA",2019,201912,0,-,0,-,0,-,,42.250000000000000,-71.066666999999900,,"Boston-Cambridge-Newton, MA-NH"
14460,2019MA00107,Needham,MA,"Needham, MA",2019,201912,0,-,0,-,0,-,,42.283332999999900,-71.233333000000000,,"Boston-Cambridge-Newton, MA-NH"
14460,2019MA00110,Revere,MA,"Revere, MA",2019,201912,0,-,0,-,0,-,,42.408430000000000,-71.011994999999900,,"Boston-Cambridge-Newton, MA-NH"
14460,2019MA00112,Waltham,MA,"Waltham, MA",2019,201912,0,-,0,-,0,-,,42.376485000000000,-71.235611000000000,,"Boston-Cambridge-Newton, MA-NH"
49340,2019MA00115,Worcester,MA,"Worcester, MA",2019,201912,0,-,0,-,0,-,,42.262593000000000,-71.802293000000000,,"Worcester, MA-CT"
12580,2019MD00116,Annapolis,MD,"Annapolis, MD",2019,201912,0,-,0,-,0,-,,38.978445000000000,-76.492182999999900,,"Baltimore-Columbia-Towson, MD"
41540,2019MD00121,Salisbury,MD,"Salisbury, MD",2019,201912,0,-,0,-,0,-,,38.365833000000000,-75.593333000000000,,"Salisbury, MD-DE"
47900,2019MD00123,Takoma Park,MD,"Takoma Park, MD",2019,201912,0,-,0,-,0,-,,38.979999999999900,-77.002222000000000,,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
33460,2019MN00131,Hastings,MN,"Hastings, MN",2019,201912,0,-,0,-,0,-,,44.733333000000000,-92.849999999999900,,"Minneapolis-St. Paul-Bloomington, MN-WI"
27620,2019MO00136,Jefferson City,MO,"Jefferson City, MO",2019,201912,0,-,0,-,0,-,,38.576701999999900,-92.173516000000000,,"Jefferson City, MO"
10740,2019NM00153,Albuquerque,NM,"Albuquerque, NM",2019,201912,0,-,0,-,0,-,,35.085334000000000,-106.605553000000000,,"Albuquerque, NM"
39900,2019NV00155,Reno,NV,"Reno, NV",2019,201912,0,-,0,-,0,-,,39.529632999999900,-119.813802999999000,,"Reno, NV"
36420,2019OK00172,Norman,OK,"Norman, OK",2019,201912,0,-,0,-,0,-,,35.222566999999900,-97.439477999999900,,"Oklahoma City, OK"
19100,2019TX00193,Arlington,TX,"Arlington, TX",2019,201912,0,-,0,-,0,-,,32.735686999999900,-97.108065999999900,,"Dallas-Fort Worth-Arlington, TX"
19100,2019TX00197,Denton,TX,"Denton, TX",2019,201912,0,-,0,-,0,-,,33.214841000000000,-97.133067999999900,,"Dallas-Fort Worth-Arlington, TX"
26420,2019TX00206,The Woodlands,TX,"The Woodlands, TX",2019,201912,0,-,0,-,0,-,,30.177499999999900,-95.503889000000000,,"Houston-The Woodlands-Sugar Land, TX"
25500,2019VA00218,Harrisonburg,VA,"Harrisonburg, VA",2019,201912,0,-,0,-,4,"Lime, Bird, Bolt, Veoride",,38.449568999999900,-78.868915999999900,,"Harrisonburg, VA"
47260,2019VA00222,Virginia Beach,VA,"Virginia Beach, VA",2019,201912,0,-,0,-,0,-,,36.852925999999900,-75.977985000000000,,"Virginia Beach-Norfolk-Newport News, VA-NC"
