,CBSA,MNAME,Mode,Year,Tot_Pop,TNC_FLAG,YEARS_SINCE_TNC,UBER_NET_REVENUE
435,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",Bus,2016,7232599.0,1,4,4964
698,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",Bus,2017,7400479.0,1,5,7932
985,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",Bus,2018,7558997.5,1,6,11270
1216,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",Rail,2012,6647496.0,1,0,15
1249,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",Rail,2013,6812373.0,1,1,103
42,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",Rail,2014,6954003.0,1,2,445
221,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",Rail,2015,7102165.0,1,3,1690
436,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",Rail,2016,7232599.0,1,4,4964
699,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",Rail,2017,7400479.0,1,5,7932
986,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",Rail,2018,7558997.5,1,6,11270
222,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",Bus,2015,384584.0,1,0,1690
437,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",Bus,2016,383352.0,1,1,4964
700,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",Bus,2017,382298.0,1,2,7932
987,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",Bus,2018,381199.5,1,3,11270
43,19380,"Dayton, OH Metro Area",Bus,2014,800836.0,1,0,445
223,19380,"Dayton, OH Metro Area",Bus,2015,800909.0,1,1,1690
438,19380,"Dayton, OH Metro Area",Bus,2016,800683.0,1,2,4964
701,19380,"Dayton, OH Metro Area",Bus,2017,803416.0,1,3,7932
988,19380,"Dayton, OH Metro Area",Bus,2018,805409.25,1,4,11270
702,19500,"Decatur, IL Metro Area",Bus,2017,105801.0,1,0,7932
989,19500,"Decatur, IL Metro Area",Bus,2018,105051.0,1,1,11270
44,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",Bus,2014,609939.0,1,0,445
224,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",Bus,2015,623279.0,1,1,1690
439,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",Bus,2016,637674.0,1,2,4964
703,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",Bus,2017,649202.0,1,3,7932
990,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",Bus,2018,661446.75,1,4,11270
1250,19740,"Denver-Aurora-Broomfield, CO Metro Area",Bus,2013,2697476.0,1,0,103
45,19740,"Denver-Aurora-Broomfield, CO Metro Area",Bus,2014,2754258.0,1,1,445
225,19740,"Denver-Aurora-Broomfield, CO Metro Area",Bus,2015,2814330.0,1,2,1690
440,19740,"Denver-Aurora-Broomfield, CO Metro Area",Bus,2016,2853077.0,1,3,4964
704,19740,"Denver-Aurora-Broomfield, CO Metro Area",Bus,2017,2888227.0,1,4,7932
991,19740,"Denver-Aurora-Broomfield, CO Metro Area",Bus,2018,2924276.25,1,5,11270
1251,19740,"Denver-Aurora-Broomfield, CO Metro Area",Rail,2013,2697476.0,1,0,103
46,19740,"Denver-Aurora-Broomfield, CO Metro Area",Rail,2014,2754258.0,1,1,445
226,19740,"Denver-Aurora-Broomfield, CO Metro Area",Rail,2015,2814330.0,1,2,1690
441,19740,"Denver-Aurora-Broomfield, CO Metro Area",Rail,2016,2853077.0,1,3,4964
705,19740,"Denver-Aurora-Broomfield, CO Metro Area",Rail,2017,2888227.0,1,4,7932
992,19740,"Denver-Aurora-Broomfield, CO Metro Area",Rail,2018,2924276.25,1,5,11270
47,19780,"Des Moines-West Des Moines, IA Metro Area",Bus,2014,611549.0,1,0,445
227,19780,"Des Moines-West Des Moines, IA Metro Area",Bus,2015,622899.0,1,1,1690
442,19780,"Des Moines-West Des Moines, IA Metro Area",Bus,2016,634725.0,1,2,4964
706,19780,"Des Moines-West Des Moines, IA Metro Area",Bus,2017,645911.0,1,3,7932
993,19780,"Des Moines-West Des Moines, IA Metro Area",Bus,2018,657257.0,1,4,11270
1252,19820,"Detroit-Warren-Livonia, MI Metro Area",Bus,2013,4294983.0,1,0,103
48,19820,"Detroit-Warren-Livonia, MI Metro Area",Bus,2014,4296611.0,1,1,445
228,19820,"Detroit-Warren-Livonia, MI Metro Area",Bus,2015,4302043.0,1,2,1690
443,19820,"Detroit-Warren-Livonia, MI Metro Area",Bus,2016,4297617.0,1,3,4964
707,19820,"Detroit-Warren-Livonia, MI Metro Area",Bus,2017,4313002.0,1,4,7932
994,19820,"Detroit-Warren-Livonia, MI Metro Area",Bus,2018,4323434.25,1,5,11270
1253,19820,"Detroit-Warren-Livonia, MI Metro Area",Rail,2013,4294983.0,1,0,103
49,19820,"Detroit-Warren-Livonia, MI Metro Area",Rail,2014,4296611.0,1,1,445
229,19820,"Detroit-Warren-Livonia, MI Metro Area",Rail,2015,4302043.0,1,2,1690
444,19820,"Detroit-Warren-Livonia, MI Metro Area",Rail,2016,4297617.0,1,3,4964
708,19820,"Detroit-Warren-Livonia, MI Metro Area",Rail,2017,4313002.0,1,4,7932
995,19820,"Detroit-Warren-Livonia, MI Metro Area",Rail,2018,4323434.25,1,5,11270
709,20260,"Duluth, MN-WI Metro Area",Bus,2017,278782.0,1,0,7932
996,20260,"Duluth, MN-WI Metro Area",Bus,2018,278354.75,1,1,11270
50,20500,"Durham-Chapel Hill, NC Metro Area",Bus,2014,542710.0,1,0,445
230,20500,"Durham-Chapel Hill, NC Metro Area",Bus,2015,552493.0,1,1,1690
445,20500,"Durham-Chapel Hill, NC Metro Area",Bus,2016,559535.0,1,2,4964
710,20500,"Durham-Chapel Hill, NC Metro Area",Bus,2017,567428.0,1,3,7932
997,20500,"Durham-Chapel Hill, NC Metro Area",Bus,2018,575108.25,1,4,11270
711,20740,"Eau Claire, WI Metro Area",Bus,2017,167484.0,1,0,7932
998,20740,"Eau Claire, WI Metro Area",Bus,2018,168381.0,1,1,11270
231,20940,"El Centro, CA Metro Area",Bus,2015,180191.0,1,0,1690
446,20940,"El Centro, CA Metro Area",Bus,2016,180883.0,1,1,4964
712,20940,"El Centro, CA Metro Area",Bus,2017,182830.0,1,2,7932
999,20940,"El Centro, CA Metro Area",Bus,2018,184463.25,1,3,11270
448,21060,"Elizabethtown, KY Metro Area",Bus,2016,150447.0,1,0,4964
714,21060,"Elizabethtown, KY Metro Area",Bus,2017,149813.0,1,1,7932
1002,21060,"Elizabethtown, KY Metro Area",Bus,2018,149980.0,1,2,11270
449,21140,"Elkhart-Goshen, IN Metro Area",Bus,2016,203781.0,1,0,4964
715,21140,"Elkhart-Goshen, IN Metro Area",Bus,2017,205032.0,1,1,7932
1003,21140,"Elkhart-Goshen, IN Metro Area",Bus,2018,206047.0,1,2,11270
51,21340,"El Paso, TX Metro Area",Bus,2014,836444.0,1,0,445
232,21340,"El Paso, TX Metro Area",Bus,2015,838019.0,1,1,1690
447,21340,"El Paso, TX Metro Area",Bus,2016,842114.0,1,2,4964
713,21340,"El Paso, TX Metro Area",Bus,2017,842677.0,1,3,7932
1000,21340,"El Paso, TX Metro Area",Bus,2018,844123.0,1,4,11270
1001,21340,"El Paso, TX Metro Area",Rail,2018,844123.0,1,4,11270
233,21500,"Erie, PA Metro Area",Bus,2015,278045.0,1,0,1690
450,21500,"Erie, PA Metro Area",Bus,2016,276207.0,1,1,4964
716,21500,"Erie, PA Metro Area",Bus,2017,274541.0,1,2,7932
1004,21500,"Erie, PA Metro Area",Bus,2018,272832.0,1,3,11270
1005,21660,"Eugene-Springfield, OR Metro Area",Bus,2018,380325.75,1,0,11270
717,21780,"Evansville, IN-KY Metro Area",Bus,2017,315669.0,1,0,7932
1006,21780,"Evansville, IN-KY Metro Area",Bus,2018,315523.5,1,1,11270
234,22020,"Fargo, ND-MN Metro Area",Bus,2015,233836.0,1,0,1690
451,22020,"Fargo, ND-MN Metro Area",Bus,2016,238124.0,1,1,4964
718,22020,"Fargo, ND-MN Metro Area",Bus,2017,241356.0,1,2,7932
1007,22020,"Fargo, ND-MN Metro Area",Bus,2018,244852.0,1,3,11270
52,22180,"Fayetteville, NC Metro Area",Bus,2014,377939.0,1,0,445
235,22180,"Fayetteville, NC Metro Area",Bus,2015,376509.0,1,1,1690
452,22180,"Fayetteville, NC Metro Area",Bus,2016,380389.0,1,2,4964
719,22180,"Fayetteville, NC Metro Area",Bus,2017,386662.0,1,3,7932
1008,22180,"Fayetteville, NC Metro Area",Bus,2018,392336.75,1,4,11270
53,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",Bus,2014,503046.0,1,0,445
236,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",Bus,2015,515403.0,1,1,1690
453,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",Bus,2016,527153.0,1,2,4964
720,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",Bus,2017,535557.0,1,3,7932
1009,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",Bus,2018,544797.5,1,4,11270
54,22380,"Flagstaff, AZ Metro Area",Bus,2014,137682.0,1,0,445
237,22380,"Flagstaff, AZ Metro Area",Bus,2015,139097.0,1,1,1690
454,22380,"Flagstaff, AZ Metro Area",Bus,2016,140908.0,1,2,4964
721,22380,"Flagstaff, AZ Metro Area",Bus,2017,140776.0,1,3,7932
1010,22380,"Flagstaff, AZ Metro Area",Bus,2018,141129.75,1,4,11270
55,22420,"Flint, MI Metro Area",Bus,2014,412895.0,1,0,445
238,22420,"Flint, MI Metro Area",Bus,2015,410849.0,1,1,1690
455,22420,"Flint, MI Metro Area",Bus,2016,408615.0,1,2,4964
722,22420,"Flint, MI Metro Area",Bus,2017,407385.0,1,3,7932
1011,22420,"Flint, MI Metro Area",Bus,2018,405904.0,1,4,11270
56,22660,"Fort Collins-Loveland, CO Metro Area",Bus,2014,324122.0,1,0,445
239,22660,"Fort Collins-Loveland, CO Metro Area",Bus,2015,333577.0,1,1,1690
456,22660,"Fort Collins-Loveland, CO Metro Area",Bus,2016,339993.0,1,2,4964
723,22660,"Fort Collins-Loveland, CO Metro Area",Bus,2017,343976.0,1,3,7932
1012,22660,"Fort Collins-Loveland, CO Metro Area",Bus,2018,348567.25,1,4,11270
240,23060,"Fort Wayne, IN Metro Area",Bus,2015,429820.0,1,0,1690
457,23060,"Fort Wayne, IN Metro Area",Bus,2016,431802.0,1,1,4964
724,23060,"Fort Wayne, IN Metro Area",Bus,2017,434617.0,1,2,7932
1013,23060,"Fort Wayne, IN Metro Area",Bus,2018,437223.75,1,3,11270
57,23420,"Fresno, CA Metro Area",Bus,2014,965974.0,1,0,445
241,23420,"Fresno, CA Metro Area",Bus,2015,974861.0,1,1,1690
458,23420,"Fresno, CA Metro Area",Bus,2016,979915.0,1,2,4964
725,23420,"Fresno, CA Metro Area",Bus,2017,989255.0,1,3,7932
1014,23420,"Fresno, CA Metro Area",Bus,2018,997523.5,1,4,11270
58,23540,"Gainesville, FL Metro Area",Bus,2014,272994.0,1,0,445
242,23540,"Gainesville, FL Metro Area",Bus,2015,276881.0,1,1,1690
459,23540,"Gainesville, FL Metro Area",Bus,2016,281796.0,1,2,4964
726,23540,"Gainesville, FL Metro Area",Bus,2017,285374.0,1,3,7932
1015,23540,"Gainesville, FL Metro Area",Bus,2018,289286.25,1,4,11270
59,24340,"Grand Rapids-Wyoming, MI Metro Area",Bus,2014,1027703.0,1,0,445
243,24340,"Grand Rapids-Wyoming, MI Metro Area",Bus,2015,1038583.0,1,1,1690
460,24340,"Grand Rapids-Wyoming, MI Metro Area",Bus,2016,1047099.0,1,2,4964
727,24340,"Grand Rapids-Wyoming, MI Metro Area",Bus,2017,1059113.0,1,3,7932
1016,24340,"Grand Rapids-Wyoming, MI Metro Area",Bus,2018,1070252.5,1,4,11270
461,24500,"Great Falls, MT Metro Area",Bus,2016,81755.0,1,0,4964
728,24500,"Great Falls, MT Metro Area",Bus,2017,81654.0,1,1,7932
1017,24500,"Great Falls, MT Metro Area",Bus,2018,81447.5,1,2,11270
60,24580,"Green Bay, WI Metro Area",Bus,2014,314531.0,1,0,445
244,24580,"Green Bay, WI Metro Area",Bus,2015,316519.0,1,1,1690
462,24580,"Green Bay, WI Metro Area",Bus,2016,318236.0,1,2,4964
729,24580,"Green Bay, WI Metro Area",Bus,2017,320050.0,1,3,7932
1018,24580,"Green Bay, WI Metro Area",Bus,2018,321839.75,1,4,11270
61,24660,"Greensboro-High Point, NC Metro Area",Bus,2014,746593.0,1,0,445
245,24660,"Greensboro-High Point, NC Metro Area",Bus,2015,752157.0,1,1,1690
463,24660,"Greensboro-High Point, NC Metro Area",Bus,2016,756139.0,1,2,4964
730,24660,"Greensboro-High Point, NC Metro Area",Bus,2017,761184.0,1,3,7932
1019,24660,"Greensboro-High Point, NC Metro Area",Bus,2018,765963.25,1,4,11270
62,24860,"Greenville-Mauldin-Easley, SC Metro Area",Bus,2014,862463.0,1,0,445
246,24860,"Greenville-Mauldin-Easley, SC Metro Area",Bus,2015,874869.0,1,1,1690
464,24860,"Greenville-Mauldin-Easley, SC Metro Area",Bus,2016,884975.0,1,2,4964
731,24860,"Greenville-Mauldin-Easley, SC Metro Area",Bus,2017,895923.0,1,3,7932
1020,24860,"Greenville-Mauldin-Easley, SC Metro Area",Bus,2018,906660.5,1,4,11270
465,25060,"Gulfport-Biloxi, MS Metro Area",Bus,2016,391266.0,1,0,4964
732,25060,"Gulfport-Biloxi, MS Metro Area",Bus,2017,394232.0,1,1,7932
1021,25060,"Gulfport-Biloxi, MS Metro Area",Bus,2018,396959.25,1,2,11270
466,25260,"Hanford-Corcoran, CA Metro Area",Bus,2016,149785.0,1,0,4964
733,25260,"Hanford-Corcoran, CA Metro Area",Bus,2017,150101.0,1,1,7932
1022,25260,"Hanford-Corcoran, CA Metro Area",Bus,2018,150043.0,1,2,11270
247,25420,"Harrisburg-Carlisle, PA Metro Area",Bus,2015,565006.0,1,0,1690
467,25420,"Harrisburg-Carlisle, PA Metro Area",Bus,2016,568033.0,1,1,4964
734,25420,"Harrisburg-Carlisle, PA Metro Area",Bus,2017,571903.0,1,2,7932
1023,25420,"Harrisburg-Carlisle, PA Metro Area",Bus,2018,575562.25,1,3,11270
248,25500,"Harrisonburg, VA Metro Area",Bus,2015,131131.0,1,0,1690
468,25500,"Harrisonburg, VA Metro Area",Bus,2016,132822.0,1,1,4964
735,25500,"Harrisonburg, VA Metro Area",Bus,2017,134442.0,1,2,7932
1024,25500,"Harrisonburg, VA Metro Area",Bus,2018,136079.75,1,3,11270
63,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Bus,2014,1214295.0,1,0,445
249,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Bus,2015,1211324.0,1,1,1690
469,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Bus,2016,1206836.0,1,2,4964
736,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Bus,2017,1210259.0,1,3,7932
1025,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Bus,2018,1211704.25,1,4,11270
64,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Rail,2014,1214295.0,1,0,445
250,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Rail,2015,1211324.0,1,1,1690
470,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Rail,2016,1206836.0,1,2,4964
737,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Rail,2017,1210259.0,1,3,7932
1026,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Rail,2018,1211704.25,1,4,11270
471,25860,"Hickory-Lenoir-Morganton, NC Metro Area",Bus,2016,364187.0,1,0,4964
738,25860,"Hickory-Lenoir-Morganton, NC Metro Area",Bus,2017,366534.0,1,1,7932
1027,25860,"Hickory-Lenoir-Morganton, NC Metro Area",Bus,2018,368713.5,1,2,11270
739,26100,"Holland-Grand Haven, MI Metro Area",Bus,2017,,1,0,7932
1028,26100,"Holland-Grand Haven, MI Metro Area",Bus,2018,0.0,1,1,11270
65,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Bus,2014,6490180.0,1,0,445
251,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Bus,2015,6656946.0,1,1,1690
472,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Bus,2016,6772470.0,1,2,4964
740,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Bus,2017,6892427.0,1,3,7932
1029,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Bus,2018,7011275.75,1,4,11270
66,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Rail,2014,6490180.0,1,0,445
252,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Rail,2015,6656946.0,1,1,1690
473,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Rail,2016,6772470.0,1,2,4964
741,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Rail,2017,6892427.0,1,3,7932
1030,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Rail,2018,7011275.75,1,4,11270
474,26580,"Huntington-Ashland, WV-KY-OH Metro Area",Bus,2016,359588.0,1,0,4964
742,26580,"Huntington-Ashland, WV-KY-OH Metro Area",Bus,2017,356474.0,1,1,7932
1031,26580,"Huntington-Ashland, WV-KY-OH Metro Area",Bus,2018,353640.5,1,2,11270
475,26620,"Huntsville, AL Metro Area",Bus,2016,449720.0,1,0,4964
743,26620,"Huntsville, AL Metro Area",Bus,2017,455448.0,1,1,7932
1032,26620,"Huntsville, AL Metro Area",Bus,2018,460986.0,1,2,11270
1254,26900,"Indianapolis-Carmel, IN Metro Area",Bus,2013,1953613.0,1,0,103
67,26900,"Indianapolis-Carmel, IN Metro Area",Bus,2014,1972241.0,1,1,445
253,26900,"Indianapolis-Carmel, IN Metro Area",Bus,2015,1988152.0,1,2,1690
476,26900,"Indianapolis-Carmel, IN Metro Area",Bus,2016,2001737.0,1,3,4964
744,26900,"Indianapolis-Carmel, IN Metro Area",Bus,2017,2027059.0,1,4,7932
1033,26900,"Indianapolis-Carmel, IN Metro Area",Bus,2018,2049446.75,1,5,11270
477,26980,"Iowa City, IA Metro Area",Bus,2016,168828.0,1,0,4964
745,26980,"Iowa City, IA Metro Area",Bus,2017,171491.0,1,1,7932
1034,26980,"Iowa City, IA Metro Area",Bus,2018,174070.75,1,2,11270
746,27060,"Ithaca, NY Metro Area",Bus,2017,104802.0,1,0,7932
1035,27060,"Ithaca, NY Metro Area",Bus,2018,104736.5,1,1,11270
68,27100,"Jackson, MI Metro Area",Bus,2014,159741.0,1,0,445
254,27100,"Jackson, MI Metro Area",Bus,2015,159494.0,1,1,1690
478,27100,"Jackson, MI Metro Area",Bus,2016,158460.0,1,2,4964
747,27100,"Jackson, MI Metro Area",Bus,2017,158640.0,1,3,7932
1036,27100,"Jackson, MI Metro Area",Bus,2018,158516.5,1,4,11270
69,27140,"Jackson, MS Metro Area",Bus,2014,576246.0,1,0,445
255,27140,"Jackson, MS Metro Area",Bus,2015,578561.0,1,1,1690
479,27140,"Jackson, MS Metro Area",Bus,2016,580178.0,1,2,4964
748,27140,"Jackson, MS Metro Area",Bus,2017,578794.0,1,3,7932
1037,27140,"Jackson, MS Metro Area",Bus,2018,578160.25,1,4,11270
70,27180,"Jackson, TN Metro Area",Bus,2014,130225.0,1,0,445
256,27180,"Jackson, TN Metro Area",Bus,2015,129682.0,1,1,1690
480,27180,"Jackson, TN Metro Area",Bus,2016,129527.0,1,2,4964
749,27180,"Jackson, TN Metro Area",Bus,2017,129235.0,1,3,7932
1038,27180,"Jackson, TN Metro Area",Bus,2018,128977.25,1,4,11270
71,27260,"Jacksonville, FL Metro Area",Bus,2014,1419127.0,1,0,445
257,27260,"Jacksonville, FL Metro Area",Bus,2015,1449481.0,1,1,1690
481,27260,"Jacksonville, FL Metro Area",Bus,2016,1478212.0,1,2,4964
750,27260,"Jacksonville, FL Metro Area",Bus,2017,1504980.0,1,3,7932
1039,27260,"Jacksonville, FL Metro Area",Bus,2018,1532238.75,1,4,11270
72,27260,"Jacksonville, FL Metro Area",Rail,2014,1419127.0,1,0,445
258,27260,"Jacksonville, FL Metro Area",Rail,2015,1449481.0,1,1,1690
482,27260,"Jacksonville, FL Metro Area",Rail,2016,1478212.0,1,2,4964
751,27260,"Jacksonville, FL Metro Area",Rail,2017,1504980.0,1,3,7932
1040,27260,"Jacksonville, FL Metro Area",Rail,2018,1532238.75,1,4,11270
483,27780,"Johnstown, PA Metro Area",Bus,2016,134732.0,1,0,4964
752,27780,"Johnstown, PA Metro Area",Bus,2017,133054.0,1,1,7932
1041,27780,"Johnstown, PA Metro Area",Bus,2018,131375.75,1,2,11270
484,27780,"Johnstown, PA Metro Area",Rail,2016,134732.0,1,0,4964
753,27780,"Johnstown, PA Metro Area",Rail,2017,133054.0,1,1,7932
1042,27780,"Johnstown, PA Metro Area",Rail,2018,131375.75,1,2,11270
73,28020,"Kalamazoo-Portage, MI Metro Area",Bus,2014,334017.0,1,0,445
259,28020,"Kalamazoo-Portage, MI Metro Area",Bus,2015,335340.0,1,1,1690
485,28020,"Kalamazoo-Portage, MI Metro Area",Bus,2016,336877.0,1,2,4964
754,28020,"Kalamazoo-Portage, MI Metro Area",Bus,2017,338338.0,1,3,7932
1043,28020,"Kalamazoo-Portage, MI Metro Area",Bus,2018,339818.0,1,4,11270
260,28100,"Kankakee-Bradley, IL Metro Area",Bus,2015,110879.0,1,0,1690
486,28100,"Kankakee-Bradley, IL Metro Area",Bus,2016,110008.0,1,1,4964
755,28100,"Kankakee-Bradley, IL Metro Area",Bus,2017,109605.0,1,2,7932
1044,28100,"Kankakee-Bradley, IL Metro Area",Bus,2018,109085.0,1,3,11270
74,28140,"Kansas City, MO-KS Metro Area",Bus,2014,2070221.0,1,0,445
261,28140,"Kansas City, MO-KS Metro Area",Bus,2015,2088269.0,1,1,1690
487,28140,"Kansas City, MO-KS Metro Area",Bus,2016,2104115.0,1,2,4964
756,28140,"Kansas City, MO-KS Metro Area",Bus,2017,2126945.0,1,3,7932
1045,28140,"Kansas City, MO-KS Metro Area",Bus,2018,2148029.0,1,4,11270
488,28140,"Kansas City, MO-KS Metro Area",Rail,2016,2104115.0,1,2,4964
757,28140,"Kansas City, MO-KS Metro Area",Rail,2017,2126945.0,1,3,7932
1046,28140,"Kansas City, MO-KS Metro Area",Rail,2018,2148029.0,1,4,11270
489,28420,"Kennewick-Pasco-Richland, WA Metro Area",Bus,2016,283846.0,1,0,4964
758,28420,"Kennewick-Pasco-Richland, WA Metro Area",Bus,2017,290296.0,1,1,7932
1047,28420,"Kennewick-Pasco-Richland, WA Metro Area",Bus,2018,296316.0,1,2,11270
262,28660,"Killeen-Temple-Fort Hood, TX Metro Area",Bus,2015,430642.0,1,0,1690
490,28660,"Killeen-Temple-Fort Hood, TX Metro Area",Bus,2016,435887.0,1,1,4964
759,28660,"Killeen-Temple-Fort Hood, TX Metro Area",Bus,2017,442693.0,1,2,7932
1048,28660,"Killeen-Temple-Fort Hood, TX Metro Area",Bus,2018,449108.75,1,3,11270
75,28940,"Knoxville, TN Metro Area",Bus,2014,857385.0,1,0,445
263,28940,"Knoxville, TN Metro Area",Bus,2015,861679.0,1,1,1690
491,28940,"Knoxville, TN Metro Area",Bus,2016,869076.0,1,2,4964
760,28940,"Knoxville, TN Metro Area",Bus,2017,877874.0,1,3,7932
1049,28940,"Knoxville, TN Metro Area",Bus,2018,886321.75,1,4,11270
492,29020,"Kokomo, IN Metro Area",Bus,2016,82568.0,1,0,4964
761,29020,"Kokomo, IN Metro Area",Bus,2017,82363.0,1,1,7932
1050,29020,"Kokomo, IN Metro Area",Bus,2018,82212.25,1,2,11270
762,29100,"La Crosse, WI-MN Metro Area",Bus,2017,136934.0,1,0,7932
1051,29100,"La Crosse, WI-MN Metro Area",Bus,2018,136920.25,1,1,11270
76,29140,"Lafayette, IN Metro Area",Bus,2014,211515.0,1,0,445
264,29140,"Lafayette, IN Metro Area",Bus,2015,214997.0,1,1,1690
493,29140,"Lafayette, IN Metro Area",Bus,2016,217439.0,1,2,4964
763,29140,"Lafayette, IN Metro Area",Bus,2017,218769.0,1,3,7932
1052,29140,"Lafayette, IN Metro Area",Bus,2018,220377.0,1,4,11270
265,29180,"Lafayette, LA Metro Area",Bus,2015,490488.0,1,0,1690
494,29180,"Lafayette, LA Metro Area",Bus,2016,491528.0,1,1,4964
764,29180,"Lafayette, LA Metro Area",Bus,2017,491558.0,1,2,7932
1053,29180,"Lafayette, LA Metro Area",Bus,2018,491840.5,1,3,11270
495,29460,"Lakeland-Winter Haven, FL Metro Area",Bus,2016,666149.0,1,0,4964
765,29460,"Lakeland-Winter Haven, FL Metro Area",Bus,2017,686483.0,1,1,7932
1054,29460,"Lakeland-Winter Haven, FL Metro Area",Bus,2018,705747.75,1,2,11270
266,29540,"Lancaster, PA Metro Area",Bus,2015,536624.0,1,0,1690
496,29540,"Lancaster, PA Metro Area",Bus,2016,538500.0,1,1,4964
766,29540,"Lancaster, PA Metro Area",Bus,2017,542903.0,1,2,7932
1055,29540,"Lancaster, PA Metro Area",Bus,2018,546674.25,1,3,11270
77,29620,"Lansing-East Lansing, MI Metro Area",Bus,2014,470458.0,1,0,445
267,29620,"Lansing-East Lansing, MI Metro Area",Bus,2015,472276.0,1,1,1690
497,29620,"Lansing-East Lansing, MI Metro Area",Bus,2016,475099.0,1,2,4964
767,29620,"Lansing-East Lansing, MI Metro Area",Bus,2017,477656.0,1,3,7932
1056,29620,"Lansing-East Lansing, MI Metro Area",Bus,2018,480279.5,1,4,11270
768,29700,"Laredo, TX Metro Area",Bus,2017,274794.0,1,0,7932
1057,29700,"Laredo, TX Metro Area",Bus,2018,277862.75,1,1,11270
268,29820,"Las Vegas-Paradise, NV Metro Area",Bus,2015,2114801.0,1,0,1690
498,29820,"Las Vegas-Paradise, NV Metro Area",Bus,2016,2155664.0,1,1,4964
769,29820,"Las Vegas-Paradise, NV Metro Area",Bus,2017,2204079.0,1,2,7932
1058,29820,"Las Vegas-Paradise, NV Metro Area",Bus,2018,2250606.0,1,3,11270
269,29940,"Lawrence, KS Metro Area",Bus,2015,118053.0,1,0,1690
499,29940,"Lawrence, KS Metro Area",Bus,2016,119440.0,1,1,4964
770,29940,"Lawrence, KS Metro Area",Bus,2017,120793.0,1,2,7932
1059,29940,"Lawrence, KS Metro Area",Bus,2018,122154.5,1,3,11270
500,30140,"Lebanon, PA Metro Area",Bus,2016,138863.0,1,0,4964
771,30140,"Lebanon, PA Metro Area",Bus,2017,139754.0,1,1,7932
1060,30140,"Lebanon, PA Metro Area",Bus,2018,140871.25,1,2,11270
501,30340,"Lewiston-Auburn, ME Metro Area",Bus,2016,107319.0,1,0,4964
772,30340,"Lewiston-Auburn, ME Metro Area",Bus,2017,107651.0,1,1,7932
1061,30340,"Lewiston-Auburn, ME Metro Area",Bus,2018,107921.5,1,2,11270
78,30460,"Lexington-Fayette, KY Metro Area",Bus,2014,494189.0,1,0,445
270,30460,"Lexington-Fayette, KY Metro Area",Bus,2015,500535.0,1,1,1690
502,30460,"Lexington-Fayette, KY Metro Area",Bus,2016,506751.0,1,2,4964
773,30460,"Lexington-Fayette, KY Metro Area",Bus,2017,512650.0,1,3,7932
1062,30460,"Lexington-Fayette, KY Metro Area",Bus,2018,518628.25,1,4,11270
79,30700,"Lincoln, NE Metro Area",Bus,2014,320227.0,1,0,445
271,30700,"Lincoln, NE Metro Area",Bus,2015,323557.0,1,1,1690
503,30700,"Lincoln, NE Metro Area",Bus,2016,326591.0,1,2,4964
