CBSA Code,Year,POP_CENSUSTRACT,WAC_TOTAL,WAC_RETAIL
16980,2004,3427101.5999999996,1456574,165118
16980,2005,3415125.0,1461684,165497
16980,2006,3404762.0000000005,1453974,164817
16980,2007,3395206.7000000053,1501961,164363
16980,2008,3383098.7999999947,1506799,165623
16980,2009,3370990.8999999994,1451235,158803
16980,2010,3358883.0,1476008,163792
16980,2011,3346775.1,1483608,165460
16980,2012,3334667.2000000053,1441573,154240
16980,2013,3320138.499999995,1452916,157570
16980,2014,3307095.0000000005,1478842,161546
16980,2015,3294421.5,1514382,166012
17020,2002,29144.6,17810,1833
17020,2003,29148.9,17060,1790
17020,2004,29153.200000000004,17556,1826
17020,2005,29157.5,17886,1882
17020,2006,29161.799999999996,18081,1876
17020,2007,29166.1,17688,1800
17020,2008,29170.4,18961,1766
17020,2009,29174.700000000004,19222,1598
17020,2010,29179.0,19029,1632
17020,2011,29183.299999999996,16921,1559
17020,2012,29187.6,17304,1590
17020,2013,29191.9,20161,1706
17020,2014,29196.200000000004,20400,1602
17020,2015,29200.5,20732,1873
17140,2002,307443.99999999994,262152,27288
17140,2003,304759.50000000006,261322,26597
17140,2004,302075.0,255666,26422
17140,2005,299390.5,260518,25370
17140,2006,296705.99999999994,259218,24572
17140,2007,294021.49999999994,260559,25617
17140,2008,291337.00000000006,260415,23292
17140,2009,288652.50000000006,253913,23689
17140,2010,285968.0,255676,22590
17140,2011,283283.49999999994,249607,21543
17140,2012,280598.99999999994,237926,21746
17140,2013,277914.50000000006,245724,22424
17140,2014,275230.00000000006,250536,21663
17140,2015,272545.5,248428,20717
17300,2002,947.8,2104,395
17300,2003,992.2,2103,322
17300,2004,1036.6,2157,288
17300,2005,1081.0,2269,329
17300,2006,1125.4,2158,316
17300,2007,1169.8,2283,346
17300,2008,1214.2,2216,260
17300,2009,1258.6,2231,227
17300,2010,1303.0,2602,438
17300,2011,1347.4,2509,425
17300,2012,1391.8,2671,479
17300,2013,1436.2,2727,445
17300,2014,1480.6,2807,457
17300,2015,1525.0,2926,476
17420,2002,3193.0,5707,178
17420,2003,3266.0,5866,171
17420,2004,3339.0,5994,158
17420,2005,3412.0,5775,129
17420,2006,3485.0,6011,91
17420,2007,3558.0,5762,69
17420,2008,3631.0,3620,67
17420,2009,3704.0,3323,78
17420,2010,3777.0,3430,63
17420,2011,3850.0,2403,70
17420,2012,3923.0,3752,104
17420,2013,3996.0,3826,135
17420,2014,4069.0,2426,113
17420,2015,4142.0,2630,131
17460,2002,582436.9999999997,209079,26108
17460,2003,573824.5000000003,207073,25743
17460,2004,567682.0000000001,200196,25364
17460,2005,560304.5,200644,24505
17460,2006,552926.9999999999,201042,23403
17460,2007,545549.4999999998,199840,22376
17460,2008,538172.0000000001,199281,22159
17460,2009,528456.0000000001,179156,21745
17460,2010,523417.0,189857,21426
17460,2011,516039.4999999999,193540,22131
17460,2012,506462.9999999999,193396,22145
17460,2013,499132.0000000002,192168,21844
17460,2014,491801.0000000001,186251,21951
17460,2015,486529.5,186279,21801
17660,2002,4724.4,9867,1475
17660,2003,4731.6,9199,1373
17660,2004,4738.8,9378,1429
17660,2005,4746.0,10189,1197
17660,2006,4753.2,10741,1500
17660,2007,4760.4,11282,1519
17660,2008,4767.6,11873,1579
17660,2009,4774.8,10813,1405
17660,2010,4782.0,11098,1470
17660,2011,4789.2,10672,1517
17660,2012,4796.4,9498,1486
17660,2013,4803.6,11610,1641
17660,2014,4810.8,12061,1691
17660,2015,4818.0,11940,1683
17780,2002,30307.2,17156,1986
17780,2003,30783.3,17213,1804
17780,2004,31259.4,17401,1990
17780,2005,31735.5,17819,1988
17780,2006,32211.6,17618,1942
17780,2007,32687.7,18216,1999
17780,2008,33163.8,18508,2008
17780,2009,33639.9,18047,1993
17780,2010,34116.0,22003,2076
17780,2011,34592.1,20887,2147
17780,2012,35068.2,19838,2052
17780,2013,35544.3,20335,2118
17780,2014,36020.4,19780,2078
17780,2015,36496.5,19865,2180
17820,2002,88753.8,65224,11167
17820,2003,88554.7,62293,10507
17820,2004,88355.59999999999,67533,10221
17820,2005,88156.5,67243,9986
17820,2006,87957.40000000001,69114,9908
17820,2007,87758.3,69905,9412
17820,2008,87559.2,67829,9114
17820,2009,87360.09999999999,63556,8536
17820,2010,87161.0,65241,8287
17820,2011,86961.90000000001,63983,8385
17820,2012,86762.8,62063,7926
17820,2013,86563.7,60825,7949
17820,2014,86364.59999999999,59682,8125
17820,2015,86165.5,61055,8057
17860,2002,7193.2,6924,364
17860,2003,7235.8,6760,354
17860,2004,7278.4,6902,365
17860,2005,7321.0,6960,329
17860,2006,7363.6,6991,293
17860,2007,7406.2,7014,265
17860,2008,7448.8,7418,268
17860,2009,7491.4,7243,240
17860,2010,7534.0,7870,265
17860,2011,7576.6,8212,244
17860,2012,7619.2,8501,261
17860,2013,7661.8,8364,236
17860,2014,7704.4,8288,257
17860,2015,7747.0,8576,287
17900,2002,30331.6,39712,2764
17900,2003,30182.4,39260,2568
17900,2004,30033.199999999997,40146,2602
17900,2005,29884.0,40941,2587
17900,2006,29734.800000000003,39729,2486
17900,2007,29585.6,43400,2362
17900,2008,29436.4,45273,2262
17900,2009,29287.199999999997,42157,2044
17900,2010,29138.0,41619,2027
17900,2011,28988.800000000003,34079,2481
17900,2012,28839.6,39343,1910
17900,2013,28690.4,37634,2010
17900,2014,28541.199999999997,36832,2127
17900,2015,28392.0,27508,2064
17980,2002,9964.199999999999,12637,430
17980,2003,9875.800000000001,13053,417
17980,2004,9787.400000000001,11110,398
17980,2005,9699.0,12342,383
17980,2006,9610.599999999999,13106,367
17980,2007,9522.199999999999,12916,327
17980,2008,9433.800000000001,12322,333
17980,2009,9345.400000000001,13280,273
17980,2010,9257.0,12934,305
17980,2011,9168.599999999999,11150,290
17980,2012,9080.2,11020,305
17980,2013,8991.8,8185,291
17980,2014,8903.400000000001,9038,241
17980,2015,8815.0,9431,232
18020,2002,4744.2,11417,1218
18020,2003,4720.3,10811,1133
18020,2004,4696.4,10274,1175
18020,2005,4672.5,10058,347
18020,2006,4648.6,10447,333
18020,2007,4624.7,10975,316
18020,2008,4600.8,10438,322
18020,2009,4576.9,10567,278
18020,2010,4553.0,9651,269
18020,2011,4529.1,10978,267
18020,2012,4505.2,11949,274
18020,2013,4481.3,12455,235
18020,2014,4457.4,12612,229
18020,2015,4433.5,13499,230
18140,2002,361692.6,288500,29813
18140,2003,360927.4,267554,24572
18140,2004,360162.20000000007,262659,22799
18140,2005,359397.0,261518,21803
18140,2006,358631.7999999999,262136,21921
18140,2007,357866.6,252304,22211
18140,2008,357101.4,266994,20183
18140,2009,356336.20000000007,252338,20927
18140,2010,355571.0,258393,19380
18140,2011,354805.79999999993,260074,19949
18140,2012,354040.6,262934,20587
18140,2013,353275.4,263650,20965
18140,2014,352510.20000000007,264495,20017
18140,2015,351745.0,271608,20543
18580,2002,75259.6,33924,5520
18580,2003,75076.9,33397,5470
18580,2004,74894.2,36066,5493
18580,2005,74711.5,35715,5210
18580,2006,74528.8,34464,5191
18580,2007,74346.1,32528,5495
18580,2008,74163.4,32725,5380
18580,2009,73980.7,31791,5065
18580,2010,73798.0,31829,4994
18580,2011,73615.3,31607,4530
18580,2012,73432.6,29915,4635
18580,2013,73249.9,29339,4697
18580,2014,73067.2,28876,4882
18580,2015,72884.5,29140,4745
18700,2002,11856.2,4600,933
18700,2003,11880.8,4454,860
18700,2004,11905.400000000001,4494,877
18700,2005,11930.0,4366,905
18700,2006,11954.599999999999,4511,1009
18700,2007,11979.2,4751,965
18700,2008,12003.8,4945,1046
18700,2009,12028.400000000001,4834,990
18700,2010,12053.0,5080,993
18700,2011,12077.599999999999,5323,915
18700,2012,12102.199999999999,5309,895
18700,2013,12126.800000000001,5421,956
18700,2014,12151.400000000001,5340,943
18700,2015,12176.0,5854,1070
18880,2002,8025.200000000001,13009,505
18880,2003,8030.299999999999,12472,512
18880,2004,8035.4,12562,509
18880,2005,8040.5,13232,756
18880,2006,8045.6,13033,872
18880,2007,8050.700000000001,17463,2172
18880,2008,8055.799999999999,17793,2867
18880,2009,8060.9,13025,950
18880,2010,8066.0,15263,2458
18880,2011,8071.1,14074,1679
18880,2012,8076.200000000001,12133,438
18880,2013,8081.299999999999,11818,507
18880,2014,8086.4,11972,543
18880,2015,8091.5,12496,532
19060,2002,4343.2,3834,354
19060,2003,4305.3,3683,344
19060,2004,4267.4,4314,330
19060,2005,4229.5,3939,322
19060,2006,4191.6,3982,336
19060,2007,4153.7,3992,326
19060,2008,4115.8,4032,336
19060,2009,4077.9,4102,314
19060,2010,4040.0,4128,273
19060,2011,4002.1,4390,281
19060,2012,3964.2,5065,263
19060,2013,3926.3,4940,247
19060,2014,3888.4,4617,297
19060,2015,3850.5,4736,291
19100,2002,1233979.3999999992,863927,92268
19100,2003,1233327.1000000008,869507,87201
19100,2004,1232674.7999999996,875046,87617
19100,2005,1232022.5,894123,87712
19100,2006,1231370.2000000002,909119,91792
19100,2007,1230717.899999999,939805,90287
19100,2008,1230065.600000001,961686,90384
19100,2009,1229413.2999999998,952291,88125
19100,2010,1228761.0,985325,90976
19100,2011,1228108.7000000002,1001401,90329
19100,2012,1227456.399999999,978859,86218
19100,2013,1226804.100000001,1006736,87750
19100,2014,1226151.7999999996,1025105,89244
19100,2015,1225499.5,1039993,93118
19180,2002,1916.0,3678,385
19180,2003,1902.5,3751,372
19180,2004,1889.0,3845,371
19180,2005,1875.5,3663,367
19180,2006,1862.0,3545,332
19180,2007,1848.5,3490,346
19180,2008,1835.0,3555,355
19180,2009,1821.5,3420,392
19180,2010,1808.0,4035,362
19180,2011,1794.5,3828,350
19180,2012,1781.0,3243,311
19180,2013,1767.5,3012,305
19180,2014,1754.0,2865,296
19180,2015,1740.5,2789,280
19340,2002,40881.8,28391,1566
19340,2003,40859.2,27764,1425
19340,2004,40836.600000000006,26670,1162
19340,2005,40814.0,27468,1182
19340,2006,40791.399999999994,27528,1081
19340,2007,40768.8,28137,1239
19340,2008,40746.2,28202,1275
19340,2009,40723.600000000006,28111,1305
19340,2010,40701.0,26629,1290
19340,2011,40678.399999999994,27790,1316
19340,2012,40655.799999999996,26405,1206
19340,2013,40633.200000000004,25852,1250
19340,2014,40610.600000000006,25508,1287
19340,2015,40588.0,27444,1236
19430,2002,76378.19999999998,22953,2291
19430,2003,75424.30000000002,23473,2180
19430,2004,74470.4,23295,2041
19430,2005,73516.5,23511,2028
19430,2006,72562.6,23531,1939
19430,2007,71608.7,22212,1987
19430,2008,70654.8,22007,1670
19430,2009,69700.9,23338,2013
19430,2010,68747.0,19109,1879
19430,2011,67793.1,22229,1851
19430,2012,66839.2,21498,1832
19430,2013,65885.3,21283,1890
19430,2014,64931.4,20621,1855
19430,2015,63977.5,21647,1816
19460,2002,2783.4,614,72
19460,2003,2825.6,546,59
19460,2004,2867.8,563,52
19460,2005,2910.0,692,40
19460,2006,2952.2,635,57
19460,2007,2994.4,700,42
19460,2008,3036.6,746,30
19460,2009,3078.8,584,37
19460,2010,3121.0,4553,159
19460,2011,3163.2,4642,194
19460,2012,3205.4,828,36
19460,2013,3247.6,849,31
19460,2014,3289.8,800,28
19460,2015,3332.0,731,29
19500,2002,13209.0,11218,416
19500,2003,13047.5,11506,402
19500,2004,12886.0,11870,344
19500,2005,12724.5,12110,353
19500,2006,12563.0,12288,301
19500,2007,12401.5,12135,301
19500,2008,12240.0,11924,316
19500,2009,12078.5,11848,241
19500,2010,11917.0,12323,258
19500,2011,11755.5,12458,267
19500,2012,11594.0,12724,290
19500,2013,11432.5,8222,285
19500,2014,11271.0,12212,296
19500,2015,11109.5,12409,390
19660,2002,11531.0,23101,1192
19660,2003,11404.5,22062,1145
19660,2004,11278.0,22839,1135
19660,2005,11151.5,23277,1008
19660,2006,11025.0,23821,911
19660,2007,10898.5,30526,2379
19660,2008,10772.0,29949,2378
19660,2009,10645.5,24298,877
19660,2010,10519.0,22814,723
19660,2011,10392.5,19984,709
19660,2012,10266.0,21416,823
19660,2013,10139.5,21010,696
19660,2014,10013.0,20438,677
19660,2015,9886.5,21033,722
19740,2002,713397.2000000001,496363,52091
19740,2003,714901.2999999998,472550,53627
19740,2004,716405.4000000001,473282,49239
19740,2005,717909.5,481267,52361
19740,2006,719413.5999999999,487690,51189
19740,2007,720917.7000000002,497865,49473
19740,2008,722421.7999999999,495972,53019
19740,2009,723925.9000000001,494085,46843
19740,2010,725430.0,503046,47765
19740,2011,726934.1,513442,48746
19740,2012,728438.2000000001,509344,47839
19740,2013,729942.2999999999,523117,48121
19740,2014,731446.4000000001,549515,50568
19740,2015,732950.5,570098,52390
19780,2002,69251.20000000001,88968,3906
19780,2003,69134.79999999999,85387,3649
19780,2004,69018.4,88695,3361
19780,2005,68902.0,87508,3046
19780,2006,68785.6,91411,2943
19780,2007,68669.20000000001,89911,2824
19780,2008,68552.79999999999,91915,2645
19780,2009,68436.4,88607,2530
19780,2010,68320.0,87122,2558
19780,2011,68203.6,88610,2685
19780,2012,68087.20000000001,84956,2852
19780,2013,67970.79999999999,85386,3003
19780,2014,67854.4,86256,2819
19780,2015,67738.0,86269,2904
19820,2002,1121173.0000000007,587015,70848
19820,2003,1109296.4999999993,556889,67410
19820,2004,1097420.0000000005,570160,67563
19820,2005,1085543.5,556533,66276
19820,2006,1073666.9999999998,543790,59532
19820,2007,1061790.5000000007,574158,60998
19820,2008,1049913.9999999993,572450,59147
19820,2009,1036647.3000000002,531741,52583
19820,2010,1026161.0,576617,57153
19820,2011,1014284.4999999997,576414,55798
19820,2012,1001071.2000000005,484270,47082
19820,2013,989234.2999999995,487323,46465
19820,2014,977397.4000000004,487449,46200
19820,2015,965560.5,491938,44303
20020,2002,2686.2,4938,462
20020,2003,2659.3,5381,468
20020,2004,2632.4,5555,479
20020,2005,2605.5,5262,417
20020,2006,2578.6,5457,364
20020,2007,2551.7,5242,350
20020,2008,2524.8,5124,316
20020,2009,2497.9,4708,272
20020,2010,2471.0,4589,258
20020,2011,2444.1,4110,236
20020,2012,2417.2,3953,212
20020,2013,2390.3,3965,192
20020,2014,2363.4,3932,189
20020,2015,2336.5,3776,125
20100,2002,2114.4,9364,1159
20100,2003,2108.6,8976,1131
20100,2004,2102.8,10349,1439
20100,2005,2097.0,9964,1028
20100,2006,2091.2,10419,1014
20100,2007,2085.4,10409,1233
20100,2008,2079.6,10612,1171
20100,2009,2073.8,9875,1119
20100,2010,2068.0,6777,146
20100,2011,2062.2,5228,161
20100,2012,2056.4,7189,178
20100,2013,2050.6,7387,215
20100,2014,2044.8,7658,225
20100,2015,2039.0,7701,225
20220,2002,22483.2,12766,2406
20220,2003,22375.3,12605,2356
20220,2004,22267.4,12713,2388
20220,2005,22159.5,12686,2343
20220,2006,22051.6,12777,2516
20220,2007,21943.7,12813,2375
20220,2008,21835.8,12954,2432
20220,2009,21727.9,12782,2304
20220,2010,21620.0,13587,2401
20220,2011,21512.1,13793,2523
20220,2012,21404.2,13690,2424
20220,2013,21296.3,13266,2405
20220,2014,21188.4,13673,2344
20220,2015,21080.5,13677,2391
20260,2002,16975.0,25890,1290
20260,2003,16942.5,29000,1119
20260,2004,16910.0,28821,1282
20260,2005,16877.5,18431,1295
20260,2006,16845.0,22052,1324
20260,2007,16812.5,26649,1244
20260,2008,16780.0,26647,1121
20260,2009,16747.5,26054,965
20260,2010,16715.0,24915,1003
20260,2011,16682.5,25603,1017
20260,2012,16650.0,25799,950
20260,2013,16617.5,26534,957
20260,2014,16585.0,26788,882
20260,2015,16552.5,27349,842
20500,2002,32634.0,30383,3335
20500,2003,32904.5,24889,3403
20500,2004,33175.0,25333,3131
20500,2005,33445.5,33465,3110
20500,2006,33716.0,35736,3143
20500,2007,33986.5,37090,2792
20500,2008,34257.0,36088,2544
20500,2009,34527.5,36417,2233
20500,2010,34798.0,48884,2100
20500,2011,35068.5,51486,2053
20500,2012,35339.0,51593,2229
20500,2013,35609.5,53545,2367
20500,2014,35880.0,55817,2472
20500,2015,36150.5,54200,2462
20700,2002,5545.6,5425,1055
20700,2003,5539.4,5786,1132
20700,2004,5533.2,5338,1091
20700,2005,5527.0,6214,1051
20700,2006,5520.8,5852,1030
20700,2007,5514.6,5877,1093
20700,2008,5508.4,6083,1065
20700,2009,5502.2,5744,923
20700,2010,5496.0,5699,809
20700,2011,5489.8,5640,848
20700,2012,5483.6,5250,712
20700,2013,5477.4,5228,667
20700,2014,5471.2,4853,659
20700,2015,5465.0,3430,641
20740,2002,5752.6,7668,282
20740,2003,5718.9,7422,242
20740,2004,5685.2,6845,221
20740,2005,5651.5,7647,206
20740,2006,5617.8,9432,187
20740,2007,5584.1,9000,183
20740,2008,5550.4,9095,206
20740,2009,5516.7,9117,213
20740,2010,5483.0,19570,3072
20740,2011,5449.3,22121,2825
20740,2012,5415.6,5162,154
20740,2013,5381.9,5469,149
20740,2014,5348.2,5429,144
20740,2015,5314.5,5416,115
20940,2002,35400.4,15583,2549
20940,2003,35299.1,15536,2452
20940,2004,35197.8,14953,2477
20940,2005,35096.5,15412,2444
20940,2006,34995.2,16173,2396
20940,2007,34893.9,16096,2424
20940,2008,34792.6,16175,2470
20940,2009,34691.3,14995,2194
20940,2010,34590.0,16455,2505
20940,2011,34488.7,16804,2904
20940,2012,34387.4,14757,1765
20940,2013,34286.1,14833,1833
20940,2014,34184.8,15985,2250
20940,2015,34083.5,15583,2059
21140,2002,16478.8,8603,311
21140,2003,16232.2,7167,317
21140,2004,15985.6,8405,300
21140,2005,15739.0,8164,273
21140,2006,15492.4,8224,298
21140,2007,15245.8,5284,278
21140,2008,14999.2,7595,312
21140,2009,14752.6,7667,287
21140,2010,14506.0,6849,302
21140,2011,14259.4,7012,272
21140,2012,14012.8,6992,297
21140,2013,13766.2,6664,275
21140,2014,13519.6,6759,327
21140,2015,13273.0,6978,304
21300,2002,10543.400000000001,14686,982
21300,2003,10638.099999999999,13520,916
21300,2004,10732.8,13641,915
21300,2005,10827.5,13449,897
21300,2006,10922.2,14287,859
21300,2007,11016.900000000001,13923,837
21300,2008,11111.599999999999,13129,698
21300,2009,11206.3,12617,584
21300,2010,11301.0,13345,614
21300,2011,11395.7,12968,705
21300,2012,11490.400000000001,13655,629
21300,2013,11585.099999999999,13224,588
21300,2014,11679.8,12809,642
21300,2015,11774.5,12749,601
21340,2002,290938.20000000007,133850,21962
21340,2003,289977.29999999993,135765,23434
21340,2004,289016.39999999997,140165,24941
21340,2005,288055.5,145246,26552
21340,2006,287094.6,150354,28406
21340,2007,286133.70000000007,160405,31955
21340,2008,285172.79999999993,161035,32374
21340,2009,284211.9,163290,32155
21340,2010,283251.0,170107,33003
21340,2011,282290.10000000003,156872,24032
21340,2012,281329.20000000007,138428,20673
21340,2013,280368.29999999993,141568,22330
21340,2014,279407.39999999997,143726,24486
21340,2015,278446.5,134194,20998
21500,2002,77395.8,45562,2935
21500,2003,77231.2,43714,2916
21500,2004,77066.6,42537,2861
21500,2005,76902.0,43350,2465
21500,2006,76737.4,44396,2571
21500,2007,76572.79999999999,42901,2614
21500,2008,76408.20000000001,41082,2535
21500,2009,76243.6,38053,2305
21500,2010,76079.0,41111,2229
21500,2011,75914.4,35885,2324
21500,2012,75749.79999999999,34831,2540
21500,2013,75585.20000000001,35076,2310
21500,2014,75420.6,35446,2176
21500,2015,75256.0,34853,2159
21660,2002,44909.99999999999,43283,4341
21660,2003,45236.50000000001,42229,4200
21660,2004,45563.0,42787,4180
21660,2005,45889.5,44223,4472
21660,2006,46216.0,44904,4578
21660,2007,46542.49999999999,45258,4692
21660,2008,46869.00000000001,44847,4823
21660,2009,47195.5,43121,4517
21660,2010,47522.0,43160,4460
21660,2011,47848.5,42918,4594
21660,2012,48174.99999999999,43971,4784
21660,2013,48501.50000000001,42035,4995
21660,2014,48828.0,42721,4748
21660,2015,49154.5,45861,5036
21780,2002,35363.00000000001,47937,2162
21780,2003,35063.99999999999,47032,2044
21780,2004,34765.00000000001,45799,1988
21780,2005,34466.0,46411,2026
21780,2006,34166.99999999999,45527,1758
21780,2007,33868.0,44968,1815
21780,2008,33569.0,43197,1622
21780,2009,33270.00000000001,43852,1498
21780,2010,32971.0,44038,1562
21780,2011,32671.999999999996,40449,1340
21780,2012,32373.000000000004,42635,1343
21780,2013,32073.999999999996,42227,1343
21780,2014,31775.0,39517,1428
21780,2015,31476.0,41599,1286
21820,2002,1727.4,7291,279
21820,2003,1725.1,7036,282
21820,2004,1722.8,6926,285
21820,2005,1720.5,7024,274
21820,2006,1718.2,7079,293
21820,2007,1715.9,6205,252
21820,2008,1713.6,5981,199
21820,2009,1711.3,6644,208
21820,2010,1709.0,6220,195
21820,2011,1706.7,6320,195
21820,2012,1704.4,6346,197
21820,2013,1702.1,6280,200
21820,2014,1699.8,3057,215
21820,2015,1697.5,6095,235
22020,2002,31467.799999999996,22009,1681
22020,2003,31340.700000000004,22423,1553
22020,2004,31213.6,22790,1552
22020,2005,31086.5,22062,1742
22020,2006,30959.4,21796,1756
22020,2007,30832.299999999996,22557,1660
22020,2008,30705.200000000004,23270,1552
22020,2009,30578.1,22658,1366
22020,2010,30451.0,23382,1074
22020,2011,30323.9,23872,1166
22020,2012,30196.799999999996,23555,1318
22020,2013,30069.700000000004,23813,1403
22020,2014,29942.6,23842,1417
22020,2015,29815.5,22394,1390
22140,2002,6416.4,11919,2113
22140,2003,6451.6,10520,1885
22140,2004,6486.8,10997,1673
22140,2005,6522.0,11892,1679
22140,2006,6557.2,12985,1542
22140,2007,6592.4,12314,1540
22140,2008,6627.6,12481,1713
22140,2009,6662.8,7420,1279
22140,2010,6698.0,11603,1685
22140,2011,6733.2,11273,1694
22140,2012,6768.4,6010,1177
22140,2013,6803.6,6359,1335
22140,2014,6838.8,6172,1360
22140,2015,6874.0,6323,1408
22180,2002,2340.2,7696,673
22180,2003,2327.3,7819,633
22180,2004,2314.4,7991,614
22180,2005,2301.5,8702,603
22180,2006,2288.6,9424,623
22180,2007,2275.7,9375,593
22180,2008,2262.8,9285,556
22180,2009,2249.9,8872,565
22180,2010,2237.0,8664,573
22180,2011,2224.1,8759,538
22180,2012,2211.2,9434,632
22180,2013,2198.3,9476,565
22180,2014,2185.4,9258,499
22180,2015,2172.5,9609,571
22220,2003,1862.4,6153,432
22220,2004,1863.2,6675,412
22220,2005,1864.0,7300,305
22220,2006,1864.8,7729,314
22220,2007,1865.6,7176,273
22220,2008,1866.4,7245,281
22220,2009,1867.2,6909,243
22220,2010,1868.0,6955,233
22220,2011,1868.8,7244,233
22220,2012,1869.6,7257,241
22220,2013,1870.4,7627,328
22220,2014,1871.2,7700,287
22220,2015,1872.0,7583,304
22380,2004,11358.2,7260,700
22380,2005,11720.0,7393,763
22380,2006,12081.8,7688,815
22380,2007,12443.6,8014,859
22380,2008,12805.400000000001,8033,913
22380,2009,13167.2,7774,827
22380,2010,13529.0,7661,782
22380,2011,13890.8,7246,599
22380,2012,14252.6,7089,524
22380,2013,14614.4,7503,605
22380,2014,14976.2,7567,535
22380,2015,15338.0,6920,453
22420,2002,22601.200000000004,40609,2736
22420,2003,22241.299999999996,39678,2461
22420,2004,21881.4,38375,2274
22420,2005,21521.5,36412,2277
22420,2006,21161.6,35238,1776
22420,2007,20801.700000000004,37176,1927
22420,2008,20441.799999999996,34798,1928
22420,2009,20081.9,31950,1179
22420,2010,19722.0,29918,1431
22420,2011,19362.1,31260,1326
22420,2012,19002.2,21632,1319
22420,2013,18642.3,22399,1427
22420,2014,18282.399999999998,18712,1624
22420,2015,17922.5,20829,1258
22500,2002,1930.4,4519,301
22500,2003,1902.1,4301,301
22500,2004,1873.8,4172,292
22500,2005,1845.5,4328,269
22500,2006,1817.2,4439,263
22500,2007,1788.9,4513,276
22500,2008,1760.6,4357,214
22500,2009,1732.3,4701,200
22500,2010,1704.0,4441,234
22500,2011,1675.7,4151,240
22500,2012,1647.4,6285,211
22500,2013,1619.1,6085,270
22500,2014,1590.8,6180,241
22500,2015,1562.5,6055,254
22540,2002,12055.400000000001,17910,854
22540,2003,12012.099999999999,18599,1305
22540,2004,11968.8,18040,1303
22540,2005,11925.5,19100,1581
22540,2006,11882.2,19204,1553
22540,2007,11838.900000000001,19266,1617
22540,2008,11795.599999999999,19904,2275
22540,2009,11752.3,18155,2059
22540,2010,11709.0,17460,1770
22540,2011,11665.7,16859,1714
22540,2012,11622.400000000001,7055,323
22540,2013,11579.099999999999,7283,304
22540,2014,11535.8,7286,338
22540,2015,11492.5,7280,360
22660,2002,25975.2,24325,3471
22660,2003,26050.8,15196,3269
22660,2004,26126.399999999998,23233,3135
22660,2005,26202.0,21981,2981
22660,2006,26277.600000000002,22452,2835
22660,2007,26353.2,22499,2515
22660,2008,26428.8,23601,2738
22660,2009,26504.399999999998,22107,2394
22660,2010,26580.0,22638,2393
22660,2011,26655.600000000002,22957,2319
22660,2012,26731.199999999997,15037,2165
22660,2013,26806.800000000003,15077,2019
22660,2014,26882.399999999998,16264,1974
22660,2015,26958.0,16154,2036
22900,2003,9286.0,9225,433
22900,2004,9207.0,9666,422
22900,2005,9128.0,9697,493
22900,2006,9049.0,9180,540
22900,2007,8970.0,9233,414
22900,2008,8891.0,9433,415
22900,2009,8812.0,8249,387
22900,2010,8733.0,8499,388
22900,2011,8654.0,7631,435
22900,2012,8575.0,3720,431
22900,2013,8496.0,3835,409
22900,2014,8417.0,5547,369
22900,2015,8338.0,5471,374
23060,2002,35139.200000000004,40268,6013
23060,2003,34998.799999999996,39677,5662
23060,2004,34858.4,36705,5472
23060,2005,34718.0,39646,5572
23060,2006,34577.6,40122,5634
23060,2007,34437.200000000004,41107,5596
23060,2008,34296.799999999996,39874,5447
23060,2009,34156.4,38981,4874
23060,2010,34016.0,40638,4811
23060,2011,33875.6,40971,5175
23060,2012,33735.200000000004,36902,5057
23060,2013,33594.8,34409,4972
23060,2014,33454.4,37005,5017
23060,2015,33314.0,37263,4843
23420,2002,239072.9999999999,107254,14600
23420,2003,240646.5000000001,109681,15091
23420,2004,242220.00000000003,110604,15385
23420,2005,243793.5,114394,15759
23420,2006,245366.99999999997,117648,16082
23420,2007,246940.4999999999,116475,15960
23420,2008,248514.0000000001,117713,15304
23420,2009,250087.50000000003,113777,13644
23420,2010,251661.0,123181,13147
23420,2011,253234.49999999997,123053,14302
23420,2012,254807.9999999999,116149,14500
23420,2013,256381.5000000001,121253,15093
23420,2014,257955.00000000003,120926,15400
23420,2015,259528.5,117980,15428
23540,2002,16682.6,25284,442
23540,2003,16888.9,24824,444
23540,2004,17095.2,24333,368
23540,2005,17301.5,18376,367
23540,2006,17507.8,23793,424
23540,2007,17714.1,21595,461
23540,2008,17920.4,14766,438
23540,2009,18126.7,19737,445
23540,2010,18333.0,28960,370
23540,2011,18539.3,28021,366
23540,2012,18745.6,39049,402
23540,2013,18951.9,39511,442
23540,2014,19158.2,40551,486
23540,2015,19364.5,24961,465
23580,2002,3544.4,7554,79
23580,2003,3526.6,8841,59
23580,2004,3508.8,9169,61
23580,2005,3491.0,8505,72
23580,2006,3473.2,8872,74
23580,2007,3455.4,9124,78
23580,2008,3437.6,9440,79
23580,2009,3419.8,5960,126
23580,2010,3402.0,9457,34
23580,2011,3384.2,10621,43
23580,2012,3366.4,9923,34
23580,2013,3348.6,9717,41
23580,2014,3330.8,10124,70
23580,2015,3313.0,11192,122
23900,2002,2979.8,1746,6
23900,2003,3021.7,1510,12
23900,2004,3063.6,1089,24
23900,2005,3105.5,1274,25
23900,2006,3147.4,1384,23
23900,2007,3189.3,1483,21
23900,2008,3231.2,1109,18
23900,2009,3273.1,1309,26
23900,2010,3315.0,1284,14
23900,2011,3356.9,1171,10
23900,2012,3398.8,1386,13
23900,2013,3440.7,1437,14
23900,2014,3482.6,1422,21
