,Id,Id2,Geography,JTW_DA,JTW_CARPOOL,JTW_TRANSIT,MEAN_TT,Year
1483,3100000US14600,14600,"Bradenton-Sarasota-Venice, FL Metro Area",216400,24803,1803,22.6,2009
44,3100000US14740,14740,"Bremerton-Silverdale, WA Metro Area",72287,15896,9765,28.5,2005
402,3100000US14740,14740,"Bremerton-Silverdale, WA Metro Area",74943,12683,9418,29.4,2006
761,3100000US14740,14740,"Bremerton-Silverdale, WA Metro Area",75575,12176,8499,30.7,2007
1123,3100000US14740,14740,"Bremerton-Silverdale, WA Metro Area",74647,14895,8768,30.7,2008
1484,3100000US14740,14740,"Bremerton-Silverdale, WA Metro Area",74764,15438,8128,30.8,2009
1849,310M100US14740,14740,"Bremerton-Silverdale, WA Metro Area",77090,12223,8742,29.2,2010
2215,310M100US14740,14740,"Bremerton-Silverdale, WA Metro Area",80315,9878,9722,28.7,2011
2581,310M100US14740,14740,"Bremerton-Silverdale, WA Metro Area",78589,9313,10352,30.0,2012
2948,310M200US14740,14740,"Bremerton-Silverdale, WA Metro Area",83752,10003,11041,30.1,2013
3329,310M200US14740,14740,"Bremerton-Silverdale, WA Metro Area",81062,9844,10665,30.8,2014
3710,310M200US14740,14740,"Bremerton-Silverdale, WA Metro Area",82562,7689,12358,29.9,2015
4091,310M300US14740,14740,"Bremerton-Silverdale, WA Metro Area",88350,8001,11087,30.8,2016
4473,310M300US14740,14740,"Bremerton-Silverdale, WA Metro Area",84112,11179,11052,30.4,2017
45,3100000US14860,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",315943,34209,37106,28.5,2005
403,3100000US14860,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",315535,33593,38411,27.7,2006
762,3100000US14860,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",318733,28040,40880,28.4,2007
1124,3100000US14860,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",309882,35702,39928,28.9,2008
1485,3100000US14860,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",312425,33500,40931,27.3,2009
1850,310M100US14860,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",319089,34211,35301,27.6,2010
2216,310M100US14860,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",321699,38062,37891,28.3,2011
2582,310M100US14860,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",325215,38018,39737,28.1,2012
2949,310M200US14860,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",316195,40192,51623,29.9,2013
3330,310M200US14860,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",332102,35488,46640,29.2,2014
3711,310M200US14860,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",338183,34891,47868,30.6,2015
4092,310M300US14860,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",338271,36850,47583,30.2,2016
4474,310M300US14860,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",340495,37588,47268,31.6,2017
46,3100000US15180,15180,"Brownsville-Harlingen, TX Metro Area",96417,13562,1015,18.8,2005
404,3100000US15180,15180,"Brownsville-Harlingen, TX Metro Area",99862,20481,1741,20.5,2006
763,3100000US15180,15180,"Brownsville-Harlingen, TX Metro Area",102910,18769,658,20.0,2007
1125,3100000US15180,15180,"Brownsville-Harlingen, TX Metro Area",109431,17098,1380,19.3,2008
1486,3100000US15180,15180,"Brownsville-Harlingen, TX Metro Area",104444,18742,647,20.5,2009
1851,310M100US15180,15180,"Brownsville-Harlingen, TX Metro Area",108411,20405,949,19.2,2010
2217,310M100US15180,15180,"Brownsville-Harlingen, TX Metro Area",112116,17108,1450,20.0,2011
2583,310M100US15180,15180,"Brownsville-Harlingen, TX Metro Area",117451,15222,1152,19.9,2012
2950,310M200US15180,15180,"Brownsville-Harlingen, TX Metro Area",117413,13101,785,20.4,2013
3331,310M200US15180,15180,"Brownsville-Harlingen, TX Metro Area",125218,15333,744,19.7,2014
3712,310M200US15180,15180,"Brownsville-Harlingen, TX Metro Area",130592,14073,1053,19.4,2015
4093,310M300US15180,15180,"Brownsville-Harlingen, TX Metro Area",130660,12835,1388,20.8,2016
4475,310M300US15180,15180,"Brownsville-Harlingen, TX Metro Area",137713,12208,186,20.6,2017
47,3100000US15260,15260,"Brunswick, GA Metro Area",N,N,N,N,2005
405,3100000US15260,15260,"Brunswick, GA Metro Area",35782,4555,193,N,2006
764,3100000US15260,15260,"Brunswick, GA Metro Area",38547,4781,0,N,2007
1126,3100000US15260,15260,"Brunswick, GA Metro Area",36517,5892,44,N,2008
1487,3100000US15260,15260,"Brunswick, GA Metro Area",35384,4877,707,N,2009
1852,310M100US15260,15260,"Brunswick, GA Metro Area",35410,4690,353,N,2010
2218,310M100US15260,15260,"Brunswick, GA Metro Area",37774,3686,262,N,2011
2584,310M100US15260,15260,"Brunswick, GA Metro Area",37554,4782,643,22.7,2012
2951,310M200US15260,15260,"Brunswick, GA Metro Area",36447,3235,69,N,2013
3332,310M200US15260,15260,"Brunswick, GA Metro Area",37867,5379,98,N,2014
3713,310M200US15260,15260,"Brunswick, GA Metro Area",42183,4147,228,N,2015
4094,310M300US15260,15260,"Brunswick, GA Metro Area",40721,4234,487,N,2016
4476,310M300US15260,15260,"Brunswick, GA Metro Area",37754,6073,308,24.9,2017
2952,310M200US15380,15380,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",433631,41919,15380,20.6,2013
3333,310M200US15380,15380,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",438018,41060,15776,21.3,2014
3714,310M200US15380,15380,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",445367,44793,19128,22.0,2015
4095,310M300US15380,15380,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",439510,39190,18726,21.7,2016
4477,310M300US15380,15380,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",456212,38191,18889,21.8,2017
48,3100000US15380,15380,"Buffalo-Niagara Falls, NY Metro Area",414983,38622,15130,20.3,2005
406,3100000US15380,15380,"Buffalo-Niagara Falls, NY Metro Area",414506,44123,21658,20.5,2006
765,3100000US15380,15380,"Buffalo-Niagara Falls, NY Metro Area",422261,41897,16749,20.6,2007
1127,3100000US15380,15380,"Buffalo-Niagara Falls, NY Metro Area",431856,46012,18350,21.1,2008
1488,3100000US15380,15380,"Buffalo-Niagara Falls, NY Metro Area",420073,45517,18676,21.1,2009
1853,310M100US15380,15380,"Buffalo-Niagara Falls, NY Metro Area",420818,38748,19455,21.2,2010
2219,310M100US15380,15380,"Buffalo-Niagara Falls, NY Metro Area",423612,38874,18975,20.9,2011
2585,310M100US15380,15380,"Buffalo-Niagara Falls, NY Metro Area",436192,39446,16024,20.9,2012
49,3100000US15500,15500,"Burlington, NC Metro Area",N,N,N,N,2005
407,3100000US15500,15500,"Burlington, NC Metro Area",56072,8679,46,20.9,2006
766,3100000US15500,15500,"Burlington, NC Metro Area",54856,12730,95,22.6,2007
1128,3100000US15500,15500,"Burlington, NC Metro Area",60290,9386,270,21.9,2008
1489,3100000US15500,15500,"Burlington, NC Metro Area",57760,7528,0,21.7,2009
1854,310M100US15500,15500,"Burlington, NC Metro Area",52835,8650,0,22.6,2010
2220,310M100US15500,15500,"Burlington, NC Metro Area",56184,7838,260,23.9,2011
2586,310M100US15500,15500,"Burlington, NC Metro Area",56313,8201,356,23.1,2012
2953,310M200US15500,15500,"Burlington, NC Metro Area",58257,5660,137,22.8,2013
3334,310M200US15500,15500,"Burlington, NC Metro Area",59284,7192,0,23.4,2014
3715,310M200US15500,15500,"Burlington, NC Metro Area",59865,7398,53,N,2015
4096,310M300US15500,15500,"Burlington, NC Metro Area",66527,5579,0,23.7,2016
4478,310M300US15500,15500,"Burlington, NC Metro Area",66243,5446,248,N,2017
50,3100000US15540,15540,"Burlington-South Burlington, VT Metro Area",77272,12214,1355,20.9,2005
408,3100000US15540,15540,"Burlington-South Burlington, VT Metro Area",80844,12784,1607,21.9,2006
767,3100000US15540,15540,"Burlington-South Burlington, VT Metro Area",82521,12594,1983,21.9,2007
1129,3100000US15540,15540,"Burlington-South Burlington, VT Metro Area",81398,12790,2294,21.5,2008
1490,3100000US15540,15540,"Burlington-South Burlington, VT Metro Area",83817,10903,1842,22.3,2009
1855,310M100US15540,15540,"Burlington-South Burlington, VT Metro Area",81160,11307,2918,21.3,2010
2221,310M100US15540,15540,"Burlington-South Burlington, VT Metro Area",83188,11614,2751,21.9,2011
2587,310M100US15540,15540,"Burlington-South Burlington, VT Metro Area",80572,12983,1943,22.8,2012
2954,310M200US15540,15540,"Burlington-South Burlington, VT Metro Area",85124,10217,2117,22.5,2013
3335,310M200US15540,15540,"Burlington-South Burlington, VT Metro Area",89065,9083,2329,21.6,2014
3716,310M200US15540,15540,"Burlington-South Burlington, VT Metro Area",91119,9361,2479,22.5,2015
4097,310M300US15540,15540,"Burlington-South Burlington, VT Metro Area",85537,8481,2986,22.5,2016
4479,310M300US15540,15540,"Burlington-South Burlington, VT Metro Area",86528,12447,2903,22.1,2017
2955,310M200US15680,15680,"California-Lexington Park, MD Metro Area",43438,4008,1575,N,2013
3336,310M200US15680,15680,"California-Lexington Park, MD Metro Area",46986,5051,1099,29.6,2014
3717,310M200US15680,15680,"California-Lexington Park, MD Metro Area",48346,4354,1373,N,2015
4098,310M300US15680,15680,"California-Lexington Park, MD Metro Area",44198,7501,516,34.5,2016
4480,310M300US15680,15680,"California-Lexington Park, MD Metro Area",44228,5264,1093,N,2017
51,3100000US15940,15940,"Canton-Massillon, OH Metro Area",164056,14650,1724,21.0,2005
409,3100000US15940,15940,"Canton-Massillon, OH Metro Area",160928,17638,2041,21.7,2006
768,3100000US15940,15940,"Canton-Massillon, OH Metro Area",163650,14731,2420,21.6,2007
1130,3100000US15940,15940,"Canton-Massillon, OH Metro Area",164039,17227,2240,23.0,2008
1491,3100000US15940,15940,"Canton-Massillon, OH Metro Area",150932,16205,1457,21.3,2009
1856,310M100US15940,15940,"Canton-Massillon, OH Metro Area",150198,13363,1938,21.6,2010
2222,310M100US15940,15940,"Canton-Massillon, OH Metro Area",150019,18013,1538,22.1,2011
2588,310M100US15940,15940,"Canton-Massillon, OH Metro Area",155156,14392,1402,23.2,2012
2956,310M200US15940,15940,"Canton-Massillon, OH Metro Area",155649,15042,1700,21.8,2013
3337,310M200US15940,15940,"Canton-Massillon, OH Metro Area",157308,17624,1940,21.7,2014
3718,310M200US15940,15940,"Canton-Massillon, OH Metro Area",163590,16293,3486,22.6,2015
4099,310M300US15940,15940,"Canton-Massillon, OH Metro Area",159436,13328,1963,22.5,2016
4481,310M300US15940,15940,"Canton-Massillon, OH Metro Area",154190,12030,1384,22.5,2017
52,3100000US15980,15980,"Cape Coral-Fort Myers, FL Metro Area",187155,27623,1414,24.5,2005
410,3100000US15980,15980,"Cape Coral-Fort Myers, FL Metro Area",199069,33975,1266,26.0,2006
769,3100000US15980,15980,"Cape Coral-Fort Myers, FL Metro Area",197174,36986,3045,25.5,2007
1131,3100000US15980,15980,"Cape Coral-Fort Myers, FL Metro Area",191112,35867,1813,25.5,2008
1492,3100000US15980,15980,"Cape Coral-Fort Myers, FL Metro Area",172117,36780,1727,25.8,2009
1857,310M100US15980,15980,"Cape Coral-Fort Myers, FL Metro Area",172006,27763,3596,25.4,2010
2223,310M100US15980,15980,"Cape Coral-Fort Myers, FL Metro Area",181180,31372,3191,28.4,2011
2589,310M100US15980,15980,"Cape Coral-Fort Myers, FL Metro Area",193179,26481,3277,27.7,2012
2957,310M200US15980,15980,"Cape Coral-Fort Myers, FL Metro Area",203976,25313,2094,28.0,2013
3338,310M200US15980,15980,"Cape Coral-Fort Myers, FL Metro Area",223337,23402,2350,26.5,2014
3719,310M200US15980,15980,"Cape Coral-Fort Myers, FL Metro Area",214260,30807,2342,27.0,2015
4100,310M300US15980,15980,"Cape Coral-Fort Myers, FL Metro Area",238094,25392,1344,27.1,2016
4482,310M300US15980,15980,"Cape Coral-Fort Myers, FL Metro Area",248386,32558,2752,27.9,2017
2958,310M200US16020,16020,"Cape Girardeau, MO-IL Metro Area",36459,4364,159,N,2013
3339,310M200US16020,16020,"Cape Girardeau, MO-IL Metro Area",37801,3309,336,20.6,2014
3720,310M200US16020,16020,"Cape Girardeau, MO-IL Metro Area",36442,3962,436,19.9,2015
4101,310M300US16020,16020,"Cape Girardeau, MO-IL Metro Area",33178,5012,70,N,2016
4483,310M300US16020,16020,"Cape Girardeau, MO-IL Metro Area",32988,6029,190,N,2017
1493,3100000US16020,16020,"Cape Girardeau-Jackson, MO-IL Metro Area",35969,4325,57,20.4,2009
1858,310M100US16020,16020,"Cape Girardeau-Jackson, MO-IL Metro Area",37215,4230,97,19.7,2010
2224,310M100US16020,16020,"Cape Girardeau-Jackson, MO-IL Metro Area",32767,5320,247,20.9,2011
2590,310M100US16020,16020,"Cape Girardeau-Jackson, MO-IL Metro Area",35684,4579,122,20.7,2012
2959,310M200US16060,16060,"Carbondale-Marion, IL Metro Area",44440,4659,565,N,2013
3340,310M200US16060,16060,"Carbondale-Marion, IL Metro Area",43484,4687,302,19.2,2014
3721,310M200US16060,16060,"Carbondale-Marion, IL Metro Area",45657,4757,389,21.4,2015
4102,310M300US16060,16060,"Carbondale-Marion, IL Metro Area",43745,2890,371,19.9,2016
4484,310M300US16060,16060,"Carbondale-Marion, IL Metro Area",40583,3827,580,23.1,2017
1494,3100000US16180,16180,"Carson City, NV Metro Area",17818,1759,48,N,2009
1859,310M100US16180,16180,"Carson City, NV Metro Area",19330,2199,0,N,2010
2225,310M100US16180,16180,"Carson City, NV Metro Area",18526,2481,5,N,2011
2591,310M100US16180,16180,"Carson City, NV Metro Area",19273,2201,67,N,2012
2960,310M200US16180,16180,"Carson City, NV Metro Area",18677,2763,2,N,2013
3341,310M200US16180,16180,"Carson City, NV Metro Area",19284,3083,7,N,2014
3722,310M200US16180,16180,"Carson City, NV Metro Area",19628,2939,158,N,2015
4103,310M300US16180,16180,"Carson City, NV Metro Area",18777,2308,38,N,2016
4485,310M300US16180,16180,"Carson City, NV Metro Area",21157,3155,69,N,2017
53,3100000US16220,16220,"Casper, WY Metro Area",N,N,N,N,2005
411,3100000US16220,16220,"Casper, WY Metro Area",31432,3207,0,N,2006
770,3100000US16220,16220,"Casper, WY Metro Area",28000,4553,100,N,2007
1132,3100000US16220,16220,"Casper, WY Metro Area",30254,4511,234,17.7,2008
1495,3100000US16220,16220,"Casper, WY Metro Area",30871,4221,309,N,2009
1860,310M100US16220,16220,"Casper, WY Metro Area",31236,4987,389,N,2010
2226,310M100US16220,16220,"Casper, WY Metro Area",31543,4271,547,N,2011
2592,310M100US16220,16220,"Casper, WY Metro Area",33125,4802,20,N,2012
2961,310M200US16220,16220,"Casper, WY Metro Area",33825,4690,163,N,2013
3342,310M200US16220,16220,"Casper, WY Metro Area",35030,5266,239,N,2014
3723,310M200US16220,16220,"Casper, WY Metro Area",34404,3027,177,N,2015
4104,310M300US16220,16220,"Casper, WY Metro Area",34828,3857,109,N,2016
4486,310M300US16220,16220,"Casper, WY Metro Area",33322,1875,40,N,2017
54,3100000US16300,16300,"Cedar Rapids, IA Metro Area",102597,11558,669,18.8,2005
412,3100000US16300,16300,"Cedar Rapids, IA Metro Area",104197,12526,645,18.6,2006
771,3100000US16300,16300,"Cedar Rapids, IA Metro Area",108187,10453,1356,18.4,2007
1133,3100000US16300,16300,"Cedar Rapids, IA Metro Area",108611,13241,1240,20.0,2008
1496,3100000US16300,16300,"Cedar Rapids, IA Metro Area",110947,10211,576,18.7,2009
1861,310M100US16300,16300,"Cedar Rapids, IA Metro Area",107818,12313,1403,20.1,2010
2227,310M100US16300,16300,"Cedar Rapids, IA Metro Area",111005,11559,1137,19.5,2011
2593,310M100US16300,16300,"Cedar Rapids, IA Metro Area",106651,11586,1072,19.7,2012
2962,310M200US16300,16300,"Cedar Rapids, IA Metro Area",113732,10679,847,19.5,2013
3343,310M200US16300,16300,"Cedar Rapids, IA Metro Area",113928,13585,757,19.6,2014
3724,310M200US16300,16300,"Cedar Rapids, IA Metro Area",117350,11447,2235,19.4,2015
4105,310M300US16300,16300,"Cedar Rapids, IA Metro Area",115915,12384,803,19.7,2016
4487,310M300US16300,16300,"Cedar Rapids, IA Metro Area",122786,8400,258,19.6,2017
2963,310M200US16540,16540,"Chambersburg-Waynesboro, PA Metro Area",59648,5788,245,23.6,2013
3344,310M200US16540,16540,"Chambersburg-Waynesboro, PA Metro Area",56729,7141,0,23.4,2014
3725,310M200US16540,16540,"Chambersburg-Waynesboro, PA Metro Area",60962,6245,249,23.5,2015
4106,310M300US16540,16540,"Chambersburg-Waynesboro, PA Metro Area",57824,7061,381,N,2016
4488,310M300US16540,16540,"Chambersburg-Waynesboro, PA Metro Area",59442,7439,145,25.9,2017
55,3100000US16580,16580,"Champaign-Urbana, IL Metro Area",74735,9906,4583,17.4,2005
413,3100000US16580,16580,"Champaign-Urbana, IL Metro Area",75422,10030,6377,17.1,2006
772,3100000US16580,16580,"Champaign-Urbana, IL Metro Area",77392,9627,5518,17.4,2007
1134,3100000US16580,16580,"Champaign-Urbana, IL Metro Area",77414,12127,4882,17.8,2008
1497,3100000US16580,16580,"Champaign-Urbana, IL Metro Area",77293,9026,5498,18.1,2009
1862,310M100US16580,16580,"Champaign-Urbana, IL Metro Area",77475,9913,4362,18.0,2010
2228,310M100US16580,16580,"Champaign-Urbana, IL Metro Area",72634,8961,7780,18.3,2011
2594,310M100US16580,16580,"Champaign-Urbana, IL Metro Area",83189,9322,5347,18.6,2012
2964,310M200US16580,16580,"Champaign-Urbana, IL Metro Area",78876,10540,6525,19.0,2013
3345,310M200US16580,16580,"Champaign-Urbana, IL Metro Area",80640,10878,8408,18.3,2014
3726,310M200US16580,16580,"Champaign-Urbana, IL Metro Area",83282,10831,4622,18.2,2015
4107,310M300US16580,16580,"Champaign-Urbana, IL Metro Area",86490,8065,8148,18.6,2016
4489,310M300US16580,16580,"Champaign-Urbana, IL Metro Area",84294,9106,5761,18.5,2017
56,3100000US16620,16620,"Charleston, WV Metro Area",103562,12234,1448,22.7,2005
414,3100000US16620,16620,"Charleston, WV Metro Area",101002,14593,2726,23.8,2006
773,3100000US16620,16620,"Charleston, WV Metro Area",106133,12791,2612,23.8,2007
1135,3100000US16620,16620,"Charleston, WV Metro Area",103609,13370,1560,23.4,2008
1498,3100000US16620,16620,"Charleston, WV Metro Area",109445,11179,1572,22.6,2009
1863,310M100US16620,16620,"Charleston, WV Metro Area",106063,11884,1625,24.4,2010
2229,310M100US16620,16620,"Charleston, WV Metro Area",100342,14814,2325,23.6,2011
2595,310M100US16620,16620,"Charleston, WV Metro Area",102059,14656,1207,23.9,2012
2965,310M200US16620,16620,"Charleston, WV Metro Area",77579,10797,1832,23.1,2013
3346,310M200US16620,16620,"Charleston, WV Metro Area",70919,11851,905,22.1,2014
3727,310M200US16620,16620,"Charleston, WV Metro Area",73394,7247,1710,22.0,2015
4108,310M300US16620,16620,"Charleston, WV Metro Area",72898,5931,2888,21.9,2016
4490,310M300US16620,16620,"Charleston, WV Metro Area",70870,6727,1116,23.0,2017
57,3100000US16700,16700,"Charleston-North Charleston, SC Metro Area",225482,28725,1914,23.6,2005
415,3100000US16700,16700,"Charleston-North Charleston, SC Metro Area",228650,29756,2316,23.4,2006
774,3100000US16700,16700,"Charleston-North Charleston, SC Metro Area",246506,25855,4757,24.4,2007
2966,310M200US16700,16700,"Charleston-North Charleston, SC Metro Area",274489,31527,6356,23.6,2013
3347,310M200US16700,16700,"Charleston-North Charleston, SC Metro Area",284854,25754,5711,25.7,2014
3728,310M200US16700,16700,"Charleston-North Charleston, SC Metro Area",292000,31543,3223,25.2,2015
4109,310M300US16700,16700,"Charleston-North Charleston, SC Metro Area",297234,31563,2875,25.9,2016
4491,310M300US16700,16700,"Charleston-North Charleston, SC Metro Area",310648,31855,2183,26.2,2017
1136,3100000US16700,16700,"Charleston-North Charleston-Summerville, SC Metro Area",251012,32502,3113,24.7,2008
1499,3100000US16700,16700,"Charleston-North Charleston-Summerville, SC Metro Area",255209,28652,4541,24.3,2009
1864,310M100US16700,16700,"Charleston-North Charleston-Summerville, SC Metro Area",248334,27149,4171,24.8,2010
2230,310M100US16700,16700,"Charleston-North Charleston-Summerville, SC Metro Area",243385,28888,4873,24.8,2011
2596,310M100US16700,16700,"Charleston-North Charleston-Summerville, SC Metro Area",263663,28099,3587,24.2,2012
2967,310M200US16740,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",871561,108957,18898,26.0,2013
3348,310M200US16740,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",908379,105616,20859,26.1,2014
3729,310M200US16740,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",944540,103052,21140,26.9,2015
4110,310M300US16740,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",965301,109449,16191,26.5,2016
4492,310M300US16740,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",993953,109427,19354,27.3,2017
58,3100000US16740,16740,"Charlotte-Gastonia-Concord, NC-SC Metro Area",583516,87572,11898,25.3,2005
416,3100000US16740,16740,"Charlotte-Gastonia-Concord, NC-SC Metro Area",618832,100994,13556,25.2,2006
775,3100000US16740,16740,"Charlotte-Gastonia-Concord, NC-SC Metro Area",650120,86461,14292,25.1,2007
1137,3100000US16740,16740,"Charlotte-Gastonia-Concord, NC-SC Metro Area",679053,100454,19922,25.0,2008
1500,3100000US16740,16740,"Charlotte-Gastonia-Concord, NC-SC Metro Area",651462,89247,15417,25.0,2009
1865,310M100US16740,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",642948,79973,15989,25.4,2010
2231,310M100US16740,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",663620,78242,19227,25.2,2011
2597,310M100US16740,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",673031,87669,18346,25.6,2012
59,3100000US16820,16820,"Charlottesville, VA Metro Area",63168,10233,1875,22.7,2005
417,3100000US16820,16820,"Charlottesville, VA Metro Area",68584,9452,2344,21.7,2006
776,3100000US16820,16820,"Charlottesville, VA Metro Area",65215,12351,2711,23.4,2007
1138,3100000US16820,16820,"Charlottesville, VA Metro Area",71295,10789,2946,22.9,2008
1501,3100000US16820,16820,"Charlottesville, VA Metro Area",69148,8766,2676,23.4,2009
1866,310M100US16820,16820,"Charlottesville, VA Metro Area",68811,10793,2090,23.3,2010
2232,310M100US16820,16820,"Charlottesville, VA Metro Area",68094,5393,2635,24.7,2011
2598,310M100US16820,16820,"Charlottesville, VA Metro Area",71347,9319,3282,24.5,2012
2968,310M200US16820,16820,"Charlottesville, VA Metro Area",75497,9866,2187,25.6,2013
3349,310M200US16820,16820,"Charlottesville, VA Metro Area",78332,9869,3287,23.8,2014
3730,310M200US16820,16820,"Charlottesville, VA Metro Area",82105,9802,3910,24.0,2015
4111,310M300US16820,16820,"Charlottesville, VA Metro Area",80278,10296,2638,24.3,2016
4493,310M300US16820,16820,"Charlottesville, VA Metro Area",80410,11800,3579,26.0,2017
60,3100000US16860,16860,"Chattanooga, TN-GA Metro Area",180284,28401,655,23.2,2005
418,3100000US16860,16860,"Chattanooga, TN-GA Metro Area",193378,25931,1449,22.2,2006
777,3100000US16860,16860,"Chattanooga, TN-GA Metro Area",197514,24611,3361,22.0,2007
1139,3100000US16860,16860,"Chattanooga, TN-GA Metro Area",198092,30428,1439,23.3,2008
1502,3100000US16860,16860,"Chattanooga, TN-GA Metro Area",195201,21976,1512,22.1,2009
1867,310M100US16860,16860,"Chattanooga, TN-GA Metro Area",198513,20589,1269,22.8,2010
2233,310M100US16860,16860,"Chattanooga, TN-GA Metro Area",193231,20832,1963,23.0,2011
2599,310M100US16860,16860,"Chattanooga, TN-GA Metro Area",196482,19167,1877,23.2,2012
2969,310M200US16860,16860,"Chattanooga, TN-GA Metro Area",202717,22179,768,23.2,2013
3350,310M200US16860,16860,"Chattanooga, TN-GA Metro Area",204933,21552,1539,22.4,2014
3731,310M200US16860,16860,"Chattanooga, TN-GA Metro Area",207522,18841,2897,23.4,2015
4112,310M300US16860,16860,"Chattanooga, TN-GA Metro Area",202261,22482,1699,24.4,2016
4494,310M300US16860,16860,"Chattanooga, TN-GA Metro Area",210411,20945,1264,22.7,2017
61,3100000US16940,16940,"Cheyenne, WY Metro Area",N,N,N,N,2005
419,3100000US16940,16940,"Cheyenne, WY Metro Area",36605,5616,214,N,2006
778,3100000US16940,16940,"Cheyenne, WY Metro Area",38045,4744,189,N,2007
1140,3100000US16940,16940,"Cheyenne, WY Metro Area",37715,4385,396,N,2008
1503,3100000US16940,16940,"Cheyenne, WY Metro Area",37490,3939,400,N,2009
1868,310M100US16940,16940,"Cheyenne, WY Metro Area",39332,2650,263,N,2010
2234,310M100US16940,16940,"Cheyenne, WY Metro Area",39610,4715,13,N,2011
2600,310M100US16940,16940,"Cheyenne, WY Metro Area",37407,4921,115,N,2012
2970,310M200US16940,16940,"Cheyenne, WY Metro Area",40878,4084,510,N,2013
3351,310M200US16940,16940,"Cheyenne, WY Metro Area",40311,4774,273,N,2014
3732,310M200US16940,16940,"Cheyenne, WY Metro Area",38195,4285,1058,N,2015
4113,310M300US16940,16940,"Cheyenne, WY Metro Area",39920,4336,45,N,2016
4495,310M300US16940,16940,"Cheyenne, WY Metro Area",37857,4984,12,N,2017
1869,310M100US16980,16980,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",3047301,366280,479370,30.7,2010
2235,310M100US16980,16980,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",3060210,370590,503535,30.9,2011
2601,310M100US16980,16980,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",3131464,386872,489313,30.6,2012
2971,310M200US16980,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",3178203,358954,525763,30.8,2013
3352,310M200US16980,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",3216985,351285,540220,31.5,2014
3733,310M200US16980,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",3246785,350799,550763,31.8,2015
4114,310M300US16980,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",3265435,354270,555012,31.8,2016
4496,310M300US16980,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",3257075,354747,570492,31.8,2017
62,3100000US16980,16980,"Chicago-Naperville-Joliet, IL-IN-WI Metro Area",3110815,406485,465057,31.0,2005
420,3100000US16980,16980,"Chicago-Naperville-Joliet, IL-IN-WI Metro Area",3183617,408465,489818,30.7,2006
779,3100000US16980,16980,"Chicago-Naperville-Joliet, IL-IN-WI Metro Area",3177336,408560,512056,31.0,2007
1141,3100000US16980,16980,"Chicago-Naperville-Joliet, IL-IN-WI Metro Area",3280831,422827,523712,31.6,2008
1504,3100000US16980,16980,"Chicago-Naperville-Joliet, IL-IN-WI Metro Area",3128846,387749,506221,30.7,2009
63,3100000US17020,17020,"Chico, CA Metro Area",66165,9811,155,21.8,2005
421,3100000US17020,17020,"Chico, CA Metro Area",68689,9096,1788,18.8,2006
780,3100000US17020,17020,"Chico, CA Metro Area",69086,8269,2063,21.9,2007
1142,3100000US17020,17020,"Chico, CA Metro Area",67720,10548,942,21.3,2008
1505,3100000US17020,17020,"Chico, CA Metro Area",63629,9086,812,20.3,2009
1870,310M100US17020,17020,"Chico, CA Metro Area",60020,12874,970,20.6,2010
2236,310M100US17020,17020,"Chico, CA Metro Area",63073,8288,871,21.1,2011
2602,310M100US17020,17020,"Chico, CA Metro Area",61942,8914,1177,19.2,2012
2972,310M200US17020,17020,"Chico, CA Metro Area",65462,9576,1152,19.0,2013
3353,310M200US17020,17020,"Chico, CA Metro Area",65568,8819,1248,21.2,2014
