,Id,Id2,Geography,JTW_DA,JTW_CARPOOL,JTW_TRANSIT,MEAN_TT,Year
4450,310M300US12540,12540,"Bakersfield, CA Metro Area",268473,43078,2425,23.7,2017
1828,310M100US12540,12540,"Bakersfield-Delano, CA Metro Area",226250,47409,2974,23.9,2010
2194,310M100US12540,12540,"Bakersfield-Delano, CA Metro Area",235480,47476,3843,23.7,2011
2560,310M100US12540,12540,"Bakersfield-Delano, CA Metro Area",239888,47500,3193,24.2,2012
2926,310M200US12580,12580,"Baltimore-Columbia-Towson, MD Metro Area",1053310,109213,92846,30.8,2013
3307,310M200US12580,12580,"Baltimore-Columbia-Towson, MD Metro Area",1057880,112265,90288,30.3,2014
3688,310M200US12580,12580,"Baltimore-Columbia-Towson, MD Metro Area",1051762,111155,88935,30.6,2015
4069,310M300US12580,12580,"Baltimore-Columbia-Towson, MD Metro Area",1078964,117105,86042,31.0,2016
4451,310M300US12580,12580,"Baltimore-Columbia-Towson, MD Metro Area",1073270,111861,96025,31.5,2017
24,3100000US12580,12580,"Baltimore-Towson, MD Metro Area",960571,126526,76134,29.0,2005
382,3100000US12580,12580,"Baltimore-Towson, MD Metro Area",993216,123005,84141,28.9,2006
741,3100000US12580,12580,"Baltimore-Towson, MD Metro Area",982954,125270,78995,29.0,2007
1102,3100000US12580,12580,"Baltimore-Towson, MD Metro Area",1023932,136169,88486,29.6,2008
1463,3100000US12580,12580,"Baltimore-Towson, MD Metro Area",1014987,121187,82119,29.7,2009
1829,310M100US12580,12580,"Baltimore-Towson, MD Metro Area",1003952,125812,78495,30.0,2010
2195,310M100US12580,12580,"Baltimore-Towson, MD Metro Area",1004894,127562,80472,30.3,2011
2561,310M100US12580,12580,"Baltimore-Towson, MD Metro Area",1026880,119520,87023,30.0,2012
25,3100000US12620,12620,"Bangor, ME Metro Area",54256,7383,454,26.3,2005
383,3100000US12620,12620,"Bangor, ME Metro Area",53191,6689,1251,20.8,2006
742,3100000US12620,12620,"Bangor, ME Metro Area",55758,7154,606,22.0,2007
1103,3100000US12620,12620,"Bangor, ME Metro Area",57330,8450,927,23.0,2008
1464,3100000US12620,12620,"Bangor, ME Metro Area",55454,7096,338,22.4,2009
1830,310M100US12620,12620,"Bangor, ME Metro Area",59256,6443,379,20.8,2010
2196,310M100US12620,12620,"Bangor, ME Metro Area",56114,6245,432,23.1,2011
2562,310M100US12620,12620,"Bangor, ME Metro Area",57458,6740,227,21.2,2012
2927,310M200US12620,12620,"Bangor, ME Metro Area",56306,7480,340,21.4,2013
3308,310M200US12620,12620,"Bangor, ME Metro Area",55256,8961,789,22.6,2014
3689,310M200US12620,12620,"Bangor, ME Metro Area",52645,6627,318,22.8,2015
4070,310M300US12620,12620,"Bangor, ME Metro Area",56700,8061,234,22.2,2016
4452,310M300US12620,12620,"Bangor, ME Metro Area",59375,7288,251,22.7,2017
26,3100000US12700,12700,"Barnstable Town, MA Metro Area",84848,9090,1262,23.3,2005
384,3100000US12700,12700,"Barnstable Town, MA Metro Area",84869,9161,1329,22.2,2006
743,3100000US12700,12700,"Barnstable Town, MA Metro Area",87833,8322,1816,23.7,2007
1104,3100000US12700,12700,"Barnstable Town, MA Metro Area",86092,8733,758,24.8,2008
1465,3100000US12700,12700,"Barnstable Town, MA Metro Area",84732,7319,848,24.9,2009
1831,310M100US12700,12700,"Barnstable Town, MA Metro Area",79402,5603,1504,25.0,2010
2197,310M100US12700,12700,"Barnstable Town, MA Metro Area",84904,5249,1898,24.4,2011
2563,310M100US12700,12700,"Barnstable Town, MA Metro Area",79632,7257,1066,24.3,2012
2928,310M200US12700,12700,"Barnstable Town, MA Metro Area",80220,8411,1663,24.2,2013
3309,310M200US12700,12700,"Barnstable Town, MA Metro Area",84651,5419,1266,22.9,2014
3690,310M200US12700,12700,"Barnstable Town, MA Metro Area",83692,6592,1580,22.1,2015
4071,310M300US12700,12700,"Barnstable Town, MA Metro Area",81093,6179,1504,22.7,2016
4453,310M300US12700,12700,"Barnstable Town, MA Metro Area",82631,9200,871,24.1,2017
27,3100000US12940,12940,"Baton Rouge, LA Metro Area",269643,31280,3305,26.1,2005
385,3100000US12940,12940,"Baton Rouge, LA Metro Area",282253,37553,3994,27.0,2006
744,3100000US12940,12940,"Baton Rouge, LA Metro Area",295176,37216,3895,26.4,2007
1105,3100000US12940,12940,"Baton Rouge, LA Metro Area",307954,35403,3225,26.3,2008
1466,3100000US12940,12940,"Baton Rouge, LA Metro Area",302153,40600,3515,26.0,2009
1832,310M100US12940,12940,"Baton Rouge, LA Metro Area",298488,40819,4676,25.8,2010
2198,310M100US12940,12940,"Baton Rouge, LA Metro Area",306866,34984,3090,25.6,2011
2564,310M100US12940,12940,"Baton Rouge, LA Metro Area",319755,31771,4284,26.7,2012
2929,310M200US12940,12940,"Baton Rouge, LA Metro Area",312160,34706,4285,26.9,2013
3310,310M200US12940,12940,"Baton Rouge, LA Metro Area",315694,34906,3937,26.6,2014
3691,310M200US12940,12940,"Baton Rouge, LA Metro Area",321882,34631,3618,27.1,2015
4072,310M300US12940,12940,"Baton Rouge, LA Metro Area",325649,30704,3673,25.6,2016
4454,310M300US12940,12940,"Baton Rouge, LA Metro Area",324107,35891,2870,26.7,2017
28,3100000US12980,12980,"Battle Creek, MI Metro Area",50326,6146,599,18.2,2005
386,3100000US12980,12980,"Battle Creek, MI Metro Area",47046,7337,42,20.0,2006
745,3100000US12980,12980,"Battle Creek, MI Metro Area",48837,5658,208,20.2,2007
1106,3100000US12980,12980,"Battle Creek, MI Metro Area",48096,6885,454,20.3,2008
1467,3100000US12980,12980,"Battle Creek, MI Metro Area",46730,4681,213,18.4,2009
1833,310M100US12980,12980,"Battle Creek, MI Metro Area",44618,5735,110,19.7,2010
2199,310M100US12980,12980,"Battle Creek, MI Metro Area",40937,6441,265,20.7,2011
2565,310M100US12980,12980,"Battle Creek, MI Metro Area",47534,5004,378,19.5,2012
2930,310M200US12980,12980,"Battle Creek, MI Metro Area",46702,6283,779,21.0,2013
3311,310M200US12980,12980,"Battle Creek, MI Metro Area",45707,6417,167,19.7,2014
3692,310M200US12980,12980,"Battle Creek, MI Metro Area",43742,5352,353,21.1,2015
4073,310M300US12980,12980,"Battle Creek, MI Metro Area",49371,4936,582,N,2016
4455,310M300US12980,12980,"Battle Creek, MI Metro Area",48194,4665,191,19.5,2017
29,3100000US13020,13020,"Bay City, MI Metro Area",N,N,N,N,2005
387,3100000US13020,13020,"Bay City, MI Metro Area",41396,2728,220,20.8,2006
746,3100000US13020,13020,"Bay City, MI Metro Area",39692,5510,485,21.7,2007
1107,3100000US13020,13020,"Bay City, MI Metro Area",40935,4569,251,21.6,2008
1468,3100000US13020,13020,"Bay City, MI Metro Area",40492,3127,410,N,2009
1834,310M100US13020,13020,"Bay City, MI Metro Area",39953,3246,232,N,2010
2200,310M100US13020,13020,"Bay City, MI Metro Area",38475,3129,552,21.0,2011
2566,310M100US13020,13020,"Bay City, MI Metro Area",37940,4372,337,21.2,2012
2931,310M200US13020,13020,"Bay City, MI Metro Area",38568,3528,198,21.9,2013
3312,310M200US13020,13020,"Bay City, MI Metro Area",38807,3287,283,21.1,2014
3693,310M200US13020,13020,"Bay City, MI Metro Area",41370,3708,430,22.8,2015
4074,310M300US13020,13020,"Bay City, MI Metro Area",39449,2812,30,N,2016
4456,310M300US13020,13020,"Bay City, MI Metro Area",37829,3615,417,21.0,2017
30,3100000US13140,13140,"Beaumont-Port Arthur, TX Metro Area",121043,18681,440,20.9,2005
388,3100000US13140,13140,"Beaumont-Port Arthur, TX Metro Area",130535,16357,1158,21.0,2006
747,3100000US13140,13140,"Beaumont-Port Arthur, TX Metro Area",127959,16126,913,20.6,2007
1108,3100000US13140,13140,"Beaumont-Port Arthur, TX Metro Area",133498,16039,729,21.1,2008
1469,3100000US13140,13140,"Beaumont-Port Arthur, TX Metro Area",130663,17137,1076,20.1,2009
1835,310M100US13140,13140,"Beaumont-Port Arthur, TX Metro Area",127467,17118,853,22.0,2010
2201,310M100US13140,13140,"Beaumont-Port Arthur, TX Metro Area",131285,17784,1305,21.2,2011
2567,310M100US13140,13140,"Beaumont-Port Arthur, TX Metro Area",136698,12909,720,21.1,2012
2932,310M200US13140,13140,"Beaumont-Port Arthur, TX Metro Area",145192,11856,239,21.8,2013
3313,310M200US13140,13140,"Beaumont-Port Arthur, TX Metro Area",145842,11471,501,21.3,2014
3694,310M200US13140,13140,"Beaumont-Port Arthur, TX Metro Area",148798,13217,387,22.5,2015
4075,310M300US13140,13140,"Beaumont-Port Arthur, TX Metro Area",151591,11166,1376,22.6,2016
4457,310M300US13140,13140,"Beaumont-Port Arthur, TX Metro Area",147480,13621,924,22.9,2017
2933,310M200US13220,13220,"Beckley, WV Metro Area",35252,5407,0,24.6,2013
3314,310M200US13220,13220,"Beckley, WV Metro Area",38417,3368,0,25.3,2014
3695,310M200US13220,13220,"Beckley, WV Metro Area",34555,5389,240,27.0,2015
4076,310M300US13220,13220,"Beckley, WV Metro Area",37502,3181,78,N,2016
4458,310M300US13220,13220,"Beckley, WV Metro Area",35369,4034,117,N,2017
31,3100000US13380,13380,"Bellingham, WA Metro Area",65681,10831,1828,19.4,2005
389,3100000US13380,13380,"Bellingham, WA Metro Area",63054,6689,1412,18.9,2006
748,3100000US13380,13380,"Bellingham, WA Metro Area",67185,8542,2826,20.3,2007
1109,3100000US13380,13380,"Bellingham, WA Metro Area",68913,11283,3418,21.2,2008
1470,3100000US13380,13380,"Bellingham, WA Metro Area",66994,10417,3721,20.2,2009
1836,310M100US13380,13380,"Bellingham, WA Metro Area",71038,7120,2195,22.3,2010
2202,310M100US13380,13380,"Bellingham, WA Metro Area",69508,7760,2076,20.5,2011
2568,310M100US13380,13380,"Bellingham, WA Metro Area",69954,9954,3136,20.9,2012
2934,310M200US13380,13380,"Bellingham, WA Metro Area",68283,11068,3210,20.9,2013
3315,310M200US13380,13380,"Bellingham, WA Metro Area",74116,8121,2036,19.5,2014
3696,310M200US13380,13380,"Bellingham, WA Metro Area",76683,8306,3386,20.2,2015
4077,310M300US13380,13380,"Bellingham, WA Metro Area",78010,9080,3315,22.5,2016
4459,310M300US13380,13380,"Bellingham, WA Metro Area",83802,9361,1876,21.8,2017
32,3100000US13460,13460,"Bend, OR Metro Area",54015,8104,304,18.5,2005
390,3100000US13460,13460,"Bend, OR Metro Area",57898,7693,179,18.3,2006
749,3100000US13460,13460,"Bend, OR Metro Area",57501,7867,556,19.4,2007
1110,3100000US13460,13460,"Bend, OR Metro Area",60369,5444,573,18.4,2008
1471,3100000US13460,13460,"Bend, OR Metro Area",54204,5488,743,17.7,2009
1837,310M100US13460,13460,"Bend, OR Metro Area",51226,6391,276,19.3,2010
2203,310M100US13460,13460,"Bend, OR Metro Area",52873,6149,411,N,2011
2569,310M100US13460,13460,"Bend, OR Metro Area",50942,6225,408,20.2,2012
2935,310M200US13460,13460,"Bend-Redmond, OR Metro Area",54500,6192,354,17.5,2013
3316,310M200US13460,13460,"Bend-Redmond, OR Metro Area",55795,9278,630,17.7,2014
3697,310M200US13460,13460,"Bend-Redmond, OR Metro Area",60326,5607,62,N,2015
4078,310M300US13460,13460,"Bend-Redmond, OR Metro Area",65401,8516,131,N,2016
4460,310M300US13460,13460,"Bend-Redmond, OR Metro Area",66458,8151,427,19.8,2017
33,3100000US13740,13740,"Billings, MT Metro Area",59877,8324,1018,17.5,2005
391,3100000US13740,13740,"Billings, MT Metro Area",57465,8906,843,17.3,2006
750,3100000US13740,13740,"Billings, MT Metro Area",60308,8598,1248,17.7,2007
1111,3100000US13740,13740,"Billings, MT Metro Area",63642,7811,1851,17.5,2008
1472,3100000US13740,13740,"Billings, MT Metro Area",63556,5499,698,18.0,2009
1838,310M100US13740,13740,"Billings, MT Metro Area",62337,8736,565,19.4,2010
2204,310M100US13740,13740,"Billings, MT Metro Area",64490,8211,1191,19.1,2011
2570,310M100US13740,13740,"Billings, MT Metro Area",65129,8154,1029,20.9,2012
2936,310M200US13740,13740,"Billings, MT Metro Area",61908,10438,742,19.4,2013
3317,310M200US13740,13740,"Billings, MT Metro Area",67615,9250,1025,19.5,2014
3698,310M200US13740,13740,"Billings, MT Metro Area",68184,8229,611,19.5,2015
4079,310M300US13740,13740,"Billings, MT Metro Area",69913,6769,292,18.3,2016
4461,310M300US13740,13740,"Billings, MT Metro Area",71661,7360,750,18.2,2017
34,3100000US13780,13780,"Binghamton, NY Metro Area",90863,9276,1959,20.2,2005
392,3100000US13780,13780,"Binghamton, NY Metro Area",94879,8789,1721,18.9,2006
751,3100000US13780,13780,"Binghamton, NY Metro Area",90728,9361,2259,20.3,2007
1112,3100000US13780,13780,"Binghamton, NY Metro Area",90579,13063,2475,19.5,2008
1473,3100000US13780,13780,"Binghamton, NY Metro Area",85637,12272,3079,19.7,2009
1839,310M100US13780,13780,"Binghamton, NY Metro Area",89922,10111,2400,19.0,2010
2205,310M100US13780,13780,"Binghamton, NY Metro Area",88309,9753,2312,19.4,2011
2571,310M100US13780,13780,"Binghamton, NY Metro Area",89655,9188,2751,20.7,2012
2937,310M200US13780,13780,"Binghamton, NY Metro Area",86174,9608,2865,19.9,2013
3318,310M200US13780,13780,"Binghamton, NY Metro Area",88972,9205,3541,21.4,2014
3699,310M200US13780,13780,"Binghamton, NY Metro Area",89431,7900,2853,20.8,2015
4080,310M300US13780,13780,"Binghamton, NY Metro Area",84684,9976,2382,19.2,2016
4462,310M300US13780,13780,"Binghamton, NY Metro Area",86670,9474,2056,20.2,2017
35,3100000US13820,13820,"Birmingham-Hoover, AL Metro Area",418443,52368,2488,26.1,2005
393,3100000US13820,13820,"Birmingham-Hoover, AL Metro Area",408546,52306,3652,25.8,2006
752,3100000US13820,13820,"Birmingham-Hoover, AL Metro Area",416072,56131,3118,26.1,2007
1113,3100000US13820,13820,"Birmingham-Hoover, AL Metro Area",428063,61065,4554,26.2,2008
1474,3100000US13820,13820,"Birmingham-Hoover, AL Metro Area",416095,55637,3360,26.2,2009
1840,310M100US13820,13820,"Birmingham-Hoover, AL Metro Area",410721,48265,2681,26.0,2010
2206,310M100US13820,13820,"Birmingham-Hoover, AL Metro Area",401648,49610,3227,26.6,2011
2572,310M100US13820,13820,"Birmingham-Hoover, AL Metro Area",418499,44632,2849,25.8,2012
2938,310M200US13820,13820,"Birmingham-Hoover, AL Metro Area",427121,40241,3866,26.1,2013
3319,310M200US13820,13820,"Birmingham-Hoover, AL Metro Area",426867,45352,2392,26.1,2014
3700,310M200US13820,13820,"Birmingham-Hoover, AL Metro Area",422196,55392,3435,26.2,2015
4081,310M300US13820,13820,"Birmingham-Hoover, AL Metro Area",436598,45373,2537,25.8,2016
4463,310M300US13820,13820,"Birmingham-Hoover, AL Metro Area",427720,46685,3525,26.6,2017
36,3100000US13900,13900,"Bismarck, ND Metro Area",44905,6012,51,17.9,2005
394,3100000US13900,13900,"Bismarck, ND Metro Area",45275,5591,284,15.6,2006
753,3100000US13900,13900,"Bismarck, ND Metro Area",44008,6713,449,16.9,2007
1114,3100000US13900,13900,"Bismarck, ND Metro Area",50839,5796,172,17.3,2008
1475,3100000US13900,13900,"Bismarck, ND Metro Area",47554,7453,56,18.6,2009
1841,310M100US13900,13900,"Bismarck, ND Metro Area",47997,7006,200,18.2,2010
2207,310M100US13900,13900,"Bismarck, ND Metro Area",50040,7645,0,20.0,2011
2573,310M100US13900,13900,"Bismarck, ND Metro Area",49404,7851,103,20.0,2012
2939,310M200US13900,13900,"Bismarck, ND Metro Area",55931,8828,29,N,2013
3320,310M200US13900,13900,"Bismarck, ND Metro Area",55834,5212,101,18.6,2014
3701,310M200US13900,13900,"Bismarck, ND Metro Area",60414,5253,248,17.2,2015
4082,310M300US13900,13900,"Bismarck, ND Metro Area",59808,6815,324,19.3,2016
4464,310M300US13900,13900,"Bismarck, ND Metro Area",59977,5869,67,N,2017
37,3100000US13980,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",53890,5700,728,18.0,2005
395,3100000US13980,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",53643,7305,1120,19.2,2006
754,3100000US13980,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",54290,9581,964,20.4,2007
1115,3100000US13980,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",56616,7390,1401,18.5,2008
1476,3100000US13980,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",53677,6177,1329,20.1,2009
1842,310M100US13980,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",56373,7742,1327,19.9,2010
2208,310M100US13980,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",55903,5902,1318,19.0,2011
2574,310M100US13980,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",56936,6832,1787,19.6,2012
2940,310M200US13980,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",60916,8965,1547,20.7,2013
3321,310M200US13980,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",62620,8506,2950,21.4,2014
3702,310M200US13980,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",65860,4590,3271,21.6,2015
4083,310M300US13980,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",68047,7608,1487,20.5,2016
4465,310M300US13980,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",68349,5613,1733,21.4,2017
2941,310M200US14010,14010,"Bloomington, IL Metro Area",77839,11216,2408,18.6,2013
3322,310M200US14010,14010,"Bloomington, IL Metro Area",78452,8997,1898,18.7,2014
3703,310M200US14010,14010,"Bloomington, IL Metro Area",79691,9439,1082,17.6,2015
4084,310M300US14010,14010,"Bloomington, IL Metro Area",80677,7415,951,18.4,2016
4466,310M300US14010,14010,"Bloomington, IL Metro Area",78029,6199,1050,18.2,2017
38,3100000US14020,14020,"Bloomington, IN Metro Area",57565,8097,792,21.6,2005
396,3100000US14020,14020,"Bloomington, IN Metro Area",62902,8317,681,20.4,2006
755,3100000US14020,14020,"Bloomington, IN Metro Area",64921,7369,2153,22.2,2007
1116,3100000US14020,14020,"Bloomington, IN Metro Area",66159,10238,2534,21.7,2008
1477,3100000US14020,14020,"Bloomington, IN Metro Area",63887,9641,2085,23.0,2009
1843,310M100US14020,14020,"Bloomington, IN Metro Area",62671,8252,2699,21.4,2010
2209,310M100US14020,14020,"Bloomington, IN Metro Area",65226,9036,3285,21.7,2011
2575,310M100US14020,14020,"Bloomington, IN Metro Area",64262,9812,2840,21.7,2012
2942,310M200US14020,14020,"Bloomington, IN Metro Area",56403,6758,3295,19.0,2013
3323,310M200US14020,14020,"Bloomington, IN Metro Area",53857,9381,1847,19.6,2014
3704,310M200US14020,14020,"Bloomington, IN Metro Area",58338,7573,3154,21.7,2015
4085,310M300US14020,14020,"Bloomington, IN Metro Area",60581,8564,2011,19.7,2016
4467,310M300US14020,14020,"Bloomington, IN Metro Area",60666,6074,2855,20.8,2017
39,3100000US14060,14060,"Bloomington-Normal, IL Metro Area",59674,9367,919,17.3,2005
397,3100000US14060,14060,"Bloomington-Normal, IL Metro Area",66408,7207,1815,18.3,2006
756,3100000US14060,14060,"Bloomington-Normal, IL Metro Area",64081,8840,1419,16.7,2007
1117,3100000US14060,14060,"Bloomington-Normal, IL Metro Area",69241,8186,859,16.2,2008
1478,3100000US14060,14060,"Bloomington-Normal, IL Metro Area",65610,6912,1553,18.4,2009
1844,310M100US14060,14060,"Bloomington-Normal, IL Metro Area",69684,6560,1025,17.6,2010
2210,310M100US14060,14060,"Bloomington-Normal, IL Metro Area",67482,7344,1591,17.5,2011
2576,310M100US14060,14060,"Bloomington-Normal, IL Metro Area",72771,7264,1576,17.9,2012
2943,310M200US14100,14100,"Bloomsburg-Berwick, PA Metro Area",33429,3310,654,N,2013
3324,310M200US14100,14100,"Bloomsburg-Berwick, PA Metro Area",31307,2746,152,22.0,2014
3705,310M200US14100,14100,"Bloomsburg-Berwick, PA Metro Area",31200,2840,72,23.9,2015
4086,310M300US14100,14100,"Bloomsburg-Berwick, PA Metro Area",33732,2365,40,21.0,2016
4468,310M300US14100,14100,"Bloomsburg-Berwick, PA Metro Area",33947,2649,27,N,2017
2944,310M200US14260,14260,"Boise City, ID Metro Area",230369,24459,1163,21.5,2013
3325,310M200US14260,14260,"Boise City, ID Metro Area",237644,26492,1164,21.7,2014
3706,310M200US14260,14260,"Boise City, ID Metro Area",241068,29789,2194,21.1,2015
4087,310M300US14260,14260,"Boise City, ID Metro Area",262433,30136,614,22.4,2016
4469,310M300US14260,14260,"Boise City, ID Metro Area",270949,27333,1167,22.7,2017
40,3100000US14260,14260,"Boise City-Nampa, ID Metro Area",200092,31478,1349,21.5,2005
398,3100000US14260,14260,"Boise City-Nampa, ID Metro Area",216194,27777,1141,21.5,2006
757,3100000US14260,14260,"Boise City-Nampa, ID Metro Area",219152,29418,1184,21.6,2007
1118,3100000US14260,14260,"Boise City-Nampa, ID Metro Area",219619,31103,1332,21.3,2008
1479,3100000US14260,14260,"Boise City-Nampa, ID Metro Area",210768,24290,1688,20.8,2009
1845,310M100US14260,14260,"Boise City-Nampa, ID Metro Area",213862,21814,1458,21.5,2010
2211,310M100US14260,14260,"Boise City-Nampa, ID Metro Area",208788,22032,1010,20.7,2011
2577,310M100US14260,14260,"Boise City-Nampa, ID Metro Area",227881,26000,1371,21.2,2012
2945,310M200US14460,14460,"Boston-Cambridge-Newton, MA-NH Metro Area",1651100,167026,306919,30.0,2013
3326,310M200US14460,14460,"Boston-Cambridge-Newton, MA-NH Metro Area",1647579,166897,314133,30.8,2014
