,CBSA Title,CBSA Code,Area_acre,Year,POP_CENSUSTRACT,CBSA
257,"Rochester, MN",40340.0,1625.6,2005,12128.0,"Rochester, MN Metro Area"
258,"Rochester, NY",40380.0,18803.199999999993,2005,212825.0,"Rochester, NY Metro Area"
259,"Rockford, IL",40420.0,4537.6,2005,43849.0,"Rockford, IL Metro Area"
260,"Rome, GA",40660.0,966.4,2005,1977.0,"Rome, GA Metro Area"
261,"Sacramento-Roseville-Folsom, CA",40900.0,89683.2,2005,941869.0,"Sacramento-Roseville-Folsom, CA Metro Area"
262,"Saginaw, MI",40980.0,1024.0,2005,7459.0,"Saginaw, MI Metro Area"
263,"Salem, OR",41420.0,8083.200000000002,2005,87364.0,"Salem, OR Metro Area"
264,"Salinas, CA",41500.0,12799.999999999998,2005,217104.0,"Salinas, CA Metro Area"
265,"Salisbury, MD-DE",41540.0,2380.8,2005,8008.0,"Salisbury, MD-DE Metro Area"
266,"Salt Lake City, UT",41620.0,58784.0,2005,546688.0,"Salt Lake City, UT Metro Area"
267,"San Antonio-New Braunfels, TX",41700.0,64755.2,2005,609737.0,"San Antonio-New Braunfels, TX Metro Area"
268,"San Diego-Chula Vista-Carlsbad, CA",41740.0,142368.00000000006,2005,1788915.0,"San Diego-Chula Vista-Carlsbad, CA Metro Area"
269,"San Francisco-Oakland-Berkeley, CA",41860.0,185139.2000000002,2005,2988645.0,"San Francisco-Oakland-Berkeley, CA Metro Area"
270,"San Jose-Sunnyvale-Santa Clara, CA",41940.0,125171.20000000006,2005,1598590.0,"San Jose-Sunnyvale-Santa Clara, CA Metro Area"
271,"San Luis Obispo-Paso Robles, CA",42020.0,3872.0,2005,43058.0,"San Luis Obispo-Paso Robles, CA Metro Area"
272,"Santa Cruz-Watsonville, CA",42100.0,8735.999999999998,2005,111924.0,"Santa Cruz-Watsonville, CA Metro Area"
273,"Santa Fe, NM",42140.0,1990.4,2005,10240.0,"Santa Fe, NM Metro Area"
274,"Santa Maria-Santa Barbara, CA",42200.0,14105.6,2005,185850.0,"Santa Maria-Santa Barbara, CA Metro Area"
275,"Santa Rosa-Petaluma, CA",42220.0,12537.600000000002,2005,150659.0,"Santa Rosa-Petaluma, CA Metro Area"
276,"Savannah, GA",42340.0,5056.0,2005,37777.0,"Savannah, GA Metro Area"
277,"Scranton--Wilkes-Barre, PA",42540.0,11942.4,2005,129437.0,"Scranton--Wilkes-Barre, PA Metro Area"
278,"Seattle-Tacoma-Bellevue, WA",42660.0,114067.19999999994,2005,1169425.0,"Seattle-Tacoma-Bellevue, WA Metro Area"
279,"Sheboygan, WI",43100.0,518.4,2005,4760.0,"Sheboygan, WI Metro Area"
280,"Shreveport-Bossier City, LA",43340.0,4665.6,2005,31800.0,"Shreveport-Bossier City, LA Metro Area"
281,"Sioux City, IA-NE-SD",43580.0,2041.6,2005,25204.0,"Sioux City, IA-NE-SD Metro Area"
282,"Sioux Falls, SD",43620.0,6707.200000000002,2005,43773.0,"Sioux Falls, SD Metro Area"
283,"South Bend-Mishawaka, IN-MI",43780.0,4870.4000000000015,2005,30796.0,"South Bend-Mishawaka, IN-MI Metro Area"
284,"Spartanburg, SC",43900.0,659.2,2005,3135.0,"Spartanburg, SC Metro Area"
285,"Spokane-Spokane Valley, WA",44060.0,11552.000000000002,2005,113313.0,"Spokane-Spokane Valley, WA Metro Area"
286,"Springfield, IL",44100.0,3737.6,2005,28948.0,"Springfield, IL Metro Area"
287,"Springfield, MO",44180.0,4748.8,2005,24973.0,"Springfield, MO Metro Area"
288,"Springfield, OH",44220.0,1452.7999999999995,2005,8672.0,"Springfield, OH Metro Area"
289,"St. Cloud, MN",41060.0,2566.4,2005,11391.0,"St. Cloud, MN Metro Area"
290,"St. George, UT",41100.0,441.6,2005,4593.0,"St. George, UT Metro Area"
291,"St. Joseph, MO-KS",41140.0,671.9999999999999,2005,5942.0,"St. Joseph, MO-KS Metro Area"
292,"St. Louis, MO-IL",41180.0,52633.60000000001,2005,466656.0,"St. Louis, MO-IL Metro Area"
293,"State College, PA",44300.0,1888.0,2005,36336.0,"State College, PA Metro Area"
294,"Staunton, VA",44420.0,524.8,2005,461.0,"Staunton, VA Metro Area"
295,"Stockton, CA",44700.0,29977.59999999999,2005,339957.0,"Stockton, CA Metro Area"
296,"Syracuse, NY",45060.0,11097.600000000002,2005,128333.0,"Syracuse, NY Metro Area"
297,"Tallahassee, FL",45220.0,9228.8,2005,51793.0,"Tallahassee, FL Metro Area"
298,"Tampa-St. Petersburg-Clearwater, FL",45300.0,61875.20000000002,2005,492674.0,"Tampa-St. Petersburg-Clearwater, FL Metro Area"
299,"Terre Haute, IN",45460.0,1222.4,2005,8882.0,"Terre Haute, IN Metro Area"
300,"Toledo, OH",45780.0,12422.4,2005,120814.0,"Toledo, OH Metro Area"
301,"Topeka, KS",45820.0,3462.4000000000005,2005,23238.0,"Topeka, KS Metro Area"
302,"Trenton-Princeton, NJ",45940.0,7686.4,2005,116567.0,"Trenton-Princeton, NJ Metro Area"
303,"Tucson, AZ",46060.0,30016.000000000004,2005,271679.0,"Tucson, AZ Metro Area"
304,"Tulsa, OK",46140.0,14348.8,2005,110757.0,"Tulsa, OK Metro Area"
305,"Tuscaloosa, AL",46220.0,2508.8,2005,38661.0,"Tuscaloosa, AL Metro Area"
306,"Twin Falls, ID",46300.0,550.4,2005,1121.0,"Twin Falls, ID Metro Area"
307,"Tyler, TX",46340.0,2112.0,2005,10911.0,"Tyler, TX Metro Area"
308,"Urban Honolulu, HI",46520.0,30643.199999999993,2005,516415.0,"Urban Honolulu, HI Metro Area"
309,"Utica-Rome, NY",46540.0,5446.4000000000015,2005,57142.0,"Utica-Rome, NY Metro Area"
310,"Valdosta, GA",46660.0,2169.600000000001,2005,12045.0,"Valdosta, GA Metro Area"
311,"Vallejo, CA",46700.0,16543.999999999996,2005,197878.0,"Vallejo, CA Metro Area"
312,"Victoria, TX",47020.0,1587.2000000000005,2005,8037.0,"Victoria, TX Metro Area"
313,"Vineland-Bridgeton, NJ",47220.0,2278.4,2005,26090.0,"Vineland-Bridgeton, NJ Metro Area"
314,"Virginia Beach-Norfolk-Newport News, VA-NC",47260.0,50316.8,2005,514492.0,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area"
315,"Visalia, CA",47300.0,13862.4,2005,130763.0,"Visalia, CA Metro Area"
316,"Waco, TX",47380.0,4032.0,2005,21689.0,"Waco, TX Metro Area"
317,"Walla Walla, WA",47460.0,780.8,2005,5294.0,"Walla Walla, WA Metro Area"
318,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900.0,202470.40000000023,2005,2658639.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
319,"Waterloo-Cedar Falls, IA",47940.0,2009.6,2005,15546.0,"Waterloo-Cedar Falls, IA Metro Area"
320,"Watertown-Fort Drum, NY",48060.0,435.20000000000016,2005,4590.0,"Watertown-Fort Drum, NY Metro Area"
321,"Wausau-Weston, WI",48140.0,1158.4,2005,3539.0,"Wausau-Weston, WI Metro Area"
322,"Wenatchee, WA",48300.0,864.0,2005,10300.0,"Wenatchee, WA Metro Area"
323,"Wheeling, WV-OH",48540.0,1203.2,2005,4449.0,"Wheeling, WV-OH Metro Area"
324,"Wichita Falls, TX",48660.0,640.0,2005,2385.0,"Wichita Falls, TX Metro Area"
325,"Wichita, KS",48620.0,7199.999999999999,2005,56349.0,"Wichita, KS Metro Area"
326,"Williamsport, PA",48700.0,2188.8,2005,17105.0,"Williamsport, PA Metro Area"
327,"Wilmington, NC",48900.0,1484.8,2005,6224.0,"Wilmington, NC Metro Area"
328,"Winchester, VA-WV",49020.0,793.6,2005,8807.0,"Winchester, VA-WV Metro Area"
329,"Winston-Salem, NC",49180.0,2655.9999999999995,2005,19423.0,"Winston-Salem, NC Metro Area"
330,"Worcester, MA-CT",49340.0,1478.4,2005,12564.0,"Worcester, MA-CT Metro Area"
331,"Yakima, WA",49420.0,5472.0,2005,54794.0,"Yakima, WA Metro Area"
332,"York-Hanover, PA",49620.0,6393.6,2005,66718.0,"York-Hanover, PA Metro Area"
333,"Youngstown-Warren-Boardman, OH-PA",49660.0,2515.2,2005,13660.0,"Youngstown-Warren-Boardman, OH-PA Metro Area"
334,"Yuba City, CA",49700.0,1926.4,2005,14248.0,"Yuba City, CA Metro Area"
335,"Yuma, AZ",49740.0,4499.200000000002,2005,35807.0,"Yuma, AZ Metro Area"
336,"Abilene, TX",10180.0,1216.0000000000002,2006,6980.0,"Abilene, TX Metro Area"
337,"Akron, OH",10420.0,13644.8,2006,117438.0,"Akron, OH Metro Area"
338,"Albany, GA",10500.0,691.2,2006,2157.0,"Albany, GA Metro Area"
339,"Albany-Lebanon, OR",10540.0,2259.2,2006,13267.0,"Albany-Lebanon, OR Metro Area"
340,"Albany-Schenectady-Troy, NY",10580.0,17900.800000000007,2006,192060.0,"Albany-Schenectady-Troy, NY Metro Area"
341,"Albuquerque, NM",10740.0,28089.6,2006,260190.0,"Albuquerque, NM Metro Area"
342,"Allentown-Bethlehem-Easton, PA-NJ",10900.0,16159.999999999995,2006,193929.0,"Allentown-Bethlehem-Easton, PA-NJ Metro Area"
343,"Altoona, PA",11020.0,3225.600000000001,2006,31385.0,"Altoona, PA Metro Area"
344,"Amarillo, TX",11100.0,5337.600000000001,2006,32271.0,"Amarillo, TX Metro Area"
345,"Ames, IA",11180.0,2227.2000000000007,2006,14250.0,"Ames, IA Metro Area"
346,"Anchorage, AK",11260.0,14124.8,2006,125810.0,"Anchorage, AK Metro Area"
347,"Ann Arbor, MI",11460.0,8716.800000000001,2006,78060.0,"Ann Arbor, MI Metro Area"
348,"Appleton, WI",11540.0,2252.8,2006,14589.0,"Appleton, WI Metro Area"
349,"Asheville, NC",11700.0,1408.0,2006,7260.0,"Asheville, NC Metro Area"
350,"Athens-Clarke County, GA",12020.0,2656.0,2006,14345.0,"Athens-Clarke County, GA Metro Area"
351,"Atlanta-Sandy Springs-Alpharetta, GA",12060.0,70976.0,2006,578444.0,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area"
352,"Atlantic City-Hammonton, NJ",12100.0,4441.6,2006,40248.0,"Atlantic City-Hammonton, NJ Metro Area"
353,"Auburn-Opelika, AL",12220.0,198.4,2006,4650.0,"Auburn-Opelika, AL Metro Area"
354,"Augusta-Richmond County, GA-SC",12260.0,2201.600000000001,2006,8583.0,"Augusta-Richmond County, GA-SC Metro Area"
355,"Austin-Round Rock-Georgetown, TX",12420.0,44863.99999999999,2006,399730.0,"Austin-Round Rock-Georgetown, TX Metro Area"
356,"Bakersfield, CA",12540.0,24128.0,2006,249652.0,"Bakersfield, CA Metro Area"
357,"Baltimore-Columbia-Towson, MD",12580.0,89017.59999999996,2006,1019569.0,"Baltimore-Columbia-Towson, MD Metro Area"
358,"Bangor, ME",12620.0,972.8,2006,5255.0,"Bangor, ME Metro Area"
359,"Baton Rouge, LA",12940.0,15814.4,2006,84060.0,"Baton Rouge, LA Metro Area"
360,"Battle Creek, MI",12980.0,838.4000000000003,2006,2325.0,"Battle Creek, MI Metro Area"
361,"Bay City, MI",13020.0,672.0,2006,7266.0,"Bay City, MI Metro Area"
362,"Beaumont-Port Arthur, TX",13140.0,2924.8,2006,7992.0,"Beaumont-Port Arthur, TX Metro Area"
363,"Bellingham, WA",13380.0,4608.0,2006,36224.0,"Bellingham, WA Metro Area"
364,"Bend, OR",13460.0,2419.2,2006,11184.0,"Bend, OR Metro Area"
365,"Billings, MT",13740.0,2284.8,2006,14611.0,"Billings, MT Metro Area"
366,"Binghamton, NY",13780.0,3436.8,2006,40757.0,"Binghamton, NY Metro Area"
367,"Birmingham-Hoover, AL",13820.0,12441.599999999995,2006,87256.0,"Birmingham-Hoover, AL Metro Area"
368,"Bismarck, ND",13900.0,3123.2000000000007,2006,19945.0,"Bismarck, ND Metro Area"
369,"Blacksburg-Christiansburg, VA",13980.0,1670.4,2006,11027.0,"Blacksburg-Christiansburg, VA Metro Area"
370,"Bloomington, IL",14010.0,5056.0,2006,49504.0,"Bloomington, IL Metro Area"
371,"Bloomington, IN",14020.0,2892.8,2006,31517.0,"Bloomington, IN Metro Area"
372,"Bloomsburg-Berwick, PA",14100.0,755.1999999999997,2006,13220.0,"Bloomsburg-Berwick, PA Metro Area"
373,"Boise City, ID",14260.0,11059.2,2006,75371.0,"Boise City, ID Metro Area"
374,"Boston-Cambridge-Newton, MA-NH",14460.0,1843.2,2006,10790.0,"Boston-Cambridge-Newton, MA-NH Metro Area"
375,"Boulder, CO",14500.0,10444.8,2006,92326.0,"Boulder, CO Metro Area"
376,"Bowling Green, KY",14540.0,460.8,2006,6930.0,"Bowling Green, KY Metro Area"
377,"Bremerton-Silverdale-Port Orchard, WA",14740.0,1049.6,2006,7411.0,"Bremerton-Silverdale-Port Orchard, WA Metro Area"
378,"Bridgeport-Stamford-Norwalk, CT",14860.0,25760.0,2006,332408.0,"Bridgeport-Stamford-Norwalk, CT Metro Area"
379,"Brownsville-Harlingen, TX",15180.0,8678.399999999998,2006,88163.0,"Brownsville-Harlingen, TX Metro Area"
380,"Buffalo-Cheektowaga, NY",15380.0,35052.8,2006,353762.0,"Buffalo-Cheektowaga, NY Metro Area"
381,"Burlington-South Burlington, VT",15540.0,3424.0000000000005,2006,36655.0,"Burlington-South Burlington, VT Metro Area"
382,"Canton-Massillon, OH",15940.0,3897.6,2006,30873.0,"Canton-Massillon, OH Metro Area"
383,"Cape Coral-Fort Myers, FL",15980.0,3065.600000000001,2006,32704.0,"Cape Coral-Fort Myers, FL Metro Area"
384,"Cape Girardeau, MO-IL",16020.0,390.4,2006,6788.0,"Cape Girardeau, MO-IL Metro Area"
385,"Carbondale-Marion, IL",16060.0,217.6,2006,1885.0,"Carbondale-Marion, IL Metro Area"
386,"Carson City, NV",16180.0,2144.0,2006,16227.0,"Carson City, NV Metro Area"
387,"Casper, WY",16220.0,1952.0,2006,7563.0,"Casper, WY Metro Area"
388,"Cedar Rapids, IA",16300.0,5337.6,2006,23681.0,"Cedar Rapids, IA Metro Area"
389,"Champaign-Urbana, IL",16580.0,5145.6,2006,56825.0,"Champaign-Urbana, IL Metro Area"
390,"Charleston, WV",16620.0,2681.6,2006,20843.0,"Charleston, WV Metro Area"
391,"Charleston-North Charleston, SC",16700.0,3116.8,2006,26811.0,"Charleston-North Charleston, SC Metro Area"
392,"Charlotte-Concord-Gastonia, NC-SC",16740.0,11552.0,2006,99284.0,"Charlotte-Concord-Gastonia, NC-SC Metro Area"
393,"Charlottesville, VA",16820.0,4825.5999999999985,2006,37525.0,"Charlottesville, VA Metro Area"
394,"Chattanooga, TN-GA",16860.0,2758.4,2006,19284.0,"Chattanooga, TN-GA Metro Area"
395,"Cheyenne, WY",16940.0,2656.0,2006,13752.0,"Cheyenne, WY Metro Area"
396,"Chicago-Naperville-Elgin, IL-IN-WI",16980.0,334259.2000000002,2006,4696487.0,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area"
397,"Chico, CA",17020.0,3872.0,2006,31423.0,"Chico, CA Metro Area"
398,"Cincinnati, OH-KY-IN",17140.0,40128.000000000015,2006,347338.0,"Cincinnati, OH-KY-IN Metro Area"
399,"Clarksville, TN-KY",17300.0,812.8,2006,8742.0,"Clarksville, TN-KY Metro Area"
400,"Cleveland, TN",17420.0,556.8,2006,5265.0,"Cleveland, TN Metro Area"
401,"Cleveland-Elyria, OH",17460.0,58924.799999999974,2006,567268.0,"Cleveland-Elyria, OH Metro Area"
402,"Coeur d'Alene, ID",17660.0,1587.2,2006,2170.0,"Coeur d'Alene, ID Metro Area"
403,"College Station-Bryan, TX",17780.0,8147.2,2006,68267.0,"College Station-Bryan, TX Metro Area"
404,"Colorado Springs, CO",17820.0,14022.4,2006,137682.0,"Colorado Springs, CO Metro Area"
405,"Columbia, MO",17860.0,1747.2,2006,10759.0,"Columbia, MO Metro Area"
406,"Columbia, SC",17900.0,7654.399999999999,2006,34861.0,"Columbia, SC Metro Area"
407,"Columbus, GA-AL",17980.0,2400.0,2006,16645.0,"Columbus, GA-AL Metro Area"
408,"Columbus, IN",18020.0,1292.8,2006,5813.0,"Columbus, IN Metro Area"
409,"Columbus, OH",18140.0,50803.19999999998,2006,442379.0,"Columbus, OH Metro Area"
410,"Corpus Christi, TX",18580.0,15443.2,2006,148548.0,"Corpus Christi, TX Metro Area"
411,"Corvallis, OR",18700.0,2425.600000000001,2006,22649.0,"Corvallis, OR Metro Area"
412,"Crestview-Fort Walton Beach-Destin, FL",18880.0,2016.0,2006,9278.0,"Crestview-Fort Walton Beach-Destin, FL Metro Area"
413,"Cumberland, MD-WV",19060.0,486.4,2006,3900.0,"Cumberland, MD-WV Metro Area"
414,"Dallas-Fort Worth-Arlington, TX",19100.0,203865.60000000006,2006,1731224.0,"Dallas-Fort Worth-Arlington, TX Metro Area"
415,"Danville, IL",19180.0,499.20000000000016,2006,1096.0,"Danville, IL Metro Area"
416,"Davenport-Moline-Rock Island, IA-IL",19340.0,5676.8,2006,47192.0,"Davenport-Moline-Rock Island, IA-IL Metro Area"
417,"Dayton-Kettering, OH",19430.0,10534.4,2006,79684.0,"Dayton-Kettering, OH Metro Area"
418,"Decatur, AL",19460.0,627.2,2006,4441.0,"Decatur, AL Metro Area"
419,"Decatur, IL",19500.0,2700.8,2006,20532.0,"Decatur, IL Metro Area"
420,"Deltona-Daytona Beach-Ormond Beach, FL",19660.0,2419.2,2006,9839.0,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area"
421,"Denver-Aurora-Lakewood, CO",19740.0,113683.19999999998,2006,1163866.0,"Denver-Aurora-Lakewood, CO Metro Area"
422,"Des Moines-West Des Moines, IA",19780.0,10336.0,2006,80174.0,"Des Moines-West Des Moines, IA Metro Area"
423,"Detroit-Warren-Dearborn, MI",19820.0,126572.80000000008,2006,1124164.0,"Detroit-Warren-Dearborn, MI Metro Area"
424,"Dothan, AL",20020.0,652.8,2006,2743.0,"Dothan, AL Metro Area"
425,"Dover, DE",20100.0,576.0,2006,1948.0,"Dover, DE Metro Area"
426,"Dubuque, IA",20220.0,2611.2000000000007,2006,22872.0,"Dubuque, IA Metro Area"
427,"Duluth, MN-WI",20260.0,2598.4,2006,23550.0,"Duluth, MN-WI Metro Area"
428,"Durham-Chapel Hill, NC",20500.0,6188.8,2006,56589.0,"Durham-Chapel Hill, NC Metro Area"
429,"East Stroudsburg, PA",20700.0,832.0,2006,4140.0,"East Stroudsburg, PA Metro Area"
430,"Eau Claire, WI",20740.0,1619.2,2006,12208.0,"Eau Claire, WI Metro Area"
431,"El Centro, CA",20940.0,3129.6,2006,39817.0,"El Centro, CA Metro Area"
432,"El Paso, TX",21340.0,43193.6,2006,388911.0,"El Paso, TX Metro Area"
433,"Elkhart-Goshen, IN",21140.0,1945.6,2006,12786.0,"Elkhart-Goshen, IN Metro Area"
434,"Elmira, NY",21300.0,1888.0,2006,12921.0,"Elmira, NY Metro Area"
435,"Erie, PA",21500.0,7136.000000000001,2006,80207.0,"Erie, PA Metro Area"
436,"Eugene-Springfield, OR",21660.0,7673.600000000001,2006,63683.0,"Eugene-Springfield, OR Metro Area"
437,"Evansville, IN-KY",21780.0,4985.5999999999985,2006,34287.0,"Evansville, IN-KY Metro Area"
438,"Fairbanks, AK",21820.0,384.0,2006,1385.0,"Fairbanks, AK Metro Area"
439,"Fargo, ND-MN",22020.0,5939.200000000002,2006,52615.0,"Fargo, ND-MN Metro Area"
440,"Farmington, NM",22140.0,1580.8000000000006,2006,4338.0,"Farmington, NM Metro Area"
441,"Fayetteville, NC",22180.0,1299.2,2006,4993.0,"Fayetteville, NC Metro Area"
442,"Fayetteville-Springdale-Rogers, AR",22220.0,3289.6,2006,12758.0,"Fayetteville-Springdale-Rogers, AR Metro Area"
443,"Flagstaff, AZ",22380.0,1369.6000000000004,2006,13401.0,"Flagstaff, AZ Metro Area"
444,"Flint, MI",22420.0,3539.2,2006,16766.0,"Flint, MI Metro Area"
445,"Florence, SC",22500.0,614.4,2006,2624.0,"Florence, SC Metro Area"
446,"Fond du Lac, WI",22540.0,1228.8000000000004,2006,12033.0,"Fond du Lac, WI Metro Area"
447,"Fort Collins, CO",22660.0,5465.6,2006,50544.0,"Fort Collins, CO Metro Area"
448,"Fort Smith, AR-OK",22900.0,1401.6,2006,7173.0,"Fort Smith, AR-OK Metro Area"
449,"Fort Wayne, IN",23060.0,5920.0,2006,40747.0,"Fort Wayne, IN Metro Area"
450,"Fresno, CA",23420.0,36076.8,2006,376726.0,"Fresno, CA Metro Area"
451,"Gadsden, AL",23460.0,608.0,2006,2378.0,"Gadsden, AL Metro Area"
452,"Gainesville, FL",23540.0,5740.799999999998,2006,44485.0,"Gainesville, FL Metro Area"
453,"Gainesville, GA",23580.0,2195.2,2006,8387.0,"Gainesville, GA Metro Area"
454,"Gettysburg, PA",23900.0,1068.8,2006,7432.0,"Gettysburg, PA Metro Area"
455,"Glens Falls, NY",24020.0,2508.8,2006,14568.0,"Glens Falls, NY Metro Area"
456,"Grand Forks, ND-MN",24220.0,2227.2000000000007,2006,19877.0,"Grand Forks, ND-MN Metro Area"
457,"Grand Island, NE",24260.0,1689.6,2006,12037.0,"Grand Island, NE Metro Area"
458,"Grand Junction, CO",24300.0,2451.2,2006,15203.0,"Grand Junction, CO Metro Area"
459,"Grand Rapids-Kentwood, MI",24340.0,18720.000000000004,2006,151505.0,"Grand Rapids-Kentwood, MI Metro Area"
460,"Great Falls, MT",24500.0,1568.0,2006,11407.0,"Great Falls, MT Metro Area"
461,"Greeley, CO",24540.0,2310.4,2006,22249.0,"Greeley, CO Metro Area"
462,"Green Bay, WI",24580.0,6476.799999999998,2006,34646.0,"Green Bay, WI Metro Area"
463,"Greensboro-High Point, NC",24660.0,3564.8,2006,27628.0,"Greensboro-High Point, NC Metro Area"
464,"Greenville, NC",24780.0,1452.8000000000004,2006,10764.0,"Greenville, NC Metro Area"
465,"Greenville-Anderson, SC",24860.0,5088.0,2006,24522.0,"Greenville-Anderson, SC Metro Area"
466,"Gulfport-Biloxi, MS",25060.0,729.5999999999997,2006,6172.0,"Gulfport-Biloxi, MS Metro Area"
467,"Hagerstown-Martinsburg, MD-WV",25180.0,3244.8,2006,27045.0,"Hagerstown-Martinsburg, MD-WV Metro Area"
468,"Hanford-Corcoran, CA",25260.0,2752.0,2006,44338.0,"Hanford-Corcoran, CA Metro Area"
469,"Harrisburg-Carlisle, PA",25420.0,6931.200000000002,2006,67665.0,"Harrisburg-Carlisle, PA Metro Area"
470,"Harrisonburg, VA",25500.0,2048.0,2006,16741.0,"Harrisonburg, VA Metro Area"
471,"Hartford-East Hartford-Middletown, CT",25540.0,20979.199999999993,2006,258860.0,"Hartford-East Hartford-Middletown, CT Metro Area"
472,"Hot Springs, AR",26300.0,614.4,2006,3441.0,"Hot Springs, AR Metro Area"
473,"Houma-Thibodaux, LA",26380.0,1023.9999999999997,2006,4702.0,"Houma-Thibodaux, LA Metro Area"
474,"Houston-The Woodlands-Sugar Land, TX",26420.0,184691.19999999992,2006,1955893.0,"Houston-The Woodlands-Sugar Land, TX Metro Area"
475,"Huntington-Ashland, WV-KY-OH",26580.0,3008.0,2006,22332.0,"Huntington-Ashland, WV-KY-OH Metro Area"
476,"Huntsville, AL",26620.0,1651.1999999999996,2006,6586.0,"Huntsville, AL Metro Area"
477,"Idaho Falls, ID",26820.0,2054.4,2006,18738.0,"Idaho Falls, ID Metro Area"
478,"Indianapolis-Carmel-Anderson, IN",26900.0,27372.80000000001,2006,183158.0,"Indianapolis-Carmel-Anderson, IN Metro Area"
479,"Iowa City, IA",26980.0,4953.5999999999985,2006,30461.0,"Iowa City, IA Metro Area"
480,"Ithaca, NY",27060.0,1318.4,2006,14356.0,"Ithaca, NY Metro Area"
481,"Jackson, MI",27100.0,3532.8,2006,38189.0,"Jackson, MI Metro Area"
482,"Jackson, MS",27140.0,5766.4,2006,18045.0,"Jackson, MS Metro Area"
483,"Jacksonville, FL",27260.0,17964.8,2006,90354.0,"Jacksonville, FL Metro Area"
484,"Janesville-Beloit, WI",27500.0,1753.6,2006,12458.0,"Janesville-Beloit, WI Metro Area"
485,"Jefferson City, MO",27620.0,953.6,2006,447.0,"Jefferson City, MO Metro Area"
486,"Johnson City, TN",27740.0,3001.6,2006,16730.0,"Johnson City, TN Metro Area"
487,"Johnstown, PA",27780.0,1382.4,2006,10696.0,"Johnstown, PA Metro Area"
488,"Jonesboro, AR",27860.0,736.0,2006,4825.0,"Jonesboro, AR Metro Area"
489,"Kahului-Wailuku-Lahaina, HI",27980.0,1081.6,2006,11524.0,"Kahului-Wailuku-Lahaina, HI Metro Area"
490,"Kalamazoo-Portage, MI",28020.0,3590.4,2006,32986.0,"Kalamazoo-Portage, MI Metro Area"
491,"Kankakee, IL",28100.0,1516.8,2006,11186.0,"Kankakee, IL Metro Area"
492,"Kansas City, MO-KS",28140.0,34751.999999999985,2006,240902.0,"Kansas City, MO-KS Metro Area"
493,"Kennewick-Richland, WA",28420.0,5215.999999999999,2006,46774.0,"Kennewick-Richland, WA Metro Area"
494,"Killeen-Temple, TX",28660.0,3001.6,2006,18243.0,"Killeen-Temple, TX Metro Area"
495,"Kingston, NY",28740.0,1689.6,2006,12645.0,"Kingston, NY Metro Area"
496,"Knoxville, TN",28940.0,3251.2,2006,21384.0,"Knoxville, TN Metro Area"
497,"Kokomo, IN",29020.0,1030.4,2006,3951.0,"Kokomo, IN Metro Area"
498,"La Crosse-Onalaska, WI-MN",29100.0,1478.4,2006,12540.0,"La Crosse-Onalaska, WI-MN Metro Area"
499,"Lafayette, LA",29180.0,5465.5999999999985,2006,44855.0,"Lafayette, LA Metro Area"
500,"Lafayette-West Lafayette, IN",29200.0,3724.8,2006,40337.0,"Lafayette-West Lafayette, IN Metro Area"
501,"Lake Charles, LA",29340.0,1318.4,2006,6874.0,"Lake Charles, LA Metro Area"
502,"Lakeland-Winter Haven, FL",29460.0,3590.4,2006,18546.0,"Lakeland-Winter Haven, FL Metro Area"
