,UZA Name,UZA,RailBus,Year,FARE_TOTAL
14694,"Tuscaloosa, AL",233,Bus,2018,146891.5
791,"Tuscaloosa, AL",233,DemandResponse,2002,0.0
1660,"Tuscaloosa, AL",233,DemandResponse,2003,36766.0
2529,"Tuscaloosa, AL",233,DemandResponse,2004,34694.0
3398,"Tuscaloosa, AL",233,DemandResponse,2005,76045.0
4267,"Tuscaloosa, AL",233,DemandResponse,2006,88545.0
5136,"Tuscaloosa, AL",233,DemandResponse,2007,71527.0
6005,"Tuscaloosa, AL",233,DemandResponse,2008,74690.0
6874,"Tuscaloosa, AL",233,DemandResponse,2009,39563.0
7743,"Tuscaloosa, AL",233,DemandResponse,2010,50949.0
8612,"Tuscaloosa, AL",233,DemandResponse,2011,47824.0
9481,"Tuscaloosa, AL",233,DemandResponse,2012,48964.0
10350,"Tuscaloosa, AL",233,DemandResponse,2013,42721.0
11219,"Tuscaloosa, AL",233,DemandResponse,2014,48733.0
12088,"Tuscaloosa, AL",233,DemandResponse,2015,46698.0
12957,"Tuscaloosa, AL",233,DemandResponse,2016,42537.0
13826,"Tuscaloosa, AL",233,DemandResponse,2017,43083.0
14695,"Tuscaloosa, AL",233,DemandResponse,2018,42452.25
792,"Uniontown-Connellsville, PA",487,Bus,2002,0.0
1661,"Uniontown-Connellsville, PA",487,Bus,2003,28406.0
2530,"Uniontown-Connellsville, PA",487,Bus,2004,0.0
3399,"Uniontown-Connellsville, PA",487,Bus,2005,51254.0
4268,"Uniontown-Connellsville, PA",487,Bus,2006,54202.0
5137,"Uniontown-Connellsville, PA",487,Bus,2007,68113.0
6006,"Uniontown-Connellsville, PA",487,Bus,2008,109841.0
6875,"Uniontown-Connellsville, PA",487,Bus,2009,191392.0
7744,"Uniontown-Connellsville, PA",487,Bus,2010,144247.0
8613,"Uniontown-Connellsville, PA",487,Bus,2011,175028.0
9482,"Uniontown-Connellsville, PA",487,Bus,2012,175960.0
10351,"Uniontown-Connellsville, PA",487,Bus,2013,198015.0
11220,"Uniontown-Connellsville, PA",487,Bus,2014,206575.0
12089,"Uniontown-Connellsville, PA",487,Bus,2015,183885.0
12958,"Uniontown-Connellsville, PA",487,Bus,2016,184186.0
13827,"Uniontown-Connellsville, PA",487,Bus,2017,177644.0
14696,"Uniontown-Connellsville, PA",487,Bus,2018,172812.75
793,"Uniontown-Connellsville, PA",487,DemandResponse,2002,0.0
1662,"Uniontown-Connellsville, PA",487,DemandResponse,2003,39579.0
2531,"Uniontown-Connellsville, PA",487,DemandResponse,2004,0.0
3400,"Uniontown-Connellsville, PA",487,DemandResponse,2005,37718.0
4269,"Uniontown-Connellsville, PA",487,DemandResponse,2006,45389.0
5138,"Uniontown-Connellsville, PA",487,DemandResponse,2007,64413.0
6007,"Uniontown-Connellsville, PA",487,DemandResponse,2008,35343.0
6876,"Uniontown-Connellsville, PA",487,DemandResponse,2009,42167.0
7745,"Uniontown-Connellsville, PA",487,DemandResponse,2010,152349.0
8614,"Uniontown-Connellsville, PA",487,DemandResponse,2011,52022.0
9483,"Uniontown-Connellsville, PA",487,DemandResponse,2012,55455.0
10352,"Uniontown-Connellsville, PA",487,DemandResponse,2013,53373.0
11221,"Uniontown-Connellsville, PA",487,DemandResponse,2014,55607.0
12090,"Uniontown-Connellsville, PA",487,DemandResponse,2015,100248.0
12959,"Uniontown-Connellsville, PA",487,DemandResponse,2016,102131.0
13828,"Uniontown-Connellsville, PA",487,DemandResponse,2017,130012.0
14697,"Uniontown-Connellsville, PA",487,DemandResponse,2018,151393.5
794,"Urban Honolulu, HI",54,Bus,2002,30602648.0
1663,"Urban Honolulu, HI",54,Bus,2003,30114566.0
2532,"Urban Honolulu, HI",54,Bus,2004,33652238.0
3401,"Urban Honolulu, HI",54,Bus,2005,39925419.0
4270,"Urban Honolulu, HI",54,Bus,2006,41531437.0
5139,"Urban Honolulu, HI",54,Bus,2007,41742352.0
6008,"Urban Honolulu, HI",54,Bus,2008,41984132.0
6877,"Urban Honolulu, HI",54,Bus,2009,42454923.0
7746,"Urban Honolulu, HI",54,Bus,2010,45874670.0
8615,"Urban Honolulu, HI",54,Bus,2011,51721436.0
9484,"Urban Honolulu, HI",54,Bus,2012,54774006.0
10353,"Urban Honolulu, HI",54,Bus,2013,55038042.0
11222,"Urban Honolulu, HI",54,Bus,2014,54976149.0
12091,"Urban Honolulu, HI",54,Bus,2015,55064804.0
12960,"Urban Honolulu, HI",54,Bus,2016,53216236.0
13829,"Urban Honolulu, HI",54,Bus,2017,51441589.0
14698,"Urban Honolulu, HI",54,Bus,2018,49648461.75
795,"Urban Honolulu, HI",54,DemandResponse,2002,2308728.0
1664,"Urban Honolulu, HI",54,DemandResponse,2003,2458678.0
2533,"Urban Honolulu, HI",54,DemandResponse,2004,2585676.0
3402,"Urban Honolulu, HI",54,DemandResponse,2005,2691217.0
4271,"Urban Honolulu, HI",54,DemandResponse,2006,2784277.0
5140,"Urban Honolulu, HI",54,DemandResponse,2007,3036577.0
6009,"Urban Honolulu, HI",54,DemandResponse,2008,3526504.0
6878,"Urban Honolulu, HI",54,DemandResponse,2009,3547383.0
7747,"Urban Honolulu, HI",54,DemandResponse,2010,4141255.0
8616,"Urban Honolulu, HI",54,DemandResponse,2011,3066871.0
9485,"Urban Honolulu, HI",54,DemandResponse,2012,1875616.0
10354,"Urban Honolulu, HI",54,DemandResponse,2013,1910141.0
11223,"Urban Honolulu, HI",54,DemandResponse,2014,1867595.0
12092,"Urban Honolulu, HI",54,DemandResponse,2015,1840214.0
12961,"Urban Honolulu, HI",54,DemandResponse,2016,1952421.0
13830,"Urban Honolulu, HI",54,DemandResponse,2017,2063925.0
14699,"Urban Honolulu, HI",54,DemandResponse,2018,2175604.75
796,"Urban Honolulu, HI",54,Other,2002,0.0
1665,"Urban Honolulu, HI",54,Other,2003,0.0
2534,"Urban Honolulu, HI",54,Other,2004,0.0
3403,"Urban Honolulu, HI",54,Other,2005,0.0
4272,"Urban Honolulu, HI",54,Other,2006,0.0
5141,"Urban Honolulu, HI",54,Other,2007,0.0
6010,"Urban Honolulu, HI",54,Other,2008,16849.0
6879,"Urban Honolulu, HI",54,Other,2009,29561.0
7748,"Urban Honolulu, HI",54,Other,2010,0.0
8617,"Urban Honolulu, HI",54,Other,2011,0.0
9486,"Urban Honolulu, HI",54,Other,2012,0.0
10355,"Urban Honolulu, HI",54,Other,2013,0.0
11224,"Urban Honolulu, HI",54,Other,2014,0.0
12093,"Urban Honolulu, HI",54,Other,2015,0.0
12962,"Urban Honolulu, HI",54,Other,2016,0.0
13831,"Urban Honolulu, HI",54,Other,2017,0.0
14700,"Urban Honolulu, HI",54,Other,2018,0.0
797,"Utica, NY",233,Bus,2002,426222.0
799,"Utica, NY",268,Bus,2002,0.0
1666,"Utica, NY",233,Bus,2003,450316.0
1668,"Utica, NY",268,Bus,2003,0.0
2535,"Utica, NY",233,Bus,2004,415487.0
2537,"Utica, NY",268,Bus,2004,0.0
3404,"Utica, NY",233,Bus,2005,0.0
3406,"Utica, NY",268,Bus,2005,0.0
4273,"Utica, NY",233,Bus,2006,0.0
4275,"Utica, NY",268,Bus,2006,973297.0
5142,"Utica, NY",233,Bus,2007,0.0
5144,"Utica, NY",268,Bus,2007,1067223.0
6011,"Utica, NY",233,Bus,2008,0.0
6013,"Utica, NY",268,Bus,2008,1123420.0
6880,"Utica, NY",233,Bus,2009,0.0
6882,"Utica, NY",268,Bus,2009,1181792.0
7749,"Utica, NY",233,Bus,2010,0.0
7751,"Utica, NY",268,Bus,2010,1147849.0
8618,"Utica, NY",233,Bus,2011,0.0
8620,"Utica, NY",268,Bus,2011,1140157.0
9487,"Utica, NY",233,Bus,2012,0.0
9489,"Utica, NY",268,Bus,2012,1244968.0
10356,"Utica, NY",233,Bus,2013,0.0
10358,"Utica, NY",268,Bus,2013,1111053.0
11225,"Utica, NY",233,Bus,2014,0.0
11227,"Utica, NY",268,Bus,2014,1142186.0
12094,"Utica, NY",233,Bus,2015,0.0
12096,"Utica, NY",268,Bus,2015,1159821.0
12963,"Utica, NY",233,Bus,2016,0.0
12965,"Utica, NY",268,Bus,2016,0.0
13832,"Utica, NY",233,Bus,2017,0.0
13834,"Utica, NY",268,Bus,2017,0.0
14701,"Utica, NY",233,Bus,2018,0.0
14703,"Utica, NY",268,Bus,2018,-289955.25
798,"Utica, NY",233,DemandResponse,2002,28123.0
800,"Utica, NY",268,DemandResponse,2002,0.0
1667,"Utica, NY",233,DemandResponse,2003,38896.0
1669,"Utica, NY",268,DemandResponse,2003,0.0
2536,"Utica, NY",233,DemandResponse,2004,40743.0
2538,"Utica, NY",268,DemandResponse,2004,0.0
3405,"Utica, NY",233,DemandResponse,2005,0.0
3407,"Utica, NY",268,DemandResponse,2005,0.0
4274,"Utica, NY",233,DemandResponse,2006,0.0
4276,"Utica, NY",268,DemandResponse,2006,40113.0
5143,"Utica, NY",233,DemandResponse,2007,0.0
5145,"Utica, NY",268,DemandResponse,2007,41462.0
6012,"Utica, NY",233,DemandResponse,2008,0.0
6014,"Utica, NY",268,DemandResponse,2008,49740.0
6881,"Utica, NY",233,DemandResponse,2009,0.0
6883,"Utica, NY",268,DemandResponse,2009,52264.0
7750,"Utica, NY",233,DemandResponse,2010,0.0
7752,"Utica, NY",268,DemandResponse,2010,59174.0
8619,"Utica, NY",233,DemandResponse,2011,0.0
8621,"Utica, NY",268,DemandResponse,2011,60632.0
9488,"Utica, NY",233,DemandResponse,2012,0.0
9490,"Utica, NY",268,DemandResponse,2012,65016.0
10357,"Utica, NY",233,DemandResponse,2013,0.0
10359,"Utica, NY",268,DemandResponse,2013,57269.0
11226,"Utica, NY",233,DemandResponse,2014,0.0
11228,"Utica, NY",268,DemandResponse,2014,70899.0
12095,"Utica, NY",233,DemandResponse,2015,0.0
12097,"Utica, NY",268,DemandResponse,2015,65624.0
12964,"Utica, NY",233,DemandResponse,2016,0.0
12966,"Utica, NY",268,DemandResponse,2016,0.0
13833,"Utica, NY",233,DemandResponse,2017,0.0
13835,"Utica, NY",268,DemandResponse,2017,0.0
14702,"Utica, NY",233,DemandResponse,2018,0.0
14704,"Utica, NY",268,DemandResponse,2018,-16406.0
801,"Vacaville, CA",314,Bus,2002,0.0
1670,"Vacaville, CA",314,Bus,2003,0.0
2539,"Vacaville, CA",314,Bus,2004,0.0
3408,"Vacaville, CA",314,Bus,2005,0.0
4277,"Vacaville, CA",314,Bus,2006,0.0
5146,"Vacaville, CA",314,Bus,2007,0.0
6015,"Vacaville, CA",314,Bus,2008,0.0
6884,"Vacaville, CA",314,Bus,2009,0.0
7753,"Vacaville, CA",314,Bus,2010,0.0
8622,"Vacaville, CA",314,Bus,2011,276749.0
9491,"Vacaville, CA",314,Bus,2012,339687.0
10360,"Vacaville, CA",314,Bus,2013,353654.0
11229,"Vacaville, CA",314,Bus,2014,363706.0
12098,"Vacaville, CA",314,Bus,2015,377436.0
12967,"Vacaville, CA",314,Bus,2016,361855.0
13836,"Vacaville, CA",314,Bus,2017,326292.0
14705,"Vacaville, CA",314,Bus,2018,295724.5
802,"Vacaville, CA",314,DemandResponse,2002,0.0
1671,"Vacaville, CA",314,DemandResponse,2003,0.0
2540,"Vacaville, CA",314,DemandResponse,2004,0.0
3409,"Vacaville, CA",314,DemandResponse,2005,0.0
4278,"Vacaville, CA",314,DemandResponse,2006,0.0
5147,"Vacaville, CA",314,DemandResponse,2007,0.0
6016,"Vacaville, CA",314,DemandResponse,2008,0.0
6885,"Vacaville, CA",314,DemandResponse,2009,0.0
7754,"Vacaville, CA",314,DemandResponse,2010,0.0
8623,"Vacaville, CA",314,DemandResponse,2011,30055.0
9492,"Vacaville, CA",314,DemandResponse,2012,26334.0
10361,"Vacaville, CA",314,DemandResponse,2013,27070.0
11230,"Vacaville, CA",314,DemandResponse,2014,24423.0
12099,"Vacaville, CA",314,DemandResponse,2015,30017.0
12968,"Vacaville, CA",314,DemandResponse,2016,34999.0
13837,"Vacaville, CA",314,DemandResponse,2017,32756.0
14706,"Vacaville, CA",314,DemandResponse,2018,32319.25
803,"Vallejo, CA",203,Bus,2002,3231383.0
1672,"Vallejo, CA",203,Bus,2003,3172819.0
2541,"Vallejo, CA",203,Bus,2004,3184521.0
3410,"Vallejo, CA",203,Bus,2005,3342838.0
4279,"Vallejo, CA",203,Bus,2006,3738274.0
5148,"Vallejo, CA",203,Bus,2007,3577685.0
6017,"Vallejo, CA",203,Bus,2008,3268014.0
6886,"Vallejo, CA",203,Bus,2009,3231535.0
7755,"Vallejo, CA",203,Bus,2010,2977811.0
8624,"Vallejo, CA",203,Bus,2011,3030301.0
9493,"Vallejo, CA",203,Bus,2012,3491683.0
10362,"Vallejo, CA",203,Bus,2013,3850637.0
11231,"Vallejo, CA",203,Bus,2014,3875937.0
12100,"Vallejo, CA",203,Bus,2015,3729261.0
12969,"Vallejo, CA",203,Bus,2016,3734535.0
13838,"Vallejo, CA",203,Bus,2017,3471762.0
14707,"Vallejo, CA",203,Bus,2018,3276000.75
804,"Vallejo, CA",203,DemandResponse,2002,25424.0
1673,"Vallejo, CA",203,DemandResponse,2003,42949.0
2542,"Vallejo, CA",203,DemandResponse,2004,69314.0
3411,"Vallejo, CA",203,DemandResponse,2005,38869.0
4280,"Vallejo, CA",203,DemandResponse,2006,246958.0
5149,"Vallejo, CA",203,DemandResponse,2007,245254.0
6018,"Vallejo, CA",203,DemandResponse,2008,257676.0
6887,"Vallejo, CA",203,DemandResponse,2009,206169.0
7756,"Vallejo, CA",203,DemandResponse,2010,185101.0
8625,"Vallejo, CA",203,DemandResponse,2011,172874.0
9494,"Vallejo, CA",203,DemandResponse,2012,114424.0
10363,"Vallejo, CA",203,DemandResponse,2013,94948.0
11232,"Vallejo, CA",203,DemandResponse,2014,75551.0
12101,"Vallejo, CA",203,DemandResponse,2015,78821.0
12970,"Vallejo, CA",203,DemandResponse,2016,53657.0
13839,"Vallejo, CA",203,DemandResponse,2017,59272.0
14708,"Vallejo, CA",203,DemandResponse,2018,57192.25
805,"Vallejo, CA",203,Other,2002,4304000.0
1674,"Vallejo, CA",203,Other,2003,4197103.0
2543,"Vallejo, CA",203,Other,2004,4358162.0
3412,"Vallejo, CA",203,Other,2005,4694314.0
4281,"Vallejo, CA",203,Other,2006,6203914.0
5150,"Vallejo, CA",203,Other,2007,7046314.0
6019,"Vallejo, CA",203,Other,2008,7666046.0
6888,"Vallejo, CA",203,Other,2009,6556102.0
7757,"Vallejo, CA",203,Other,2010,6196867.0
8626,"Vallejo, CA",203,Other,2011,6412524.0
9495,"Vallejo, CA",203,Other,2012,6113652.0
10364,"Vallejo, CA",203,Other,2013,0.0
11233,"Vallejo, CA",203,Other,2014,0.0
12102,"Vallejo, CA",203,Other,2015,0.0
12971,"Vallejo, CA",203,Other,2016,0.0
13840,"Vallejo, CA",203,Other,2017,0.0
14709,"Vallejo, CA",203,Other,2018,0.0
806,"Victoria, TX",434,Bus,2002,0.0
1675,"Victoria, TX",434,Bus,2003,0.0
2544,"Victoria, TX",434,Bus,2004,24063.0
3413,"Victoria, TX",434,Bus,2005,34843.0
4282,"Victoria, TX",434,Bus,2006,46636.0
5151,"Victoria, TX",434,Bus,2007,57065.0
6020,"Victoria, TX",434,Bus,2008,10963.0
6889,"Victoria, TX",434,Bus,2009,94218.0
7758,"Victoria, TX",434,Bus,2010,133223.0
8627,"Victoria, TX",434,Bus,2011,107843.0
9496,"Victoria, TX",434,Bus,2012,119659.0
10365,"Victoria, TX",434,Bus,2013,124684.0
11234,"Victoria, TX",434,Bus,2014,134967.0
12103,"Victoria, TX",434,Bus,2015,136018.0
12972,"Victoria, TX",434,Bus,2016,127308.0
13841,"Victoria, TX",434,Bus,2017,112261.0
14710,"Victoria, TX",434,Bus,2018,98798.25
807,"Victoria, TX",434,DemandResponse,2002,0.0
1676,"Victoria, TX",434,DemandResponse,2003,0.0
2545,"Victoria, TX",434,DemandResponse,2004,8021.0
3414,"Victoria, TX",434,DemandResponse,2005,6148.0
4283,"Victoria, TX",434,DemandResponse,2006,6939.0
5152,"Victoria, TX",434,DemandResponse,2007,11547.0
6021,"Victoria, TX",434,DemandResponse,2008,84667.0
6890,"Victoria, TX",434,DemandResponse,2009,94132.0
7759,"Victoria, TX",434,DemandResponse,2010,97739.0
8628,"Victoria, TX",434,DemandResponse,2011,207362.0
9497,"Victoria, TX",434,DemandResponse,2012,121664.0
10366,"Victoria, TX",434,DemandResponse,2013,113883.0
11235,"Victoria, TX",434,DemandResponse,2014,88180.0
12104,"Victoria, TX",434,DemandResponse,2015,39942.0
12973,"Victoria, TX",434,DemandResponse,2016,42387.0
13842,"Victoria, TX",434,DemandResponse,2017,40695.0
14711,"Victoria, TX",434,DemandResponse,2018,40037.25
808,"Victorville-Hesperia, CA",114,Bus,2002,763332.0
1677,"Victorville-Hesperia, CA",114,Bus,2003,751152.0
2546,"Victorville-Hesperia, CA",114,Bus,2004,891973.0
3415,"Victorville-Hesperia, CA",114,Bus,2005,935511.0
4284,"Victorville-Hesperia, CA",114,Bus,2006,667422.0
5153,"Victorville-Hesperia, CA",114,Bus,2007,739704.0
6022,"Victorville-Hesperia, CA",114,Bus,2008,983854.0
6891,"Victorville-Hesperia, CA",114,Bus,2009,1183358.0
7760,"Victorville-Hesperia, CA",114,Bus,2010,1295060.0
8629,"Victorville-Hesperia, CA",114,Bus,2011,1498363.0
9498,"Victorville-Hesperia, CA",114,Bus,2012,1609072.0
10367,"Victorville-Hesperia, CA",114,Bus,2013,2122948.0
11236,"Victorville-Hesperia, CA",114,Bus,2014,2159255.0
12105,"Victorville-Hesperia, CA",114,Bus,2015,2307883.0
12974,"Victorville-Hesperia, CA",114,Bus,2016,2322041.0
13843,"Victorville-Hesperia, CA",114,Bus,2017,2302478.0
14712,"Victorville-Hesperia, CA",114,Bus,2018,2291345.25
809,"Victorville-Hesperia, CA",114,DemandResponse,2002,124560.0
1678,"Victorville-Hesperia, CA",114,DemandResponse,2003,252847.0
2547,"Victorville-Hesperia, CA",114,DemandResponse,2004,257159.0
3416,"Victorville-Hesperia, CA",114,DemandResponse,2005,245051.0
4285,"Victorville-Hesperia, CA",114,DemandResponse,2006,256339.0
5154,"Victorville-Hesperia, CA",114,DemandResponse,2007,289092.0
6023,"Victorville-Hesperia, CA",114,DemandResponse,2008,362485.0
6892,"Victorville-Hesperia, CA",114,DemandResponse,2009,343859.0
7761,"Victorville-Hesperia, CA",114,DemandResponse,2010,341013.0
8630,"Victorville-Hesperia, CA",114,DemandResponse,2011,344259.0
9499,"Victorville-Hesperia, CA",114,DemandResponse,2012,375728.0
10368,"Victorville-Hesperia, CA",114,DemandResponse,2013,1548008.0
11237,"Victorville-Hesperia, CA",114,DemandResponse,2014,2284634.0
12106,"Victorville-Hesperia, CA",114,DemandResponse,2015,2347510.0
12975,"Victorville-Hesperia, CA",114,DemandResponse,2016,2747007.0
13844,"Victorville-Hesperia, CA",114,DemandResponse,2017,2970567.0
14713,"Victorville-Hesperia, CA",114,DemandResponse,2018,3238111.25
810,"Villas, NJ",489,Bus,2002,0.0
1679,"Villas, NJ",489,Bus,2003,0.0
2548,"Villas, NJ",489,Bus,2004,0.0
3417,"Villas, NJ",489,Bus,2005,0.0
4286,"Villas, NJ",489,Bus,2006,0.0
5155,"Villas, NJ",489,Bus,2007,0.0
6024,"Villas, NJ",489,Bus,2008,0.0
6893,"Villas, NJ",489,Bus,2009,0.0
7762,"Villas, NJ",489,Bus,2010,0.0
8631,"Villas, NJ",489,Bus,2011,0.0
9500,"Villas, NJ",489,Bus,2012,0.0
10369,"Villas, NJ",489,Bus,2013,0.0
11238,"Villas, NJ",489,Bus,2014,0.0
12107,"Villas, NJ",489,Bus,2015,0.0
12976,"Villas, NJ",489,Bus,2016,0.0
13845,"Villas, NJ",489,Bus,2017,0.0
14714,"Villas, NJ",489,Bus,2018,0.0
811,"Villas, NJ",489,DemandResponse,2002,0.0
1680,"Villas, NJ",489,DemandResponse,2003,0.0
2549,"Villas, NJ",489,DemandResponse,2004,0.0
3418,"Villas, NJ",489,DemandResponse,2005,0.0
4287,"Villas, NJ",489,DemandResponse,2006,0.0
5156,"Villas, NJ",489,DemandResponse,2007,0.0
6025,"Villas, NJ",489,DemandResponse,2008,0.0
6894,"Villas, NJ",489,DemandResponse,2009,0.0
7763,"Villas, NJ",489,DemandResponse,2010,0.0
8632,"Villas, NJ",489,DemandResponse,2011,0.0
9501,"Villas, NJ",489,DemandResponse,2012,0.0
10370,"Villas, NJ",489,DemandResponse,2013,0.0
11239,"Villas, NJ",489,DemandResponse,2014,0.0
12108,"Villas, NJ",489,DemandResponse,2015,0.0
12977,"Villas, NJ",489,DemandResponse,2016,0.0
13846,"Villas, NJ",489,DemandResponse,2017,0.0
14715,"Villas, NJ",489,DemandResponse,2018,0.0
812,"Vineland, NJ",290,DemandResponse,2002,19103.0
813,"Vineland, NJ",310,DemandResponse,2002,0.0
1681,"Vineland, NJ",290,DemandResponse,2003,23591.0
1682,"Vineland, NJ",310,DemandResponse,2003,0.0
2550,"Vineland, NJ",290,DemandResponse,2004,21108.0
2551,"Vineland, NJ",310,DemandResponse,2004,0.0
3419,"Vineland, NJ",290,DemandResponse,2005,22133.0
3420,"Vineland, NJ",310,DemandResponse,2005,0.0
4288,"Vineland, NJ",290,DemandResponse,2006,19341.0
4289,"Vineland, NJ",310,DemandResponse,2006,0.0
5157,"Vineland, NJ",290,DemandResponse,2007,20037.0
5158,"Vineland, NJ",310,DemandResponse,2007,0.0
6026,"Vineland, NJ",290,DemandResponse,2008,0.0
6027,"Vineland, NJ",310,DemandResponse,2008,0.0
6895,"Vineland, NJ",290,DemandResponse,2009,0.0
6896,"Vineland, NJ",310,DemandResponse,2009,0.0
7764,"Vineland, NJ",290,DemandResponse,2010,0.0
7765,"Vineland, NJ",310,DemandResponse,2010,0.0
8633,"Vineland, NJ",290,DemandResponse,2011,0.0
8634,"Vineland, NJ",310,DemandResponse,2011,0.0
9502,"Vineland, NJ",290,DemandResponse,2012,0.0
9503,"Vineland, NJ",310,DemandResponse,2012,0.0
10371,"Vineland, NJ",290,DemandResponse,2013,0.0
10372,"Vineland, NJ",310,DemandResponse,2013,0.0
11240,"Vineland, NJ",290,DemandResponse,2014,0.0
11241,"Vineland, NJ",310,DemandResponse,2014,0.0
12109,"Vineland, NJ",290,DemandResponse,2015,0.0
12110,"Vineland, NJ",310,DemandResponse,2015,0.0
12978,"Vineland, NJ",290,DemandResponse,2016,0.0
12979,"Vineland, NJ",310,DemandResponse,2016,0.0
13847,"Vineland, NJ",290,DemandResponse,2017,0.0
13848,"Vineland, NJ",310,DemandResponse,2017,0.0
14716,"Vineland, NJ",290,DemandResponse,2018,0.0
14717,"Vineland, NJ",310,DemandResponse,2018,0.0
814,"Virgin Islands, VI",600,Bus,2002,0.0
1683,"Virgin Islands, VI",600,Bus,2003,0.0
2552,"Virgin Islands, VI",600,Bus,2004,0.0
3421,"Virgin Islands, VI",600,Bus,2005,0.0
4290,"Virgin Islands, VI",600,Bus,2006,0.0
5159,"Virgin Islands, VI",600,Bus,2007,0.0
6028,"Virgin Islands, VI",600,Bus,2008,0.0
6897,"Virgin Islands, VI",600,Bus,2009,0.0
7766,"Virgin Islands, VI",600,Bus,2010,260521.0
8635,"Virgin Islands, VI",600,Bus,2011,123699.0
9504,"Virgin Islands, VI",600,Bus,2012,0.0
10373,"Virgin Islands, VI",600,Bus,2013,0.0
11242,"Virgin Islands, VI",600,Bus,2014,373678.0
12111,"Virgin Islands, VI",600,Bus,2015,127859.0
12980,"Virgin Islands, VI",600,Bus,2016,336749.0
13849,"Virgin Islands, VI",600,Bus,2017,328687.0
14718,"Virgin Islands, VI",600,Bus,2018,374863.0
815,"Virgin Islands, VI",600,DemandResponse,2002,0.0
1684,"Virgin Islands, VI",600,DemandResponse,2003,0.0
2553,"Virgin Islands, VI",600,DemandResponse,2004,0.0
3422,"Virgin Islands, VI",600,DemandResponse,2005,0.0
4291,"Virgin Islands, VI",600,DemandResponse,2006,0.0
5160,"Virgin Islands, VI",600,DemandResponse,2007,0.0
6029,"Virgin Islands, VI",600,DemandResponse,2008,0.0
6898,"Virgin Islands, VI",600,DemandResponse,2009,0.0
7767,"Virgin Islands, VI",600,DemandResponse,2010,24929.0
8636,"Virgin Islands, VI",600,DemandResponse,2011,63061.0
9505,"Virgin Islands, VI",600,DemandResponse,2012,0.0
10374,"Virgin Islands, VI",600,DemandResponse,2013,0.0
11243,"Virgin Islands, VI",600,DemandResponse,2014,160148.0
12112,"Virgin Islands, VI",600,DemandResponse,2015,60639.0
12981,"Virgin Islands, VI",600,DemandResponse,2016,66375.0
13850,"Virgin Islands, VI",600,DemandResponse,2017,76564.0
14719,"Virgin Islands, VI",600,DemandResponse,2018,85639.75
816,"Virginia Beach, VA",34,Bus,2002,12436865.0
1685,"Virginia Beach, VA",34,Bus,2003,13086645.0
2554,"Virginia Beach, VA",34,Bus,2004,13780550.0
3423,"Virginia Beach, VA",34,Bus,2005,13975951.0
4292,"Virginia Beach, VA",34,Bus,2006,13868643.0
5161,"Virginia Beach, VA",34,Bus,2007,14439676.0
6030,"Virginia Beach, VA",34,Bus,2008,14609180.0
6899,"Virginia Beach, VA",34,Bus,2009,15838517.0
7768,"Virginia Beach, VA",34,Bus,2010,13636873.0
8637,"Virginia Beach, VA",34,Bus,2011,14212376.0
9506,"Virginia Beach, VA",34,Bus,2012,14722110.0
10375,"Virginia Beach, VA",34,Bus,2013,13260332.0
11244,"Virginia Beach, VA",34,Bus,2014,13973870.0
12113,"Virginia Beach, VA",34,Bus,2015,14115226.0
12982,"Virginia Beach, VA",34,Bus,2016,14011691.0
13851,"Virginia Beach, VA",34,Bus,2017,12896637.0
14720,"Virginia Beach, VA",34,Bus,2018,12034462.75
817,"Virginia Beach, VA",34,DemandResponse,2002,555031.0
1686,"Virginia Beach, VA",34,DemandResponse,2003,281130.0
2555,"Virginia Beach, VA",34,DemandResponse,2004,344437.0
3424,"Virginia Beach, VA",34,DemandResponse,2005,355718.0
4293,"Virginia Beach, VA",34,DemandResponse,2006,680528.0
5162,"Virginia Beach, VA",34,DemandResponse,2007,697618.0
6031,"Virginia Beach, VA",34,DemandResponse,2008,1308075.0
6900,"Virginia Beach, VA",34,DemandResponse,2009,1392313.0
7769,"Virginia Beach, VA",34,DemandResponse,2010,1443542.0
8638,"Virginia Beach, VA",34,DemandResponse,2011,1615475.0
9507,"Virginia Beach, VA",34,DemandResponse,2012,1769115.0
10376,"Virginia Beach, VA",34,DemandResponse,2013,1821543.0
11245,"Virginia Beach, VA",34,DemandResponse,2014,1492541.0
12114,"Virginia Beach, VA",34,DemandResponse,2015,1253717.0
12983,"Virginia Beach, VA",34,DemandResponse,2016,1160333.0
