,UZA Name,UZA,RailBus,Year,FARE_TOTAL
11191,"Tallahassee, FL",153,Bus,2014,4413423.0
12060,"Tallahassee, FL",153,Bus,2015,5269801.0
12929,"Tallahassee, FL",153,Bus,2016,5237959.0
13798,"Tallahassee, FL",153,Bus,2017,4502276.0
14667,"Tallahassee, FL",153,Bus,2018,3942553.25
764,"Tallahassee, FL",153,DemandResponse,2002,459587.0
1633,"Tallahassee, FL",153,DemandResponse,2003,1586372.0
2502,"Tallahassee, FL",153,DemandResponse,2004,1238820.0
3371,"Tallahassee, FL",153,DemandResponse,2005,112533.0
4240,"Tallahassee, FL",153,DemandResponse,2006,130822.0
5109,"Tallahassee, FL",153,DemandResponse,2007,143140.0
5978,"Tallahassee, FL",153,DemandResponse,2008,120380.0
6847,"Tallahassee, FL",153,DemandResponse,2009,154030.0
7716,"Tallahassee, FL",153,DemandResponse,2010,154623.0
8585,"Tallahassee, FL",153,DemandResponse,2011,167165.0
9454,"Tallahassee, FL",153,DemandResponse,2012,180759.0
10323,"Tallahassee, FL",153,DemandResponse,2013,185777.0
11192,"Tallahassee, FL",153,DemandResponse,2014,183603.0
12061,"Tallahassee, FL",153,DemandResponse,2015,179377.0
12930,"Tallahassee, FL",153,DemandResponse,2016,195622.0
13799,"Tallahassee, FL",153,DemandResponse,2017,211233.0
14668,"Tallahassee, FL",153,DemandResponse,2018,227002.5
765,"Tampa-St. Petersburg, FL",17,Bus,2002,14142217.0
1634,"Tampa-St. Petersburg, FL",17,Bus,2003,14802534.0
2503,"Tampa-St. Petersburg, FL",17,Bus,2004,15702872.0
3372,"Tampa-St. Petersburg, FL",17,Bus,2005,17061748.0
4241,"Tampa-St. Petersburg, FL",17,Bus,2006,18214104.0
5110,"Tampa-St. Petersburg, FL",17,Bus,2007,21141220.0
5979,"Tampa-St. Petersburg, FL",17,Bus,2008,23100469.0
6848,"Tampa-St. Petersburg, FL",17,Bus,2009,23443730.0
7717,"Tampa-St. Petersburg, FL",17,Bus,2010,23360727.0
8586,"Tampa-St. Petersburg, FL",17,Bus,2011,26225994.0
9455,"Tampa-St. Petersburg, FL",17,Bus,2012,28738880.0
10324,"Tampa-St. Petersburg, FL",17,Bus,2013,29763207.0
11193,"Tampa-St. Petersburg, FL",17,Bus,2014,30432266.0
12062,"Tampa-St. Petersburg, FL",17,Bus,2015,28975434.0
12931,"Tampa-St. Petersburg, FL",17,Bus,2016,25869147.0
13800,"Tampa-St. Petersburg, FL",17,Bus,2017,23901245.0
14669,"Tampa-St. Petersburg, FL",17,Bus,2018,21648746.75
766,"Tampa-St. Petersburg, FL",17,DemandResponse,2002,759537.0
1635,"Tampa-St. Petersburg, FL",17,DemandResponse,2003,816380.0
2504,"Tampa-St. Petersburg, FL",17,DemandResponse,2004,904092.0
3373,"Tampa-St. Petersburg, FL",17,DemandResponse,2005,951125.0
4242,"Tampa-St. Petersburg, FL",17,DemandResponse,2006,1039864.0
5111,"Tampa-St. Petersburg, FL",17,DemandResponse,2007,1291939.0
5980,"Tampa-St. Petersburg, FL",17,DemandResponse,2008,1367824.0
6849,"Tampa-St. Petersburg, FL",17,DemandResponse,2009,1302453.0
7718,"Tampa-St. Petersburg, FL",17,DemandResponse,2010,1527573.0
8587,"Tampa-St. Petersburg, FL",17,DemandResponse,2011,1708072.0
9456,"Tampa-St. Petersburg, FL",17,DemandResponse,2012,1917129.0
10325,"Tampa-St. Petersburg, FL",17,DemandResponse,2013,2091897.0
11194,"Tampa-St. Petersburg, FL",17,DemandResponse,2014,2101493.0
12063,"Tampa-St. Petersburg, FL",17,DemandResponse,2015,2616014.0
12932,"Tampa-St. Petersburg, FL",17,DemandResponse,2016,2729158.0
13801,"Tampa-St. Petersburg, FL",17,DemandResponse,2017,2688359.0
14670,"Tampa-St. Petersburg, FL",17,DemandResponse,2018,2686045.75
767,"Tampa-St. Petersburg, FL",17,Rail,2002,0.0
1636,"Tampa-St. Petersburg, FL",17,Rail,2003,407683.0
2505,"Tampa-St. Petersburg, FL",17,Rail,2004,448089.0
3374,"Tampa-St. Petersburg, FL",17,Rail,2005,451903.0
4243,"Tampa-St. Petersburg, FL",17,Rail,2006,539845.0
5112,"Tampa-St. Petersburg, FL",17,Rail,2007,607423.0
5981,"Tampa-St. Petersburg, FL",17,Rail,2008,628227.0
6850,"Tampa-St. Petersburg, FL",17,Rail,2009,643387.0
7719,"Tampa-St. Petersburg, FL",17,Rail,2010,568291.0
8588,"Tampa-St. Petersburg, FL",17,Rail,2011,614181.0
9457,"Tampa-St. Petersburg, FL",17,Rail,2012,570134.0
10326,"Tampa-St. Petersburg, FL",17,Rail,2013,487588.0
11195,"Tampa-St. Petersburg, FL",17,Rail,2014,465012.0
12064,"Tampa-St. Petersburg, FL",17,Rail,2015,563797.0
12933,"Tampa-St. Petersburg, FL",17,Rail,2016,566665.0
13802,"Tampa-St. Petersburg, FL",17,Rail,2017,538478.0
14671,"Tampa-St. Petersburg, FL",17,Rail,2018,518054.75
768,"Terre Haute, IN",316,Bus,2002,86128.0
1637,"Terre Haute, IN",316,Bus,2003,81526.0
2506,"Terre Haute, IN",316,Bus,2004,88291.0
3375,"Terre Haute, IN",316,Bus,2005,91169.0
4244,"Terre Haute, IN",316,Bus,2006,84232.0
5113,"Terre Haute, IN",316,Bus,2007,100378.0
5982,"Terre Haute, IN",316,Bus,2008,142807.0
6851,"Terre Haute, IN",316,Bus,2009,144948.0
7720,"Terre Haute, IN",316,Bus,2010,139138.0
8589,"Terre Haute, IN",316,Bus,2011,143899.0
9458,"Terre Haute, IN",316,Bus,2012,147859.0
10327,"Terre Haute, IN",316,Bus,2013,156000.0
11196,"Terre Haute, IN",316,Bus,2014,183901.0
12065,"Terre Haute, IN",316,Bus,2015,184745.0
12934,"Terre Haute, IN",316,Bus,2016,150357.0
13803,"Terre Haute, IN",316,Bus,2017,130589.0
14672,"Terre Haute, IN",316,Bus,2018,107166.0
769,"Terre Haute, IN",316,DemandResponse,2002,14521.0
1638,"Terre Haute, IN",316,DemandResponse,2003,20382.0
2507,"Terre Haute, IN",316,DemandResponse,2004,14373.0
3376,"Terre Haute, IN",316,DemandResponse,2005,14842.0
4245,"Terre Haute, IN",316,DemandResponse,2006,45355.0
5114,"Terre Haute, IN",316,DemandResponse,2007,54050.0
5983,"Terre Haute, IN",316,DemandResponse,2008,42378.0
6852,"Terre Haute, IN",316,DemandResponse,2009,43649.0
7721,"Terre Haute, IN",316,DemandResponse,2010,39991.0
8590,"Terre Haute, IN",316,DemandResponse,2011,40587.0
9459,"Terre Haute, IN",316,DemandResponse,2012,43114.0
10328,"Terre Haute, IN",316,DemandResponse,2013,44000.0
11197,"Terre Haute, IN",316,DemandResponse,2014,51870.0
12066,"Terre Haute, IN",316,DemandResponse,2015,50385.0
12935,"Terre Haute, IN",316,DemandResponse,2016,44619.0
13804,"Terre Haute, IN",316,DemandResponse,2017,40709.0
14673,"Terre Haute, IN",316,DemandResponse,2018,36335.0
770,"Texarkana-Texarkana, TX-AR",365,Bus,2002,0.0
1639,"Texarkana-Texarkana, TX-AR",365,Bus,2003,0.0
2508,"Texarkana-Texarkana, TX-AR",365,Bus,2004,0.0
3377,"Texarkana-Texarkana, TX-AR",365,Bus,2005,0.0
4246,"Texarkana-Texarkana, TX-AR",365,Bus,2006,0.0
5115,"Texarkana-Texarkana, TX-AR",365,Bus,2007,0.0
5984,"Texarkana-Texarkana, TX-AR",365,Bus,2008,0.0
6853,"Texarkana-Texarkana, TX-AR",365,Bus,2009,0.0
7722,"Texarkana-Texarkana, TX-AR",365,Bus,2010,0.0
8591,"Texarkana-Texarkana, TX-AR",365,Bus,2011,0.0
9460,"Texarkana-Texarkana, TX-AR",365,Bus,2012,0.0
10329,"Texarkana-Texarkana, TX-AR",365,Bus,2013,126824.0
11198,"Texarkana-Texarkana, TX-AR",365,Bus,2014,111502.0
12067,"Texarkana-Texarkana, TX-AR",365,Bus,2015,136305.0
12936,"Texarkana-Texarkana, TX-AR",365,Bus,2016,117999.0
13805,"Texarkana-Texarkana, TX-AR",365,Bus,2017,109231.0
14674,"Texarkana-Texarkana, TX-AR",365,Bus,2018,98078.5
771,"Texarkana-Texarkana, TX-AR",365,DemandResponse,2002,0.0
1640,"Texarkana-Texarkana, TX-AR",365,DemandResponse,2003,0.0
2509,"Texarkana-Texarkana, TX-AR",365,DemandResponse,2004,0.0
3378,"Texarkana-Texarkana, TX-AR",365,DemandResponse,2005,0.0
4247,"Texarkana-Texarkana, TX-AR",365,DemandResponse,2006,0.0
5116,"Texarkana-Texarkana, TX-AR",365,DemandResponse,2007,0.0
5985,"Texarkana-Texarkana, TX-AR",365,DemandResponse,2008,0.0
6854,"Texarkana-Texarkana, TX-AR",365,DemandResponse,2009,0.0
7723,"Texarkana-Texarkana, TX-AR",365,DemandResponse,2010,0.0
8592,"Texarkana-Texarkana, TX-AR",365,DemandResponse,2011,0.0
9461,"Texarkana-Texarkana, TX-AR",365,DemandResponse,2012,0.0
10330,"Texarkana-Texarkana, TX-AR",365,DemandResponse,2013,0.0
11199,"Texarkana-Texarkana, TX-AR",365,DemandResponse,2014,0.0
12068,"Texarkana-Texarkana, TX-AR",365,DemandResponse,2015,0.0
12937,"Texarkana-Texarkana, TX-AR",365,DemandResponse,2016,11773.0
13806,"Texarkana-Texarkana, TX-AR",365,DemandResponse,2017,21295.0
14675,"Texarkana-Texarkana, TX-AR",365,DemandResponse,2018,31379.75
772,"Texas City, TX",293,Bus,2002,0.0
1641,"Texas City, TX",293,Bus,2003,0.0
2510,"Texas City, TX",293,Bus,2004,0.0
3379,"Texas City, TX",293,Bus,2005,0.0
4248,"Texas City, TX",293,Bus,2006,0.0
5117,"Texas City, TX",293,Bus,2007,0.0
5986,"Texas City, TX",293,Bus,2008,0.0
6855,"Texas City, TX",293,Bus,2009,20925.0
7724,"Texas City, TX",293,Bus,2010,45462.0
8593,"Texas City, TX",293,Bus,2011,83309.0
9462,"Texas City, TX",293,Bus,2012,103415.0
10331,"Texas City, TX",293,Bus,2013,324837.0
11200,"Texas City, TX",293,Bus,2014,325674.0
12069,"Texas City, TX",293,Bus,2015,427257.0
12938,"Texas City, TX",293,Bus,2016,177315.0
13807,"Texas City, TX",293,Bus,2017,155906.0
14676,"Texas City, TX",293,Bus,2018,77363.75
773,"Texas City, TX",293,DemandResponse,2002,35868.0
1642,"Texas City, TX",293,DemandResponse,2003,23902.0
2511,"Texas City, TX",293,DemandResponse,2004,401236.0
3380,"Texas City, TX",293,DemandResponse,2005,23371.0
4249,"Texas City, TX",293,DemandResponse,2006,21665.0
5118,"Texas City, TX",293,DemandResponse,2007,63156.0
5987,"Texas City, TX",293,DemandResponse,2008,61922.0
6856,"Texas City, TX",293,DemandResponse,2009,30000.0
7725,"Texas City, TX",293,DemandResponse,2010,41655.0
8594,"Texas City, TX",293,DemandResponse,2011,28523.0
9463,"Texas City, TX",293,DemandResponse,2012,25025.0
10332,"Texas City, TX",293,DemandResponse,2013,21500.0
11201,"Texas City, TX",293,DemandResponse,2014,37455.0
12070,"Texas City, TX",293,DemandResponse,2015,33002.0
12939,"Texas City, TX",293,DemandResponse,2016,38829.0
13808,"Texas City, TX",293,DemandResponse,2017,36363.0
14677,"Texas City, TX",293,DemandResponse,2018,35970.25
774,Texas Non-UZA,0,Bus,2002,220618.0
1643,Texas Non-UZA,0,Bus,2003,220618.0
2512,Texas Non-UZA,0,Bus,2004,208573.0
3381,Texas Non-UZA,0,Bus,2005,197257.0
4250,Texas Non-UZA,0,Bus,2006,229775.0
5119,Texas Non-UZA,0,Bus,2007,260606.0
5988,Texas Non-UZA,0,Bus,2008,0.0
6857,Texas Non-UZA,0,Bus,2009,201151.0
7726,Texas Non-UZA,0,Bus,2010,236360.0
8595,Texas Non-UZA,0,Bus,2011,263301.0
9464,Texas Non-UZA,0,Bus,2012,320261.0
10333,Texas Non-UZA,0,Bus,2013,479013.0
11202,Texas Non-UZA,0,Bus,2014,462933.0
12071,Texas Non-UZA,0,Bus,2015,494460.0
12940,Texas Non-UZA,0,Bus,2016,424379.0
13809,Texas Non-UZA,0,Bus,2017,214761.0
14678,Texas Non-UZA,0,Bus,2018,40027.25
775,Texas Non-UZA,0,DemandResponse,2002,10762.0
1644,Texas Non-UZA,0,DemandResponse,2003,10762.0
2513,Texas Non-UZA,0,DemandResponse,2004,10815.0
3382,Texas Non-UZA,0,DemandResponse,2005,11657.0
4251,Texas Non-UZA,0,DemandResponse,2006,40798.0
5120,Texas Non-UZA,0,DemandResponse,2007,44470.0
5989,Texas Non-UZA,0,DemandResponse,2008,0.0
6858,Texas Non-UZA,0,DemandResponse,2009,7575.0
7727,Texas Non-UZA,0,DemandResponse,2010,11866.0
8596,Texas Non-UZA,0,DemandResponse,2011,11979.0
9465,Texas Non-UZA,0,DemandResponse,2012,15222.0
10334,Texas Non-UZA,0,DemandResponse,2013,15814.0
11203,Texas Non-UZA,0,DemandResponse,2014,15561.0
12072,Texas Non-UZA,0,DemandResponse,2015,19974.0
12941,Texas Non-UZA,0,DemandResponse,2016,21487.0
13810,Texas Non-UZA,0,DemandResponse,2017,38848.0
14679,Texas Non-UZA,0,DemandResponse,2018,52247.0
776,Texas Non-UZA,0,Rail,2002,36962.0
1645,Texas Non-UZA,0,Rail,2003,36962.0
2514,Texas Non-UZA,0,Rail,2004,22752.0
3383,Texas Non-UZA,0,Rail,2005,20899.0
4252,Texas Non-UZA,0,Rail,2006,9225.0
5121,Texas Non-UZA,0,Rail,2007,15342.0
5990,Texas Non-UZA,0,Rail,2008,0.0
6859,Texas Non-UZA,0,Rail,2009,0.0
7728,Texas Non-UZA,0,Rail,2010,0.0
8597,Texas Non-UZA,0,Rail,2011,0.0
9466,Texas Non-UZA,0,Rail,2012,0.0
10335,Texas Non-UZA,0,Rail,2013,0.0
11204,Texas Non-UZA,0,Rail,2014,0.0
12073,Texas Non-UZA,0,Rail,2015,0.0
12942,Texas Non-UZA,0,Rail,2016,0.0
13811,Texas Non-UZA,0,Rail,2017,0.0
14680,Texas Non-UZA,0,Rail,2018,0.0
777,"Thousand Oaks, CA",168,Bus,2002,83039.0
1646,"Thousand Oaks, CA",168,Bus,2003,85943.0
2515,"Thousand Oaks, CA",168,Bus,2004,87900.0
3384,"Thousand Oaks, CA",168,Bus,2005,100452.0
4253,"Thousand Oaks, CA",168,Bus,2006,111373.0
5122,"Thousand Oaks, CA",168,Bus,2007,99799.0
5991,"Thousand Oaks, CA",168,Bus,2008,109157.0
6860,"Thousand Oaks, CA",168,Bus,2009,135998.0
7729,"Thousand Oaks, CA",168,Bus,2010,120685.0
8598,"Thousand Oaks, CA",168,Bus,2011,119390.0
9467,"Thousand Oaks, CA",168,Bus,2012,150128.0
10336,"Thousand Oaks, CA",168,Bus,2013,140632.0
11205,"Thousand Oaks, CA",168,Bus,2014,216312.0
12074,"Thousand Oaks, CA",168,Bus,2015,301928.0
12943,"Thousand Oaks, CA",168,Bus,2016,179361.0
13812,"Thousand Oaks, CA",168,Bus,2017,150423.0
14681,"Thousand Oaks, CA",168,Bus,2018,98077.75
778,"Thousand Oaks, CA",168,DemandResponse,2002,70411.0
1647,"Thousand Oaks, CA",168,DemandResponse,2003,71767.0
2516,"Thousand Oaks, CA",168,DemandResponse,2004,61295.0
3385,"Thousand Oaks, CA",168,DemandResponse,2005,59468.0
4254,"Thousand Oaks, CA",168,DemandResponse,2006,78730.0
5123,"Thousand Oaks, CA",168,DemandResponse,2007,80150.0
5992,"Thousand Oaks, CA",168,DemandResponse,2008,94408.0
6861,"Thousand Oaks, CA",168,DemandResponse,2009,94450.0
7730,"Thousand Oaks, CA",168,DemandResponse,2010,109241.0
8599,"Thousand Oaks, CA",168,DemandResponse,2011,133178.0
9468,"Thousand Oaks, CA",168,DemandResponse,2012,187951.0
10337,"Thousand Oaks, CA",168,DemandResponse,2013,193140.0
11206,"Thousand Oaks, CA",168,DemandResponse,2014,229601.0
12075,"Thousand Oaks, CA",168,DemandResponse,2015,259278.0
12944,"Thousand Oaks, CA",168,DemandResponse,2016,314884.0
13813,"Thousand Oaks, CA",168,DemandResponse,2017,240445.0
14682,"Thousand Oaks, CA",168,DemandResponse,2018,198517.25
779,"Toledo, OH-MI",80,Bus,2002,4585151.0
1648,"Toledo, OH-MI",80,Bus,2003,4689352.0
2517,"Toledo, OH-MI",80,Bus,2004,4861550.0
3386,"Toledo, OH-MI",80,Bus,2005,5078573.0
4255,"Toledo, OH-MI",80,Bus,2006,5527670.0
5124,"Toledo, OH-MI",80,Bus,2007,5429674.0
5993,"Toledo, OH-MI",80,Bus,2008,5792102.0
6862,"Toledo, OH-MI",80,Bus,2009,5814117.0
7731,"Toledo, OH-MI",80,Bus,2010,4885299.0
8600,"Toledo, OH-MI",80,Bus,2011,4083233.0
9469,"Toledo, OH-MI",80,Bus,2012,3680651.0
10338,"Toledo, OH-MI",80,Bus,2013,3553292.0
11207,"Toledo, OH-MI",80,Bus,2014,3417997.0
12076,"Toledo, OH-MI",80,Bus,2015,4966684.0
12945,"Toledo, OH-MI",80,Bus,2016,5311335.0
13814,"Toledo, OH-MI",80,Bus,2017,4611934.0
14683,"Toledo, OH-MI",80,Bus,2018,4173546.0
780,"Toledo, OH-MI",80,DemandResponse,2002,119004.0
1649,"Toledo, OH-MI",80,DemandResponse,2003,119402.0
2518,"Toledo, OH-MI",80,DemandResponse,2004,123411.0
3387,"Toledo, OH-MI",80,DemandResponse,2005,122942.0
4256,"Toledo, OH-MI",80,DemandResponse,2006,200795.0
5125,"Toledo, OH-MI",80,DemandResponse,2007,248200.0
5994,"Toledo, OH-MI",80,DemandResponse,2008,294114.0
6863,"Toledo, OH-MI",80,DemandResponse,2009,363917.0
7732,"Toledo, OH-MI",80,DemandResponse,2010,954110.0
8601,"Toledo, OH-MI",80,DemandResponse,2011,1208049.0
9470,"Toledo, OH-MI",80,DemandResponse,2012,1240252.0
10339,"Toledo, OH-MI",80,DemandResponse,2013,1263797.0
11208,"Toledo, OH-MI",80,DemandResponse,2014,1467391.0
12077,"Toledo, OH-MI",80,DemandResponse,2015,1531075.0
12946,"Toledo, OH-MI",80,DemandResponse,2016,923388.0
13815,"Toledo, OH-MI",80,DemandResponse,2017,762734.0
14684,"Toledo, OH-MI",80,DemandResponse,2018,490321.75
781,"Topeka, KS",217,Bus,2002,535158.0
1650,"Topeka, KS",217,Bus,2003,515717.0
2519,"Topeka, KS",217,Bus,2004,533787.0
3388,"Topeka, KS",217,Bus,2005,595868.0
4257,"Topeka, KS",217,Bus,2006,687418.0
5126,"Topeka, KS",217,Bus,2007,795981.0
5995,"Topeka, KS",217,Bus,2008,944875.0
6864,"Topeka, KS",217,Bus,2009,1031834.0
7733,"Topeka, KS",217,Bus,2010,829252.0
8602,"Topeka, KS",217,Bus,2011,815699.0
9471,"Topeka, KS",217,Bus,2012,986659.0
10340,"Topeka, KS",217,Bus,2013,1392921.0
11209,"Topeka, KS",217,Bus,2014,1224312.0
12078,"Topeka, KS",217,Bus,2015,1146844.0
12947,"Topeka, KS",217,Bus,2016,1024673.0
13816,"Topeka, KS",217,Bus,2017,960567.0
14685,"Topeka, KS",217,Bus,2018,881944.75
782,"Topeka, KS",217,DemandResponse,2002,191270.0
1651,"Topeka, KS",217,DemandResponse,2003,189561.0
2520,"Topeka, KS",217,DemandResponse,2004,185171.0
3389,"Topeka, KS",217,DemandResponse,2005,191310.0
4258,"Topeka, KS",217,DemandResponse,2006,216363.0
5127,"Topeka, KS",217,DemandResponse,2007,160732.0
5996,"Topeka, KS",217,DemandResponse,2008,185040.0
6865,"Topeka, KS",217,DemandResponse,2009,181501.0
7734,"Topeka, KS",217,DemandResponse,2010,172864.0
8603,"Topeka, KS",217,DemandResponse,2011,185637.0
9472,"Topeka, KS",217,DemandResponse,2012,204853.0
10341,"Topeka, KS",217,DemandResponse,2013,198400.0
11210,"Topeka, KS",217,DemandResponse,2014,192078.0
12079,"Topeka, KS",217,DemandResponse,2015,192287.0
12948,"Topeka, KS",217,DemandResponse,2016,182701.0
13817,"Topeka, KS",217,DemandResponse,2017,176900.0
14686,"Topeka, KS",217,DemandResponse,2018,170152.75
783,"Tucson, AZ",52,Bus,2002,6773579.0
1652,"Tucson, AZ",52,Bus,2003,7399258.0
2521,"Tucson, AZ",52,Bus,2004,7475727.0
3390,"Tucson, AZ",52,Bus,2005,7644164.0
4259,"Tucson, AZ",52,Bus,2006,8295832.0
5128,"Tucson, AZ",52,Bus,2007,8787307.0
5997,"Tucson, AZ",52,Bus,2008,9356143.0
6866,"Tucson, AZ",52,Bus,2009,10208497.0
7735,"Tucson, AZ",52,Bus,2010,11048423.0
8604,"Tucson, AZ",52,Bus,2011,10571769.0
9473,"Tucson, AZ",52,Bus,2012,13232716.0
10342,"Tucson, AZ",52,Bus,2013,12709343.0
11211,"Tucson, AZ",52,Bus,2014,11966389.0
12080,"Tucson, AZ",52,Bus,2015,12171995.0
12949,"Tucson, AZ",52,Bus,2016,9232193.0
13818,"Tucson, AZ",52,Bus,2017,10655133.0
14687,"Tucson, AZ",52,Bus,2018,10987387.5
784,"Tucson, AZ",52,DemandResponse,2002,281832.0
1653,"Tucson, AZ",52,DemandResponse,2003,280706.0
2522,"Tucson, AZ",52,DemandResponse,2004,309197.0
3391,"Tucson, AZ",52,DemandResponse,2005,340957.0
4260,"Tucson, AZ",52,DemandResponse,2006,386412.0
5129,"Tucson, AZ",52,DemandResponse,2007,418868.0
5998,"Tucson, AZ",52,DemandResponse,2008,448451.0
6867,"Tucson, AZ",52,DemandResponse,2009,560922.0
7736,"Tucson, AZ",52,DemandResponse,2010,625757.0
8605,"Tucson, AZ",52,DemandResponse,2011,595583.0
9474,"Tucson, AZ",52,DemandResponse,2012,854178.0
10343,"Tucson, AZ",52,DemandResponse,2013,1223911.0
11212,"Tucson, AZ",52,DemandResponse,2014,1354273.0
12081,"Tucson, AZ",52,DemandResponse,2015,1701782.0
12950,"Tucson, AZ",52,DemandResponse,2016,1412731.0
13819,"Tucson, AZ",52,DemandResponse,2017,1469014.0
14688,"Tucson, AZ",52,DemandResponse,2018,1438963.5
785,"Tucson, AZ",52,Rail,2002,0.0
1654,"Tucson, AZ",52,Rail,2003,0.0
2523,"Tucson, AZ",52,Rail,2004,0.0
3392,"Tucson, AZ",52,Rail,2005,0.0
4261,"Tucson, AZ",52,Rail,2006,0.0
5130,"Tucson, AZ",52,Rail,2007,0.0
5999,"Tucson, AZ",52,Rail,2008,0.0
6868,"Tucson, AZ",52,Rail,2009,0.0
7737,"Tucson, AZ",52,Rail,2010,0.0
8606,"Tucson, AZ",52,Rail,2011,0.0
9475,"Tucson, AZ",52,Rail,2012,0.0
10344,"Tucson, AZ",52,Rail,2013,0.0
11213,"Tucson, AZ",52,Rail,2014,0.0
12082,"Tucson, AZ",52,Rail,2015,903561.0
12951,"Tucson, AZ",52,Rail,2016,868196.0
13820,"Tucson, AZ",52,Rail,2017,600361.0
14689,"Tucson, AZ",52,Rail,2018,390643.5
786,"Tulsa, OK",62,Bus,2002,1754741.0
1655,"Tulsa, OK",62,Bus,2003,1502580.0
2524,"Tulsa, OK",62,Bus,2004,1409024.0
3393,"Tulsa, OK",62,Bus,2005,1439118.0
4262,"Tulsa, OK",62,Bus,2006,1672116.0
5131,"Tulsa, OK",62,Bus,2007,1820112.0
6000,"Tulsa, OK",62,Bus,2008,1876335.0
6869,"Tulsa, OK",62,Bus,2009,1980227.0
7738,"Tulsa, OK",62,Bus,2010,1904502.0
8607,"Tulsa, OK",62,Bus,2011,1900660.0
9476,"Tulsa, OK",62,Bus,2012,2141129.0
10345,"Tulsa, OK",62,Bus,2013,2527490.0
11214,"Tulsa, OK",62,Bus,2014,2669190.0
12083,"Tulsa, OK",62,Bus,2015,2775866.0
12952,"Tulsa, OK",62,Bus,2016,2691888.0
13821,"Tulsa, OK",62,Bus,2017,2536855.0
14690,"Tulsa, OK",62,Bus,2018,2399585.75
787,"Tulsa, OK",62,DemandResponse,2002,905113.0
1656,"Tulsa, OK",62,DemandResponse,2003,312130.0
2525,"Tulsa, OK",62,DemandResponse,2004,384946.0
3394,"Tulsa, OK",62,DemandResponse,2005,419043.0
4263,"Tulsa, OK",62,DemandResponse,2006,425684.0
5132,"Tulsa, OK",62,DemandResponse,2007,515747.0
6001,"Tulsa, OK",62,DemandResponse,2008,534936.0
6870,"Tulsa, OK",62,DemandResponse,2009,560862.0
7739,"Tulsa, OK",62,DemandResponse,2010,495383.0
8608,"Tulsa, OK",62,DemandResponse,2011,492826.0
9477,"Tulsa, OK",62,DemandResponse,2012,478578.0
10346,"Tulsa, OK",62,DemandResponse,2013,434370.0
11215,"Tulsa, OK",62,DemandResponse,2014,449221.0
12084,"Tulsa, OK",62,DemandResponse,2015,343010.0
12953,"Tulsa, OK",62,DemandResponse,2016,354861.0
13822,"Tulsa, OK",62,DemandResponse,2017,369459.0
14691,"Tulsa, OK",62,DemandResponse,2018,383370.25
788,"Turlock, CA",300,Bus,2002,0.0
1657,"Turlock, CA",300,Bus,2003,0.0
2526,"Turlock, CA",300,Bus,2004,0.0
3395,"Turlock, CA",300,Bus,2005,0.0
4264,"Turlock, CA",300,Bus,2006,83054.0
5133,"Turlock, CA",300,Bus,2007,92646.0
6002,"Turlock, CA",300,Bus,2008,123983.0
6871,"Turlock, CA",300,Bus,2009,101841.0
7740,"Turlock, CA",300,Bus,2010,93554.0
8609,"Turlock, CA",300,Bus,2011,103806.0
9478,"Turlock, CA",300,Bus,2012,107490.0
10347,"Turlock, CA",300,Bus,2013,110639.0
11216,"Turlock, CA",300,Bus,2014,112165.0
12085,"Turlock, CA",300,Bus,2015,106584.0
12954,"Turlock, CA",300,Bus,2016,118727.0
13823,"Turlock, CA",300,Bus,2017,65549.0
14692,"Turlock, CA",300,Bus,2018,28701.25
789,"Turlock, CA",300,DemandResponse,2002,0.0
1658,"Turlock, CA",300,DemandResponse,2003,0.0
2527,"Turlock, CA",300,DemandResponse,2004,0.0
3396,"Turlock, CA",300,DemandResponse,2005,0.0
4265,"Turlock, CA",300,DemandResponse,2006,45308.0
5134,"Turlock, CA",300,DemandResponse,2007,34502.0
6003,"Turlock, CA",300,DemandResponse,2008,58029.0
6872,"Turlock, CA",300,DemandResponse,2009,46798.0
7741,"Turlock, CA",300,DemandResponse,2010,35802.0
8610,"Turlock, CA",300,DemandResponse,2011,31272.0
9479,"Turlock, CA",300,DemandResponse,2012,38337.0
10348,"Turlock, CA",300,DemandResponse,2013,40654.0
11217,"Turlock, CA",300,DemandResponse,2014,37985.0
12086,"Turlock, CA",300,DemandResponse,2015,38375.0
12955,"Turlock, CA",300,DemandResponse,2016,29435.0
13824,"Turlock, CA",300,DemandResponse,2017,26206.0
14693,"Turlock, CA",300,DemandResponse,2018,21549.25
790,"Tuscaloosa, AL",233,Bus,2002,0.0
1659,"Tuscaloosa, AL",233,Bus,2003,226606.0
2528,"Tuscaloosa, AL",233,Bus,2004,225655.0
3397,"Tuscaloosa, AL",233,Bus,2005,174076.0
4266,"Tuscaloosa, AL",233,Bus,2006,184617.0
5135,"Tuscaloosa, AL",233,Bus,2007,247120.0
6004,"Tuscaloosa, AL",233,Bus,2008,210701.0
6873,"Tuscaloosa, AL",233,Bus,2009,122009.0
7742,"Tuscaloosa, AL",233,Bus,2010,129963.0
8611,"Tuscaloosa, AL",233,Bus,2011,143180.0
9480,"Tuscaloosa, AL",233,Bus,2012,156356.0
10349,"Tuscaloosa, AL",233,Bus,2013,151386.0
11218,"Tuscaloosa, AL",233,Bus,2014,149519.0
12087,"Tuscaloosa, AL",233,Bus,2015,140095.0
12956,"Tuscaloosa, AL",233,Bus,2016,129708.0
13825,"Tuscaloosa, AL",233,Bus,2017,141011.0
