,CBSA,MNAME,TOTAL_EMPLOYMENT,JTW_DA_PCT,JTW_CARPOOLED_PCT,JTW_TRANSIT_PCT,JTW_WALK_PCT,JTW_BICYCLE_PCT,JTW_OTHER_PCT,JTW_HOME_PCT,Year
2841,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",190072,67.3,13.4,3.3,4.3,5.5,1.3,5.0,2012
296,42100,"Santa Cruz-Watsonville, CA Metro Area",122626,72.0,9.9,2.1,3.5,2.4,1.8,8.4,2005
655,42100,"Santa Cruz-Watsonville, CA Metro Area",121481,71.5,10.1,3.4,3.4,3.1,1.1,7.4,2006
1016,42100,"Santa Cruz-Watsonville, CA Metro Area",123935,68.9,13.0,4.3,4.1,2.5,0.8,6.5,2007
1378,42100,"Santa Cruz-Watsonville, CA Metro Area",126810,71.7,10.5,2.5,4.7,4.0,0.7,5.9,2008
1744,42100,"Santa Cruz-Watsonville, CA Metro Area",116061,73.2,10.1,3.0,4.3,2.7,0.8,6.0,2009
2110,42100,"Santa Cruz-Watsonville, CA Metro Area",114373,70.8,10.2,2.8,4.9,2.6,2.7,5.9,2010
2476,42100,"Santa Cruz-Watsonville, CA Metro Area",125855,71.8,9.7,3.0,3.7,3.3,1.8,6.8,2011
2842,42100,"Santa Cruz-Watsonville, CA Metro Area",130774,70.1,9.4,2.7,4.6,4.2,1.6,7.4,2012
3215,42100,"Santa Cruz-Watsonville, CA Metro Area",126863,70.6,9.3,2.0,4.0,3.0,4.0,7.2,2013
3596,42100,"Santa Cruz-Watsonville, CA Metro Area",129121,68.1,8.2,2.9,4.4,4.8,3.8,7.9,2014
3977,42100,"Santa Cruz-Watsonville, CA Metro Area",127842,68.9,10.1,3.8,3.4,3.5,2.9,7.4,2015
4359,42100,"Santa Cruz-Watsonville, CA Metro Area",132813,68.3,8.6,2.6,5.7,2.7,4.2,7.8,2016
4741,42100,"Santa Cruz-Watsonville, CA Metro Area",134024,71.2,7.5,2.6,4.3,4.3,2.3,7.8,2017
297,42140,"Santa Fe, NM Metro Area",72543,75.1,11.9,1.0,3.3,1.3,1.0,6.5,2005
656,42140,"Santa Fe, NM Metro Area",72743,69.6,15.0,1.2,3.3,0.1,1.0,9.8,2006
1017,42140,"Santa Fe, NM Metro Area",72512,70.4,12.9,1.4,2.2,0.9,2.4,9.9,2007
1379,42140,"Santa Fe, NM Metro Area",71784,74.0,10.1,0.7,3.5,1.3,2.4,8.1,2008
1745,42140,"Santa Fe, NM Metro Area",70662,76.4,9.7,1.8,2.1,0.4,1.2,8.6,2009
2111,42140,"Santa Fe, NM Metro Area",66001,72.6,13.3,0.9,4.0,0.4,0.6,8.2,2010
2477,42140,"Santa Fe, NM Metro Area",72382,69.7,11.2,1.1,2.2,1.8,3.0,11.0,2011
2843,42140,"Santa Fe, NM Metro Area",67159,74.0,14.4,0.4,2.2,0.9,1.2,6.8,2012
3216,42140,"Santa Fe, NM Metro Area",66009,73.7,11.5,1.5,2.1,1.6,1.6,8.1,2013
3597,42140,"Santa Fe, NM Metro Area",68665,78.9,8.4,1.4,2.4,0.7,0.8,7.4,2014
3978,42140,"Santa Fe, NM Metro Area",70786,80.0,7.8,0.8,2.6,0.3,0.4,8.1,2015
4360,42140,"Santa Fe, NM Metro Area",70389,76.9,8.7,2.3,1.7,0.6,0.9,8.8,2016
4742,42140,"Santa Fe, NM Metro Area",68644,82.1,7.4,0.9,1.9,0.3,0.6,6.9,2017
3217,42200,"Santa Maria-Santa Barbara, CA Metro Area",201152,68.4,13.4,3.4,4.2,4.5,1.2,4.8,2013
3598,42200,"Santa Maria-Santa Barbara, CA Metro Area",200785,69.0,12.0,3.6,4.8,3.7,1.3,5.6,2014
3979,42200,"Santa Maria-Santa Barbara, CA Metro Area",209973,67.2,14.7,3.0,4.8,2.6,1.5,6.1,2015
4361,42200,"Santa Maria-Santa Barbara, CA Metro Area",211202,67.1,14.6,3.6,4.1,3.9,0.9,5.7,2016
4743,42200,"Santa Maria-Santa Barbara, CA Metro Area",215522,68.7,12.8,2.0,5.5,3.4,1.0,6.6,2017
3218,42220,"Santa Rosa, CA Metro Area",234304,77.4,9.0,2.1,2.9,1.0,0.8,6.7,2013
3599,42220,"Santa Rosa, CA Metro Area",243552,75.1,10.3,2.1,3.8,1.0,0.9,6.8,2014
3980,42220,"Santa Rosa, CA Metro Area",244455,74.3,11.9,1.8,3.5,1.1,0.8,6.6,2015
4362,42220,"Santa Rosa, CA Metro Area",248606,75.0,11.3,1.2,2.9,1.2,1.1,7.3,2016
4744,42220,"Santa Rosa, CA Metro Area",251390,72.8,12.7,2.2,2.7,0.7,1.1,7.6,2017
298,42220,"Santa Rosa-Petaluma, CA Metro Area",216208,74.9,11.1,2.1,3.8,0.7,1.3,6.1,2005
657,42220,"Santa Rosa-Petaluma, CA Metro Area",228426,74.5,12.3,2.2,2.8,1.0,0.8,6.4,2006
1018,42220,"Santa Rosa-Petaluma, CA Metro Area",226604,72.4,12.5,2.2,4.0,0.8,0.8,7.3,2007
1380,42220,"Santa Rosa-Petaluma, CA Metro Area",230919,74.5,10.1,2.3,3.2,1.7,1.4,6.7,2008
1746,42220,"Santa Rosa-Petaluma, CA Metro Area",222386,74.5,11.1,2.0,3.3,1.4,0.6,7.1,2009
2112,42220,"Santa Rosa-Petaluma, CA Metro Area",219015,76.5,10.3,1.9,2.0,0.8,0.6,7.9,2010
2478,42220,"Santa Rosa-Petaluma, CA Metro Area",226030,75.5,9.4,1.8,3.4,1.3,1.7,7.0,2011
2844,42220,"Santa Rosa-Petaluma, CA Metro Area",226882,76.4,10.4,1.7,3.3,0.8,1.3,6.0,2012
299,42260,"Sarasota-Bradenton-Venice, FL Metro Area",277086,78.8,11.7,0.8,1.3,0.6,1.4,5.4,2005
658,42260,"Sarasota-Bradenton-Venice, FL Metro Area",296954,79.2,10.8,0.7,1.0,0.7,2.2,5.5,2006
1019,42260,"Sarasota-Bradenton-Venice, FL Metro Area",286874,79.5,9.7,0.9,1.9,0.9,1.8,5.4,2007
300,42340,"Savannah, GA Metro Area",139948,81.1,10.5,1.6,2.2,0.3,2.0,2.2,2005
659,42340,"Savannah, GA Metro Area",146541,80.2,10.7,2.4,2.0,0.2,2.1,2.4,2006
1020,42340,"Savannah, GA Metro Area",148443,81.5,10.2,1.8,1.7,0.6,1.4,2.8,2007
1381,42340,"Savannah, GA Metro Area",155597,80.9,10.7,2.2,1.8,0.1,1.1,3.2,2008
1747,42340,"Savannah, GA Metro Area",146567,81.5,10.1,1.9,1.3,0.6,1.1,3.6,2009
2113,42340,"Savannah, GA Metro Area",154916,80.5,9.8,1.5,2.3,0.4,1.3,4.3,2010
2479,42340,"Savannah, GA Metro Area",156340,82.8,8.5,2.0,1.7,0.6,1.0,3.4,2011
2845,42340,"Savannah, GA Metro Area",161813,80.9,9.8,1.6,2.7,0.6,0.9,3.5,2012
3219,42340,"Savannah, GA Metro Area",161041,81.9,8.7,2.0,2.4,0.7,1.1,3.2,2013
3600,42340,"Savannah, GA Metro Area",169222,82.4,8.0,2.0,2.1,1.2,1.7,2.6,2014
3981,42340,"Savannah, GA Metro Area",176003,78.2,10.9,2.9,1.9,1.1,1.7,3.2,2015
4363,42340,"Savannah, GA Metro Area",183431,77.6,10.4,2.2,2.8,0.9,1.4,4.7,2016
4745,42340,"Savannah, GA Metro Area",184063,80.9,8.5,1.7,2.4,0.8,1.8,3.9,2017
301,42540,"Scranton--Wilkes-Barre, PA Metro Area",233602,80.7,12.3,0.8,2.5,0.2,0.9,2.7,2005
660,42540,"Scranton--Wilkes-Barre, PA Metro Area",254196,79.8,11.4,1.3,4.0,0.3,1.1,2.2,2006
1021,42540,"Scranton--Wilkes-Barre, PA Metro Area",254580,82.7,10.0,0.8,3.5,0.1,0.6,2.3,2007
1382,42540,"Scranton--Wilkes-Barre, PA Metro Area",256506,80.0,12.4,1.0,3.3,0.2,0.7,2.5,2008
1748,42540,"Scranton--Wilkes-Barre, PA Metro Area",248409,81.4,11.3,0.6,3.4,0.1,0.5,2.7,2009
2114,42540,"Scranton--Wilkes-Barre, PA Metro Area",248922,81.5,10.9,1.2,3.5,0.0,0.5,2.4,2010
2480,42540,"Scranton--Wilkes-Barre, PA Metro Area",254775,79.4,11.8,1.4,3.4,0.2,0.7,3.0,2011
2846,42540,"Scranton--Wilkes-Barre, PA Metro Area",251891,79.3,10.9,1.5,4.6,0.2,0.6,2.9,2012
3220,42540,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",251126,82.2,10.3,1.0,2.9,0.3,0.5,2.9,2013
3601,42540,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",248736,81.4,9.6,1.0,3.2,0.1,0.8,3.9,2014
3982,42540,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",256589,81.3,10.9,1.1,2.5,0.1,0.6,3.5,2015
4364,42540,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",252219,80.4,10.4,0.9,3.5,0.1,0.6,4.1,2016
4746,42540,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",260373,80.8,10.9,1.1,2.4,0.2,0.4,4.1,2017
302,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",1559674,72.5,11.7,6.9,2.6,0.7,1.0,4.5,2005
661,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",1637819,70.6,11.7,7.5,3.1,0.8,1.0,5.3,2006
1022,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",1683988,70.6,11.5,8.0,3.4,0.7,1.1,4.8,2007
1383,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",1741852,69.0,12.1,8.0,3.7,0.9,1.2,5.1,2008
1749,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",1702972,69.5,11.0,8.7,3.6,0.9,1.1,5.1,2009
2115,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",1662441,70.5,10.2,8.2,3.5,1.1,1.0,5.5,2010
2481,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",1696668,70.7,10.3,8.1,3.7,0.9,1.1,5.2,2011
2847,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",1760969,69.6,10.5,8.5,3.6,1.2,1.1,5.5,2012
3221,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",1779217,69.7,9.9,9.3,3.6,1.0,1.2,5.4,2013
3602,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",1842053,69.0,9.8,9.6,3.6,1.2,1.1,5.7,2014
3983,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",1883130,69.0,9.4,9.3,4.0,1.3,1.2,5.8,2015
4365,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",1941796,68.3,9.7,9.5,4.1,1.1,1.1,6.1,2016
4747,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",1997545,67.6,10.5,10.1,3.7,0.9,1.0,6.3,2017
662,42680,"Sebastian-Vero Beach, FL Metro Area",53726,82.6,8.2,1.1,1.9,0.2,1.1,4.9,2006
1023,42680,"Sebastian-Vero Beach, FL Metro Area",54652,81.5,11.1,0.2,1.0,0.5,3.0,2.7,2007
1384,42680,"Sebastian-Vero Beach, FL Metro Area",58288,82.6,9.3,0.1,1.2,1.9,1.4,3.5,2008
1750,42680,"Sebastian-Vero Beach, FL Metro Area",51235,85.9,8.4,0.2,0.3,0.2,1.3,3.7,2009
2116,42680,"Sebastian-Vero Beach, FL Metro Area",51235,87.2,7.7,0.1,0.6,0.3,0.8,3.4,2010
2482,42680,"Sebastian-Vero Beach, FL Metro Area",51415,80.1,11.0,0.5,1.9,0.8,1.6,4.1,2011
2848,42680,"Sebastian-Vero Beach, FL Metro Area",47383,82.4,11.7,0.4,1.3,0.4,0.8,3.0,2012
3222,42680,"Sebastian-Vero Beach, FL Metro Area",N,N,N,N,N,N,N,N,2013
3603,42680,"Sebastian-Vero Beach, FL Metro Area",N,N,N,N,N,N,N,N,2014
3984,42680,"Sebastian-Vero Beach, FL Metro Area",N,N,N,N,N,N,N,N,2015
4366,42680,"Sebastian-Vero Beach, FL Metro Area",N,N,N,N,N,N,N,N,2016
4748,42680,"Sebastian-Vero Beach, FL Metro Area",N,N,N,N,N,N,N,N,2017
3223,42700,"Sebring, FL Metro Area",N,N,N,N,N,N,N,N,2013
3604,42700,"Sebring, FL Metro Area",N,N,N,N,N,N,N,N,2014
3985,42700,"Sebring, FL Metro Area",31435,80.8,9.8,1.6,1.1,0.2,0.7,5.9,2015
4367,42700,"Sebring, FL Metro Area",N,N,N,N,N,N,N,N,2016
4749,42700,"Sebring, FL Metro Area",30551,72.1,15.2,2.1,3.5,0.5,1.4,5.4,2017
303,43100,"Sheboygan, WI Metro Area",58259,82.8,8.4,0.2,3.7,0.4,0.9,3.5,2005
663,43100,"Sheboygan, WI Metro Area",59586,83.4,8.5,0.6,2.5,1.0,0.5,3.5,2006
1024,43100,"Sheboygan, WI Metro Area",59204,79.7,11.3,0.8,3.4,0.8,1.1,3.0,2007
1385,43100,"Sheboygan, WI Metro Area",60667,80.4,8.9,0.2,4.2,1.8,1.7,2.7,2008
1751,43100,"Sheboygan, WI Metro Area",59360,84.1,8.3,0.4,2.5,0.4,0.4,3.9,2009
2117,43100,"Sheboygan, WI Metro Area",56837,84.2,9.9,0.6,1.5,0.2,0.4,3.2,2010
2483,43100,"Sheboygan, WI Metro Area",56705,83.9,8.1,0.5,2.5,0.2,1.2,3.5,2011
2849,43100,"Sheboygan, WI Metro Area",58377,84.9,6.9,0.5,3.2,0.6,0.9,2.8,2012
3224,43100,"Sheboygan, WI Metro Area",57500,84.5,7.4,0.2,2.9,0.4,1.1,3.6,2013
3605,43100,"Sheboygan, WI Metro Area",59681,84.8,6.7,0.7,2.8,0.6,0.9,3.7,2014
3986,43100,"Sheboygan, WI Metro Area",58443,82.4,8.6,0.1,3.5,1.5,0.7,3.2,2015
4368,43100,"Sheboygan, WI Metro Area",59193,85.1,6.7,0.5,1.7,0.6,0.8,4.7,2016
4750,43100,"Sheboygan, WI Metro Area",59726,80.1,8.4,0.4,3.1,0.6,2.1,5.4,2017
304,43300,"Sherman-Denison, TX Metro Area",51175,81.8,10.0,0.2,2.6,0.0,1.4,4.0,2005
664,43300,"Sherman-Denison, TX Metro Area",54684,78.7,14.6,0.6,1.2,0.1,1.4,3.4,2006
1025,43300,"Sherman-Denison, TX Metro Area",54054,82.3,11.3,0.2,1.8,0.0,0.6,3.8,2007
1386,43300,"Sherman-Denison, TX Metro Area",54196,80.3,12.5,0.6,1.7,0.1,1.0,3.9,2008
1752,43300,"Sherman-Denison, TX Metro Area",51016,80.7,12.1,0.2,1.6,0.0,2.5,2.8,2009
2118,43300,"Sherman-Denison, TX Metro Area",51121,80.2,12.4,1.5,1.0,0.2,0.9,3.8,2010
2484,43300,"Sherman-Denison, TX Metro Area",52158,81.1,8.5,0.5,2.3,0.1,1.0,6.5,2011
2850,43300,"Sherman-Denison, TX Metro Area",52236,81.8,11.1,0.2,2.1,0.2,1.4,3.3,2012
3225,43300,"Sherman-Denison, TX Metro Area",52088,79.8,11.6,0.4,1.7,0.0,1.3,5.2,2013
3606,43300,"Sherman-Denison, TX Metro Area",53089,75.8,14.5,0.0,1.7,0.2,1.1,6.7,2014
3987,43300,"Sherman-Denison, TX Metro Area",57469,76.4,14.7,1.0,2.2,0.1,0.5,5.3,2015
4369,43300,"Sherman-Denison, TX Metro Area",58380,79.8,11.6,0.0,1.7,0.4,2.0,4.5,2016
4751,43300,"Sherman-Denison, TX Metro Area",58712,79.0,10.8,0.3,1.3,0.1,1.6,6.9,2017
305,43340,"Shreveport-Bossier City, LA Metro Area",160910,84.7,9.1,1.7,1.5,0.2,1.3,1.5,2005
665,43340,"Shreveport-Bossier City, LA Metro Area",168788,82.0,9.9,1.7,1.7,0.2,2.6,2.0,2006
1026,43340,"Shreveport-Bossier City, LA Metro Area",163500,82.3,9.6,1.9,1.8,0.1,2.2,2.1,2007
1387,43340,"Shreveport-Bossier City, LA Metro Area",173869,84.9,7.9,2.1,1.7,0.1,1.8,1.6,2008
1753,43340,"Shreveport-Bossier City, LA Metro Area",174952,85.9,7.5,0.8,2.3,0.0,1.7,1.7,2009
2119,43340,"Shreveport-Bossier City, LA Metro Area",176756,83.6,8.7,1.6,2.2,0.1,1.7,2.0,2010
2485,43340,"Shreveport-Bossier City, LA Metro Area",180708,83.9,9.6,1.3,1.3,0.3,1.3,2.2,2011
2851,43340,"Shreveport-Bossier City, LA Metro Area",179698,86.2,7.4,1.0,1.3,0.0,1.9,2.2,2012
3226,43340,"Shreveport-Bossier City, LA Metro Area",193875,87.1,6.7,1.0,1.6,0.3,1.5,1.8,2013
3607,43340,"Shreveport-Bossier City, LA Metro Area",187919,86.1,7.5,1.3,1.5,0.1,0.7,2.8,2014
3988,43340,"Shreveport-Bossier City, LA Metro Area",187076,87.1,7.0,1.5,1.0,0.1,1.1,2.1,2015
4370,43340,"Shreveport-Bossier City, LA Metro Area",189163,88.0,6.6,1.0,1.3,0.2,0.3,2.7,2016
4752,43340,"Shreveport-Bossier City, LA Metro Area",182091,85.6,8.6,0.9,0.8,0.3,0.6,3.3,2017
3227,43420,"Sierra Vista-Douglas, AZ Metro Area",47112,80.6,8.7,0.0,4.5,0.8,2.0,3.4,2013
3608,43420,"Sierra Vista-Douglas, AZ Metro Area",47742,76.9,11.4,0.6,1.8,0.8,2.7,5.9,2014
3989,43420,"Sierra Vista-Douglas, AZ Metro Area",43051,79.1,10.1,0.4,2.5,0.5,3.0,4.5,2015
4371,43420,"Sierra Vista-Douglas, AZ Metro Area",45704,81.2,9.0,0.0,3.0,0.4,1.0,5.2,2016
4753,43420,"Sierra Vista-Douglas, AZ Metro Area",48835,77.1,11.0,2.0,2.4,1.0,2.2,4.2,2017
306,43580,"Sioux City, IA-NE-SD Metro Area",66292,81.7,11.7,0.6,1.9,0.4,0.7,3.0,2005
666,43580,"Sioux City, IA-NE-SD Metro Area",70810,76.2,15.0,0.6,2.5,0.4,0.9,4.4,2006
1027,43580,"Sioux City, IA-NE-SD Metro Area",67370,79.0,10.7,1.0,2.2,0.6,0.6,5.9,2007
1388,43580,"Sioux City, IA-NE-SD Metro Area",74189,79.4,9.2,1.0,2.9,0.1,2.2,5.2,2008
1754,43580,"Sioux City, IA-NE-SD Metro Area",71902,80.2,10.0,0.4,3.2,0.1,2.6,3.5,2009
2120,43580,"Sioux City, IA-NE-SD Metro Area",70946,77.3,12.7,0.8,2.6,0.2,2.3,4.2,2010
2486,43580,"Sioux City, IA-NE-SD Metro Area",69521,81.0,9.8,0.4,1.7,0.2,3.0,3.8,2011
2852,43580,"Sioux City, IA-NE-SD Metro Area",70794,84.4,8.6,0.7,1.0,0.1,2.1,3.1,2012
3228,43580,"Sioux City, IA-NE-SD Metro Area",82816,82.4,9.2,1.0,1.7,0.3,1.5,3.9,2013
3609,43580,"Sioux City, IA-NE-SD Metro Area",85141,83.6,7.6,0.8,2.3,0.0,1.3,4.4,2014
3990,43580,"Sioux City, IA-NE-SD Metro Area",81444,82.6,8.6,0.4,2.6,0.3,1.6,3.8,2015
4372,43580,"Sioux City, IA-NE-SD Metro Area",84965,82.0,9.7,0.8,2.3,0.0,0.7,4.6,2016
4754,43580,"Sioux City, IA-NE-SD Metro Area",83675,80.9,11.2,1.1,2.0,0.2,0.4,4.3,2017
307,43620,"Sioux Falls, SD Metro Area",111434,83.6,9.3,0.3,2.0,0.1,0.5,4.1,2005
667,43620,"Sioux Falls, SD Metro Area",118187,83.7,8.5,1.1,1.5,0.7,0.5,4.0,2006
1028,43620,"Sioux Falls, SD Metro Area",125240,84.7,7.6,0.4,2.4,0.3,0.6,4.0,2007
1389,43620,"Sioux Falls, SD Metro Area",130394,83.5,8.8,0.2,2.2,0.4,0.8,4.1,2008
1755,43620,"Sioux Falls, SD Metro Area",132070,83.3,9.6,0.2,2.2,0.4,0.8,3.4,2009
2121,43620,"Sioux Falls, SD Metro Area",122340,83.1,8.3,1.0,2.6,0.2,1.2,3.6,2010
2487,43620,"Sioux Falls, SD Metro Area",125521,82.7,8.6,0.9,2.3,0.7,1.3,3.5,2011
2853,43620,"Sioux Falls, SD Metro Area",128815,84.4,7.3,0.7,2.3,0.2,1.2,4.0,2012
3229,43620,"Sioux Falls, SD Metro Area",133190,85.7,7.8,0.4,2.3,0.3,0.8,2.6,2013
3610,43620,"Sioux Falls, SD Metro Area",138547,84.9,7.5,0.9,1.7,0.2,1.2,3.5,2014
3991,43620,"Sioux Falls, SD Metro Area",132914,83.5,8.3,0.9,1.7,0.7,0.7,4.2,2015
4373,43620,"Sioux Falls, SD Metro Area",139428,84.5,7.7,0.6,2.8,0.1,0.4,3.8,2016
4755,43620,"Sioux Falls, SD Metro Area",140287,84.1,7.8,0.7,1.7,0.5,0.5,4.8,2017
308,43780,"South Bend-Mishawaka, IN-MI Metro Area",140926,84.2,7.9,1.1,1.8,0.5,1.8,2.7,2005
668,43780,"South Bend-Mishawaka, IN-MI Metro Area",146660,82.0,9.1,1.1,3.2,0.4,1.0,3.3,2006
1029,43780,"South Bend-Mishawaka, IN-MI Metro Area",143770,82.6,8.2,1.3,4.0,0.6,0.8,2.5,2007
1390,43780,"South Bend-Mishawaka, IN-MI Metro Area",147660,81.9,9.1,0.9,2.8,1.2,1.0,3.1,2008
1756,43780,"South Bend-Mishawaka, IN-MI Metro Area",140529,84.0,7.2,1.2,3.0,0.8,0.9,3.0,2009
2122,43780,"South Bend-Mishawaka, IN-MI Metro Area",136690,84.5,7.8,1.2,3.0,0.5,0.6,2.5,2010
2488,43780,"South Bend-Mishawaka, IN-MI Metro Area",141587,82.3,8.4,0.7,3.1,0.7,1.0,3.8,2011
2854,43780,"South Bend-Mishawaka, IN-MI Metro Area",140834,82.1,8.5,1.3,3.0,0.8,0.5,3.7,2012
3230,43780,"South Bend-Mishawaka, IN-MI Metro Area",139666,81.7,8.6,1.5,3.2,0.6,0.9,3.4,2013
3611,43780,"South Bend-Mishawaka, IN-MI Metro Area",147792,82.8,8.3,1.4,2.9,0.4,0.7,3.4,2014
3992,43780,"South Bend-Mishawaka, IN-MI Metro Area",143648,79.9,9.2,1.3,4.0,0.7,0.6,4.2,2015
4374,43780,"South Bend-Mishawaka, IN-MI Metro Area",143589,82.4,7.9,1.6,3.2,0.5,0.6,3.8,2016
4756,43780,"South Bend-Mishawaka, IN-MI Metro Area",153189,82.6,7.7,0.8,3.1,0.5,0.4,4.8,2017
309,43900,"Spartanburg, SC Metro Area",117588,84.2,11.5,0.3,0.9,0.0,1.0,2.1,2005
669,43900,"Spartanburg, SC Metro Area",122741,85.2,9.9,0.3,1.6,0.2,1.0,1.9,2006
1030,43900,"Spartanburg, SC Metro Area",117388,84.2,9.9,0.2,1.8,0.2,1.5,2.1,2007
1391,43900,"Spartanburg, SC Metro Area",122119,84.8,9.9,0.4,1.6,0.2,1.0,2.1,2008
1757,43900,"Spartanburg, SC Metro Area",119895,83.0,10.5,0.6,2.3,0.2,0.8,2.6,2009
2123,43900,"Spartanburg, SC Metro Area",119915,87.4,8.4,0.4,1.0,0.0,0.3,2.5,2010
2489,43900,"Spartanburg, SC Metro Area",121369,87.3,7.8,0.1,1.3,0.1,0.4,2.9,2011
2855,43900,"Spartanburg, SC Metro Area",116965,82.3,11.7,0.2,1.6,0.2,0.8,3.2,2012
3231,43900,"Spartanburg, SC Metro Area",136595,86.0,10.1,0.2,1.4,0.0,0.5,1.8,2013
3612,43900,"Spartanburg, SC Metro Area",138948,82.8,12.4,0.5,1.5,0.0,0.9,1.9,2014
3993,43900,"Spartanburg, SC Metro Area",141347,86.2,9.4,0.1,1.1,0.1,0.7,2.4,2015
4375,43900,"Spartanburg, SC Metro Area",148125,85.4,8.0,0.9,1.3,0.3,1.2,2.9,2016
4757,43900,"Spartanburg, SC Metro Area",149571,83.7,10.8,0.4,1.5,0.1,0.6,2.8,2017
310,44060,"Spokane, WA Metro Area",199542,79.3,9.2,2.2,2.9,0.4,0.8,5.2,2005
670,44060,"Spokane, WA Metro Area",206328,78.5,10.2,2.8,3.0,0.4,0.8,4.3,2006
1031,44060,"Spokane, WA Metro Area",210543,77.4,10.1,3.3,3.1,0.5,1.1,4.5,2007
1392,44060,"Spokane, WA Metro Area",218045,76.0,10.6,3.7,2.1,0.8,1.1,5.6,2008
1758,44060,"Spokane, WA Metro Area",208729,77.3,10.1,2.4,2.5,1.1,1.1,5.5,2009
2124,44060,"Spokane, WA Metro Area",210509,77.0,9.2,2.8,3.3,1.0,1.1,5.6,2010
2490,44060,"Spokane, WA Metro Area",204942,75.9,10.1,2.8,2.8,0.5,0.7,7.2,2011
2856,44060,"Spokane, WA Metro Area",207918,75.7,11.1,2.6,3.1,0.6,1.0,5.8,2012
3232,44060,"Spokane-Spokane Valley, WA Metro Area",225732,78.6,9.4,2.7,3.4,0.5,0.7,4.7,2013
3613,44060,"Spokane-Spokane Valley, WA Metro Area",232414,78.5,9.2,2.6,2.7,0.6,1.8,4.7,2014
3994,44060,"Spokane-Spokane Valley, WA Metro Area",228618,78.2,9.3,2.4,2.9,0.5,1.3,5.4,2015
4376,44060,"Spokane-Spokane Valley, WA Metro Area",247626,77.6,10.2,2.3,2.7,0.7,1.1,5.4,2016
4758,44060,"Spokane-Spokane Valley, WA Metro Area",256959,78.7,9.2,2.0,2.6,0.2,0.9,6.4,2017
311,44100,"Springfield, IL Metro Area",103051,84.1,8.3,0.9,1.7,0.3,1.1,3.6,2005
671,44100,"Springfield, IL Metro Area",102378,84.0,9.4,1.2,1.6,0.6,0.4,2.7,2006
1032,44100,"Springfield, IL Metro Area",101634,83.1,9.6,1.8,1.6,0.4,0.8,2.6,2007
1393,44100,"Springfield, IL Metro Area",106888,81.8,11.0,1.2,1.6,0.4,0.8,3.2,2008
1759,44100,"Springfield, IL Metro Area",103416,83.0,9.8,1.4,1.9,0.3,0.8,2.9,2009
2125,44100,"Springfield, IL Metro Area",102247,83.2,8.4,1.9,1.8,0.2,1.1,3.3,2010
2491,44100,"Springfield, IL Metro Area",100578,79.9,11.9,1.5,2.5,0.2,0.8,3.3,2011
2857,44100,"Springfield, IL Metro Area",102810,81.5,10.9,1.1,2.1,0.2,1.1,3.1,2012
3233,44100,"Springfield, IL Metro Area",100886,84.8,7.4,1.0,2.1,0.3,0.8,3.5,2013
3614,44100,"Springfield, IL Metro Area",101670,82.7,7.0,2.2,2.6,0.2,1.7,3.7,2014
3995,44100,"Springfield, IL Metro Area",98639,82.5,8.7,1.7,2.1,0.4,1.1,3.6,2015
4377,44100,"Springfield, IL Metro Area",97439,82.4,8.8,1.3,1.8,0.5,1.1,4.2,2016
4759,44100,"Springfield, IL Metro Area",98191,84.7,6.5,1.4,1.7,0.3,1.2,4.1,2017
312,44140,"Springfield, MA Metro Area",310950,82.3,8.8,1.7,3.5,0.3,0.4,3.1,2005
672,44140,"Springfield, MA Metro Area",322913,80.6,9.0,1.9,3.8,0.3,0.7,3.8,2006
1033,44140,"Springfield, MA Metro Area",314315,81.1,7.3,1.6,4.8,0.7,0.7,3.6,2007
1394,44140,"Springfield, MA Metro Area",330607,80.1,8.0,2.0,4.3,0.6,0.8,4.1,2008
1760,44140,"Springfield, MA Metro Area",312781,79.9,9.2,2.0,4.2,0.3,0.5,3.8,2009
2126,44140,"Springfield, MA Metro Area",310722,80.3,8.1,2.0,3.4,0.4,0.3,5.5,2010
2492,44140,"Springfield, MA Metro Area",321837,78.5,9.0,2.7,3.2,0.5,0.8,5.2,2011
2858,44140,"Springfield, MA Metro Area",317802,79.4,7.6,2.3,4.9,0.5,0.7,4.6,2012
3234,44140,"Springfield, MA Metro Area",286078,79.1,8.0,2.7,3.7,0.7,1.1,4.8,2013
