MNAME,RailBus,Year,Cluster_upt,UZA_upt,upt,UZA_vrm,VRM
"Dallas-Fort Worth-Arlington, TX Metro Area",Other,2009,48,1248.0,0.0,104.0,0.0
"Dallas-Fort Worth-Arlington, TX Metro Area",Other,2010,48,1248.0,0.0,104.0,0.0
"Dallas-Fort Worth-Arlington, TX Metro Area",Other,2011,48,1248.0,0.0,104.0,0.0
"Dallas-Fort Worth-Arlington, TX Metro Area",Other,2012,48,1248.0,129595.0,104.0,12381.0
"Dallas-Fort Worth-Arlington, TX Metro Area",Other,2013,48,1248.0,519302.0,104.0,49578.25
"Dallas-Fort Worth-Arlington, TX Metro Area",Other,2014,48,1248.0,577440.0,104.0,53015.583333333336
"Dallas-Fort Worth-Arlington, TX Metro Area",Other,2015,48,1248.0,558139.0,104.0,55217.5
"Dallas-Fort Worth-Arlington, TX Metro Area",Other,2016,48,1248.0,535630.0,104.0,54646.25
"Dallas-Fort Worth-Arlington, TX Metro Area",Other,2017,48,1248.0,481973.0,104.0,36207.583333333336
"Dallas-Fort Worth-Arlington, TX Metro Area",Other,2018,48,1248.0,409667.0,104.0,27543.75
"Dallas-Fort Worth-Arlington, TX Metro Area",Other,2019,12,312.0,96371.0,104.0,27252.333333333332
"Dallas-Fort Worth-Arlington, TX Metro Area",Rail,2002,88,1474.0,17802023.0,67.0,228802.5909090909
"Dallas-Fort Worth-Arlington, TX Metro Area",Rail,2003,96,1608.0,21806429.0,67.0,276395.8333333333
"Dallas-Fort Worth-Arlington, TX Metro Area",Rail,2004,96,1608.0,21939443.0,67.0,263930.9583333333
"Dallas-Fort Worth-Arlington, TX Metro Area",Rail,2005,96,1608.0,22688114.0,67.0,259961.04166666666
"Dallas-Fort Worth-Arlington, TX Metro Area",Rail,2006,96,1608.0,23991261.0,67.0,253283.125
"Dallas-Fort Worth-Arlington, TX Metro Area",Rail,2007,96,1608.0,23401057.0,67.0,267037.7083333333
"Dallas-Fort Worth-Arlington, TX Metro Area",Rail,2008,96,1608.0,25842404.0,67.0,269298.5416666667
"Dallas-Fort Worth-Arlington, TX Metro Area",Rail,2009,96,1608.0,24588976.0,67.0,274519.625
"Dallas-Fort Worth-Arlington, TX Metro Area",Rail,2010,96,1608.0,24343315.0,67.0,289470.6666666667
"Dallas-Fort Worth-Arlington, TX Metro Area",Rail,2011,96,1608.0,29575850.0,67.0,365595.5416666667
"Dallas-Fort Worth-Arlington, TX Metro Area",Rail,2012,96,1608.0,31045485.0,67.0,397394.4166666667
"Dallas-Fort Worth-Arlington, TX Metro Area",Rail,2013,96,1608.0,31572362.0,67.0,430373.75
"Dallas-Fort Worth-Arlington, TX Metro Area",Rail,2014,96,1608.0,32680210.0,67.0,440629.9583333333
"Dallas-Fort Worth-Arlington, TX Metro Area",Rail,2015,96,1608.0,32951730.0,67.0,461921.4583333333
"Dallas-Fort Worth-Arlington, TX Metro Area",Rail,2016,96,1608.0,32280024.0,67.0,472664.9583333333
"Dallas-Fort Worth-Arlington, TX Metro Area",Rail,2017,96,1608.0,32612836.0,67.0,500240.3333333333
"Dallas-Fort Worth-Arlington, TX Metro Area",Rail,2018,96,1608.0,31425124.0,67.0,501043.4166666667
"Dallas-Fort Worth-Arlington, TX Metro Area",Rail,2019,24,402.0,7516021.0,67.0,501825.6666666667
"Davenport-Moline-Rock Island, IA-IL Metro Area",Bus,2002,22,10318.0,1755211.0,938.0,212172.45454545456
"Davenport-Moline-Rock Island, IA-IL Metro Area",Bus,2003,24,11256.0,1864845.0,938.0,185892.5
"Davenport-Moline-Rock Island, IA-IL Metro Area",Bus,2004,24,11256.0,1065561.0,938.0,237379.91666666666
"Davenport-Moline-Rock Island, IA-IL Metro Area",Bus,2005,24,11256.0,2377901.0,938.0,187308.33333333334
"Davenport-Moline-Rock Island, IA-IL Metro Area",Bus,2006,24,11256.0,3391742.0,938.0,245350.25
"Davenport-Moline-Rock Island, IA-IL Metro Area",Bus,2007,24,11256.0,3689401.0,938.0,250481.75
"Davenport-Moline-Rock Island, IA-IL Metro Area",Bus,2008,24,11256.0,3932922.0,938.0,272481.4166666667
"Davenport-Moline-Rock Island, IA-IL Metro Area",Bus,2009,24,11256.0,4321290.0,938.0,270622.5833333333
"Davenport-Moline-Rock Island, IA-IL Metro Area",Bus,2010,24,11256.0,4674636.0,938.0,273974.25
"Davenport-Moline-Rock Island, IA-IL Metro Area",Bus,2011,24,11256.0,4993473.0,938.0,279023.4166666667
"Davenport-Moline-Rock Island, IA-IL Metro Area",Bus,2012,24,11256.0,3450930.0,938.0,249846.25
"Davenport-Moline-Rock Island, IA-IL Metro Area",Bus,2013,24,11256.0,3501033.0,938.0,185863.41666666666
"Davenport-Moline-Rock Island, IA-IL Metro Area",Bus,2014,24,11256.0,3423787.0,938.0,187604.0
"Davenport-Moline-Rock Island, IA-IL Metro Area",Bus,2015,24,11256.0,3422746.0,938.0,185942.41666666666
"Davenport-Moline-Rock Island, IA-IL Metro Area",Bus,2016,24,11256.0,3186003.0,938.0,186983.25
"Davenport-Moline-Rock Island, IA-IL Metro Area",Bus,2017,24,11256.0,3212968.0,938.0,192821.0
"Davenport-Moline-Rock Island, IA-IL Metro Area",Bus,2018,24,11256.0,3154955.0,938.0,198044.75
"Davenport-Moline-Rock Island, IA-IL Metro Area",Bus,2019,6,2814.0,745991.0,938.0,200493.33333333334
"Davenport-Moline-Rock Island, IA-IL Metro Area",DemandResponse,2002,22,10318.0,21752.0,938.0,15477.90909090909
"Davenport-Moline-Rock Island, IA-IL Metro Area",DemandResponse,2003,24,11256.0,19714.0,938.0,12619.083333333334
"Davenport-Moline-Rock Island, IA-IL Metro Area",DemandResponse,2004,24,11256.0,13098.0,938.0,7619.083333333333
"Davenport-Moline-Rock Island, IA-IL Metro Area",DemandResponse,2005,24,11256.0,15182.0,938.0,9507.5
"Davenport-Moline-Rock Island, IA-IL Metro Area",DemandResponse,2006,24,11256.0,40695.0,938.0,18244.75
"Davenport-Moline-Rock Island, IA-IL Metro Area",DemandResponse,2007,24,11256.0,49972.0,938.0,21301.75
"Davenport-Moline-Rock Island, IA-IL Metro Area",DemandResponse,2008,24,11256.0,100146.0,938.0,38073.166666666664
"Davenport-Moline-Rock Island, IA-IL Metro Area",DemandResponse,2009,24,11256.0,99190.0,938.0,35349.916666666664
"Davenport-Moline-Rock Island, IA-IL Metro Area",DemandResponse,2010,24,11256.0,112512.0,938.0,37446.666666666664
"Davenport-Moline-Rock Island, IA-IL Metro Area",DemandResponse,2011,24,11256.0,115036.0,938.0,33112.333333333336
"Davenport-Moline-Rock Island, IA-IL Metro Area",DemandResponse,2012,24,11256.0,247940.0,938.0,73962.33333333333
"Davenport-Moline-Rock Island, IA-IL Metro Area",DemandResponse,2013,24,11256.0,255915.0,938.0,73293.08333333333
"Davenport-Moline-Rock Island, IA-IL Metro Area",DemandResponse,2014,24,11256.0,234542.0,938.0,70771.41666666667
"Davenport-Moline-Rock Island, IA-IL Metro Area",DemandResponse,2015,24,11256.0,234797.0,938.0,71986.08333333333
"Davenport-Moline-Rock Island, IA-IL Metro Area",DemandResponse,2016,24,11256.0,247987.0,938.0,78387.16666666667
"Davenport-Moline-Rock Island, IA-IL Metro Area",DemandResponse,2017,24,11256.0,255728.0,938.0,86990.33333333333
"Davenport-Moline-Rock Island, IA-IL Metro Area",DemandResponse,2018,24,11256.0,233531.0,938.0,82037.08333333333
"Davenport-Moline-Rock Island, IA-IL Metro Area",DemandResponse,2019,6,2814.0,53455.0,938.0,78479.66666666667
"Davenport-Moline-Rock Island, IA-IL Metro Area",Other,2002,22,1474.0,0.0,134.0,0.0
"Davenport-Moline-Rock Island, IA-IL Metro Area",Other,2003,24,1608.0,0.0,134.0,0.0
"Davenport-Moline-Rock Island, IA-IL Metro Area",Other,2004,24,1608.0,0.0,134.0,0.0
"Davenport-Moline-Rock Island, IA-IL Metro Area",Other,2005,24,1608.0,0.0,134.0,0.0
"Davenport-Moline-Rock Island, IA-IL Metro Area",Other,2006,24,1608.0,0.0,134.0,0.0
"Davenport-Moline-Rock Island, IA-IL Metro Area",Other,2007,24,1608.0,0.0,134.0,0.0
"Davenport-Moline-Rock Island, IA-IL Metro Area",Other,2008,24,1608.0,0.0,134.0,0.0
"Davenport-Moline-Rock Island, IA-IL Metro Area",Other,2009,24,1608.0,0.0,134.0,0.0
"Davenport-Moline-Rock Island, IA-IL Metro Area",Other,2010,24,1608.0,0.0,134.0,0.0
"Davenport-Moline-Rock Island, IA-IL Metro Area",Other,2011,24,1608.0,0.0,134.0,0.0
"Davenport-Moline-Rock Island, IA-IL Metro Area",Other,2012,24,1608.0,23465.0,134.0,516.9166666666666
"Davenport-Moline-Rock Island, IA-IL Metro Area",Other,2013,24,1608.0,29819.0,134.0,811.8333333333334
"Davenport-Moline-Rock Island, IA-IL Metro Area",Other,2014,24,1608.0,30932.0,134.0,1019.0
"Davenport-Moline-Rock Island, IA-IL Metro Area",Other,2015,24,1608.0,42358.0,134.0,1251.8333333333333
"Davenport-Moline-Rock Island, IA-IL Metro Area",Other,2016,24,1608.0,44232.0,134.0,1153.6666666666667
"Davenport-Moline-Rock Island, IA-IL Metro Area",Other,2017,24,1608.0,43758.0,134.0,1201.4166666666667
"Davenport-Moline-Rock Island, IA-IL Metro Area",Other,2018,24,1608.0,42319.0,134.0,1199.0
"Davenport-Moline-Rock Island, IA-IL Metro Area",Other,2019,6,402.0,0.0,134.0,0.0
"Dayton, OH Metro Area",Bus,2002,22,5335.0,12318629.0,242.5,322942.8181818182
"Dayton, OH Metro Area",Bus,2003,24,5820.0,13047220.0,242.5,325149.4166666667
"Dayton, OH Metro Area",Bus,2004,24,5820.0,13017889.0,242.5,311243.125
"Dayton, OH Metro Area",Bus,2005,24,5820.0,13079254.0,242.5,312562.0
"Dayton, OH Metro Area",Bus,2006,24,5820.0,13422944.0,242.5,324183.0
"Dayton, OH Metro Area",Bus,2007,24,5820.0,12417762.0,242.5,297005.9166666667
"Dayton, OH Metro Area",Bus,2008,24,5820.0,12771491.0,242.5,291417.125
"Dayton, OH Metro Area",Bus,2009,24,5820.0,10944760.0,242.5,283375.4166666667
"Dayton, OH Metro Area",Bus,2010,24,5820.0,9880406.0,242.5,260734.83333333334
"Dayton, OH Metro Area",Bus,2011,24,5820.0,10381153.0,242.5,261593.58333333334
"Dayton, OH Metro Area",Bus,2012,24,5820.0,9834732.0,242.5,253647.54166666666
"Dayton, OH Metro Area",Bus,2013,24,5820.0,9525119.0,242.5,254004.875
"Dayton, OH Metro Area",Bus,2014,24,5820.0,10500201.0,242.5,261075.5
"Dayton, OH Metro Area",Bus,2015,24,5820.0,10136996.0,242.5,272760.875
"Dayton, OH Metro Area",Bus,2016,24,5820.0,9755088.0,242.5,282979.2083333333
"Dayton, OH Metro Area",Bus,2017,24,5820.0,8877694.0,242.5,276509.2916666667
"Dayton, OH Metro Area",Bus,2018,24,5820.0,8890015.0,242.5,266929.375
"Dayton, OH Metro Area",Bus,2019,6,1455.0,2124611.0,242.5,258652.66666666666
"Dayton, OH Metro Area",DemandResponse,2002,22,5984.0,167275.0,272.0,76986.27272727272
"Dayton, OH Metro Area",DemandResponse,2003,24,6528.0,294088.0,272.0,122186.125
"Dayton, OH Metro Area",DemandResponse,2004,24,6528.0,404432.0,272.0,162897.04166666666
"Dayton, OH Metro Area",DemandResponse,2005,24,6528.0,427251.0,272.0,162431.625
"Dayton, OH Metro Area",DemandResponse,2006,24,6528.0,489550.0,272.0,178644.125
"Dayton, OH Metro Area",DemandResponse,2007,24,6528.0,503831.0,272.0,178352.45833333334
"Dayton, OH Metro Area",DemandResponse,2008,24,6528.0,500203.0,272.0,169927.04166666666
"Dayton, OH Metro Area",DemandResponse,2009,24,6528.0,456977.0,272.0,159206.08333333334
"Dayton, OH Metro Area",DemandResponse,2010,24,6528.0,446041.0,272.0,145862.5
"Dayton, OH Metro Area",DemandResponse,2011,24,6528.0,458885.0,272.0,152793.70833333334
"Dayton, OH Metro Area",DemandResponse,2012,24,6528.0,456901.0,272.0,141049.41666666666
"Dayton, OH Metro Area",DemandResponse,2013,24,6528.0,434746.0,272.0,139089.91666666666
"Dayton, OH Metro Area",DemandResponse,2014,24,6528.0,437540.0,272.0,139370.625
"Dayton, OH Metro Area",DemandResponse,2015,24,6528.0,432473.0,272.0,133901.25
"Dayton, OH Metro Area",DemandResponse,2016,24,6528.0,450509.0,272.0,136045.125
"Dayton, OH Metro Area",DemandResponse,2017,24,6528.0,424317.0,272.0,140091.625
"Dayton, OH Metro Area",DemandResponse,2018,24,6528.0,463391.0,272.0,147957.16666666666
"Dayton, OH Metro Area",DemandResponse,2019,6,1632.0,103549.0,272.0,131199.33333333334
"Decatur, IL Metro Area",Bus,2002,11,3443.0,741454.0,313.0,66688.27272727272
"Decatur, IL Metro Area",Bus,2003,12,3756.0,869829.0,313.0,87028.41666666667
"Decatur, IL Metro Area",Bus,2004,12,3756.0,962587.0,313.0,87938.25
"Decatur, IL Metro Area",Bus,2005,12,3756.0,1039354.0,313.0,76465.0
"Decatur, IL Metro Area",Bus,2006,12,3756.0,1121789.0,313.0,77245.0
"Decatur, IL Metro Area",Bus,2007,12,3756.0,1173301.0,313.0,77253.83333333333
"Decatur, IL Metro Area",Bus,2008,12,3756.0,1257931.0,313.0,77669.41666666667
"Decatur, IL Metro Area",Bus,2009,12,3756.0,1242382.0,313.0,80048.0
"Decatur, IL Metro Area",Bus,2010,12,3756.0,1265966.0,313.0,80079.33333333333
"Decatur, IL Metro Area",Bus,2011,12,3756.0,1314337.0,313.0,80045.33333333333
"Decatur, IL Metro Area",Bus,2012,12,3756.0,1407156.0,313.0,80694.58333333333
"Decatur, IL Metro Area",Bus,2013,12,3756.0,1438437.0,313.0,80932.58333333333
"Decatur, IL Metro Area",Bus,2014,12,3756.0,1489705.0,313.0,80470.08333333333
"Decatur, IL Metro Area",Bus,2015,12,3756.0,1354525.0,313.0,79943.83333333333
"Decatur, IL Metro Area",Bus,2016,12,3756.0,1226109.0,313.0,80869.25
"Decatur, IL Metro Area",Bus,2017,12,3756.0,1159686.0,313.0,80446.16666666667
"Decatur, IL Metro Area",Bus,2018,12,3756.0,1132622.0,313.0,81434.91666666667
"Decatur, IL Metro Area",Bus,2019,3,939.0,263045.0,313.0,79555.33333333333
"Decatur, IL Metro Area",DemandResponse,2002,11,10329.0,50769.0,939.0,13301.545454545454
"Decatur, IL Metro Area",DemandResponse,2003,12,11268.0,51973.0,939.0,13129.583333333334
"Decatur, IL Metro Area",DemandResponse,2004,12,11268.0,52015.0,939.0,14472.75
"Decatur, IL Metro Area",DemandResponse,2005,12,11268.0,34760.0,939.0,10703.083333333334
"Decatur, IL Metro Area",DemandResponse,2006,12,11268.0,34872.0,939.0,11174.083333333334
"Decatur, IL Metro Area",DemandResponse,2007,12,11268.0,34050.0,939.0,14073.833333333334
"Decatur, IL Metro Area",DemandResponse,2008,12,11268.0,34366.0,939.0,14638.333333333334
"Decatur, IL Metro Area",DemandResponse,2009,12,11268.0,34155.0,939.0,14884.583333333334
"Decatur, IL Metro Area",DemandResponse,2010,12,11268.0,32084.0,939.0,12525.583333333334
"Decatur, IL Metro Area",DemandResponse,2011,12,11268.0,27446.0,939.0,11798.75
"Decatur, IL Metro Area",DemandResponse,2012,12,11268.0,27432.0,939.0,12741.0
"Decatur, IL Metro Area",DemandResponse,2013,12,11268.0,35234.0,939.0,13632.583333333334
"Decatur, IL Metro Area",DemandResponse,2014,12,11268.0,35947.0,939.0,14292.083333333334
"Decatur, IL Metro Area",DemandResponse,2015,12,11268.0,31882.0,939.0,12456.25
"Decatur, IL Metro Area",DemandResponse,2016,12,11268.0,34856.0,939.0,11048.833333333334
"Decatur, IL Metro Area",DemandResponse,2017,12,11268.0,25854.0,939.0,10871.833333333334
"Decatur, IL Metro Area",DemandResponse,2018,12,11268.0,21583.0,939.0,9643.666666666666
"Decatur, IL Metro Area",DemandResponse,2019,3,2817.0,4517.0,939.0,8303.333333333334
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",Bus,2002,33,2398.0,2340302.0,218.0,205041.9090909091
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",Bus,2003,36,2616.0,2698056.0,218.0,214368.5
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",Bus,2004,36,2616.0,2771644.0,218.0,218337.66666666666
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",Bus,2005,36,2616.0,2911474.0,218.0,219037.91666666666
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",Bus,2006,36,2616.0,3017838.0,218.0,217524.33333333334
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",Bus,2007,36,2616.0,2903503.0,218.0,215593.16666666666
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",Bus,2008,36,2616.0,3016046.0,218.0,205889.83333333334
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",Bus,2009,36,2616.0,3143106.0,218.0,205129.0
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",Bus,2010,36,2616.0,3225597.0,218.0,203355.58333333334
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",Bus,2011,36,2616.0,3437097.0,218.0,195435.25
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",Bus,2012,36,2616.0,3627516.0,218.0,195655.58333333334
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",Bus,2013,36,2616.0,3771121.0,218.0,205357.08333333334
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",Bus,2014,36,2616.0,3687793.0,218.0,215529.58333333334
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",Bus,2015,36,2616.0,3357743.0,218.0,220695.58333333334
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",Bus,2016,36,2616.0,3187811.0,218.0,218080.25
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",Bus,2017,36,2616.0,3241376.0,218.0,238888.16666666666
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",Bus,2018,36,2616.0,3171261.0,218.0,256932.91666666666
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",Bus,2019,9,654.0,797551.0,218.0,259410.33333333334
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",DemandResponse,2002,33,7194.0,304949.0,654.0,215447.54545454544
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",DemandResponse,2003,36,7848.0,351041.0,654.0,215708.75
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",DemandResponse,2004,36,7848.0,393811.0,654.0,252951.0
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",DemandResponse,2005,36,7848.0,426858.0,654.0,273272.75
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",DemandResponse,2006,36,7848.0,426600.0,654.0,274626.5
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",DemandResponse,2007,36,7848.0,403791.0,654.0,270118.0
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",DemandResponse,2008,36,7848.0,353300.0,654.0,224042.91666666666
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",DemandResponse,2009,36,7848.0,344404.0,654.0,215331.0
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",DemandResponse,2010,36,7848.0,340857.0,654.0,216298.58333333334
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",DemandResponse,2011,36,7848.0,303727.0,654.0,202877.33333333334
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",DemandResponse,2012,36,7848.0,304240.0,654.0,213719.66666666666
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",DemandResponse,2013,36,7848.0,285487.0,654.0,200586.66666666666
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",DemandResponse,2014,36,7848.0,312766.0,654.0,207229.83333333334
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",DemandResponse,2015,36,7848.0,406856.0,654.0,245684.91666666666
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",DemandResponse,2016,36,7848.0,402675.0,654.0,248196.5
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",DemandResponse,2017,36,7848.0,440009.0,654.0,259955.0
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",DemandResponse,2018,36,7848.0,451917.0,654.0,267813.3333333333
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",DemandResponse,2019,9,1962.0,112385.0,654.0,283091.3333333333
"Des Moines-West Des Moines, IA Metro Area",Bus,2002,22,935.0,3570545.0,85.0,166552.45454545456
"Des Moines-West Des Moines, IA Metro Area",Bus,2003,24,1020.0,3748879.0,85.0,178634.75
"Des Moines-West Des Moines, IA Metro Area",Bus,2004,24,1020.0,3696785.0,85.0,176705.16666666666
"Des Moines-West Des Moines, IA Metro Area",Bus,2005,24,1020.0,3854006.0,85.0,173264.91666666666
"Des Moines-West Des Moines, IA Metro Area",Bus,2006,24,1020.0,3919908.0,85.0,177322.16666666666
"Des Moines-West Des Moines, IA Metro Area",Bus,2007,24,1020.0,3987237.0,85.0,185604.25
"Des Moines-West Des Moines, IA Metro Area",Bus,2008,24,1020.0,4612776.0,85.0,206588.91666666666
"Des Moines-West Des Moines, IA Metro Area",Bus,2009,24,1020.0,4212082.0,85.0,225441.83333333334
"Des Moines-West Des Moines, IA Metro Area",Bus,2010,24,1020.0,3768611.0,85.0,181777.0
"Des Moines-West Des Moines, IA Metro Area",Bus,2011,24,1020.0,3909347.0,85.0,178031.08333333334
"Des Moines-West Des Moines, IA Metro Area",Bus,2012,24,1020.0,4094122.0,85.0,197797.25
"Des Moines-West Des Moines, IA Metro Area",Bus,2013,24,1020.0,4185756.0,85.0,206259.16666666666
"Des Moines-West Des Moines, IA Metro Area",Bus,2014,24,1020.0,4388019.0,85.0,230459.91666666666
"Des Moines-West Des Moines, IA Metro Area",Bus,2015,24,1020.0,4413233.0,85.0,241063.33333333334
"Des Moines-West Des Moines, IA Metro Area",Bus,2016,24,1020.0,4359827.0,85.0,243584.58333333334
"Des Moines-West Des Moines, IA Metro Area",Bus,2017,24,1020.0,4239530.0,85.0,245840.08333333334
"Des Moines-West Des Moines, IA Metro Area",Bus,2018,24,1020.0,4178236.0,85.0,258967.33333333334
"Des Moines-West Des Moines, IA Metro Area",Bus,2019,6,255.0,865142.0,85.0,260517.33333333334
"Des Moines-West Des Moines, IA Metro Area",DemandResponse,2002,22,3740.0,373448.0,340.0,179045.63636363635
"Des Moines-West Des Moines, IA Metro Area",DemandResponse,2003,24,4080.0,380224.0,340.0,168346.16666666666
"Des Moines-West Des Moines, IA Metro Area",DemandResponse,2004,24,4080.0,388113.0,340.0,156036.58333333334
"Des Moines-West Des Moines, IA Metro Area",DemandResponse,2005,24,4080.0,418063.0,340.0,174010.75
"Des Moines-West Des Moines, IA Metro Area",DemandResponse,2006,24,4080.0,440130.0,340.0,197954.41666666666
"Des Moines-West Des Moines, IA Metro Area",DemandResponse,2007,24,4080.0,457821.0,340.0,209746.16666666666
"Des Moines-West Des Moines, IA Metro Area",DemandResponse,2008,24,4080.0,507470.0,340.0,235469.5
"Des Moines-West Des Moines, IA Metro Area",DemandResponse,2009,24,4080.0,513315.0,340.0,261834.08333333334
"Des Moines-West Des Moines, IA Metro Area",DemandResponse,2010,24,4080.0,493298.0,340.0,263968.3333333333
"Des Moines-West Des Moines, IA Metro Area",DemandResponse,2011,24,4080.0,500766.0,340.0,242839.25
"Des Moines-West Des Moines, IA Metro Area",DemandResponse,2012,24,4080.0,450462.0,340.0,231702.41666666666
"Des Moines-West Des Moines, IA Metro Area",DemandResponse,2013,24,4080.0,410873.0,340.0,223980.08333333334
"Des Moines-West Des Moines, IA Metro Area",DemandResponse,2014,24,4080.0,381353.0,340.0,221295.58333333334
"Des Moines-West Des Moines, IA Metro Area",DemandResponse,2015,24,4080.0,353441.0,340.0,216619.75
"Des Moines-West Des Moines, IA Metro Area",DemandResponse,2016,24,4080.0,320001.0,340.0,206159.91666666666
"Des Moines-West Des Moines, IA Metro Area",DemandResponse,2017,24,4080.0,326354.0,340.0,214910.08333333334
"Des Moines-West Des Moines, IA Metro Area",DemandResponse,2018,24,4080.0,340653.0,340.0,220906.33333333334
"Des Moines-West Des Moines, IA Metro Area",DemandResponse,2019,6,1020.0,80764.0,340.0,209368.66666666666
"Duluth, MN-WI Metro Area",Bus,2002,33,2860.0,0.0,260.0,0.0
"Duluth, MN-WI Metro Area",Bus,2003,36,3120.0,0.0,260.0,0.0
"Duluth, MN-WI Metro Area",Bus,2004,36,3120.0,884940.0,260.0,46104.25
"Duluth, MN-WI Metro Area",Bus,2005,36,3120.0,2684804.0,260.0,139995.33333333334
"Duluth, MN-WI Metro Area",Bus,2006,36,3120.0,2692931.0,260.0,137070.16666666666
"Duluth, MN-WI Metro Area",Bus,2007,36,3120.0,2854467.0,260.0,139179.33333333334
"Duluth, MN-WI Metro Area",Bus,2008,36,3120.0,3219758.0,260.0,147156.66666666666
"Duluth, MN-WI Metro Area",Bus,2009,36,3120.0,3173484.0,260.0,146410.33333333334
"Duluth, MN-WI Metro Area",Bus,2010,36,3120.0,3171087.0,260.0,149290.0
"Duluth, MN-WI Metro Area",Bus,2011,36,3120.0,3264479.0,260.0,150886.75
"Duluth, MN-WI Metro Area",Bus,2012,36,3120.0,3261494.0,260.0,150320.08333333334
"Duluth, MN-WI Metro Area",Bus,2013,36,3120.0,3195020.0,260.0,146053.08333333334
"Duluth, MN-WI Metro Area",Bus,2014,36,3120.0,3100305.0,260.0,143463.08333333334
"Duluth, MN-WI Metro Area",Bus,2015,36,3120.0,3051665.0,260.0,147468.91666666666
"Duluth, MN-WI Metro Area",Bus,2016,36,3120.0,2804354.0,260.0,151287.75
"Duluth, MN-WI Metro Area",Bus,2017,36,3120.0,2786702.0,260.0,161150.41666666666
"Duluth, MN-WI Metro Area",Bus,2018,36,3120.0,2760475.0,260.0,180171.58333333334
"Duluth, MN-WI Metro Area",Bus,2019,9,780.0,654838.0,260.0,177037.66666666666
"Duluth, MN-WI Metro Area",DemandResponse,2002,33,2860.0,0.0,260.0,0.0
"Duluth, MN-WI Metro Area",DemandResponse,2003,36,3120.0,0.0,260.0,0.0
"Duluth, MN-WI Metro Area",DemandResponse,2004,36,3120.0,9062.0,260.0,5473.416666666667
"Duluth, MN-WI Metro Area",DemandResponse,2005,36,3120.0,26740.0,260.0,16171.833333333334
"Duluth, MN-WI Metro Area",DemandResponse,2006,36,3120.0,23749.0,260.0,13623.416666666666
"Duluth, MN-WI Metro Area",DemandResponse,2007,36,3120.0,24050.0,260.0,14417.916666666666
"Duluth, MN-WI Metro Area",DemandResponse,2008,36,3120.0,24519.0,260.0,15341.833333333334
"Duluth, MN-WI Metro Area",DemandResponse,2009,36,3120.0,25198.0,260.0,16054.25
"Duluth, MN-WI Metro Area",DemandResponse,2010,36,3120.0,25590.0,260.0,17092.333333333332
"Duluth, MN-WI Metro Area",DemandResponse,2011,36,3120.0,25285.0,260.0,17414.25
"Duluth, MN-WI Metro Area",DemandResponse,2012,36,3120.0,26686.0,260.0,18226.333333333332
"Duluth, MN-WI Metro Area",DemandResponse,2013,36,3120.0,25790.0,260.0,19457.0
"Duluth, MN-WI Metro Area",DemandResponse,2014,36,3120.0,28027.0,260.0,20557.416666666668
"Duluth, MN-WI Metro Area",DemandResponse,2015,36,3120.0,30220.0,260.0,21152.166666666668
"Duluth, MN-WI Metro Area",DemandResponse,2016,36,3120.0,30693.0,260.0,21857.25
"Duluth, MN-WI Metro Area",DemandResponse,2017,36,3120.0,30387.0,260.0,20664.083333333332
"Duluth, MN-WI Metro Area",DemandResponse,2018,36,3120.0,34466.0,260.0,22305.333333333332
"Duluth, MN-WI Metro Area",DemandResponse,2019,9,780.0,9216.0,260.0,23391.333333333332
