MNAME,RailBus,Year,Cluster_upt,UZA_upt,upt,UZA_vrm,VRM
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",Rail,2019,3,27.0,712416142.0,9.0,46212066.0
"Altoona, PA Metro Area",Bus,2002,11,7898.0,433336.0,718.0,35679.90909090909
"Altoona, PA Metro Area",Bus,2003,12,8616.0,692488.0,718.0,46893.5
"Altoona, PA Metro Area",Bus,2004,12,8616.0,661909.0,718.0,43848.333333333336
"Altoona, PA Metro Area",Bus,2005,12,8616.0,663431.0,718.0,46032.25
"Altoona, PA Metro Area",Bus,2006,12,8616.0,695030.0,718.0,45725.916666666664
"Altoona, PA Metro Area",Bus,2007,12,8616.0,607695.0,718.0,40576.333333333336
"Altoona, PA Metro Area",Bus,2008,12,8616.0,586804.0,718.0,38113.5
"Altoona, PA Metro Area",Bus,2009,12,8616.0,593547.0,718.0,40232.0
"Altoona, PA Metro Area",Bus,2010,12,8616.0,712712.0,718.0,42658.083333333336
"Altoona, PA Metro Area",Bus,2011,12,8616.0,689116.0,718.0,43817.166666666664
"Altoona, PA Metro Area",Bus,2012,12,8616.0,687954.0,718.0,44445.5
"Altoona, PA Metro Area",Bus,2013,12,8616.0,659876.0,718.0,43932.083333333336
"Altoona, PA Metro Area",Bus,2014,12,8616.0,609471.0,718.0,42587.833333333336
"Altoona, PA Metro Area",Bus,2015,12,8616.0,579580.0,718.0,41035.083333333336
"Altoona, PA Metro Area",Bus,2016,12,8616.0,576620.0,718.0,41371.083333333336
"Altoona, PA Metro Area",Bus,2017,12,8616.0,546149.0,718.0,40077.333333333336
"Altoona, PA Metro Area",Bus,2018,12,8616.0,544498.0,718.0,41944.25
"Altoona, PA Metro Area",Bus,2019,3,2154.0,145691.0,718.0,51837.333333333336
"Altoona, PA Metro Area",DemandResponse,2002,11,7898.0,609.0,718.0,116.81818181818181
"Altoona, PA Metro Area",DemandResponse,2003,12,8616.0,8189.0,718.0,1877.9166666666667
"Altoona, PA Metro Area",DemandResponse,2004,12,8616.0,8166.0,718.0,1913.0833333333333
"Altoona, PA Metro Area",DemandResponse,2005,12,8616.0,9079.0,718.0,2102.1666666666665
"Altoona, PA Metro Area",DemandResponse,2006,12,8616.0,9848.0,718.0,2392.9166666666665
"Altoona, PA Metro Area",DemandResponse,2007,12,8616.0,10983.0,718.0,2675.0833333333335
"Altoona, PA Metro Area",DemandResponse,2008,12,8616.0,12399.0,718.0,3110.0833333333335
"Altoona, PA Metro Area",DemandResponse,2009,12,8616.0,11861.0,718.0,3383.0
"Altoona, PA Metro Area",DemandResponse,2010,12,8616.0,12107.0,718.0,4201.416666666667
"Altoona, PA Metro Area",DemandResponse,2011,12,8616.0,11974.0,718.0,4194.333333333333
"Altoona, PA Metro Area",DemandResponse,2012,12,8616.0,12417.0,718.0,4464.333333333333
"Altoona, PA Metro Area",DemandResponse,2013,12,8616.0,12444.0,718.0,4475.5
"Altoona, PA Metro Area",DemandResponse,2014,12,8616.0,13007.0,718.0,4383.333333333333
"Altoona, PA Metro Area",DemandResponse,2015,12,8616.0,13670.0,718.0,4021.25
"Altoona, PA Metro Area",DemandResponse,2016,12,8616.0,12919.0,718.0,3858.5
"Altoona, PA Metro Area",DemandResponse,2017,12,8616.0,12438.0,718.0,4344.833333333333
"Altoona, PA Metro Area",DemandResponse,2018,12,8616.0,12103.0,718.0,4158.833333333333
"Altoona, PA Metro Area",DemandResponse,2019,3,2154.0,2721.0,718.0,3662.3333333333335
"Ames, IA Metro Area",Bus,2002,22,9790.0,0.0,890.0,0.0
"Ames, IA Metro Area",Bus,2003,24,10680.0,4848494.0,890.0,87882.5
"Ames, IA Metro Area",Bus,2004,24,10680.0,4529451.0,890.0,87146.83333333333
"Ames, IA Metro Area",Bus,2005,24,10680.0,4177180.0,890.0,79734.83333333333
"Ames, IA Metro Area",Bus,2006,24,10680.0,4244428.0,890.0,86545.66666666667
"Ames, IA Metro Area",Bus,2007,24,10680.0,4471336.0,890.0,89635.58333333333
"Ames, IA Metro Area",Bus,2008,24,10680.0,4737992.0,890.0,90572.5
"Ames, IA Metro Area",Bus,2009,24,10680.0,5273608.0,890.0,92431.75
"Ames, IA Metro Area",Bus,2010,24,10680.0,5359942.0,890.0,94825.25
"Ames, IA Metro Area",Bus,2011,24,10680.0,5598297.0,890.0,96188.25
"Ames, IA Metro Area",Bus,2012,24,10680.0,5783574.0,890.0,96784.83333333333
"Ames, IA Metro Area",Bus,2013,24,10680.0,6259245.0,890.0,98162.75
"Ames, IA Metro Area",Bus,2014,24,10680.0,6783928.0,890.0,102774.58333333333
"Ames, IA Metro Area",Bus,2015,24,10680.0,6708889.0,890.0,107636.08333333333
"Ames, IA Metro Area",Bus,2016,24,10680.0,6713780.0,890.0,110901.16666666667
"Ames, IA Metro Area",Bus,2017,24,10680.0,6581910.0,890.0,109592.25
"Ames, IA Metro Area",Bus,2018,24,10680.0,6452021.0,890.0,109758.75
"Ames, IA Metro Area",Bus,2019,6,2670.0,1872415.0,890.0,112667.0
"Ames, IA Metro Area",DemandResponse,2002,22,9790.0,0.0,890.0,0.0
"Ames, IA Metro Area",DemandResponse,2003,24,10680.0,15859.0,890.0,5000.833333333333
"Ames, IA Metro Area",DemandResponse,2004,24,10680.0,11542.0,890.0,3808.1666666666665
"Ames, IA Metro Area",DemandResponse,2005,24,10680.0,10518.0,890.0,2230.0833333333335
"Ames, IA Metro Area",DemandResponse,2006,24,10680.0,10881.0,890.0,2852.0833333333335
"Ames, IA Metro Area",DemandResponse,2007,24,10680.0,11178.0,890.0,2937.0
"Ames, IA Metro Area",DemandResponse,2008,24,10680.0,10672.0,890.0,2723.9166666666665
"Ames, IA Metro Area",DemandResponse,2009,24,10680.0,10558.0,890.0,2732.0
"Ames, IA Metro Area",DemandResponse,2010,24,10680.0,8823.0,890.0,2370.5
"Ames, IA Metro Area",DemandResponse,2011,24,10680.0,9587.0,890.0,2712.1666666666665
"Ames, IA Metro Area",DemandResponse,2012,24,10680.0,10447.0,890.0,2945.6666666666665
"Ames, IA Metro Area",DemandResponse,2013,24,10680.0,9506.0,890.0,2851.75
"Ames, IA Metro Area",DemandResponse,2014,24,10680.0,11405.0,890.0,3134.0
"Ames, IA Metro Area",DemandResponse,2015,24,10680.0,11710.0,890.0,3311.9166666666665
"Ames, IA Metro Area",DemandResponse,2016,24,10680.0,10687.0,890.0,3086.75
"Ames, IA Metro Area",DemandResponse,2017,24,10680.0,9327.0,890.0,3251.8333333333335
"Ames, IA Metro Area",DemandResponse,2018,24,10680.0,8342.0,890.0,3179.25
"Ames, IA Metro Area",DemandResponse,2019,6,2670.0,2167.0,890.0,3149.6666666666665
"Anchorage, AK Metro Area",Bus,2002,22,3278.0,2848987.0,298.0,169375.9090909091
"Anchorage, AK Metro Area",Bus,2003,24,3576.0,3339451.0,298.0,160307.66666666666
"Anchorage, AK Metro Area",Bus,2004,24,3576.0,3536059.0,298.0,180933.25
"Anchorage, AK Metro Area",Bus,2005,24,3576.0,3975074.0,298.0,180238.91666666666
"Anchorage, AK Metro Area",Bus,2006,24,3576.0,3929870.0,298.0,185787.5
"Anchorage, AK Metro Area",Bus,2007,24,3576.0,3988745.0,298.0,193211.91666666666
"Anchorage, AK Metro Area",Bus,2008,24,3576.0,4220704.0,298.0,179308.08333333334
"Anchorage, AK Metro Area",Bus,2009,24,3576.0,4165535.0,298.0,173202.08333333334
"Anchorage, AK Metro Area",Bus,2010,24,3576.0,4145578.0,298.0,159293.41666666666
"Anchorage, AK Metro Area",Bus,2011,24,3576.0,4148501.0,298.0,158781.58333333334
"Anchorage, AK Metro Area",Bus,2012,24,3576.0,4088549.0,298.0,155876.5
"Anchorage, AK Metro Area",Bus,2013,24,3576.0,3986877.0,298.0,156846.75
"Anchorage, AK Metro Area",Bus,2014,24,3576.0,3896678.0,298.0,159835.08333333334
"Anchorage, AK Metro Area",Bus,2015,24,3576.0,3649698.0,298.0,161247.66666666666
"Anchorage, AK Metro Area",Bus,2016,24,3576.0,3450261.0,298.0,159651.91666666666
"Anchorage, AK Metro Area",Bus,2017,24,3576.0,3241607.0,298.0,161899.0
"Anchorage, AK Metro Area",Bus,2018,24,3576.0,3227500.0,298.0,182984.0
"Anchorage, AK Metro Area",Bus,2019,6,894.0,792298.0,298.0,174321.66666666666
"Anchorage, AK Metro Area",DemandResponse,2002,22,4917.0,280874.0,447.0,124046.45454545454
"Anchorage, AK Metro Area",DemandResponse,2003,24,5364.0,279600.0,447.0,134483.41666666666
"Anchorage, AK Metro Area",DemandResponse,2004,24,5364.0,278950.0,447.0,144449.75
"Anchorage, AK Metro Area",DemandResponse,2005,24,5364.0,271118.0,447.0,129878.5
"Anchorage, AK Metro Area",DemandResponse,2006,24,5364.0,180193.0,447.0,95940.66666666667
"Anchorage, AK Metro Area",DemandResponse,2007,24,5364.0,325182.0,447.0,179206.83333333334
"Anchorage, AK Metro Area",DemandResponse,2008,24,5364.0,377584.0,447.0,190325.75
"Anchorage, AK Metro Area",DemandResponse,2009,24,5364.0,400429.0,447.0,202311.91666666666
"Anchorage, AK Metro Area",DemandResponse,2010,24,5364.0,432661.0,447.0,212341.58333333334
"Anchorage, AK Metro Area",DemandResponse,2011,24,5364.0,459990.0,447.0,225708.16666666666
"Anchorage, AK Metro Area",DemandResponse,2012,24,5364.0,466003.0,447.0,232296.83333333334
"Anchorage, AK Metro Area",DemandResponse,2013,24,5364.0,440704.0,447.0,221777.5
"Anchorage, AK Metro Area",DemandResponse,2014,24,5364.0,407489.0,447.0,205319.16666666666
"Anchorage, AK Metro Area",DemandResponse,2015,24,5364.0,378803.0,447.0,194743.66666666666
"Anchorage, AK Metro Area",DemandResponse,2016,24,5364.0,367472.0,447.0,189121.33333333334
"Anchorage, AK Metro Area",DemandResponse,2017,24,5364.0,374042.0,447.0,199116.91666666666
"Anchorage, AK Metro Area",DemandResponse,2018,24,5364.0,339247.0,447.0,190121.16666666666
"Anchorage, AK Metro Area",DemandResponse,2019,6,1341.0,84816.0,447.0,186884.0
"Anchorage, AK Metro Area",Other,2002,22,1639.0,0.0,149.0,0.0
"Anchorage, AK Metro Area",Other,2003,24,1788.0,0.0,149.0,0.0
"Anchorage, AK Metro Area",Other,2004,24,1788.0,0.0,149.0,0.0
"Anchorage, AK Metro Area",Other,2005,24,1788.0,0.0,149.0,0.0
"Anchorage, AK Metro Area",Other,2006,24,1788.0,120361.0,149.0,10038.666666666666
"Anchorage, AK Metro Area",Other,2007,24,1788.0,129834.0,149.0,11098.666666666666
"Anchorage, AK Metro Area",Other,2008,24,1788.0,137230.0,149.0,10919.833333333334
"Anchorage, AK Metro Area",Other,2009,24,1788.0,113767.0,149.0,9088.5
"Anchorage, AK Metro Area",Other,2010,24,1788.0,107550.0,149.0,7746.333333333333
"Anchorage, AK Metro Area",Other,2011,24,1788.0,115191.0,149.0,8272.416666666666
"Anchorage, AK Metro Area",Other,2012,24,1788.0,145260.0,149.0,81931.91666666667
"Anchorage, AK Metro Area",Other,2013,24,1788.0,156300.0,149.0,84553.66666666667
"Anchorage, AK Metro Area",Other,2014,24,1788.0,164674.0,149.0,85654.16666666667
"Anchorage, AK Metro Area",Other,2015,24,1788.0,178350.0,149.0,88389.5
"Anchorage, AK Metro Area",Other,2016,24,1788.0,187309.0,149.0,91959.75
"Anchorage, AK Metro Area",Other,2017,24,1788.0,192331.0,149.0,92515.75
"Anchorage, AK Metro Area",Other,2018,24,1788.0,199666.0,149.0,96171.58333333333
"Anchorage, AK Metro Area",Other,2019,6,447.0,7364.0,149.0,48488.0
"Ann Arbor, MI Metro Area",Bus,2002,22,7480.0,53029385.0,340.0,1436768.0454545454
"Ann Arbor, MI Metro Area",Bus,2003,24,8160.0,57114989.0,340.0,1491268.0416666667
"Ann Arbor, MI Metro Area",Bus,2004,24,8160.0,57480422.0,340.0,1379007.0416666667
"Ann Arbor, MI Metro Area",Bus,2005,24,8160.0,55360407.0,340.0,1289796.625
"Ann Arbor, MI Metro Area",Bus,2006,24,8160.0,58696692.0,340.0,1253390.9583333333
"Ann Arbor, MI Metro Area",Bus,2007,24,8160.0,58496234.0,340.0,1234868.0833333333
"Ann Arbor, MI Metro Area",Bus,2008,24,8160.0,63672205.0,340.0,1235015.5416666667
"Ann Arbor, MI Metro Area",Bus,2009,24,8160.0,62321435.0,340.0,1200521.0416666667
"Ann Arbor, MI Metro Area",Bus,2010,24,8160.0,58312676.0,340.0,1168945.7916666667
"Ann Arbor, MI Metro Area",Bus,2011,24,8160.0,58229019.0,340.0,1112641.5833333333
"Ann Arbor, MI Metro Area",Bus,2012,24,8160.0,55918901.0,340.0,955358.5
"Ann Arbor, MI Metro Area",Bus,2013,24,8160.0,51636955.0,340.0,911382.3333333334
"Ann Arbor, MI Metro Area",Bus,2014,24,8160.0,47524916.0,340.0,904708.0416666666
"Ann Arbor, MI Metro Area",Bus,2015,24,8160.0,47250400.0,340.0,929683.2916666666
"Ann Arbor, MI Metro Area",Bus,2016,24,8160.0,48466462.0,340.0,1018048.9583333334
"Ann Arbor, MI Metro Area",Bus,2017,24,8160.0,46207368.0,340.0,1064190.2083333333
"Ann Arbor, MI Metro Area",Bus,2018,24,8160.0,46512813.0,340.0,1172127.5
"Ann Arbor, MI Metro Area",Bus,2019,6,2040.0,10703363.0,340.0,835649.8333333334
"Ann Arbor, MI Metro Area",DemandResponse,2002,33,9350.0,1078187.0,283.3333333333333,135835.15151515152
"Ann Arbor, MI Metro Area",DemandResponse,2003,36,10200.0,1209617.0,283.3333333333333,154369.02777777778
"Ann Arbor, MI Metro Area",DemandResponse,2004,36,10200.0,1129106.0,283.3333333333333,182454.52777777778
"Ann Arbor, MI Metro Area",DemandResponse,2005,36,10200.0,1129695.0,283.3333333333333,169624.33333333334
"Ann Arbor, MI Metro Area",DemandResponse,2006,36,10200.0,1183735.0,283.3333333333333,179616.0
"Ann Arbor, MI Metro Area",DemandResponse,2007,36,10200.0,1297803.0,283.3333333333333,208761.63888888888
"Ann Arbor, MI Metro Area",DemandResponse,2008,36,10200.0,1344639.0,283.3333333333333,217712.22222222222
"Ann Arbor, MI Metro Area",DemandResponse,2009,36,10200.0,1305821.0,283.3333333333333,206754.55555555556
"Ann Arbor, MI Metro Area",DemandResponse,2010,36,10200.0,2286992.0,283.3333333333333,410909.0
"Ann Arbor, MI Metro Area",DemandResponse,2011,36,10200.0,2403107.0,283.3333333333333,433812.52777777775
"Ann Arbor, MI Metro Area",DemandResponse,2012,36,10200.0,2331926.0,283.3333333333333,444434.1666666667
"Ann Arbor, MI Metro Area",DemandResponse,2013,36,10200.0,2383494.0,283.3333333333333,434173.47222222225
"Ann Arbor, MI Metro Area",DemandResponse,2014,36,10200.0,2420535.0,283.3333333333333,455754.72222222225
"Ann Arbor, MI Metro Area",DemandResponse,2015,36,10200.0,2343051.0,283.3333333333333,467747.97222222225
"Ann Arbor, MI Metro Area",DemandResponse,2016,36,10200.0,2279204.0,283.3333333333333,470335.02777777775
"Ann Arbor, MI Metro Area",DemandResponse,2017,36,10200.0,2317724.0,283.3333333333333,490090.05555555556
"Ann Arbor, MI Metro Area",DemandResponse,2018,36,10200.0,2247206.0,283.3333333333333,467720.52777777775
"Ann Arbor, MI Metro Area",DemandResponse,2019,9,2550.0,534307.0,283.3333333333333,328990.22222222225
"Ann Arbor, MI Metro Area",Rail,2002,11,605.0,236929.0,55.0,30207.090909090908
"Ann Arbor, MI Metro Area",Rail,2003,12,660.0,172882.0,55.0,21036.25
"Ann Arbor, MI Metro Area",Rail,2004,12,660.0,950647.0,55.0,23180.5
"Ann Arbor, MI Metro Area",Rail,2005,12,660.0,1792924.0,55.0,47088.916666666664
"Ann Arbor, MI Metro Area",Rail,2006,12,660.0,2368361.0,55.0,53545.666666666664
"Ann Arbor, MI Metro Area",Rail,2007,12,660.0,2324429.0,55.0,54756.5
"Ann Arbor, MI Metro Area",Rail,2008,12,660.0,2059714.0,55.0,45349.75
"Ann Arbor, MI Metro Area",Rail,2009,12,660.0,2161436.0,55.0,46646.916666666664
"Ann Arbor, MI Metro Area",Rail,2010,12,660.0,2216800.0,55.0,44878.333333333336
"Ann Arbor, MI Metro Area",Rail,2011,12,660.0,2285358.0,55.0,41718.333333333336
"Ann Arbor, MI Metro Area",Rail,2012,12,660.0,2298841.0,55.0,49810.916666666664
"Ann Arbor, MI Metro Area",Rail,2013,12,660.0,2207333.0,55.0,46595.75
"Ann Arbor, MI Metro Area",Rail,2014,12,660.0,2357520.0,55.0,46884.416666666664
"Ann Arbor, MI Metro Area",Rail,2015,12,660.0,2409894.0,55.0,45260.583333333336
"Ann Arbor, MI Metro Area",Rail,2016,12,660.0,2165351.0,55.0,45020.5
"Ann Arbor, MI Metro Area",Rail,2017,12,660.0,3106791.0,55.0,54649.0
"Ann Arbor, MI Metro Area",Rail,2018,12,660.0,3142878.0,55.0,50153.583333333336
"Ann Arbor, MI Metro Area",Rail,2019,3,165.0,596359.0,55.0,13235.0
"Appleton, WI Metro Area",Bus,2002,22,3630.0,957717.0,330.0,89350.54545454546
"Appleton, WI Metro Area",Bus,2003,24,3960.0,952349.0,330.0,87827.0
"Appleton, WI Metro Area",Bus,2004,24,3960.0,1008530.0,330.0,85465.91666666667
"Appleton, WI Metro Area",Bus,2005,24,3960.0,1004484.0,330.0,85065.83333333333
"Appleton, WI Metro Area",Bus,2006,24,3960.0,1009272.0,330.0,83559.0
"Appleton, WI Metro Area",Bus,2007,24,3960.0,1041144.0,330.0,84982.75
"Appleton, WI Metro Area",Bus,2008,24,3960.0,1060855.0,330.0,84017.75
"Appleton, WI Metro Area",Bus,2009,24,3960.0,966548.0,330.0,85877.16666666667
"Appleton, WI Metro Area",Bus,2010,24,3960.0,1001796.0,330.0,87118.5
"Appleton, WI Metro Area",Bus,2011,24,3960.0,1115410.0,330.0,86613.75
"Appleton, WI Metro Area",Bus,2012,24,3960.0,1130812.0,330.0,86779.5
"Appleton, WI Metro Area",Bus,2013,24,3960.0,1126000.0,330.0,88633.91666666667
"Appleton, WI Metro Area",Bus,2014,24,3960.0,1114709.0,330.0,88000.0
"Appleton, WI Metro Area",Bus,2015,24,3960.0,1092988.0,330.0,90334.91666666667
"Appleton, WI Metro Area",Bus,2016,24,3960.0,1036081.0,330.0,88555.66666666667
"Appleton, WI Metro Area",Bus,2017,24,3960.0,989422.0,330.0,88331.0
"Appleton, WI Metro Area",Bus,2018,24,3960.0,1002620.0,330.0,86329.25
"Appleton, WI Metro Area",Bus,2019,6,990.0,239558.0,330.0,84288.33333333333
"Appleton, WI Metro Area",DemandResponse,2002,22,1815.0,102336.0,165.0,60051.818181818184
"Appleton, WI Metro Area",DemandResponse,2003,24,1980.0,101478.0,165.0,61048.166666666664
"Appleton, WI Metro Area",DemandResponse,2004,24,1980.0,119800.0,165.0,62106.416666666664
"Appleton, WI Metro Area",DemandResponse,2005,24,1980.0,125920.0,165.0,62804.833333333336
"Appleton, WI Metro Area",DemandResponse,2006,24,1980.0,126002.0,165.0,59022.333333333336
"Appleton, WI Metro Area",DemandResponse,2007,24,1980.0,139951.0,165.0,66471.5
"Appleton, WI Metro Area",DemandResponse,2008,24,1980.0,165288.0,165.0,74925.58333333333
"Appleton, WI Metro Area",DemandResponse,2009,24,1980.0,160315.0,165.0,76436.25
"Appleton, WI Metro Area",DemandResponse,2010,24,1980.0,157061.0,165.0,77718.41666666667
"Appleton, WI Metro Area",DemandResponse,2011,24,1980.0,147663.0,165.0,71513.75
"Appleton, WI Metro Area",DemandResponse,2012,24,1980.0,144362.0,165.0,95783.91666666667
"Appleton, WI Metro Area",DemandResponse,2013,24,1980.0,148094.0,165.0,64002.5
"Appleton, WI Metro Area",DemandResponse,2014,24,1980.0,156573.0,165.0,68961.66666666667
"Appleton, WI Metro Area",DemandResponse,2015,24,1980.0,156892.0,165.0,68934.83333333333
"Appleton, WI Metro Area",DemandResponse,2016,24,1980.0,155685.0,165.0,69099.25
"Appleton, WI Metro Area",DemandResponse,2017,24,1980.0,157412.0,165.0,70183.75
"Appleton, WI Metro Area",DemandResponse,2018,24,1980.0,156906.0,165.0,69997.91666666667
"Appleton, WI Metro Area",DemandResponse,2019,6,495.0,37540.0,165.0,66787.0
"Athens-Clarke County, GA Metro Area",Bus,2002,33,5478.0,0.0,498.0,0.0
"Athens-Clarke County, GA Metro Area",Bus,2003,36,5976.0,1173604.0,498.0,52960.333333333336
"Athens-Clarke County, GA Metro Area",Bus,2004,36,5976.0,353513.0,498.0,13114.916666666666
"Athens-Clarke County, GA Metro Area",Bus,2005,36,5976.0,0.0,498.0,0.0
"Athens-Clarke County, GA Metro Area",Bus,2006,36,5976.0,1450124.0,498.0,51006.416666666664
"Athens-Clarke County, GA Metro Area",Bus,2007,36,5976.0,1557603.0,498.0,61851.75
"Athens-Clarke County, GA Metro Area",Bus,2008,36,5976.0,1752840.0,498.0,69342.0
"Athens-Clarke County, GA Metro Area",Bus,2009,36,5976.0,11161430.0,498.0,127678.08333333333
"Athens-Clarke County, GA Metro Area",Bus,2010,36,5976.0,11131670.0,498.0,130080.66666666667
"Athens-Clarke County, GA Metro Area",Bus,2011,36,5976.0,11603585.0,498.0,129005.75
"Athens-Clarke County, GA Metro Area",Bus,2012,36,5976.0,12956339.0,498.0,131014.58333333333
"Athens-Clarke County, GA Metro Area",Bus,2013,36,5976.0,12782870.0,498.0,134614.5
"Athens-Clarke County, GA Metro Area",Bus,2014,36,5976.0,12645309.0,498.0,136113.41666666666
"Athens-Clarke County, GA Metro Area",Bus,2015,36,5976.0,12111696.0,498.0,141115.66666666666
"Athens-Clarke County, GA Metro Area",Bus,2016,36,5976.0,7362989.0,498.0,144541.41666666666
"Athens-Clarke County, GA Metro Area",Bus,2017,36,5976.0,7267663.0,498.0,148154.75
"Athens-Clarke County, GA Metro Area",Bus,2018,36,5976.0,7263033.0,498.0,155752.66666666666
"Athens-Clarke County, GA Metro Area",Bus,2019,9,1494.0,2239079.0,498.0,161694.0
"Athens-Clarke County, GA Metro Area",DemandResponse,2002,33,5478.0,0.0,498.0,0.0
"Athens-Clarke County, GA Metro Area",DemandResponse,2003,36,5976.0,10789.0,498.0,6184.833333333333
"Athens-Clarke County, GA Metro Area",DemandResponse,2004,36,5976.0,2273.0,498.0,1309.25
"Athens-Clarke County, GA Metro Area",DemandResponse,2005,36,5976.0,0.0,498.0,0.0
"Athens-Clarke County, GA Metro Area",DemandResponse,2006,36,5976.0,8550.0,498.0,5474.833333333333
"Athens-Clarke County, GA Metro Area",DemandResponse,2007,36,5976.0,8861.0,498.0,6104.916666666667
"Athens-Clarke County, GA Metro Area",DemandResponse,2008,36,5976.0,8431.0,498.0,5400.5
"Athens-Clarke County, GA Metro Area",DemandResponse,2009,36,5976.0,17985.0,498.0,9098.083333333334
"Athens-Clarke County, GA Metro Area",DemandResponse,2010,36,5976.0,19471.0,498.0,10191.75
"Athens-Clarke County, GA Metro Area",DemandResponse,2011,36,5976.0,20210.0,498.0,9630.333333333334
"Athens-Clarke County, GA Metro Area",DemandResponse,2012,36,5976.0,18898.0,498.0,9326.0
"Athens-Clarke County, GA Metro Area",DemandResponse,2013,36,5976.0,20802.0,498.0,8592.083333333334
"Athens-Clarke County, GA Metro Area",DemandResponse,2014,36,5976.0,20129.0,498.0,8501.166666666666
"Athens-Clarke County, GA Metro Area",DemandResponse,2015,36,5976.0,19636.0,498.0,8168.333333333333
"Athens-Clarke County, GA Metro Area",DemandResponse,2016,36,5976.0,21015.0,498.0,9051.333333333334
"Athens-Clarke County, GA Metro Area",DemandResponse,2017,36,5976.0,19010.0,498.0,8465.666666666666
"Athens-Clarke County, GA Metro Area",DemandResponse,2018,36,5976.0,15838.0,498.0,7640.083333333333
"Athens-Clarke County, GA Metro Area",DemandResponse,2019,9,1494.0,4941.0,498.0,8669.666666666666
"Augusta-Richmond County, GA-SC Metro Area",Bus,2002,33,2156.0,0.0,196.0,56263.181818181816
"Augusta-Richmond County, GA-SC Metro Area",Bus,2003,36,2352.0,0.0,196.0,1632.0
"Augusta-Richmond County, GA-SC Metro Area",Bus,2004,36,2352.0,0.0,196.0,0.0
