,Id,Id2,Geography,Total_HH,HH_0Veh,HH_1Veh,HH_2Veh,HH_3Veh,HH_4+Veh,Year
2466,310M100US41540,41540,"Salisbury, MD Metro Area",44556,3954,14841,15725,6431,3605,2011
2832,310M100US41540,41540,"Salisbury, MD Metro Area",44623,2583,16750,15303,6458,3529,2012
3207,310M200US41540,41540,"Salisbury, MD-DE Metro Area",143465,9076,46987,58648,20216,8538,2013
3588,310M200US41540,41540,"Salisbury, MD-DE Metro Area",151227,8133,53225,59260,22721,7888,2014
3969,310M200US41540,41540,"Salisbury, MD-DE Metro Area",154242,8409,52585,60791,21650,10807,2015
4351,310M300US41540,41540,"Salisbury, MD-DE Metro Area",149074,9074,48276,59129,22186,10409,2016
4733,310M300US41540,41540,"Salisbury, MD-DE Metro Area",154115,8654,48725,61552,24339,10845,2017
287,3100000US41620,41620,"Salt Lake City, UT Metro Area",342724,18436,100797,134509,60789,28193,2005
646,3100000US41620,41620,"Salt Lake City, UT Metro Area",351280,19429,102646,144004,57234,27967,2006
1007,3100000US41620,41620,"Salt Lake City, UT Metro Area",359981,16764,103409,148268,60924,30616,2007
1369,3100000US41620,41620,"Salt Lake City, UT Metro Area",364078,19684,100439,148432,63756,31767,2008
1735,3100000US41620,41620,"Salt Lake City, UT Metro Area",369005,19700,101862,148815,65356,33272,2009
2101,310M100US41620,41620,"Salt Lake City, UT Metro Area",369754,20246,105920,149841,63058,30689,2010
2467,310M100US41620,41620,"Salt Lake City, UT Metro Area",375903,22982,112994,150763,61068,28096,2011
2833,310M100US41620,41620,"Salt Lake City, UT Metro Area",380362,23497,108771,153845,63572,30677,2012
3208,310M200US41620,41620,"Salt Lake City, UT Metro Area",366765,18727,107077,153197,60110,27654,2013
3589,310M200US41620,41620,"Salt Lake City, UT Metro Area",376913,19972,110030,155329,61502,30080,2014
3970,310M200US41620,41620,"Salt Lake City, UT Metro Area",377058,20710,106734,154015,64260,31339,2015
4352,310M300US41620,41620,"Salt Lake City, UT Metro Area",386481,20254,108988,157697,64906,34636,2016
4734,310M300US41620,41620,"Salt Lake City, UT Metro Area",396869,19208,105081,159109,71944,41527,2017
288,3100000US41660,41660,"San Angelo, TX Metro Area",41095,2984,14206,16654,5434,1817,2005
647,3100000US41660,41660,"San Angelo, TX Metro Area",42121,2785,16479,15403,5455,1999,2006
1008,3100000US41660,41660,"San Angelo, TX Metro Area",41154,1980,15190,16413,6304,1267,2007
1370,3100000US41660,41660,"San Angelo, TX Metro Area",41315,2393,14853,16317,6222,1530,2008
1736,3100000US41660,41660,"San Angelo, TX Metro Area",42942,3431,14555,16443,6352,2161,2009
2102,310M100US41660,41660,"San Angelo, TX Metro Area",42192,2102,15842,16428,5712,2108,2010
2468,310M100US41660,41660,"San Angelo, TX Metro Area",42426,3436,16301,15434,5277,1978,2011
2834,310M100US41660,41660,"San Angelo, TX Metro Area",43104,2052,15483,17495,6277,1797,2012
3209,310M200US41660,41660,"San Angelo, TX Metro Area",44059,2828,15494,18478,5056,2203,2013
3590,310M200US41660,41660,"San Angelo, TX Metro Area",43143,2550,15058,16828,6306,2401,2014
3971,310M200US41660,41660,"San Angelo, TX Metro Area",45137,3237,16274,17682,6059,1885,2015
4353,310M300US41660,41660,"San Angelo, TX Metro Area",44044,2345,16579,17405,5763,1952,2016
4735,310M300US41660,41660,"San Angelo, TX Metro Area",42667,2214,15162,16894,6341,2056,2017
289,3100000US41700,41700,"San Antonio, TX Metro Area",645237,44793,218179,261300,90335,30630,2005
648,3100000US41700,41700,"San Antonio, TX Metro Area",663074,50286,227866,259063,89205,36654,2006
1009,3100000US41700,41700,"San Antonio, TX Metro Area",679614,51063,232524,269504,94051,32472,2007
1371,3100000US41700,41700,"San Antonio, TX Metro Area",689432,52968,244875,261662,95524,34403,2008
1737,3100000US41700,41700,"San Antonio, TX Metro Area",690063,48467,243194,268455,95686,34261,2009
2103,310M100US41700,41700,"San Antonio-New Braunfels, TX Metro Area",749906,56875,253557,294931,106738,37805,2010
2469,310M100US41700,41700,"San Antonio-New Braunfels, TX Metro Area",763204,55168,264113,302343,102320,39260,2011
2835,310M100US41700,41700,"San Antonio-New Braunfels, TX Metro Area",766963,51959,258140,304724,108941,43199,2012
3210,310M200US41700,41700,"San Antonio-New Braunfels, TX Metro Area",778939,54320,270550,302378,104940,46751,2013
3591,310M200US41700,41700,"San Antonio-New Braunfels, TX Metro Area",786460,55531,272592,300956,113026,44355,2014
3972,310M200US41700,41700,"San Antonio-New Braunfels, TX Metro Area",791273,51880,272003,305644,117104,44642,2015
4354,310M300US41700,41700,"San Antonio-New Braunfels, TX Metro Area",796140,50618,261181,313697,117626,53018,2016
4736,310M300US41700,41700,"San Antonio-New Braunfels, TX Metro Area",810473,56761,263780,314057,122783,53092,2017
3211,310M200US41740,41740,"San Diego-Carlsbad, CA Metro Area",1093386,66559,345012,430288,173701,77826,2013
3592,310M200US41740,41740,"San Diego-Carlsbad, CA Metro Area",1100858,63093,346009,443158,168901,79697,2014
3973,310M200US41740,41740,"San Diego-Carlsbad, CA Metro Area",1113610,64671,357068,439122,172214,80535,2015
4355,310M300US41740,41740,"San Diego-Carlsbad, CA Metro Area",1110568,58543,350172,438917,171771,91165,2016
4737,310M300US41740,41740,"San Diego-Carlsbad, CA Metro Area",1126419,59188,333163,448586,182776,102706,2017
290,3100000US41740,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",1040538,61169,335046,417326,152039,74958,2005
649,3100000US41740,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",1039619,62573,331833,409671,161045,74497,2006
1010,3100000US41740,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",1045265,69383,332577,408764,156233,78308,2007
1372,3100000US41740,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",1037958,64175,334453,408787,158705,71838,2008
1738,3100000US41740,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",1048975,64648,348025,405721,156241,74340,2009
2104,310M100US41740,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",1061210,64640,344907,421791,153410,76462,2010
2470,310M100US41740,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",1061056,67661,351102,412047,156929,73317,2011
2836,310M100US41740,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",1079653,67371,348413,430798,157743,75328,2012
292,3100000US41860,41860,"San Francisco-Oakland-Fremont, CA Metro Area",1562501,187987,519152,551290,212834,91238,2005
651,3100000US41860,41860,"San Francisco-Oakland-Fremont, CA Metro Area",1551115,179241,530771,527591,211423,102089,2006
1012,3100000US41860,41860,"San Francisco-Oakland-Fremont, CA Metro Area",1559168,184668,529213,537646,211003,96638,2007
1374,3100000US41860,41860,"San Francisco-Oakland-Fremont, CA Metro Area",1566000,188238,539203,533527,208158,96874,2008
1740,3100000US41860,41860,"San Francisco-Oakland-Fremont, CA Metro Area",1559650,186570,527663,540805,205373,99239,2009
2106,310M100US41860,41860,"San Francisco-Oakland-Fremont, CA Metro Area",1601506,203419,539380,555013,204511,99183,2010
2472,310M100US41860,41860,"San Francisco-Oakland-Fremont, CA Metro Area",1622840,202205,551065,561824,210847,96899,2011
2838,310M100US41860,41860,"San Francisco-Oakland-Fremont, CA Metro Area",1636828,209199,555539,569317,212981,89792,2012
3212,310M200US41860,41860,"San Francisco-Oakland-Hayward, CA Metro Area",1654554,202780,565161,565831,222976,97806,2013
3593,310M200US41860,41860,"San Francisco-Oakland-Hayward, CA Metro Area",1665925,210756,543634,579359,222963,109213,2014
3974,310M200US41860,41860,"San Francisco-Oakland-Hayward, CA Metro Area",1689907,208735,555415,578302,229036,118419,2015
4356,310M300US41860,41860,"San Francisco-Oakland-Hayward, CA Metro Area",1691781,207528,541625,582353,238006,122269,2016
4738,310M300US41860,41860,"San Francisco-Oakland-Hayward, CA Metro Area",1694362,203097,547430,574650,241975,127210,2017
293,3100000US41940,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",597597,28284,174934,243959,98290,52130,2005
652,3100000US41940,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",601239,33610,174899,249459,95430,47841,2006
1013,3100000US41940,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",598199,29496,174522,243658,100285,50238,2007
1375,3100000US41940,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",604720,30752,175037,244971,102604,51356,2008
1741,3100000US41940,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",603865,32014,170072,245208,104126,52445,2009
2107,310M100US41940,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",616837,32303,173112,255660,105306,50456,2010
2473,310M100US41940,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",622532,31712,179137,261835,97577,52271,2011
2839,310M100US41940,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",630849,33888,181103,258950,101878,55030,2012
3213,310M200US41940,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",636628,30707,183402,260166,105219,57134,2013
3594,310M200US41940,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",639301,32787,176308,264496,106666,59044,2014
3975,310M200US41940,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",651352,33891,174489,261935,115401,65636,2015
4357,310M300US41940,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",653296,31636,177389,261493,115744,67034,2016
4739,310M300US41940,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",651006,33752,174397,263457,108203,71197,2017
294,3100000US42020,42020,"San Luis Obispo-Paso Robles, CA Metro Area",101996,4619,30687,39662,17136,9892,2005
653,3100000US42020,42020,"San Luis Obispo-Paso Robles, CA Metro Area",102007,3828,33482,39051,16149,9497,2006
1014,3100000US42020,42020,"San Luis Obispo-Paso Robles, CA Metro Area",104382,3704,30136,43684,18116,8742,2007
1376,3100000US42020,42020,"San Luis Obispo-Paso Robles, CA Metro Area",100901,5286,28770,39247,18104,9494,2008
1742,3100000US42020,42020,"San Luis Obispo-Paso Robles, CA Metro Area",103011,5078,29767,40258,18748,9160,2009
2108,310M100US42020,42020,"San Luis Obispo-Paso Robles, CA Metro Area",99653,3918,30013,36905,19503,9314,2010
2474,310M100US42020,42020,"San Luis Obispo-Paso Robles, CA Metro Area",101179,4331,32074,41412,16314,7048,2011
2840,310M100US42020,42020,"San Luis Obispo-Paso Robles, CA Metro Area",101897,4600,29227,43691,15982,8397,2012
3214,310M200US42020,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",104669,4752,30907,40342,19366,9302,2013
3595,310M200US42020,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",102645,5384,30163,38620,18658,9820,2014
3976,310M200US42020,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",104760,5600,30622,43447,18059,7032,2015
4358,310M300US42020,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",106312,4466,27291,43671,20594,10290,2016
4740,310M300US42020,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",104544,4045,27803,41070,20335,11291,2017
291,3100000US41780,41780,"Sandusky, OH Metro Area",32435,2000,10901,13319,4718,1497,2005
650,3100000US41780,41780,"Sandusky, OH Metro Area",31507,2357,10557,12321,4774,1498,2006
1011,3100000US41780,41780,"Sandusky, OH Metro Area",31889,1668,9619,14000,4830,1772,2007
1373,3100000US41780,41780,"Sandusky, OH Metro Area",31132,3084,10013,11711,4745,1579,2008
1739,3100000US41780,41780,"Sandusky, OH Metro Area",30861,2474,9721,12470,4863,1333,2009
2105,310M100US41780,41780,"Sandusky, OH Metro Area",32243,1689,10566,13768,4673,1547,2010
2471,310M100US41780,41780,"Sandusky, OH Metro Area",31148,2369,11225,11442,3919,2193,2011
2837,310M100US41780,41780,"Sandusky, OH Metro Area",31739,2118,11401,12437,3829,1954,2012
295,3100000US42060,42060,"Santa Barbara-Santa Maria, CA Metro Area",137727,6990,41332,55950,22708,10747,2005
654,3100000US42060,42060,"Santa Barbara-Santa Maria, CA Metro Area",140752,9270,47888,48787,24049,10758,2006
1015,3100000US42060,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",142465,8379,47310,54861,22002,9913,2007
1377,3100000US42060,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",139212,10118,46092,51757,19851,11394,2008
1743,3100000US42060,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",140128,9072,46361,50045,23654,10996,2009
2109,310M100US42060,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",140842,10390,44178,52932,22302,11040,2010
2475,310M100US42060,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",140889,9043,46183,51205,22846,11612,2011
2841,310M100US42060,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",141639,10040,47647,52801,20134,11017,2012
296,3100000US42100,42100,"Santa Cruz-Watsonville, CA Metro Area",93076,4772,27453,35354,17489,8008,2005
655,3100000US42100,42100,"Santa Cruz-Watsonville, CA Metro Area",92998,5560,27599,36707,14629,8503,2006
1016,3100000US42100,42100,"Santa Cruz-Watsonville, CA Metro Area",93690,5585,28996,34584,16445,8080,2007
1378,3100000US42100,42100,"Santa Cruz-Watsonville, CA Metro Area",93759,5793,25489,37191,16896,8390,2008
1744,3100000US42100,42100,"Santa Cruz-Watsonville, CA Metro Area",92227,5506,24884,34833,18357,8647,2009
2110,310M100US42100,42100,"Santa Cruz-Watsonville, CA Metro Area",91264,4237,27515,35329,17156,7027,2010
2476,310M100US42100,42100,"Santa Cruz-Watsonville, CA Metro Area",94775,5859,28758,35200,16288,8670,2011
2842,310M100US42100,42100,"Santa Cruz-Watsonville, CA Metro Area",93253,4457,28480,36433,14937,8946,2012
3215,310M200US42100,42100,"Santa Cruz-Watsonville, CA Metro Area",93982,6938,25785,36126,16450,8683,2013
3596,310M200US42100,42100,"Santa Cruz-Watsonville, CA Metro Area",96127,5374,28764,36626,15722,9641,2014
3977,310M200US42100,42100,"Santa Cruz-Watsonville, CA Metro Area",93317,5305,30906,32913,15495,8698,2015
4359,310M300US42100,42100,"Santa Cruz-Watsonville, CA Metro Area",96257,5747,26638,37332,16198,10342,2016
4741,310M300US42100,42100,"Santa Cruz-Watsonville, CA Metro Area",95940,5797,28286,32969,17267,11621,2017
297,3100000US42140,42140,"Santa Fe, NM Metro Area",52799,1956,19348,19217,8364,3914,2005
656,3100000US42140,42140,"Santa Fe, NM Metro Area",53277,2584,15808,20918,8736,5231,2006
1017,3100000US42140,42140,"Santa Fe, NM Metro Area",53358,1929,17659,20332,8919,4519,2007
1379,3100000US42140,42140,"Santa Fe, NM Metro Area",55090,2719,17305,21016,9859,4191,2008
1745,3100000US42140,42140,"Santa Fe, NM Metro Area",54826,2614,19703,19288,9481,3740,2009
2111,310M100US42140,42140,"Santa Fe, NM Metro Area",61494,3574,22552,22325,9050,3993,2010
2477,310M100US42140,42140,"Santa Fe, NM Metro Area",60935,3251,19803,23130,10840,3911,2011
2843,310M100US42140,42140,"Santa Fe, NM Metro Area",62311,2405,21923,24460,9691,3832,2012
3216,310M200US42140,42140,"Santa Fe, NM Metro Area",60405,2510,21688,22186,9711,4310,2013
3597,310M200US42140,42140,"Santa Fe, NM Metro Area",60565,2466,22175,22195,10191,3538,2014
3978,310M200US42140,42140,"Santa Fe, NM Metro Area",60642,2060,21328,22274,9879,5101,2015
4360,310M300US42140,42140,"Santa Fe, NM Metro Area",60096,2219,21732,22160,8266,5719,2016
4742,310M300US42140,42140,"Santa Fe, NM Metro Area",60904,2186,21695,21438,10561,5024,2017
3217,310M200US42200,42200,"Santa Maria-Santa Barbara, CA Metro Area",140665,10984,43499,53517,21964,10701,2013
3598,310M200US42200,42200,"Santa Maria-Santa Barbara, CA Metro Area",142912,8531,45988,53691,23713,10989,2014
3979,310M200US42200,42200,"Santa Maria-Santa Barbara, CA Metro Area",144261,8406,45930,52311,24360,13254,2015
4361,310M300US42200,42200,"Santa Maria-Santa Barbara, CA Metro Area",142449,7179,45634,51301,23739,14596,2016
4743,310M300US42200,42200,"Santa Maria-Santa Barbara, CA Metro Area",147466,7475,45147,56201,24377,14266,2017
3218,310M200US42220,42220,"Santa Rosa, CA Metro Area",189087,9899,61154,71074,31931,15029,2013
3599,310M200US42220,42220,"Santa Rosa, CA Metro Area",190875,10371,58369,72776,32701,16658,2014
3980,310M200US42220,42220,"Santa Rosa, CA Metro Area",190662,8108,62439,71040,31313,17762,2015
4362,310M300US42220,42220,"Santa Rosa, CA Metro Area",187504,8773,56341,73187,32754,16449,2016
4744,310M300US42220,42220,"Santa Rosa, CA Metro Area",188829,9220,56936,71282,32908,18483,2017
298,3100000US42220,42220,"Santa Rosa-Petaluma, CA Metro Area",177212,10543,54144,67701,29450,15374,2005
657,3100000US42220,42220,"Santa Rosa-Petaluma, CA Metro Area",178483,8957,51380,72305,31920,13921,2006
1018,3100000US42220,42220,"Santa Rosa-Petaluma, CA Metro Area",178505,9272,54067,70786,28974,15406,2007
1380,3100000US42220,42220,"Santa Rosa-Petaluma, CA Metro Area",181159,9775,55634,71351,29417,14982,2008
1746,3100000US42220,42220,"Santa Rosa-Petaluma, CA Metro Area",180378,9153,56507,70292,30408,14018,2009
2112,310M100US42220,42220,"Santa Rosa-Petaluma, CA Metro Area",185711,11266,57924,74390,30006,12125,2010
2478,310M100US42220,42220,"Santa Rosa-Petaluma, CA Metro Area",180703,8933,59151,71117,29022,12480,2011
2844,310M100US42220,42220,"Santa Rosa-Petaluma, CA Metro Area",184348,9454,57355,74541,28088,14910,2012
299,3100000US42260,42260,"Sarasota-Bradenton-Venice, FL Metro Area",298258,12963,131775,115866,29340,8314,2005
658,3100000US42260,42260,"Sarasota-Bradenton-Venice, FL Metro Area",307668,16804,133530,119881,28309,9144,2006
1019,3100000US42260,42260,"Sarasota-Bradenton-Venice, FL Metro Area",296886,14445,135382,109941,29544,7574,2007
300,3100000US42340,42340,"Savannah, GA Metro Area",119279,9003,39763,46679,17353,6481,2005
659,3100000US42340,42340,"Savannah, GA Metro Area",124109,10937,41075,47857,17362,6878,2006
1020,3100000US42340,42340,"Savannah, GA Metro Area",126311,10489,43637,49883,16346,5956,2007
1381,3100000US42340,42340,"Savannah, GA Metro Area",127807,8125,45665,52829,15321,5867,2008
1747,3100000US42340,42340,"Savannah, GA Metro Area",127926,8962,48212,50650,15054,5048,2009
2113,310M100US42340,42340,"Savannah, GA Metro Area",130517,10196,47521,52358,13878,6564,2010
2479,310M100US42340,42340,"Savannah, GA Metro Area",129708,8511,49627,50178,15815,5577,2011
2845,310M100US42340,42340,"Savannah, GA Metro Area",132868,9807,48364,51779,17851,5067,2012
3219,310M200US42340,42340,"Savannah, GA Metro Area",132260,8597,47189,50416,18401,7657,2013
3600,310M200US42340,42340,"Savannah, GA Metro Area",135708,9020,49270,50891,18507,8020,2014
3981,310M200US42340,42340,"Savannah, GA Metro Area",138784,10261,50070,51244,18555,8654,2015
4363,310M300US42340,42340,"Savannah, GA Metro Area",143081,10902,48805,56858,18035,8481,2016
4745,310M300US42340,42340,"Savannah, GA Metro Area",142195,10009,44852,55525,23112,8697,2017
301,3100000US42540,42540,"Scranton--Wilkes-Barre, PA Metro Area",228139,23570,84241,79256,27723,13349,2005
660,3100000US42540,42540,"Scranton--Wilkes-Barre, PA Metro Area",226177,22304,81277,83678,27587,11331,2006
