UrbanArea,State,Year, TTI , TotalDelay_hrs , Delay_per_Auto_Commuter 
Portland OR-WA,OR,1998,1.28,"38,414",41
Portland OR-WA,OR,1999,1.29,"41,085",42
Portland OR-WA,OR,2000,1.3,"44,115",44
Portland OR-WA,OR,2001,1.31,"47,480",45
Portland OR-WA,OR,2002,1.31,"49,440",46
Portland OR-WA,OR,2003,1.31,"51,534",46
Portland OR-WA,OR,2004,1.32,"54,237",47
Portland OR-WA,OR,2005,1.32,"55,076",47
Portland OR-WA,OR,2006,1.32,"56,177",47
Portland OR-WA,OR,2007,1.31,"57,321",47
Portland OR-WA,OR,2008,1.31,"57,858",46
Portland OR-WA,OR,2009,1.31,"61,210",48
Portland OR-WA,OR,2010,1.32,"66,658",51
Portland OR-WA,OR,2011,1.34,"71,801",54
Portland OR-WA,OR,2012,1.35,"76,716",55
Portland OR-WA,OR,2013,1.35,"79,522",58
Portland OR-WA,OR,2014,1.35,"80,615",60
Portland OR-WA,OR,2015,1.36,"83,612",62
Portland OR-WA,OR,2016,1.35,"86,454",64
Portland OR-WA,OR,2017,1.35,"88,009",66
Poughkeepsie-Newburgh NY-NJ,NY,1982,1.04,"1,273",11
Poughkeepsie-Newburgh NY-NJ,NY,1983,1.04,"1,414",12
Poughkeepsie-Newburgh NY-NJ,NY,1984,1.04,"1,572",13
Poughkeepsie-Newburgh NY-NJ,NY,1985,1.05,"1,743",14
Poughkeepsie-Newburgh NY-NJ,NY,1986,1.05,"1,908",15
Poughkeepsie-Newburgh NY-NJ,NY,1987,1.05,"2,152",16
Poughkeepsie-Newburgh NY-NJ,NY,1988,1.06,"2,415",18
Poughkeepsie-Newburgh NY-NJ,NY,1989,1.06,"2,739",19
Poughkeepsie-Newburgh NY-NJ,NY,1990,1.07,"3,011",20
Poughkeepsie-Newburgh NY-NJ,NY,1991,1.07,"3,218",21
Poughkeepsie-Newburgh NY-NJ,NY,1992,1.07,"3,176",20
Poughkeepsie-Newburgh NY-NJ,NY,1993,1.07,"3,239",20
Poughkeepsie-Newburgh NY-NJ,NY,1994,1.07,"3,289",20
Poughkeepsie-Newburgh NY-NJ,NY,1995,1.07,"3,452",21
Poughkeepsie-Newburgh NY-NJ,NY,1996,1.08,"3,810",23
Poughkeepsie-Newburgh NY-NJ,NY,1997,1.08,"3,936",23
Poughkeepsie-Newburgh NY-NJ,NY,1998,1.08,"4,240",25
Poughkeepsie-Newburgh NY-NJ,NY,1999,1.09,"4,491",26
Poughkeepsie-Newburgh NY-NJ,NY,2000,1.09,"4,630",26
Poughkeepsie-Newburgh NY-NJ,NY,2001,1.09,"4,828",26
Poughkeepsie-Newburgh NY-NJ,NY,2002,1.1,"5,509",27
Poughkeepsie-Newburgh NY-NJ,NY,2003,1.1,"5,959",27
Poughkeepsie-Newburgh NY-NJ,NY,2004,1.11,"6,625",27
Poughkeepsie-Newburgh NY-NJ,NY,2005,1.11,"6,991",28
Poughkeepsie-Newburgh NY-NJ,NY,2006,1.12,"7,277",28
Poughkeepsie-Newburgh NY-NJ,NY,2007,1.12,"7,453",28
Poughkeepsie-Newburgh NY-NJ,NY,2008,1.12,"7,645",28
Poughkeepsie-Newburgh NY-NJ,NY,2009,1.11,"7,610",28
Poughkeepsie-Newburgh NY-NJ,NY,2010,1.12,"8,091",29
Poughkeepsie-Newburgh NY-NJ,NY,2011,1.12,"8,283",30
Poughkeepsie-Newburgh NY-NJ,NY,2012,1.12,"8,609",31
Poughkeepsie-Newburgh NY-NJ,NY,2013,1.12,"8,941",32
Poughkeepsie-Newburgh NY-NJ,NY,2014,1.11,"9,054",34
Poughkeepsie-Newburgh NY-NJ,NY,2015,1.11,"9,400",35
Poughkeepsie-Newburgh NY-NJ,NY,2016,1.11,"9,934",36
Poughkeepsie-Newburgh NY-NJ,NY,2017,1.11,"10,379",37
Providence RI-MA,RI,1982,1.03,"3,618",7
Providence RI-MA,RI,1983,1.04,"3,925",8
Providence RI-MA,RI,1984,1.04,"4,197",8
Providence RI-MA,RI,1985,1.04,"4,613",9
Providence RI-MA,RI,1986,1.04,"5,063",10
Providence RI-MA,RI,1987,1.05,"5,516",10
Providence RI-MA,RI,1988,1.06,"7,203",13
Providence RI-MA,RI,1989,1.07,"8,374",15
Providence RI-MA,RI,1990,1.08,"9,137",17
Providence RI-MA,RI,1991,1.09,"10,527",19
Providence RI-MA,RI,1992,1.1,"11,786",21
Providence RI-MA,RI,1993,1.11,"13,648",24
Providence RI-MA,RI,1994,1.11,"14,240",24
Providence RI-MA,RI,1995,1.12,"15,233",25
Providence RI-MA,RI,1996,1.13,"16,721",27
Providence RI-MA,RI,1997,1.13,"18,161",29
Providence RI-MA,RI,1998,1.15,"20,114",32
Providence RI-MA,RI,1999,1.16,"21,893",35
Providence RI-MA,RI,2000,1.16,"22,834",36
Providence RI-MA,RI,2001,1.17,"24,357",37
Providence RI-MA,RI,2002,1.18,"25,786",38
Providence RI-MA,RI,2003,1.18,"26,341",38
Providence RI-MA,RI,2004,1.18,"26,818",38
Providence RI-MA,RI,2005,1.19,"27,090",39
Providence RI-MA,RI,2006,1.19,"27,316",39
Providence RI-MA,RI,2007,1.19,"27,750",39
Providence RI-MA,RI,2008,1.17,"28,053",39
Providence RI-MA,RI,2009,1.17,"28,733",40
Providence RI-MA,RI,2010,1.17,"29,828",41
Providence RI-MA,RI,2011,1.18,"30,913",42
Providence RI-MA,RI,2012,1.18,"31,694",43
Providence RI-MA,RI,2013,1.17,"32,483",44
Providence RI-MA,RI,2014,1.17,"33,134",44
Providence RI-MA,RI,2015,1.17,"34,355",46
Providence RI-MA,RI,2016,1.17,"35,335",47
Providence RI-MA,RI,2017,1.17,"36,273",48
Provo-Orem UT,UT,1982,1.04,911,8
Provo-Orem UT,UT,1983,1.04,985,8
Provo-Orem UT,UT,1984,1.04,"1,096",8
Provo-Orem UT,UT,1985,1.05,"1,228",9
Provo-Orem UT,UT,1986,1.05,"1,336",9
Provo-Orem UT,UT,1987,1.05,"1,453",10
Provo-Orem UT,UT,1988,1.06,"1,563",10
Provo-Orem UT,UT,1989,1.06,"1,872",12
Provo-Orem UT,UT,1990,1.07,"1,961",12
Provo-Orem UT,UT,1991,1.08,"2,415",14
Provo-Orem UT,UT,1992,1.08,"2,458",14
Provo-Orem UT,UT,1993,1.07,"2,475",14
Provo-Orem UT,UT,1994,1.08,"2,961",16
Provo-Orem UT,UT,1995,1.08,"3,022",16
Provo-Orem UT,UT,1996,1.08,"3,122",15
Provo-Orem UT,UT,1997,1.09,"3,485",17
Provo-Orem UT,UT,1998,1.09,"3,604",17
Provo-Orem UT,UT,1999,1.1,"3,987",18
Provo-Orem UT,UT,2000,1.1,"4,001",18
Provo-Orem UT,UT,2001,1.11,"4,597",20
Provo-Orem UT,UT,2002,1.11,"4,724",20
Provo-Orem UT,UT,2003,1.11,"5,088",21
Provo-Orem UT,UT,2004,1.12,"5,237",21
Provo-Orem UT,UT,2005,1.12,"5,588",22
Provo-Orem UT,UT,2006,1.12,"5,703",22
Provo-Orem UT,UT,2007,1.12,"5,788",22
Provo-Orem UT,UT,2008,1.12,"5,770",22
Provo-Orem UT,UT,2009,1.11,"5,973",22
Provo-Orem UT,UT,2010,1.11,"6,075",21
Provo-Orem UT,UT,2011,1.11,"6,331",22
Provo-Orem UT,UT,2012,1.11,"6,920",22
Provo-Orem UT,UT,2013,1.12,"7,466",22
Provo-Orem UT,UT,2014,1.12,"7,652",22
Provo-Orem UT,UT,2015,1.11,"8,107",23
Provo-Orem UT,UT,2016,1.11,"8,423",24
Provo-Orem UT,UT,2017,1.11,"8,701",25
Raleigh NC,NC,1982,1.03,"1,304",7
Raleigh NC,NC,1983,1.04,"1,579",8
Raleigh NC,NC,1984,1.04,"1,955",9
Raleigh NC,NC,1985,1.06,"2,534",11
Raleigh NC,NC,1986,1.06,"2,877",12
Raleigh NC,NC,1987,1.07,"3,543",14
Raleigh NC,NC,1988,1.07,"3,919",15
Raleigh NC,NC,1989,1.09,"4,862",18
Raleigh NC,NC,1990,1.1,"5,670",20
Raleigh NC,NC,1991,1.1,"6,018",20
Raleigh NC,NC,1992,1.1,"6,421",20
Raleigh NC,NC,1993,1.1,"7,063",21
Raleigh NC,NC,1994,1.11,"7,895",23
Raleigh NC,NC,1995,1.12,"8,684",24
Raleigh NC,NC,1996,1.12,"9,304",24
Raleigh NC,NC,1997,1.13,"10,142",26
Raleigh NC,NC,1998,1.13,"11,060",26
Raleigh NC,NC,1999,1.13,"12,153",27
Raleigh NC,NC,2000,1.14,"13,776",28
Raleigh NC,NC,2001,1.15,"14,995",30
Raleigh NC,NC,2002,1.16,"16,115",31
Raleigh NC,NC,2003,1.16,"16,958",31
Raleigh NC,NC,2004,1.16,"17,485",32
Raleigh NC,NC,2005,1.16,"18,022",32
Raleigh NC,NC,2006,1.16,"18,621",32
Raleigh NC,NC,2007,1.16,"18,956",33
Raleigh NC,NC,2008,1.16,"19,404",33
Raleigh NC,NC,2009,1.16,"20,017",34
Raleigh NC,NC,2010,1.16,"21,618",34
Raleigh NC,NC,2011,1.16,"21,948",35
Raleigh NC,NC,2012,1.16,"22,446",35
Raleigh NC,NC,2013,1.16,"23,775",37
Raleigh NC,NC,2014,1.17,"24,789",37
Raleigh NC,NC,2015,1.17,"25,692",39
Raleigh NC,NC,2016,1.17,"26,577",41
Raleigh NC,NC,2017,1.17,"27,243",42
Richmond VA,VA,1982,1.03,"2,607",9
Richmond VA,VA,1983,1.04,"2,908",10
Richmond VA,VA,1984,1.04,"3,218",10
Richmond VA,VA,1985,1.04,"3,542",11
Richmond VA,VA,1986,1.04,"3,750",12
Richmond VA,VA,1987,1.05,"4,026",12
Richmond VA,VA,1988,1.05,"4,354",13
Richmond VA,VA,1989,1.05,"4,916",14
Richmond VA,VA,1990,1.06,"5,569",16
Richmond VA,VA,1991,1.07,"6,435",18
Richmond VA,VA,1992,1.07,"6,978",19
Richmond VA,VA,1993,1.07,"7,410",20
Richmond VA,VA,1994,1.08,"8,435",22
Richmond VA,VA,1995,1.09,"8,960",23
Richmond VA,VA,1996,1.09,"8,987",23
Richmond VA,VA,1997,1.08,"9,053",23
Richmond VA,VA,1998,1.09,"9,289",23
Richmond VA,VA,1999,1.09,"9,587",23
Richmond VA,VA,2000,1.09,"10,256",23
Richmond VA,VA,2001,1.09,"11,242",24
Richmond VA,VA,2002,1.09,"12,190",24
Richmond VA,VA,2003,1.1,"13,934",25
Richmond VA,VA,2004,1.11,"15,360",25
Richmond VA,VA,2005,1.11,"16,196",26
Richmond VA,VA,2006,1.12,"17,301",26
Richmond VA,VA,2007,1.12,"17,942",27
Richmond VA,VA,2008,1.13,"18,889",27
Richmond VA,VA,2009,1.12,"19,309",27
Richmond VA,VA,2010,1.12,"20,216",28
Richmond VA,VA,2011,1.12,"20,474",28
Richmond VA,VA,2012,1.12,"21,100",28
Richmond VA,VA,2013,1.13,"21,878",28
Richmond VA,VA,2014,1.13,"22,416",29
Richmond VA,VA,2015,1.12,"23,120",31
Richmond VA,VA,2016,1.12,"23,678",33
Richmond VA,VA,2017,1.12,"24,461",35
Riverside-San Bernardino CA,CA,1982,1.1,"12,496",19
Riverside-San Bernardino CA,CA,1983,1.11,"13,655",20
Riverside-San Bernardino CA,CA,1984,1.12,"14,913",22
Riverside-San Bernardino CA,CA,1985,1.13,"16,301",23
Riverside-San Bernardino CA,CA,1986,1.13,"17,680",24
Riverside-San Bernardino CA,CA,1987,1.14,"18,966",25
Riverside-San Bernardino CA,CA,1988,1.15,"22,045",28
Riverside-San Bernardino CA,CA,1989,1.16,"24,510",29
Riverside-San Bernardino CA,CA,1990,1.17,"27,398",30
Riverside-San Bernardino CA,CA,1991,1.18,"31,006",32
Riverside-San Bernardino CA,CA,1992,1.18,"32,801",33
Riverside-San Bernardino CA,CA,1993,1.19,"34,736",34
Riverside-San Bernardino CA,CA,1994,1.2,"36,285",36
Riverside-San Bernardino CA,CA,1995,1.21,"38,501",37
Riverside-San Bernardino CA,CA,1996,1.21,"40,068",38
Riverside-San Bernardino CA,CA,1997,1.22,"42,062",40
Riverside-San Bernardino CA,CA,1998,1.23,"45,115",42
Riverside-San Bernardino CA,CA,1999,1.24,"49,527",44
Riverside-San Bernardino CA,CA,2000,1.26,"53,748",46
Riverside-San Bernardino CA,CA,2001,1.26,"57,216",47
Riverside-San Bernardino CA,CA,2002,1.27,"62,702",49
Riverside-San Bernardino CA,CA,2003,1.29,"68,430",52
Riverside-San Bernardino CA,CA,2004,1.3,"73,996",54
Riverside-San Bernardino CA,CA,2005,1.32,"80,201",57
Riverside-San Bernardino CA,CA,2006,1.33,"84,340",58
Riverside-San Bernardino CA,CA,2007,1.32,"86,165",58
Riverside-San Bernardino CA,CA,2008,1.31,"87,153",57
Riverside-San Bernardino CA,CA,2009,1.3,"86,135",56
Riverside-San Bernardino CA,CA,2010,1.31,"90,943",58
Riverside-San Bernardino CA,CA,2011,1.31,"92,717",58
Riverside-San Bernardino CA,CA,2012,1.31,"94,868",59
Riverside-San Bernardino CA,CA,2013,1.32,"98,348",60
Riverside-San Bernardino CA,CA,2014,1.33,"100,804",62
Riverside-San Bernardino CA,CA,2015,1.33,"103,091",66
Riverside-San Bernardino CA,CA,2016,1.34,"105,419",68
Riverside-San Bernardino CA,CA,2017,1.34,"107,411",70
Rochester NY,NY,1982,1.05,"3,827",12
Rochester NY,NY,1983,1.06,"4,155",14
Rochester NY,NY,1984,1.06,"4,391",15
Rochester NY,NY,1985,1.07,"4,680",16
Rochester NY,NY,1986,1.07,"5,275",18
Rochester NY,NY,1987,1.08,"5,574",18
Rochester NY,NY,1988,1.08,"6,139",20
Rochester NY,NY,1989,1.09,"6,435",21
Rochester NY,NY,1990,1.1,"7,364",24
Rochester NY,NY,1991,1.1,"7,644",24
Rochester NY,NY,1992,1.11,"8,024",25
Rochester NY,NY,1993,1.1,"8,067",25
Rochester NY,NY,1994,1.11,"8,665",27
Rochester NY,NY,1995,1.12,"9,699",29
Rochester NY,NY,1996,1.13,"10,052",30
Rochester NY,NY,1997,1.13,"10,489",31
Rochester NY,NY,1998,1.13,"10,833",31
Rochester NY,NY,1999,1.13,"11,121",32
Rochester NY,NY,2000,1.13,"11,478",32
Rochester NY,NY,2001,1.14,"11,888",32
Rochester NY,NY,2002,1.14,"12,521",33
Rochester NY,NY,2003,1.15,"13,914",34
Rochester NY,NY,2004,1.16,"14,879",34
Rochester NY,NY,2005,1.17,"15,810",35
Rochester NY,NY,2006,1.17,"16,237",35
Rochester NY,NY,2007,1.18,"17,103",36
Rochester NY,NY,2008,1.17,"15,409",33
Rochester NY,NY,2009,1.17,"16,437",35
Rochester NY,NY,2010,1.17,"16,833",35
Rochester NY,NY,2011,1.17,"17,013",36
Rochester NY,NY,2012,1.17,"17,456",36
Rochester NY,NY,2013,1.16,"17,743",37
Rochester NY,NY,2014,1.16,"18,198",38
Rochester NY,NY,2015,1.16,"18,857",39
Rochester NY,NY,2016,1.16,"19,587",40
Rochester NY,NY,2017,1.16,"19,886",40
Sacramento CA,CA,1982,1.08,"8,248",16
Sacramento CA,CA,1983,1.09,"8,883",17
Sacramento CA,CA,1984,1.09,"9,287",17
Sacramento CA,CA,1985,1.1,"10,544",18
Sacramento CA,CA,1986,1.1,"11,721",19
Sacramento CA,CA,1987,1.11,"12,816",20
Sacramento CA,CA,1988,1.11,"14,584",22
Sacramento CA,CA,1989,1.12,"16,203",24
Sacramento CA,CA,1990,1.14,"18,562",26
Sacramento CA,CA,1991,1.14,"20,522",27
Sacramento CA,CA,1992,1.15,"22,087",28
Sacramento CA,CA,1993,1.15,"23,459",29
Sacramento CA,CA,1994,1.16,"25,072",30
Sacramento CA,CA,1995,1.17,"27,077",32
Sacramento CA,CA,1996,1.17,"28,349",32
Sacramento CA,CA,1997,1.18,"30,888",34
Sacramento CA,CA,1998,1.18,"33,522",35
Sacramento CA,CA,1999,1.19,"36,432",36
Sacramento CA,CA,2000,1.2,"38,588",37
Sacramento CA,CA,2001,1.21,"42,486",39
Sacramento CA,CA,2002,1.21,"46,920",40
Sacramento CA,CA,2003,1.22,"51,809",42
Sacramento CA,CA,2004,1.23,"54,078",43
Sacramento CA,CA,2005,1.23,"56,369",44
Sacramento CA,CA,2006,1.24,"58,933",45
Sacramento CA,CA,2007,1.24,"60,757",46
Sacramento CA,CA,2008,1.23,"59,343",44
Sacramento CA,CA,2009,1.24,"59,874",45
Sacramento CA,CA,2010,1.24,"61,685",46
Sacramento CA,CA,2011,1.25,"62,899",48
Sacramento CA,CA,2012,1.25,"65,626",50
Sacramento CA,CA,2013,1.26,"67,797",51
Sacramento CA,CA,2014,1.26,"69,470",53
Sacramento CA,CA,2015,1.27,"71,738",55
Sacramento CA,CA,2016,1.27,"73,945",57
Sacramento CA,CA,2017,1.28,"76,437",59
Salem OR,OR,1982,1.03,636,7
Salem OR,OR,1983,1.03,651,7
Salem OR,OR,1984,1.04,803,9
Salem OR,OR,1985,1.04,865,9
Salem OR,OR,1986,1.05,998,11
Salem OR,OR,1987,1.07,"1,290",14
Salem OR,OR,1988,1.08,"1,627",18
Salem OR,OR,1989,1.1,"1,897",20
Salem OR,OR,1990,1.1,"2,041",21
Salem OR,OR,1991,1.1,"2,133",22
Salem OR,OR,1992,1.11,"2,324",24
Salem OR,OR,1993,1.11,"2,497",24
Salem OR,OR,1994,1.12,"2,674",26
Salem OR,OR,1995,1.12,"2,757",26
Salem OR,OR,1996,1.12,"2,842",26
Salem OR,OR,1997,1.12,"2,951",26
Salem OR,OR,1998,1.13,"3,259",28
Salem OR,OR,1999,1.14,"3,493",29
Salem OR,OR,2000,1.15,"3,895",31
Salem OR,OR,2001,1.16,"4,401",33
Salem OR,OR,2002,1.17,"4,868",36
Salem OR,OR,2003,1.18,"5,236",38
Salem OR,OR,2004,1.18,"5,473",39
Salem OR,OR,2005,1.19,"5,767",40
Salem OR,OR,2006,1.19,"5,840",40
Salem OR,OR,2007,1.19,"6,032",40
Salem OR,OR,2008,1.19,"6,030",39
Salem OR,OR,2009,1.17,"6,066",39
Salem OR,OR,2010,1.17,"6,045",37
Salem OR,OR,2011,1.16,"6,004",38
Salem OR,OR,2012,1.16,"6,157",37
Salem OR,OR,2013,1.16,"6,348",38
Salem OR,OR,2014,1.16,"6,525",38
Salem OR,OR,2015,1.15,"6,695",39
Salem OR,OR,2016,1.15,"7,005",40
Salem OR,OR,2017,1.15,"7,131",41
Salt Lake City-West Valley City UT,UT,1982,1.05,"3,305",9
Salt Lake City-West Valley City UT,UT,1983,1.05,"3,684",10
Salt Lake City-West Valley City UT,UT,1984,1.05,"4,193",11
Salt Lake City-West Valley City UT,UT,1985,1.06,"4,987",12
Salt Lake City-West Valley City UT,UT,1986,1.06,"5,315",13
Salt Lake City-West Valley City UT,UT,1987,1.07,"5,576",13
Salt Lake City-West Valley City UT,UT,1988,1.07,"5,959",14
Salt Lake City-West Valley City UT,UT,1989,1.07,"6,446",15
Salt Lake City-West Valley City UT,UT,1990,1.07,"6,596",15
Salt Lake City-West Valley City UT,UT,1991,1.08,"7,008",15
Salt Lake City-West Valley City UT,UT,1992,1.08,"7,417",16
Salt Lake City-West Valley City UT,UT,1993,1.08,"7,841",17
Salt Lake City-West Valley City UT,UT,1994,1.09,"8,298",17
Salt Lake City-West Valley City UT,UT,1995,1.1,"9,486",19
Salt Lake City-West Valley City UT,UT,1996,1.11,"10,720",21
Salt Lake City-West Valley City UT,UT,1997,1.11,"11,301",22
Salt Lake City-West Valley City UT,UT,1998,1.12,"12,684",24
Salt Lake City-West Valley City UT,UT,1999,1.12,"13,593",25
Salt Lake City-West Valley City UT,UT,2000,1.14,"15,495",28
Salt Lake City-West Valley City UT,UT,2001,1.15,"16,920",30
Salt Lake City-West Valley City UT,UT,2002,1.16,"18,332",32
Salt Lake City-West Valley City UT,UT,2003,1.17,"19,581",34
Salt Lake City-West Valley City UT,UT,2004,1.17,"20,167",34
Salt Lake City-West Valley City UT,UT,2005,1.17,"20,746",34
Salt Lake City-West Valley City UT,UT,2006,1.17,"21,471",35
Salt Lake City-West Valley City UT,UT,2007,1.18,"22,135",36
Salt Lake City-West Valley City UT,UT,2008,1.17,"21,832",35
Salt Lake City-West Valley City UT,UT,2009,1.17,"22,433",36
Salt Lake City-West Valley City UT,UT,2010,1.17,"23,308",36
Salt Lake City-West Valley City UT,UT,2011,1.17,"24,377",38
Salt Lake City-West Valley City UT,UT,2012,1.18,"26,183",41
Salt Lake City-West Valley City UT,UT,2013,1.18,"27,056",40
Salt Lake City-West Valley City UT,UT,2014,1.18,"27,822",42
Salt Lake City-West Valley City UT,UT,2015,1.18,"28,428",43
Salt Lake City-West Valley City UT,UT,2016,1.18,"29,234",45
Salt Lake City-West Valley City UT,UT,2017,1.18,"29,739",45
San Antonio TX,TX,1982,1.1,"9,389",18
San Antonio TX,TX,1983,1.1,"10,086",18
San Antonio TX,TX,1984,1.11,"10,623",19
San Antonio TX,TX,1985,1.11,"11,470",20
San Antonio TX,TX,1986,1.12,"12,581",21
San Antonio TX,TX,1987,1.12,"12,936",21
San Antonio TX,TX,1988,1.11,"13,492",20
San Antonio TX,TX,1989,1.12,"14,332",21
San Antonio TX,TX,1990,1.12,"15,248",22
San Antonio TX,TX,1991,1.13,"16,563",24
San Antonio TX,TX,1992,1.15,"18,829",26
San Antonio TX,TX,1993,1.16,"21,324",28
San Antonio TX,TX,1994,1.17,"23,633",30
San Antonio TX,TX,1995,1.19,"27,198",33
San Antonio TX,TX,1996,1.19,"30,445",35
San Antonio TX,TX,1997,1.2,"33,268",37
San Antonio TX,TX,1998,1.21,"34,728",38
San Antonio TX,TX,1999,1.22,"36,533",39
San Antonio TX,TX,2000,1.22,"38,579",40
San Antonio TX,TX,2001,1.23,"40,470",41
San Antonio TX,TX,2002,1.24,"42,217",41
San Antonio TX,TX,2003,1.23,"43,785",41
San Antonio TX,TX,2004,1.24,"45,920",41
San Antonio TX,TX,2005,1.24,"46,859",42
San Antonio TX,TX,2006,1.24,"49,099",42
San Antonio TX,TX,2007,1.24,"49,859",41
San Antonio TX,TX,2008,1.23,"50,365",40
San Antonio TX,TX,2009,1.22,"51,304",41
San Antonio TX,TX,2010,1.23,"54,651",42
San Antonio TX,TX,2011,1.23,"57,196",43
San Antonio TX,TX,2012,1.24,"60,658",44
San Antonio TX,TX,2013,1.24,"63,697",45
San Antonio TX,TX,2014,1.24,"65,239",47
San Antonio TX,TX,2015,1.23,"66,862",48
San Antonio TX,TX,2016,1.23,"68,421",50
San Antonio TX,TX,2017,1.23,"69,982",51
San Diego CA,CA,1982,1.08,"18,925",18
San Diego CA,CA,1983,1.09,"21,375",19
San Diego CA,CA,1984,1.1,"22,936",20
San Diego CA,CA,1985,1.1,"25,818",22
San Diego CA,CA,1986,1.11,"29,862",23
San Diego CA,CA,1987,1.12,"32,821",24
San Diego CA,CA,1988,1.13,"36,253",26
San Diego CA,CA,1989,1.13,"38,783",26
San Diego CA,CA,1990,1.14,"42,321",29
San Diego CA,CA,1991,1.14,"46,568",29
San Diego CA,CA,1992,1.14,"49,840",30
San Diego CA,CA,1993,1.15,"53,953",31
San Diego CA,CA,1994,1.16,"57,409",32
San Diego CA,CA,1995,1.16,"61,039",34
San Diego CA,CA,1996,1.17,"65,452",35
San Diego CA,CA,1997,1.18,"70,359",37
San Diego CA,CA,1998,1.19,"73,793",38
San Diego CA,CA,1999,1.2,"81,830",40
San Diego CA,CA,2000,1.22,"86,340",41
San Diego CA,CA,2001,1.23,"91,710",42
San Diego CA,CA,2002,1.24,"97,799",44
San Diego CA,CA,2003,1.25,"101,651",44
San Diego CA,CA,2004,1.26,"105,206",46
San Diego CA,CA,2005,1.27,"107,257",47
San Diego CA,CA,2006,1.28,"109,699",48
San Diego CA,CA,2007,1.29,"111,335",48
San Diego CA,CA,2008,1.28,"111,907",48
San Diego CA,CA,2009,1.28,"113,949",51
San Diego CA,CA,2010,1.3,"116,813",54
San Diego CA,CA,2011,1.31,"121,418",55
San Diego CA,CA,2012,1.32,"126,354",57
San Diego CA,CA,2013,1.33,"130,398",58
San Diego CA,CA,2014,1.34,"134,143",62
San Diego CA,CA,2015,1.34,"140,073",63
San Diego CA,CA,2016,1.35,"145,376",64
San Diego CA,CA,2017,1.35,"148,503",64
San Francisco-Oakland CA,CA,1982,1.26,"91,032",55
San Francisco-Oakland CA,CA,1983,1.26,"93,885",56
San Francisco-Oakland CA,CA,1984,1.28,"100,631",59
San Francisco-Oakland CA,CA,1985,1.3,"108,553",62
San Francisco-Oakland CA,CA,1986,1.3,"114,306",63
San Francisco-Oakland CA,CA,1987,1.31,"120,544",65
San Francisco-Oakland CA,CA,1988,1.31,"123,495",66
San Francisco-Oakland CA,CA,1989,1.32,"127,298",67
San Francisco-Oakland CA,CA,1990,1.32,"131,150",68
San Francisco-Oakland CA,CA,1991,1.32,"135,033",68
San Francisco-Oakland CA,CA,1992,1.33,"141,739",70
San Francisco-Oakland CA,CA,1993,1.34,"147,236",72
San Francisco-Oakland CA,CA,1994,1.35,"153,857",73
San Francisco-Oakland CA,CA,1995,1.36,"159,983",75
San Francisco-Oakland CA,CA,1996,1.37,"166,161",76
San Francisco-Oakland CA,CA,1997,1.37,"169,541",77
San Francisco-Oakland CA,CA,1998,1.37,"174,745",78
San Francisco-Oakland CA,CA,1999,1.38,"178,594",78
San Francisco-Oakland CA,CA,2000,1.38,"182,881",79
San Francisco-Oakland CA,CA,2001,1.38,"185,983",80
San Francisco-Oakland CA,CA,2002,1.38,"187,366",81
San Francisco-Oakland CA,CA,2003,1.38,"191,009",81
San Francisco-Oakland CA,CA,2004,1.39,"194,924",82
San Francisco-Oakland CA,CA,2005,1.4,"199,735",83
San Francisco-Oakland CA,CA,2006,1.41,"202,619",85
San Francisco-Oakland CA,CA,2007,1.41,"203,783",86
San Francisco-Oakland CA,CA,2008,1.42,"201,857",86
San Francisco-Oakland CA,CA,2009,1.41,"203,385",88
San Francisco-Oakland CA,CA,2010,1.41,"208,286",90
San Francisco-Oakland CA,CA,2011,1.43,"214,189",93
San Francisco-Oakland CA,CA,2012,1.44,"227,441",95
San Francisco-Oakland CA,CA,2013,1.46,"233,493",97
San Francisco-Oakland CA,CA,2014,1.48,"240,496",99
San Francisco-Oakland CA,CA,2015,1.49,"245,689",101
San Francisco-Oakland CA,CA,2016,1.5,"250,205",102
San Francisco-Oakland CA,CA,2017,1.5,"253,838",103
San Jose CA,CA,1982,1.11,"15,571",19
San Jose CA,CA,1983,1.12,"17,700",21
San Jose CA,CA,1984,1.13,"19,502",23
San Jose CA,CA,1985,1.15,"22,386",26
San Jose CA,CA,1986,1.17,"25,252",29
San Jose CA,CA,1987,1.18,"28,565",32
San Jose CA,CA,1988,1.2,"31,286",35
San Jose CA,CA,1989,1.21,"33,116",36
San Jose CA,CA,1990,1.21,"34,596",37
San Jose CA,CA,1991,1.22,"37,965",37
San Jose CA,CA,1992,1.22,"38,783",38
San Jose CA,CA,1993,1.22,"39,576",38
San Jose CA,CA,1994,1.23,"42,108",39
San Jose CA,CA,1995,1.23,"44,136",40
San Jose CA,CA,1996,1.23,"46,427",41
San Jose CA,CA,1997,1.24,"49,275",42
San Jose CA,CA,1998,1.25,"52,291",43
San Jose CA,CA,1999,1.26,"56,531",46
San Jose CA,CA,2000,1.28,"61,450",49
San Jose CA,CA,2001,1.3,"65,220",51
San Jose CA,CA,2002,1.3,"66,943",52
San Jose CA,CA,2003,1.31,"69,190",53
San Jose CA,CA,2004,1.31,"70,454",54
San Jose CA,CA,2005,1.32,"73,253",56
San Jose CA,CA,2006,1.33,"76,823",58
San Jose CA,CA,2007,1.34,"79,709",60
San Jose CA,CA,2008,1.34,"82,046",60
San Jose CA,CA,2009,1.32,"82,207",59
