,CLUSTER_APTA4,RAIL_FLAG,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,TSD_POP_PCT,JTW_HOME_PCT,YEARS_SINCE_TNC_BUS2_HINY,YEARS_SINCE_TNC_BUS2_MIDLOW,YEARS_SINCE_TNC_RAIL2_HINY,YEARS_SINCE_TNC_RAIL2_MIDLOW,BIKE_SHARE,scooter_flag,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_BUS2_HINY_FAC,YEARS_SINCE_TNC_BUS2_MIDLOW_FAC,YEARS_SINCE_TNC_RAIL2_HINY_FAC,YEARS_SINCE_TNC_RAIL2_MIDLOW_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change,VRM_ADJ_log_FAC_cumsum,,FARE_per_UPT_2018_log_FAC_cumsum,,POP_EMP_log_FAC_cumsum,,GAS_PRICE_2018_log_FAC_cumsum,,TOTAL_MED_INC_INDIV_2018_log_FAC_cumsum,,PCT_HH_NO_VEH_FAC_cumsum,,TSD_POP_PCT_FAC_cumsum,,JTW_HOME_PCT_FAC_cumsum,,YEARS_SINCE_TNC_BUS2_HINY_FAC_cumsum,,YEARS_SINCE_TNC_BUS2_MIDLOW_FAC_cumsum,YEARS_SINCE_TNC_RAIL2_HINY_FAC_cumsum,YEARS_SINCE_TNC_RAIL2_MIDLOW_FAC_cumsum,BIKE_SHARE_FAC_cumsum,scooter_flag_FAC_cumsum,Unknown_FAC_cumsum,UPT_ADJ_VRM_ADJ_log_FAC_cumsum,,UPT_ADJ_FARE_per_UPT_2018_log_FAC_cumsum,,UPT_ADJ_POP_EMP_log_FAC_cumsum,,UPT_ADJ_GAS_PRICE_2018_log_FAC_cumsum,UPT_ADJ_TOTAL_MED_INC_INDIV_2018_log_FAC_cumsum,UPT_ADJ_PCT_HH_NO_VEH_FAC_cumsum,UPT_ADJ_TSD_POP_PCT_FAC_cumsum,UPT_ADJ_JTW_HOME_PCT_FAC_cumsum,UPT_ADJ_YEARS_SINCE_TNC_BUS2_HINY_FAC_cumsum,UPT_ADJ_YEARS_SINCE_TNC_BUS2_MIDLOW_FAC_cumsum,UPT_ADJ_YEARS_SINCE_TNC_RAIL2_HINY_FAC_cumsum,UPT_ADJ_YEARS_SINCE_TNC_RAIL2_MIDLOW_FAC_cumsum,UPT_ADJ_BIKE_SHARE_FAC_cumsum,UPT_ADJ_scooter_flag_FAC_cumsum,UPT_ADJ_Unknown_FAC_cumsum
65,2,1,2016,430,56666494.45,89090788.19,88962782.04,32296287.58,94441198.89,621738.6472,5046611.924,1.280684507,3056276.245,2.375630162,31780.07085,7.729202824,29.65612958,5.105546139,0,0,0,3.184602498,0.772318091,0,2428780.673,1152303.343,343879.171,-1336698.226,-481413.0291,-188334.8246,-42786.56634,-177104.0526,0,0,0,-2271451.053,112481.302,0,-460343.2624,-511097.1437,-1016253.004,1399344,-128006.1476,15751936.75,15751936.75,-1635871.216,-1635871.216,1528726.597,1528726.597,-6117745.683,-6117745.683,-2271279.774,-2271279.774,-6473.270573,-423810.5196,-6473.27058,-6473.27058,-243869.764,-243869.764,0,,0,0,-7141686.132,556397.1334,0,-3675.878601,73210845.29,73210845.29,90598653.26,90598653.26,87434055.44,87434055.44,95080527.72,91234061.81,88969255.31,88969255.31,89206651.8,88962782.04,88962782.04,88962782.04,96104468.17,88406384.91,88962782.04,3675.878601
66,2,1,2017,430,56666494.45,88962782.04,87159118.09,30492623.63,94250297.53,-190901.3627,5041719.755,1.309296647,3076137.978,2.593010345,31600.37672,7.593078854,29.53583961,5.328875879,0,0,0,4.184602498,0.810379333,0,1242444.599,-203160.3586,364218.8398,984658.4568,92399.15602,-157548.6253,-66555.45512,-85154.7096,0,0,0,-2268187.42,150079.0515,0,53193.53449,61329.03217,-1864992.986,0,-1803663.954,16994381.35,16994381.35,-1839031.574,-1839031.574,1892945.437,1892945.437,-5133087.226,-5133087.226,-2178880.618,-2178880.618,-73028.72569,-581359.1449,-73028.7257,-73028.7257,-329024.4736,-329024.4736,0,,0,0,-9409873.552,706476.1849,0,49517.65589,70164736.74,70164736.74,88998149.66,88998149.66,85266172.65,85266172.65,92292205.32,89337998.71,87232146.82,87232146.82,87488142.56,87159118.09,87159118.09,87159118.09,96568991.64,86452641.91,87159118.09,-49517.65589
67,2,1,2018,430,56666494.45,87159118.09,85921106.48,29254612.03,94586165.52,335867.9904,5016670.626,1.325251619,3096393.358,2.884921867,31757.71434,7.379995365,29.42928165,5.649718428,0,0,0,5.184602498,0.827537611,0.513365291,3064087.409,494991.1058,319289.9177,1209122.734,-138823.4255,-160047.4786,-57752.71848,-105366.8749,0,0,0,-2222201.359,32054.49482,-2333717.31,101636.4954,298575.6942,-1536587.296,0,-1238011.602,20058468.76,20058468.76,-1344040.469,-1344040.469,2212235.355,2212235.355,-3923964.492,-3923964.492,-2317704.043,-2317704.043,-130781.4442,-741406.6235,-130781.4442,-130781.4442,-434391.3485,-434391.3485,0,,0,0,-11632074.91,738530.6797,-2333717.31,151154.1513,65862637.73,65862637.72,87265146.95,87265146.95,83708871.13,83708871.13,89845070.97,88238810.52,86051887.92,86051887.92,86355497.83,85921106.48,85921106.48,85921106.48,97553181.39,85182575.8,88254823.79,-151154.1513
78,3,0,2012,5044,226287933.8,0,321561614.4,0,308998998.6,0,1974090.933,0.868584902,627610.226,4.010753852,26150.66464,7.36547647,15.29752503,3.895866863,0,0,0,0,0.041820887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321561614.4,321561614.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,321561614.4,321561614.4,321561614.4,321561614.4,321561614.4,321561614.4,321561614.4,321561614.4,321561614.4,321561614.4,321561614.4,321561614.4,321561614.4,321561614.4,321561614.4,321561614.4,321561614.4,0
79,3,0,2013,5110,227746174,321561614.4,318734055.2,90987881.21,305132330.1,-3866668.499,1973990.172,0.925722386,636439.1182,3.844031157,26179.0219,7.398505388,15.11458994,3.804407605,0,0,0,0,0.043945506,0,1938083.348,-6135676.984,1527886.78,-1722101.811,29452.13437,127312.8846,-190592.2499,108895.4309,0,0,0,0,10795.74399,0,-4305944.723,-4312930.096,1297308.112,1458240.184,-1557381.8,1938083.348,1938083.348,-6135676.984,-6135676.984,1527886.78,1527886.78,-1722101.811,-1722101.811,29452.13437,29452.13437,-190592.2499,127312.8846,-190592.2499,-190592.2499,108895.4309,108895.4309,0,,0,0,0,10795.74399,0,-4305944.723,316795971.9,316795971.9,324869732.2,324869732.2,317206168.4,317206168.4,320456157,318704603.1,318924647.4,318924647.4,318625159.8,318734055.2,318734055.2,318734055.2,318734055.2,318723259.5,318734055.2,4305944.723
80,3,0,2014,5110,227746174,318734055.2,319012966.2,91266792.15,306022757.5,890427.3766,2012325.281,0.920239219,642315.7519,3.64585307,26589.89074,7.420486193,15.05325357,3.877068729,0,0.542184014,0,0,0.065289943,0,6998350.355,-5029.604324,982508.1479,-2510436.363,-1275124.359,3197.043436,-151266.9272,-153656.0116,0,-4614954.185,0,0,104892.8287,0,-621519.0751,-567522.0641,-195776.9968,0,-763299.0609,8936433.703,8936433.703,-6140706.588,-6140706.588,2510394.928,2510394.928,-4232538.174,-4232538.174,-1245672.225,-1245672.225,-341859.1771,130509.928,-341859.1771,-341859.1771,-44760.5807,-44760.5807,0,,-4614954.185,0,0,115688.5727,0,-4927463.798,310076532.5,310076532.5,325153672.8,325153672.8,316502571.3,316502571.3,323245504.4,320258638.4,319354825.4,319354825.4,319057726.8,319012966.2,323627920.4,319012966.2,319012966.2,318897277.6,319012966.2,4927463.798
81,3,0,2015,5174,228221257.6,319012966.2,308000739.3,79779481.7,290034337.1,-15988420.34,2068786.296,0.941930842,648985.8538,2.654729852,27436.48016,7.14655826,14.944409,3.97635132,0,1.311821096,0,0,0.126025003,0,5791028.384,-604092.7941,1086277.382,-13349469.82,-2571173.998,-366103.4833,-168848.5138,-31115.94102,0,-6548615.003,0,0,235925.4139,0,-16526188.37,-16934881.95,5041659.301,475083.5224,-11418139.13,14727462.09,14727462.09,-6744799.382,-6744799.382,3596672.31,3596672.31,-17582007.99,-17582007.99,-3816846.223,-3816846.223,-510707.6909,-235593.5553,-510707.6909,-510707.6909,-75876.52172,-75876.52172,0,,-11163569.19,0,0,351613.9866,0,-21453652.17,293273277.2,293273277.2,314745538.7,314745538.7,304404067,304404067,325582747.3,311817585.5,308511447,308511447,308076615.8,308000739.3,319164308.5,308000739.3,308000739.3,307649125.3,308000739.3,21453652.17
82,3,0,2016,5174,228221257.6,308000739.3,288481897.6,60260640.09,276631015.4,-13403321.76,2102245.79,0.996163147,653448.1665,2.359727058,27807.15884,7.105608298,14.89467218,4.483264134,0,2.19990483,0,0,0.211312771,0,3196208.305,-5132725.256,1005278.741,-4396095.336,-1313874.616,-192588.9926,-45760.90573,-472248.6331,0,-7434076.327,0,0,370004.1181,0,-14415878.9,-13762676.56,-5343686.208,0,-19106362.77,17923670.39,17923670.39,-11877524.64,-11877524.64,4601951.051,4601951.051,-21978103.33,-21978103.33,-5130720.839,-5130720.839,-556468.5966,-428182.5479,-556468.5966,-556468.5966,-548125.1548,-548125.1548,0,,-18597645.52,0,0,721618.1047,0,-35869531.07,270558227.2,270558227.2,300359422.2,300359422.2,283879946.5,283879946.5,310460000.9,293612618.4,289038366.2,289038366.2,289030022.8,288481897.6,307079543.1,288481897.6,288481897.6,287760279.5,288481897.6,35869531.07
83,3,0,2017,5174,228221257.6,288481897.6,278176501.6,49955244,274041271.6,-2589743.758,2111051.446,0.979915448,658415.5121,2.578754061,28076.08607,7.035294963,14.82822795,4.71857927,0,3.184677621,0,0,0.383228637,0,1713935.373,97418.8447,869197.5937,3145784.618,-854937.6777,-222069.6904,-129797.3711,-262348.7846,0,-7691592.375,0,0,803664.9771,0,-2530744.492,-2974821.682,-7286724.699,0,-10261546.38,19637605.76,19637605.77,-11780105.79,-11780105.79,5471148.645,5471148.645,-18832318.71,-18832318.71,-5985658.516,-5985658.516,-686265.9677,-650252.2383,-686265.9677,-686265.9677,-810473.9394,-810473.9394,0,,-26289237.89,0,0,1525283.082,0,-38400275.56,258538895.8,258538895.8,289956607.4,289956607.4,272705353,272705353,297008820.3,284162160.1,278862767.6,278862767.6,278986975.5,278176501.6,304465739.5,278176501.6,278176501.6,276651218.5,278176501.6,38400275.56
84,3,0,2018,5174,228221257.6,278176501.6,272191394.3,43970136.79,271274995.1,-2766276.556,2121590.598,1.014921198,662994.0159,2.829777143,28363.70096,6.954032697,14.6958981,5.010186762,0,4.173707826,0,0,0.537072179,0.068612061,2526433.462,-229701.0111,872757.5179,3443797.666,-1061239.202,-196655.2339,-101497.8897,-301959.8766,0,-7475076.016,0,0,644745.9938,-1023746.656,-2902141.247,-2404439.649,-2799062.123,0,-5203501.772,22164039.23,22164039.23,-12009806.8,-12009806.8,6343906.163,6343906.163,-15388521.05,-15388521.05,-7046897.718,-7046897.718,-787763.8574,-846907.4722,-787763.8574,-787763.8574,-1112433.816,-1112433.816,0,,-33764313.91,0,0,2170029.076,-1023746.656,-41302416.81,250027355.1,250027355.1,284201201.1,284201201.1,265847488.1,265847488.1,287579915.4,279238292,272979158.2,272979158.2,273303828.1,272191394.3,305955708.2,272191394.3,272191394.3,270021365.2,273215141,41302416.81
95,3,1,2012,100,666133.001,0,562428.344,0,659865.0467,0,23893.99348,4.233400432,776885.7129,3.930514232,25251.25684,7.356817246,3.500775477,3.289651765,0,0,0,0,0.646639634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562428.344,562428.344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,562428.344,562428.344,562428.344,562428.344,562428.344,562428.344,562428.344,562428.344,562428.344,562428.344,562428.344,562428.344,562428.344,562428.344,562428.344,562428.344,562428.344,0
96,3,1,2013,100,666133.001,562428.344,544517.005,-121615.996,646997.9727,-12867.074,24076.11665,4.533158872,776442.4857,3.785805592,25205.70352,6.946162379,3.541013161,3.823225841,0,0,0,0,0.646639634,0,13354.8226,-18023.6391,-626.2838087,-2929.62224,-415.3559811,-1247.321519,136.6654734,-940.4310175,0,0,0,0,0,0,-10691.16559,-11136.38935,-6774.949649,0,-17911.339,13354.8226,13354.8226,-18023.6391,-18023.6391,-626.2838087,-626.2838087,-2929.62224,-2929.62224,-415.3559811,-415.3559811,136.6654734,-1247.321519,136.6654734,136.6654734,-940.4310175,-940.4310175,0,,0,0,0,0,0,-10691.16559,531162.1824,531162.1824,562540.6441,562540.6441,545143.2888,545143.2888,547446.6272,544932.361,544380.3395,544380.3395,545457.436,544517.005,544517.005,544517.005,544517.005,544517.005,544517.005,10691.16559
97,3,1,2014,100,666133.001,544517.005,555022.667,-111110.334,597181.6138,-49816.35892,24073.78443,4.597922786,776616.0782,3.582093793,25292.82584,6.859828102,3.655355612,3.551212894,0,0,0,0.886024261,0.646639634,0,-22112.43969,-3582.568407,-414.8360249,-4109.303878,-673.9695293,-484.6749866,349.9212557,559.6013409,0,0,0,-12200.6616,0,0,-42668.93152,-41698.94658,52204.60858,0,10505.662,-8757.617092,-8757.61709,-21606.20751,-21606.20751,-1041.119834,-1041.119834,-7038.926118,-7038.926118,-1089.32551,-1089.32551,486.5867291,-1731.996506,486.5867291,486.5867291,-380.8296766,-380.8296766,0,,0,0,-12200.6616,0,0,-53360.09711,563780.2841,563780.2841,576628.8745,576628.8745,556063.7868,556063.7868,562061.5931,556111.9925,554536.0803,554536.0803,555403.4967,555022.667,555022.667,555022.667,567223.3286,555022.667,555022.667,53360.09711
98,3,1,2015,100,666133.001,555022.667,585323.971,-80809.03,584025.358,-13156.25574,24576.34844,4.234259516,784468.662,2.530914367,26264.01503,6.993408379,3.754644518,3.832336785,0,0,0,1.772048522,0.646639634,0,11934.67222,22616.29924,1882.007346,-24907.5657,-5991.610472,449.8990532,332.5243012,-573.9934529,0,0,0,-12725.62246,0,0,-6983.389927,-9550.014533,39851.31853,0,30301.304,3177.055129,3177.05513,1010.091733,1010.091733,840.8875124,840.8875124,-31946.49182,-31946.49182,-7080.935982,-7080.935982,819.1110303,-1282.097452,819.1110303,819.1110303,-954.8231295,-954.8231295,0,,0,0,-24926.28406,0,0,-60343.48704,582146.9159,582146.9159,584313.8793,584313.8793,584483.0835,584483.0835,617270.4628,592404.907,584504.86,584504.86,586278.7941,585323.971,585323.971,585323.971,610250.2551,585323.971,585323.971,60343.48704
99,3,1,2016,100,666133.001,585323.971,597725.021,-68407.98,539463.3462,-44562.01178,24429.4095,4.628296644,795147.0663,2.287223758,27014.83845,6.52589743,3.776476741,3.826131116,0,0,0,2.772048522,0.646639634,0,8962.506462,-27880.88384,2828.73792,-7228.054225,-4032.792,-2122.75023,97.98557607,124.649087,0,0,0,-14923.36949,0,0,-44173.97074,-43486.10077,55887.15077,0,12401.05,12139.56159,12139.56159,-26870.79211,-26870.79211,3669.625432,3669.625432,-39174.54604,-39174.54604,-11113.72798,-11113.72798,917.0966063,-3404.847682,917.0966064,917.0966064,-830.1740425,-830.1740425,0,,0,0,-39849.65355,0,0,-104517.4578,585585.4594,585585.4594,624595.8131,624595.8131,594055.3956,594055.3956,636899.567,608838.749,596807.9244,596807.9244,598555.195,597725.021,597725.021,597725.021,637574.6746,597725.021,597725.021,104517.4578
100,3,1,2017,100,666133.001,597725.021,644457.183,-21675.818,584765.096,45301.74979,24685.17663,4.325876379,805251.4214,2.491058375,27652.25978,6.13953337,3.719982856,4.906438803,0,0,0,3.772048522,0.646639634,0,28366.15616,29296.94264,2817.891816,6160.172804,-4580.251098,-1278.626393,-121.0999583,-2051.414948,0,0,0,-15239.54559,0,0,43370.22543,41445.15581,5287.006191,0,46732.162,40505.71775,40505.71775,2426.150533,2426.150533,6487.517248,6487.517248,-33014.37324,-33014.37324,-15693.97908,-15693.97908,795.996648,-4683.474075,795.9966481,795.9966481,-2881.588991,-2881.588991,0,,0,0,-55089.19914,0,0,-61147.23235,603951.4652,603951.4653,642031.0325,642031.0325,637969.6658,637969.6658,677471.5562,660151.1621,643661.1864,643661.1864,647338.772,644457.183,644457.183,644457.183,699546.3821,644457.183,644457.183,61147.23235
101,3,1,2018,100,666133.001,644457.183,581062.384,-85070.617,563465.5486,-21299.54744,25700.07505,4.633988479,813487.9042,2.702814904,28384.05061,5.742937405,3.683448117,5.71511815,0,0,0,4.772048522,0.646639634,0.239384627,6456.19391,-11786.80623,2572.624809,6592.968595,-4886.884824,-1658.54499,-82.08633597,-1588.765183,0,0,0,-16431.02477,0,-4494.899394,-25307.22441,-24702.02756,-38692.77144,0,-63394.799,46961.91166,46961.91166,-9360.655697,-9360.655697,9060.142057,9060.142057,-26421.40464,-26421.40464,-20580.8639,-20580.8639,713.910312,-6342.019065,713.9103121,713.9103121,-4470.354174,-4470.354174,0,,0,0,-71520.22391,0,-4494.899394,-86454.45676,534100.4723,534100.4723,590423.0397,590423.0397,572002.2419,572002.2419,607483.7886,601643.2479,580348.4737,580348.4737,585532.7382,581062.384,581062.384,581062.384,652582.6079,581062.384,585557.2834,86454.45676
112,10,0,2012,100,1181250676,0,1177871710,0,1206010434,0,239688350.1,1.453266452,27909105.42,4.1093,33963.31,31.51,68.63024806,4.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177871710,1177871710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1177871710,1177871710,1177871710,1177871710,1177871710,1177871710,1177871710,1177871710,1177871710,1177871710,1177871710,1177871710,1177871710,1177871710,1177871710,1177871710,1177871710,0
113,10,0,2013,100,1181250676,1177871710,1199896222,18645546,1275282701,69272266.77,276221305.4,1.666110003,28818049.08,3.942,33700.32,29.93,66.42937252,4.2,3,0,0,0,1,0,147718721.1,-56512277.19,14305460.93,-6889124.977,2523070.328,-12732763.18,-14068115.43,-353317.6314,-15145305.91,0,0,0,17381577.78,0,76227925.82,67656001.16,-45631489.16,0,22024512,147718721.1,147718721.1,-56512277.19,-56512277.19,14305460.93,14305460.93,-6889124.977,-6889124.977,2523070.328,2523070.328,-14068115.43,-12732763.18,-14068115.43,-14068115.43,-353317.6314,-353317.6314,-15145305.91,,0,0,0,17381577.78,0,76227925.82,1052177501,1052177501,1256408499,1256408499,1185590761,1185590761,1206785347,1197373152,1213964337,1213964337,1200249540,1215041528,1199896222,1199896222,1199896222,1182514644,1199896222,-76227925.82
114,10,0,2014,100,1181250676,1199896222,1192647740,11397064,1274798987,-483713.7043,282626037.7,1.698587178,29110612.08,3.7524,33580.8,30.2,66.59050371,4.2,4,0,0,0,1,0,23126674.42,-8554862.084,4574002.813,-8242253.646,1174043.89,2230675.557,1055998.543,0,-15428501.41,0,0,0,0,0,-64221.92206,-455119.6735,-6793362.326,0,-7248482,170845395.5,170845395.5,-65067139.27,-65067139.27,18879463.74,18879463.74,-15131378.62,-15131378.62,3697114.218,3697114.218,-13012116.89,-10502087.62,-13012116.89,-13012116.89,-353317.6314,-353317.6314,-30573807.32,,0,0,0,17381577.78,0,76163703.9,1021802344,1021802345,1257714879,1257714879,1173768276,1173768276,1207779119,1188950626,1205659857,1205659857,1193001058,1223221547,1192647740,1192647740,1192647740,1175266162,1192647740,-76163703.9
115,10,0,2015,100,1181250676,1192647740,1160473736,-20776940,1189661885,-85137101.85,280202617.1,1.721242055,29378317.83,2.703,34173.34,30.17,66.80474802,4.1,5,0,0,0,1,0,-8523179.735,-5877630.304,4119503.723,-51295366.25,-5728494.939,-246101.4735,1395804.132,357857.2338,-15335299.01,0,0,0,0,0,-81132906.62,-79650653.29,47476649.29,0,-32174004,162322215.8,162322215.8,-70944769.58,-70944769.58,22998967.47,22998967.47,-66426744.87,-66426744.87,-2031380.721,-2031380.721,-11616312.76,-10748189.1,-11616312.76,-11616312.76,4539.6024,4539.6024,-45909106.33,,0,0,0,17381577.78,0,-4969202.727,998151520.2,998151520.2,1231418506,1231418506,1137474769,1137474769,1226900481,1162505117,1172090049,1172090049,1160469196,1206382842,1160473736,1160473736,1160473736,1143092158,1160473736,4969202.727
116,10,0,2016,100,1181250676,1160473736,1162084609,-19166067,1138047452,-51614432.53,279086354.6,1.743517204,29437697.5,2.4255,35302.05,29.88,67.1404373,4.5,6,0,0,0,1,0,-3851544.518,-5577317.631,882956.8846,-15818604.32,-10333914.41,-2312734.495,2128726.162,-1391769.175,-14921599.34,0,0,0,0,0,-51195800.84,-50348081.34,51958954.34,0,1610873,158470671.3,158470671.3,-76522087.21,-76522087.21,23881924.35,23881924.35,-82245349.19,-82245349.19,-12365295.13,-12365295.13,-9487586.597,-13060923.59,-9487586.593,-9487586.593,-1387229.573,-1387229.573,-60830705.67,,0,0,0,17381577.78,0,-56165003.56,1003613938,1003613938,1238606696,1238606696,1138202685,1138202685,1244329958,1174449904,1171572196,1171572196,1163471839,1222915315,1162084609,1162084609,1162084609,1144703031,1162084609,56165003.56
117,10,0,2017,100,1181250676,1162084609,1100306571,-80944105,1116447507,-21599945.35,274821215.5,1.772429248,29668394.67,2.6928,35945.82,30,67.28151877,4.5,7,0,0,0,1,0,-14809851.4,-7176946.805,3422041.89,15487026.88,-5766467.048,959674.246,895414.1685,0,-14942312.26,0,0,0,0,0,-21931420.33,-22056166.46,-39721871.54,0,-61778038,143660819.9,143660819.9,-83699034.01,-83699034.01,27303966.24,27303966.24,-66758322.31,-66758322.31,-18131762.18,-18131762.18,-8592172.428,-12101249.35,-8592172.425,-8592172.425,-1387229.573,-1387229.573,-75773017.93,,0,0,0,17381577.78,0,-78096423.89,956645751.1,956645751.1,1184005605,1184005605,1073002605,1073002605,1167064893,1118438333,1108898743,1108898743,1101693801,1176079589,1100306571,1100306571,1100306571,1082924993,1100306571,78096423.89
118,10,0,2018,100,1181250676,1100306571,1107464474,-73786202,1061731671,-54715836.21,274036302.4,1.740328343,29807700.84,2.92,36801.5,30.01,67.46876908,4.6,8,0,0,0,1,1,-2617878.312,7598819.562,1943221.493,11636394.06,-7102382.749,75692.73988,1125400.865,-330050.9794,-14147958.11,0,0,0,0,-51996124.17,-53814865.6,-53924787.09,61082690.09,0,7157903,141042941.5,141042941.6,-76100214.45,-76100214.45,29247187.73,29247187.73,-55121928.25,-55121928.25,-25234144.93,-25234144.93,-7466771.563,-12025556.61,-7466771.56,-7466771.56,-1717280.552,-1717280.552,-89920976.04,,0,0,0,17381577.78,-51996124.17,-131911289.5,966421532.5,966421532.5,1183564688,1183564688,1078217286,1078217286,1162586402,1132698619,1114931246,1114931246,1109181755,1197385450,1107464474,1107464474,1107464474,1090082896,1159460598,131911289.5
129,10,1,2012,100,2028458449,0,2926682201,0,2877819867,0,541132314.1,1.697221374,27909105.42,4.1093,33963.31,31.51,68.63024806,4.1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2926682201,2926682201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2926682201,2926682201,2926682201,2926682201,2926682201,2926682201,2926682201,2926682201,2926682201,2926682201,2926682201,2926682201,2926682201,2926682201,2926682201,2926682201,2926682201,2
130,10,1,2013,100,2028458449,2926682201,3025842522,997384073,2884387244,6567376.707,553170967.5,1.758552,28818049.08,3.942,33700.32,29.93,66.42937252,4.2,0,0,3,0,1,0,54126417.83,-38629289.1,35545074.67,-17117551.33,6269125.032,-31637360.04,-34955337.4,-877895.6268,0,0,-7509564.891,0,43188365.83,0,8401984.972,6678883.809,92481437.19,0,99160321,54126417.83,54126417.83,-38629289.1,-38629289.1,35545074.67,35545074.67,-17117551.33,-17117551.33,6269125.032,6269125.032,-34955337.4,-31637360.04,-34955337.4,-34955337.4,-877895.6268,-877895.6268,0,,0,-7509564.891,0,43188365.83,0,8401984.972,2971716104,2971716104,3064471811,3064471811,2990297447,2990297447,3042960073,3019573397,3060797859,3060797859,3026720418,3025842522,3025842522,3033352087,3025842522,2982654156,3025842522,-8401981.972
131,10,1,2014,100,2028458449,3025842522,3134495496,1106037047,2914305539,29918294.99,560050466.9,1.749382312,29110612.08,3.7524,33580.8,30.2,66.59050371,4.2,0,0,4,0,1,0,31307972.37,5959689.952,11534507.7,-20784932.15,2960649.313,5625213.939,2662968.044,0,0,0,-7764000.055,0,0,0,31502069.11,31385539.29,77267434.71,0,108652974,85434390.2,85434390.2,-32669599.15,-32669599.15,47079582.37,47079582.37,-37902483.48,-37902483.48,9229774.345,9229774.345,-32292369.36,-26012146.1,-32292369.36,-32292369.36,-877895.6268,-877895.6268,0,,0,-15273564.95,0,43188365.83,0,39904054.08,3049061106,3049061106,3167165095,3167165095,3087415914,3087415914,3172397979,3125265722,3166787865,3166787865,3135373392,3134495496,3134495496,3149769061,3134495496,3091307130,3134495496,-39904050.08
132,10,1,2015,100,2028458449,3134495496,3047199074,1018740625,2708321681,-205983857.5,561246899.2,1.88495891,29378317.83,2.703,34173.34,30.17,66.80474802,4.1,0,0,5,0,1,0,5575858.978,-87905230,10826806.13,-134813565.7,-15055528.12,-646799.4986,3668427.498,940513.9924,0,0,-8042792.388,0,0,0,-225452309.1,-221546939.8,134250517.8,0,-87296422,91010249.18,91010249.18,-120574829.1,-120574829.1,57906388.5,57906388.5,-172716049.2,-172716049.2,-5825753.775,-5825753.775,-28623941.86,-26658945.6,-28623941.86,-28623941.86,62618.3656,62618.3656,0,,0,-23316357.33,0,43188365.83,0,-185548255.1,2956188825,2956188825,3167773903,3167773903,2989292686,2989292686,3219915123,3053024828,3075823016,3075823016,3047136456,3047199074,3047199074,3070515431,3047199074,3004010708,3047199074,185548260.1
133,10,1,2016,100,2028458449,3047199074,3069648697,1041190248,2631949094,-76372587.57,560737093.9,1.894773549,29437697.5,2.4255,35302.05,29.88,67.1404373,4.5,0,0,6,0,1,0,-2305392.384,-6109643.776,2318488.836,-41536861.14,-27135034.11,-6072832.32,5589658.936,-3654540.046,0,0,-7818798.766,0,0,0,-86724954.77,-85928669.3,108378292.3,0,22449623,88704856.79,88704856.79,-126684472.9,-126684472.9,60224877.34,60224877.34,-214252910.3,-214252910.3,-32960787.89,-32960787.89,-23034282.93,-32731777.92,-23034282.92,-23034282.92,-3591921.68,-3591921.68,0,,0,-31135156.1,0,43188365.83,0,-272273209.8,2980943840,2980943840,3196333170,3196333170,3009423820,3009423820,3283901607,3102609485,3092682980,3092682980,3073240619,3069648697,3069648697,3100783853,3069648697,3026460331,3069648697,272273215.8
