,ID,Year,RAIL_FLAG,CLUSTER_APTA,UPT_ADJ_log,VRM_ADJ_log,FARE_per_UPT_2018_log,POP_EMP_log,GAS_PRICE_2018_log,TOTAL_MED_INC_INDIV_2018_log,PCT_HH_NO_VEH,TSD_POP_PCT,JTW_HOME_PCT,YEARS_SINCE_TNC_BUS2_HINY,YEARS_SINCE_TNC_BUS2_MIDLOW,YEARS_SINCE_TNC_RAIL2_HINY,YEARS_SINCE_TNC_RAIL2_MIDLOW,BIKE_SHARE,scooter_flag,effects,residual,fitted,check_fitted,UPT_ADJ,fitted_exp,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,VRM_ADJ_ratio,FARE_per_UPT_2018_ratio,POP_EMP_ratio,GAS_PRICE_2018_ratio,TOTAL_MED_INC_INDIV_2018_ratio,PCT_HH_NO_VEH_diff,TSD_POP_PCT_diff,JTW_HOME_PCT_diff,YEARS_SINCE_TNC_BUS2_HINY_diff,YEARS_SINCE_TNC_BUS2_MIDLOW_diff,YEARS_SINCE_TNC_RAIL2_HINY_diff,YEARS_SINCE_TNC_RAIL2_MIDLOW_diff,BIKE_SHARE_diff,scooter_flag_diff,VRM_ADJ_log_FAC_ratio,FARE_per_UPT_2018_log_FAC_ratio,POP_EMP_log_FAC_ratio,GAS_PRICE_2018_log_FAC_ratio,TOTAL_MED_INC_INDIV_2018_log_FAC_ratio,PCT_HH_NO_VEH_FAC_ratio,TSD_POP_PCT_FAC_ratio,JTW_HOME_PCT_FAC_ratio,YEARS_SINCE_TNC_BUS2_HINY_FAC_ratio,YEARS_SINCE_TNC_BUS2_MIDLOW_FAC_ratio,YEARS_SINCE_TNC_RAIL2_HINY_FAC_ratio,YEARS_SINCE_TNC_RAIL2_MIDLOW_FAC_ratio,BIKE_SHARE_FAC_ratio,scooter_flag_FAC_ratio,UPT_ADJ_base,UPT_ADJ_ratio,fitted_exp_ratio,UPT_ADJ_diff,fitted_exp_diff,UPT_ADJ_first_year,UPT_ADJ_new_reporter,effects_FAC_ratio,residual_FAC_ratio,FAC_Sum,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_BUS2_HINY_FAC,YEARS_SINCE_TNC_BUS2_MIDLOW_FAC,YEARS_SINCE_TNC_BUS_FAC,YEARS_SINCE_TNC_RAIL2_HINY_FAC,YEARS_SINCE_TNC_RAIL2_MIDLOW_FAC,YEARS_SINCE_TNC_RAIL_FAC,YEARS_SINCE_TNC_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change,CLUSTER_APTA4
580,"Bridgeport-Stamford-Norwalk, CT Metro Area-Bus",2015,0,21,16.10654223,15.3536828,0.774767815,14.15496964,1.294727168,10.56969818,8.3,35.09413503,5.2,0,2,0,0,0,0,0.841189595,0.107377595,15.99916464,7.11E-15,9885129.68,8878689.513,4656071.322,1.170088206,1404186.83,2.65,38935.92,0.999204027,1.005802374,1.000493232,0.829486608,1.000250228,0.59,0.058098825,-0.9,0,1,0,0,0,0,0.989865389,0.997362181,1.002631988,0.954187968,0.999272396,1.00406686,1.000317238,1.002703718,1,0.972975128,1,1,1,1,10208189.78,0.968352851,0.924832673,-323060.1,-721630.3811,7201057.67,0,1,1.047057348,-782122.2412,-103456.036,-26927.35582,26867.83617,-467657.9126,-7427.524504,41515.27732,3238.425772,27600.06806,0,-275875.0196,-275875.0196,0,0,0,-275875.0196,0,0,-767322.3353,444262.2353,0,-323060.1,2
581,"Bridgeport-Stamford-Norwalk, CT Metro Area-Bus",2016,0,21,16.03956512,15.36338778,0.775028705,14.15594476,1.215802556,10.56854257,7.5,35.24678106,6,0,3,0,0,0,0,0.841189595,0.080159409,15.95940572,0,9244737.383,8532607.835,4701478.398,1.170654435,1405556.75,2.373,38890.95,1.000632095,1.000336734,1.000068889,0.939041511,0.999890667,-0.8,0.152646027,0.8,0,1,0,0,0,0,1.008115433,0.999845838,1.000367371,0.986190064,1.000318159,0.994511911,1.000833711,0.997602816,1,0.972975128,1,1,1,1,9885129.68,0.935216601,0.961021086,-640392.297,-346081.6775,7201057.67,0,1,0.973148891,-387888.2342,80222.10304,-1523.91506,3631.508605,-136513.0122,3145.046028,-54250.46716,8241.340053,-23696.47566,0,-267144.3619,-267144.3619,0,0,0,-267144.3619,0,0,-385311.6225,-255080.6745,0,-640392.297,2
582,"Bridgeport-Stamford-Norwalk, CT Metro Area-Bus",2017,0,21,15.94963283,15.32348692,0.767884528,14.16151313,1.275530384,10.54893393,7.71,35.26945925,6.1,0,4,0,0,0,0,0.841189595,0.027345575,15.92228725,1.78E-15,8449625.752,8221696.482,4517578.61,1.155202157,1413405.25,2.5806,38135.76,0.997402861,0.990782048,1.000393359,1.049126256,0.998144622,0.21,0.022678191,0.1,0,1,0,0,0,0,0.967315122,1.004230806,1.002099667,1.010579359,1.00541232,1.001445635,1.000123818,0.999700037,1,0.972975128,1,1,1,1,9244737.383,0.913993054,0.963561978,-795111.631,-310911.3531,7201057.67,0,1,0.948556585,-333902.411,-302163.1135,39112.692,19410.87324,97803.39532,50035.48036,13364.51435,1144.66618,-2773.076802,0,-249837.8422,-249837.8422,0,0,0,-249837.8422,0,0,-336859.9453,-458251.6857,0,-795111.631,2
583,"Bridgeport-Stamford-Norwalk, CT Metro Area-Bus",2018,0,21,15.91872832,15.30832247,0.735337533,14.16268429,1.348073148,10.53814455,7.66,35.32428194,6.375,0,5,0,0,0,0,0.841189595,0.001910357,15.91681796,1.78E-15,8192488.024,8176852.385,4449588.791,1.086186031,1415061.55,2.85,37726.5,0.999010378,0.957614729,1.0000827,1.056872627,0.998977207,-0.05,0.054822688,0.275,0,1,0,0,0,0,0.987449879,1.019419943,1.000441245,1.012863762,1.002974437,0.999656109,1.000299347,0.999175319,1,0.972975128,1,1,1,1,8449625.752,0.969568152,0.994545639,-257137.728,-44844.09783,7201057.67,0,1,0.974885532,-40092.05058,-106043.8223,164091.2472,3728.358212,108693.9726,25132.87654,-2905.750853,2529.36659,-6968.246291,0,-228350.0523,-228350.0523,0,0,0,-228350.0523,0,0,-46087.30627,-211050.4217,0,-257137.728,2
584,"Brownsville-Harlingen, TX Metro Area-Bus",2003,0,32,14.21622574,13.40693311,0.681281417,13.08486307,1.116779593,9.624881501,14.55,26.3948746,1.5,0,0,0,0,0,0,0.550811961,0.186479279,14.02974646,-1.78E-15,1492891,1238913.879,664594,0.976408713,481596.0625,2.055,15135.76,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1492891,1492891,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492891,1492891,3
585,"Brownsville-Harlingen, TX Metro Area-Bus",2004,0,32,12.84102382,11.98387864,1.576162416,13.10906383,1.218082789,9.685623167,12.84,25.13951631,1.5,0,0,0,0,0,0,0.550811961,0.533657366,12.30736645,0,377385,221319.3434,160151,3.836360216,493393.25,2.3807,16083.69,0.893856823,2.313526214,1.001849523,1.090710107,1.0063109,-1.71,-1.255358289,0,0,0,0,0,0,0,0.305692933,0.589291886,1.009157493,1.018009441,0.983418482,0.988305817,0.993169865,1,1,1,1,1,1,1,1492891,0.252788047,0.178639813,-1115506,-1017594.536,1492891,0,1,1.415068709,-1661519.133,-1036524.771,-613142.4466,13671.13938,26886.13222,-24754.39902,-17458.13999,-10196.64725,0,0,0,0,0,0,0,0,0,0,-1226201.231,110695.2313,0,-1115506,3
586,"Brownsville-Harlingen, TX Metro Area-Bus",2005,0,32,14.0145278,13.1160193,0.782948306,13.12958772,1.354984276,9.737432378,11.42,24.01431775,1.5,0,0,0,0,0,0,0.550811961,0.29383867,13.72068913,0,1220202,909534.3338,496837,1.187913403,503624.25,2.8767,16938.99,1.094471972,0.496743418,1.001565626,1.112390955,1.005349084,-1.42,-1.125198552,0,0,0,0,0,0,0,2.567390517,1.598000538,1.007760795,1.024414735,0.985839548,0.990279368,0.993875863,1,1,1,1,1,1,1,377385,3.23330816,4.109601626,842817,688214.9903,1492891,0,1,0.786770493,818005.1448,591509.6702,225676.4329,2928.807467,9213.754873,-5343.942312,-3668.420842,-2311.157474,0,0,0,0,0,0,0,0,0,0,1173517.01,-330700.0098,0,842817,3
587,"Brownsville-Harlingen, TX Metro Area-Bus",2006,0,32,14.42713852,13.5645088,0.606572271,13.164053,1.423108334,9.783985853,9.62,22.73900809,2.5,0,0,0,0,0,0,0.550811961,0.238874351,14.18826417,-1.78E-15,1843429,1451725.613,778020,0.834133699,521284.42,3.15,17746.25,1.034194026,0.774728379,1.002625009,1.050276641,1.004780878,-1.8,-1.275309664,1,0,0,0,0,0,0,1.45283846,1.109855861,1.013066842,1.012075496,0.987266854,0.987694136,0.993061691,0.997004418,1,1,1,1,1,1,1220202,1.510757235,1.596119639,623227,542191.279,1492891,0,1,0.94651892,674605.4657,552554.3943,134046.3419,15944.18727,14734.54467,-15537.00985,-15015.63944,-8466.138304,-3655.214773,0,0,0,0,0,0,0,0,0,727386.3761,-104159.3761,0,623227,3
588,"Brownsville-Harlingen, TX Metro Area-Bus",2007,0,32,14.35352966,13.58304999,0.605653399,13.16462993,1.456566414,9.816496721,9.93,22.33749128,2.8,0,0,0,0,0,0,0.550811961,0.153077133,14.20045253,3.55E-15,1712610,1469528.048,792580,0.832449139,521585.25,3.2912,18332.71,1.00136689,0.99848514,1.000043826,1.023510564,1.003322865,0.31,-0.401516807,0.3,0,0,0,0,0,0,1.015561655,1.000543159,1.000217337,1.005912582,0.991090568,1.002134767,0.997810339,0.999100382,1,1,1,1,1,1,1843429,0.929034967,1.012262948,-130819,17802.43514,1492891,0,1,0.917780321,22804.67026,28686.80604,1001.274469,400.6457983,10899.42514,-16423.90573,3935.290868,-4036.483817,-1658.382517,0,0,0,0,0,0,0,0,0,22605.87325,-153424.8733,0,-130819,3
589,"Brownsville-Harlingen, TX Metro Area-Bus",2008,0,32,14.2773289,13.49673953,0.620622276,13.17876687,1.554411342,9.810866105,10.85,21.59796912,2.3,0,0,0,0,0,0,0.550811961,0.129698761,14.14763014,1.78E-15,1586956,1393918.531,727041,0.860085169,529011.25,3.7323,18229.77,0.993645723,1.024715253,1.001073858,1.067175054,0.999426413,0.92,-0.739522165,-0.5,0,0,0,0,0,0,0.930640098,0.99119309,1.005339234,1.017389324,1.001551157,1.006348752,0.995970754,1.001501164,1,1,1,1,1,1,1712610,0.926630114,0.948548436,-125654,-75609.51702,1492891,0,1,0.976892785,-85744.26179,-118786.4614,-15082.80252,9144.025047,29781.13022,2656.527664,10872.93685,-6900.526734,2570.909052,0,0,0,0,0,0,0,0,0,-88116.46373,-37537.53627,0,-125654,3
590,"Brownsville-Harlingen, TX Metro Area-Bus",2009,0,32,14.2699474,13.58568725,0.584833307,13.18639129,1.296342301,9.812469249,9.36,20.97857815,1.9,0,0,0,0,0,0,0.550811961,0.082559815,14.18738759,3.55E-15,1575285,1450453.606,794673,0.794691799,533060.08,2.6559,18259.02,1.006590312,0.942333734,1.000578539,0.833976352,1.000163405,-1.49,-0.619390969,-0.4,0,0,0,0,0,0,1.076891943,1.021374879,1.002876058,0.955547631,0.999558795,0.989802633,0.996624176,1.001200751,1,1,1,1,1,1,1586956,0.992645669,1.040558378,-11671,56535.07474,1492891,0,1,0.95395484,69630.65787,122024.1308,33920.99263,4564.177342,-70543.95313,-700.1725895,-16182.77289,-5357.283814,1905.539475,0,0,0,0,0,0,0,0,0,64364.36139,-76035.36139,0,-11671,3
591,"Brownsville-Harlingen, TX Metro Area-Bus",2010,0,32,14.18724789,13.51102815,0.559567362,13.22171326,1.412205743,9.81978524,9.01,19.96868062,3.1,0,0,0,0,0,0,0.550811961,0.026923823,14.16032407,-1.78E-15,1450251,1411725.625,737504,0.749915256,552225.33,3.105,18393.1,0.994504577,0.956798039,1.002678668,1.089377198,1.000745581,-0.35,-1.009897534,1.2,0,0,0,0,0,0,0.939714707,1.01504304,1.013393803,1.02062445,0.997988133,0.997595245,0.994501685,0.99640638,1,1,1,1,1,1,1575285,0.920627696,0.9732994,-125034,-38727.98086,1492891,0,1,0.945883382,-38960.82685,-94966.51737,23697.07598,21099.05666,32489.38602,-3169.263771,-3788.175175,-8661.412963,-5660.976232,0,0,0,0,0,0,0,0,0,-42061.05393,-82972.94607,0,-125034,3
592,"Brownsville-Harlingen, TX Metro Area-Bus",2011,0,32,14.36592183,13.65262921,0.511198757,13.23729198,1.57492928,9.836785626,8.18,19.27277645,2.7,0,0,0,0,0,0,0.550811961,0.037532585,14.32838924,0,1733965,1670090.951,849691,0.667288671,560895.67,3.8304,18708.48,1.010480406,0.913560711,1.001178268,1.115226509,1.001731238,-0.83,-0.69590417,-0.4,0,0,0,0,0,0,1.125166224,1.028996061,1.005885364,1.02908617,0.995331188,0.994306695,0.996207953,1.001200751,1,1,1,1,1,1,1450251,1.195630963,1.183013839,283714,258365.3258,1492891,0,1,1.010665235,255505.8103,181522.4409,42051.56607,8535.254942,42182.24701,-6770.948568,-8256.721183,-5499.41964,1741.390769,0,0,0,0,0,0,0,0,0,265416.0026,18297.99742,0,283714,3
593,"Brownsville-Harlingen, TX Metro Area-Bus",2012,0,32,14.41656986,13.61896877,0.506116096,13.24410111,1.56946972,9.808977403,9.94,19.36292735,1.7,0,0,0,0,0,0,0.550811961,0.088353674,14.32821619,1.78E-15,1824049,1669801.956,821566,0.658835908,564727.92,3.8041,18195.37,0.997534509,0.990057369,1.00051439,0.996533457,0.997173038,1.76,0.090150902,-1,0,0,0,0,0,0,0.972355598,1.003008135,1.00256812,0.999038511,1.007684222,1.012180635,1.000492296,1.003004582,1,1,1,1,1,1,1733965,1.051952606,0.999826959,90084,-288.9943895,1492891,0,1,1.052134638,575.8461193,-47934.42605,5216.00055,4453.030254,-1667.18777,13324.17149,21120.79401,853.6233154,5209.840313,0,0,0,0,0,0,0,0,0,-300.0472258,90384.04723,0,90084,3
594,"Brownsville-Harlingen, TX Metro Area-Bus",2013,0,32,14.35944576,13.70653574,0.534275852,13.24937627,1.534628156,9.825368161,7.96,19.42023984,2.2,0,0,0,0,0,0,0.550811961,-0.001587007,14.36103277,-1.78E-15,1722772,1725508.223,896752,0.706212244,567714.83,3.6396,18496.08,1.00642978,1.055638925,1.000398303,0.977800423,1.001670996,-1.98,0.057312493,0.5,0,0,0,0,0,0,1.075654292,0.983496574,1.001988998,0.993879869,0.995498233,0.98647191,1.000312944,0.998501086,1,1,1,1,1,1,1824049,0.944476821,1.033361002,-101277,55706.26708,1492891,0,1,0.9139854,65308.07819,137997.1356,-30103.05809,3628.030014,-11163.41812,-8211.443478,-24675.89941,570.8246671,-2734.092981,0,0,0,0,0,0,0,0,0,60852.10308,-162129.1031,0,-101277,3
595,"Brownsville-Harlingen, TX Metro Area-Bus",2014,0,32,14.34576639,14.18647462,0.523781337,13.2584765,1.48460005,9.819267549,7.28,19.0693448,2.4,0,0,0,0,0,0,0.550811961,-0.410278595,14.75604498,0,1699366,2561348.9,1449130,0.688400003,572904.75,3.4132,18383.58,1.035015331,0.980357497,1.000686842,0.967400503,0.999379096,-0.68,-0.350895039,0.2,0,0,0,0,0,0,1.491394296,1.006221048,1.003433708,0.991223997,1.001680744,0.995333201,0.998086139,0.999400164,1,1,1,1,1,1,1722772,0.986413756,1.484402604,-23406,835840.6768,1492891,0,1,0.664519146,838599.4054,846560.3336,10717.4476,5915.495634,-15119.05296,2895.538028,-8039.831379,-3297.145374,-1033.379825,0,0,0,0,0,0,0,0,0,834515.2431,-857921.2431,0,-23406,3
596,"Brownsville-Harlingen, TX Metro Area-Bus",2015,0,32,14.22089766,14.1888959,0.54162029,13.25953907,1.219353906,9.812556869,5.95,18.8719336,2.2,0,0,0,0,0,0,0.550811961,-0.472507303,14.69340497,1.78E-15,1499882,2405827.676,1452643,0.718789545,573513.83,2.385,18260.62,1.000170675,1.034058017,1.000080143,0.821334949,0.99931658,-1.33,-0.197411204,-0.2,0,0,0,0,0,0,1.002018567,0.989513368,1.000400326,0.954340034,1.001848975,0.99089265,0.998922824,1.000600196,1,1,1,1,1,1,1699366,0.882612692,0.939281515,-199484,-155521.2235,1492891,0,1,0.939667953,-104448.2353,3430.284646,-17820.62538,680.3007467,-77592.99455,3142.085496,-15476.72143,-1830.516701,1019.951879,0,0,0,0,0,0,0,0,0,-103182.9282,-96301.07185,0,-199484,3
597,"Brownsville-Harlingen, TX Metro Area-Bus",2016,0,32,14.21766954,14.14550328,0.579219558,13.26382952,1.141512123,9.898716188,7.65,18.58031199,2.2,0,0,0,0,0,0,0.550811961,-0.39166255,14.60933209,0,1495048,2211831.887,1390957,0.784645075,575979.75,2.1315,19903.8,0.99694179,1.069419976,1.000323574,0.936161452,1.008780517,1.7,-0.291621613,0,0,0,0,0,0,0,0.964506181,0.97802559,1.00161741,0.986378236,0.976561726,1.011762953,0.998409173,1,1,1,1,1,1,1,1499882,0.99677708,0.919364221,-4834,-193995.7899,1492891,0,1,1.084202564,-124098.3341,-53236.53973,-32959.02246,2425.92359,-20431.03794,-35154.64598,17643.04157,-2386.05314,0,0,0,0,0,0,0,0,0,0,-120944.1541,116110.1541,0,-4834,3
598,"Brownsville-Harlingen, TX Metro Area-Bus",2017,0,32,14.25638464,14.132049,0.605460688,13.268302,1.207765603,9.879964031,7.75,18.15233937,3.4,0,1,0,0,0,0,0.550811961,-0.312109677,14.56849431,0,1554064,2123325.06,1372368,0.83209604,578561.58,2.346,19534.02,0.999048866,1.045304289,1.000337194,1.058040102,0.998105597,0.1,-0.427972614,1.2,0,1,0,0,0,0,0.98885731,0.984612314,1.00168609,1.011741983,1.005175305,1.000688137,0.997666232,0.99640638,1,0.972975128,1,1,1,1,1495048,1.039474318,0.959984831,59016,-88506.8264,1492891,0,1,1.082802809,-60087.65486,-16658.85584,-23005.32961,2520.785202,17554.82868,7737.329451,1028.797979,-3489.095331,-5372.634916,0,-40403.48046,-40403.48046,0,0,0,-40403.48046,0,0,-59824.59816,118840.5982,0,59016,3
599,"Brownsville-Harlingen, TX Metro Area-Bus",2018,0,32,14.2640607,14.0117909,0.636357294,13.27327928,1.2753628,9.889920941,8.24,17.76102007,4.3,0,2,0,0,1,0,0.550811961,-0.182850326,14.44691102,0,1566039,1880240.95,1216867,0.889585125,581448.43,2.58,19729.5,0.991490399,1.051029912,1.000375126,1.055968805,1.001007788,0.49,-0.391319302,0.9,0,1,0,0,1,0,0.904696688,0.981907198,1.001876578,1.011981549,0.997262886,1.003376399,0.997865892,0.997303572,1,0.972975128,1,1,1.014756766,1,1554064,1.007705603,0.885517242,11975,-243084.1098,1492891,0,1,1.137985224,-180267.2944,-148107.4458,-28117.37205,2916.321545,18620.09415,-4253.650222,5247.140681,-3316.540659,-4190.421335,0,-41998.38029,-41998.38029,0,0,0,-41998.38029,22932.95956,0,-177913.5334,189888.5334,0,11975,3
600,"Buffalo-Niagara Falls, NY Metro Area-Bus",2012,0,21,16.96410494,15.98255985,0.817937282,14.3184095,1.631062409,10.2787058,12.63,32.90845611,2.3,0,0,0,0,0,0,1.122749306,-0.09713514,17.06124008,-3.55E-15,23303285,25680436.63,8732478,1.265821263,1653506.75,4.1093,29105.18,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,23303285,23303285,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23303285,23303285,2
601,"Buffalo-Niagara Falls, NY Metro Area-Bus",2013,0,21,16.89399941,15.96155926,0.922083565,14.32016468,1.597770108,10.27706288,13.33,32.87091697,2.6,0,0,0,0,0,0,1.122749306,-0.087162657,16.98116206,0,21725546,23704181.41,8551003,1.514524109,1656411.5,3.942,29057.4,0.998686031,1.127327957,1.000122582,0.979588579,0.999840162,0.7,-0.037539136,0.3,0,0,0,0,0,0,0.98266197,0.940309992,1.00066135,0.994151209,1.000452355,1.004826915,0.999795078,0.999100382,1,1,1,1,1,1,23303285,0.932295425,0.92304433,-1577739,-1976255.219,23303285,0,1,1.010022374,-1818605.823,-404033.0619,-1390973.278,15411.63663,-136296.0341,10541.35278,112482.9811,-4775.357565,-20964.06231,0,0,0,0,0,0,0,0,0,-1793319.921,215580.9212,0,-1577739,2
602,"Buffalo-Niagara Falls, NY Metro Area-Bus",2014,0,21,16.89904366,15.94750506,0.915726987,14.31879411,1.558649754,10.24922389,12.72,32.71419269,2.9,0,1,0,0,0,0,1.122749306,-0.041075588,16.94011925,0,21835412,22750989.64,8431666,1.498591034,1654142.83,3.7524,28259.6,0.999119497,0.993106289,0.999904291,0.975515655,0.997291153,-0.61,-0.156724285,0.3,0,1,0,0,0,0,0.988363357,1.003763511,0.999483875,0.993130861,1.007692756,0.995812599,0.999144737,0.999100382,1,0.972975128,1,1,1,1,21725546,1.005056996,0.959788032,109866,-953191.7749,23303285,0,1,1.047165582,-880597.0855,-252812.4249,81764.32108,-11213.10054,-149235.7901,167129.3217,-90973.57121,-18581.04766,-19544.69939,0,-587130.0944,-587130.0944,0,0,0,-587130.0944,0,0,-873626.9518,983492.9518,0,109866,2
603,"Buffalo-Niagara Falls, NY Metro Area-Bus",2015,0,21,16.94608744,15.94507031,0.900932278,14.32104697,1.309143302,10.32361596,13.73,32.64430996,2.6,0,2,0,0,0,0,1.122749306,0.082774911,16.86331253,-3.55E-15,22887178,21068982.31,8411162,1.461897215,1657873.58,2.703,30442.14,0.999847327,0.983843756,1.000157336,0.839921412,1.007258313,1.01,-0.069882722,-0.3,0,1,0,0,0,0,0.997974305,1.008781326,1.000848955,0.956990346,0.979730136,1.006971986,0.999618551,1.000900428,1,0.972975128,1,1,1,1,21835412,1.048167903,0.926068828,1051766,-1682007.324,23303285,0,1,1.131846646,-1642215.957,-44231.89405,191743.8736,18537.27806,-939133.508,-442600.8291,152236.1927,-8329.085936,19661.22446,0,-590099.209,-590099.209,0,0,0,-590099.209,0,0,-1614317.596,2666083.596,0,1051766,2
604,"Buffalo-Niagara Falls, NY Metro Area-Bus",2016,0,21,16.89247575,15.95602803,0.927056182,14.31865012,1.231247446,10.35503758,12.16,32.61852889,2.9,0,3,0,0,1,0,1.122749306,0.083341135,16.80913462,-3.55E-15,21692469,19957879.15,8503836,1.527059015,1653904.67,2.4255,31413.9,1.000687217,1.028996523,0.999832635,0.940498603,1.003043664,-1.57,-0.025781074,0.3,0,1,0,0,1,0,1.009167778,0.984680526,0.999097576,0.986368839,0.991387781,0.989258074,0.999859259,0.999100382,1,0.972975128,1,1,1.014756766,1,22887178,0.947800074,0.947263558,-1194709,-1111103.163,23303285,0,1,1.000566385,-1220982.656,209824.5707,-350619.5323,-20653.93771,-311978.8078,-197109.3932,-245852.3669,-3221.155405,-20589.72483,0,-618523.0502,-618523.0502,0,0,0,-618523.0502,337740.7414,0,-1206988.334,12279.33436,0,-1194709,2
605,"Buffalo-Niagara Falls, NY Metro Area-Bus",2017,0,21,16.86178988,15.95261245,0.910392193,14.32056089,1.306384978,10.33910093,12.35,32.43049252,3.1,0,4,0,0,1,0,1.122749306,0.055022996,16.80676688,3.55E-15,21036926,19910680.09,8474840,1.485297059,1657067.92,2.6928,30917.22,0.999785938,0.982024834,1.000133446,1.061025533,0.998460976,0.19,-0.188036373,0.2,0,1,0,0,0,0,0.997159415,1.009896301,1.000719997,1.013326936,1.004396563,1.001307865,0.998973951,0.999400164,1,0.972975128,1,1,1,1,21692469,0.969780157,0.997635066,-655543,-47199.06314,23303285,0,1,0.972079061,-39993.92948,-61619.29421,214675.2077,15618.5167,289094.1399,95372.3067,28370.82813,-22257.52843,-13011.91326,0,-586236.1927,-586236.1927,0,0,0,-586236.1927,0,0,-51301.25332,-604241.7467,0,-655543,2
606,"Buffalo-Niagara Falls, NY Metro Area-Bus",2018,0,21,16.76718937,15.947513,0.946362402,14.32478568,1.366091654,10.3387218,12.11,32.28374551,3.325,0,5,0,0,1,0,1.122749306,0.004234342,16.76295503,0,19138055,19057189.26,8431733,1.576320974,1664083.5,2.92,30905.5,0.999680338,1.039510674,1.000295016,1.045703737,0.99996333,-0.24,-0.146747003,0.225,0,1,0,0,0,0,0.995761991,0.978967587,1.00159264,1.010575593,1.000104371,0.998350401,0.999199163,0.99932521,1,0.972975128,1,1,1,1,21036926,0.909736289,0.957134019,-1898871,-853490.8257,23303285,0,1,0.950479529,-907699.4958,-89154.67735,-442457.3072,33504.24824,222477.9595,2195.653207,-34702.491,-16847.15403,-14195.4999,0,-568520.2272,-568520.2272,0,0,0,-568520.2272,0,0,-901768.461,-997102.539,0,-1898871,2
607,"Buffalo-Niagara Falls, NY Metro Area-Rail",2002,1,21,15.55673136,13.56308752,0.5734665,14.28887182,1.089907848,10.42363116,14.75,31.82381102,2.6,0,0,0,0,0,0,1.497724182,0.129681791,15.42704957,0,5704302,5010515.539,776915,0.774407386,1605380.234,1.974,33644.38438,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,5704302,5704302,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5704302,5704302,2
608,"Buffalo-Niagara Falls, NY Metro Area-Rail",2003,1,21,15.53040536,13.5360982,0.57873094,14.29941128,1.177669896,10.39417904,14.26,31.67709362,2.6,0,0,0,0,0,0,1.497724182,0.105575663,15.4248297,-1.78E-15,5556090,4999405.176,756227,0.783773279,1622389.563,2.2468,32667.90688,0.99801009,1.009180031,1.000737599,1.080522448,0.997174486,-0.49,-0.146717398,0,0,0,0,0,0,0,0.977773006,0.996893791,1.003977841,1.015583475,1.008140321,0.996634962,0.999199324,1,1,1,1,1,1,1,5704302,0.974017505,0.997782591,-148212,-11110.36236,5704302,0,1,0.976182104,-10252.22375,-126789.4871,-17718.75182,22690.80687,88892.84656,46434.84897,-19195.19094,-4567.29631,0,0,0,0,0,0,0,0,0,0,-12648.77072,-135563.2293,0,-148212,2
609,"Buffalo-Niagara Falls, NY Metro Area-Rail",2004,1,21,15.51382985,13.52885463,0.670603434,14.31283824,1.271696871,10.35591679,13.75,31.51952358,2.6,0,0,0,0,0,0,1.497724182,0.121536531,15.39229332,-1.78E-15,5464754,4839360.349,750769,0.95541693,1644320.25,2.5669,31441.5325,0.99946487,1.158748198,1.000938987,1.079841538,0.996318877,-0.51,-0.157570037,0,0,0,0,0,0,0,0.993985437,0.947155087,1.005070413,1.016705149,1.010588221,0.996497855,0.999140124,1,1,1,1,1,1,1,5556090,0.983561101,0.967987226,-91336,-160044.8279,5704302,0,1,1.016088923,-171448.2392,-33417.45293,-293611.0951,28171.6717,92815.3125,58829.10781,-19458.23466,-4777.548529,0,0,0,0,0,0,0,0,0,0,-177865.8534,86529.85338,0,-91336,2
