,CBSA,Mode,Year,Mechanical_Failures,Other_Failures,Total_Failures
754,16740,Rail,2002,0,0,0
755,16740,Rail,2003,0,0,0
756,16740,Rail,2004,0,0,0
757,16740,Rail,2005,5,7,12
758,16740,Rail,2006,4,0,4
759,16740,Rail,2007,0,0,0
760,16740,Rail,2012,89,31,120
761,16740,Rail,2013,86,8,94
762,16740,Rail,2014,111,6,117
763,16740,Rail,2015,95,2,97
764,16740,Rail,2016,280,40,320
765,16740,Rail,2017,274,44,318
766,16740,Rail,2018,410,35,445
767,16820,Bus,2002,8,9,17
768,16820,Bus,2003,13,69,82
769,16820,Bus,2004,14,20,34
770,16820,Bus,2005,13,8,21
771,16820,Bus,2006,88,128,216
772,16820,Bus,2007,9,142,151
773,16820,Bus,2012,0,0,0
774,16820,Bus,2013,0,0,0
775,16820,Bus,2014,0,0,0
776,16820,Bus,2015,0,0,0
777,16820,Bus,2016,0,0,0
778,16820,Bus,2017,0,0,0
779,16820,Bus,2018,0,0,0
780,16860,Bus,2002,8,287,295
781,16860,Bus,2003,9,279,288
782,16860,Bus,2004,8,284,292
783,16860,Bus,2005,7,277,284
784,16860,Bus,2006,8,283,291
785,16860,Bus,2007,136,314,450
786,16860,Bus,2012,219,460,679
787,16860,Bus,2013,239,399,638
788,16860,Bus,2014,222,178,400
789,16860,Bus,2015,161,80,241
790,16860,Bus,2016,207,128,335
791,16860,Bus,2017,201,109,310
792,16860,Bus,2018,215,114,329
793,16860,Rail,2002,0,5,5
794,16860,Rail,2003,0,6,6
795,16860,Rail,2004,0,7,7
796,16860,Rail,2005,0,6,6
797,16860,Rail,2006,0,5,5
798,16860,Rail,2007,2,7,9
799,16860,Rail,2012,117,0,117
800,16860,Rail,2013,0,0,0
801,16860,Rail,2014,2,0,2
802,16860,Rail,2015,1,0,1
803,16860,Rail,2016,1,0,1
804,16860,Rail,2017,0,0,0
805,16860,Rail,2018,1,0,1
806,16940,Bus,2002,4,26,30
807,16940,Bus,2003,16,7,23
808,16940,Bus,2004,13,25,38
809,16940,Bus,2005,40,35,75
810,16940,Bus,2006,18,21,39
811,16940,Bus,2007,20,23,43
812,16940,Bus,2012,0,0,0
813,16940,Bus,2013,0,0,0
814,16940,Bus,2014,0,0,0
815,16940,Bus,2015,0,0,0
816,16940,Bus,2016,0,0,0
817,16940,Bus,2017,0,0,0
818,16940,Bus,2018,0,0,0
819,16980,Bus,2002,19666,2158,21824
820,16980,Bus,2003,18393,1738,20131
821,16980,Bus,2004,17109,1389,18498
822,16980,Bus,2005,18797,921,19718
823,16980,Bus,2006,18706,923,19629
824,16980,Bus,2007,14824,6704,21528
825,16980,Bus,2012,7649,11441,19090
826,16980,Bus,2013,8963,11208,20171
827,16980,Bus,2014,10915,10682,21597
828,16980,Bus,2015,8174,9769,17943
829,16980,Bus,2016,10960,10110,21070
830,16980,Bus,2017,11316,8025,19341
831,16980,Bus,2018,11502,7991,19493
832,16980,Rail,2002,234,30,264
833,16980,Rail,2003,194,15,209
834,16980,Rail,2004,170,27,197
835,16980,Rail,2005,358,45,403
836,16980,Rail,2006,350,19175,19525
837,16980,Rail,2007,343,25052,25395
838,16980,Rail,2012,367,18126,18493
839,16980,Rail,2013,385,16697,17082
840,16980,Rail,2014,463,13726,14189
841,16980,Rail,2015,329,11103,11432
842,16980,Rail,2016,336,9121,9457
843,16980,Rail,2017,396,9888,10284
844,16980,Rail,2018,561,10219,10780
845,17020,Bus,2002,0,0,0
846,17020,Bus,2003,0,0,0
847,17020,Bus,2004,0,0,0
848,17020,Bus,2005,0,0,0
849,17020,Bus,2006,0,0,0
850,17020,Bus,2007,0,0,0
851,17020,Bus,2012,36,18,54
852,17020,Bus,2013,35,20,55
853,17020,Bus,2014,42,39,81
854,17020,Bus,2015,55,19,74
855,17020,Bus,2016,44,27,71
856,17020,Bus,2017,51,19,70
857,17020,Bus,2018,35,21,56
858,17140,Bus,2002,1287,447,1734
859,17140,Bus,2003,765,940,1705
860,17140,Bus,2004,625,920,1545
861,17140,Bus,2005,517,888,1405
862,17140,Bus,2006,608,917,1525
863,17140,Bus,2007,623,1075,1698
864,17140,Bus,2012,614,1052,1666
865,17140,Bus,2013,2109,2769,4878
866,17140,Bus,2014,2140,2127,4267
867,17140,Bus,2015,2232,1587,3819
868,17140,Bus,2016,2258,2061,4319
869,17140,Bus,2017,2043,2147,4190
870,17140,Bus,2018,1946,1672,3618
871,17140,Rail,2002,0,0,0
872,17140,Rail,2003,0,0,0
873,17140,Rail,2004,0,0,0
874,17140,Rail,2005,0,0,0
875,17140,Rail,2006,0,0,0
876,17140,Rail,2007,0,0,0
877,17140,Rail,2012,0,0,0
878,17140,Rail,2013,0,0,0
879,17140,Rail,2014,0,0,0
880,17140,Rail,2015,0,0,0
881,17140,Rail,2016,31,5,36
882,17140,Rail,2017,89,67,156
883,17140,Rail,2018,94,56,150
884,17300,Bus,2002,50,3,53
885,17300,Bus,2003,52,5,57
886,17300,Bus,2004,57,0,57
887,17300,Bus,2005,65,0,65
888,17300,Bus,2006,73,0,73
889,17300,Bus,2007,72,0,72
890,17300,Bus,2012,56,99,155
891,17300,Bus,2013,91,102,193
892,17300,Bus,2014,94,83,177
893,17300,Bus,2015,0,0,0
894,17300,Bus,2016,0,0,0
895,17300,Bus,2017,0,0,0
896,17300,Bus,2018,0,0,0
897,17460,Bus,2002,3359,807,4166
898,17460,Bus,2003,2037,583,2620
899,17460,Bus,2004,1693,418,2111
900,17460,Bus,2005,1986,213,2199
901,17460,Bus,2006,2011,297,2308
902,17460,Bus,2007,1327,288,1615
903,17460,Bus,2012,1429,349,1778
904,17460,Bus,2013,1367,238,1605
905,17460,Bus,2014,1613,181,1794
906,17460,Bus,2015,1089,428,1517
907,17460,Bus,2016,1329,563,1892
908,17460,Bus,2017,1055,205,1260
909,17460,Bus,2018,727,171,898
910,17460,Rail,2002,116,59,175
911,17460,Rail,2003,141,55,196
912,17460,Rail,2004,150,77,227
913,17460,Rail,2005,192,59,251
914,17460,Rail,2006,147,54,201
915,17460,Rail,2007,154,47,201
916,17460,Rail,2012,127,85,212
917,17460,Rail,2013,39,35,74
918,17460,Rail,2014,33,27,60
919,17460,Rail,2015,38,17,55
920,17460,Rail,2016,253,3161,3414
921,17460,Rail,2017,228,2779,3007
922,17460,Rail,2018,123,2411,2534
923,17660,Bus,2002,0,0,0
924,17660,Bus,2003,0,0,0
925,17660,Bus,2004,0,0,0
926,17660,Bus,2005,0,0,0
927,17660,Bus,2006,0,0,0
928,17660,Bus,2007,0,0,0
929,17660,Bus,2012,0,0,0
930,17660,Bus,2013,0,0,0
931,17660,Bus,2014,0,0,0
932,17660,Bus,2015,0,0,0
933,17660,Bus,2016,0,0,0
934,17660,Bus,2017,0,0,0
935,17660,Bus,2018,0,0,0
936,17780,Bus,2002,14,13,27
937,17780,Bus,2003,12,11,23
938,17780,Bus,2004,11,12,23
939,17780,Bus,2005,27,21,48
940,17780,Bus,2006,18,15,33
941,17780,Bus,2007,34,37,71
942,17780,Bus,2012,11,17,28
943,17780,Bus,2013,10,20,30
944,17780,Bus,2014,26,35,61
945,17780,Bus,2015,43,48,91
946,17780,Bus,2016,16,61,77
947,17780,Bus,2017,47,41,88
948,17780,Bus,2018,64,22,86
949,17820,Bus,2002,434,369,803
950,17820,Bus,2003,383,322,705
951,17820,Bus,2004,406,353,759
952,17820,Bus,2005,0,0,0
953,17820,Bus,2006,0,0,0
954,17820,Bus,2007,0,0,0
955,17820,Bus,2012,183,185,368
956,17820,Bus,2013,100,217,317
957,17820,Bus,2014,302,163,465
958,17820,Bus,2015,217,114,331
959,17820,Bus,2016,268,257,525
960,17820,Bus,2017,326,187,513
961,17820,Bus,2018,55,397,452
962,17860,Bus,2002,10,14,24
963,17860,Bus,2003,2,17,19
964,17860,Bus,2004,5,0,5
965,17860,Bus,2005,21,0,21
966,17860,Bus,2006,28,0,28
967,17860,Bus,2007,17,0,17
968,17860,Bus,2012,48,30,78
969,17860,Bus,2013,71,71,142
970,17860,Bus,2014,247,20,267
971,17860,Bus,2015,212,58,270
972,17860,Bus,2016,160,3,163
973,17860,Bus,2017,150,3,153
974,17860,Bus,2018,63,308,371
975,17900,Bus,2002,0,0,0
976,17900,Bus,2003,0,0,0
977,17900,Bus,2004,0,0,0
978,17900,Bus,2005,0,0,0
979,17900,Bus,2006,0,0,0
980,17900,Bus,2007,0,0,0
981,17900,Bus,2012,10,73,83
982,17900,Bus,2013,114,50,164
983,17900,Bus,2014,136,86,222
984,17900,Bus,2015,98,47,145
985,17900,Bus,2016,289,24,313
986,17900,Bus,2017,377,356,733
987,17900,Bus,2018,413,198,611
988,17980,Bus,2002,181,75,256
989,17980,Bus,2003,210,108,318
990,17980,Bus,2004,188,119,307
991,17980,Bus,2005,152,191,343
992,17980,Bus,2006,113,215,328
993,17980,Bus,2007,120,190,310
994,17980,Bus,2012,0,0,0
995,17980,Bus,2013,0,0,0
996,17980,Bus,2014,0,0,0
997,17980,Bus,2015,0,0,0
998,17980,Bus,2016,0,0,0
999,17980,Bus,2017,0,0,0
1000,17980,Bus,2018,0,0,0
1001,18140,Bus,2002,1786,630,2416
1002,18140,Bus,2003,1937,678,2615
1003,18140,Bus,2004,1782,556,2338
1004,18140,Bus,2005,1472,425,1897
1005,18140,Bus,2006,1244,377,1621
1006,18140,Bus,2007,1394,504,1898
1007,18140,Bus,2012,2024,1351,3375
1008,18140,Bus,2013,2049,1221,3270
1009,18140,Bus,2014,2123,1214,3337
1010,18140,Bus,2015,2171,1239,3410
1011,18140,Bus,2016,2329,1567,3896
1012,18140,Bus,2017,2075,1096,3171
1013,18140,Bus,2018,2825,1263,4088
1014,18580,Bus,2002,139,172,311
1015,18580,Bus,2003,199,97,296
1016,18580,Bus,2004,134,163,297
1017,18580,Bus,2005,111,288,399
1018,18580,Bus,2006,784,633,1417
1019,18580,Bus,2007,752,598,1350
1020,18580,Bus,2012,92,485,577
1021,18580,Bus,2013,47,482,529
1022,18580,Bus,2014,98,401,499
1023,18580,Bus,2015,228,219,447
1024,18580,Bus,2016,240,164,404
1025,18580,Bus,2017,158,124,282
1026,18580,Bus,2018,112,83,195
1027,18700,Bus,2002,0,0,0
1028,18700,Bus,2003,0,0,0
1029,18700,Bus,2004,0,0,0
1030,18700,Bus,2005,0,0,0
1031,18700,Bus,2006,0,0,0
1032,18700,Bus,2007,0,0,0
1033,18700,Bus,2012,36,11,47
1034,18700,Bus,2013,20,8,28
1035,18700,Bus,2014,22,10,32
1036,18700,Bus,2015,23,9,32
1037,18700,Bus,2016,16,10,26
1038,18700,Bus,2017,19,11,30
1039,18700,Bus,2018,17,12,29
1040,18880,Bus,2002,0,0,0
1041,18880,Bus,2003,0,0,0
1042,18880,Bus,2004,0,0,0
1043,18880,Bus,2005,0,0,0
1044,18880,Bus,2006,0,0,0
1045,18880,Bus,2007,0,0,0
1046,18880,Bus,2012,11,4,15
1047,18880,Bus,2013,19,0,19
1048,18880,Bus,2014,4,5,9
1049,18880,Bus,2015,17,6,23
1050,18880,Bus,2016,15,9,24
1051,18880,Bus,2017,13,14,27
1052,18880,Bus,2018,20,17,37
1053,19060,Bus,2002,0,0,0
1054,19060,Bus,2003,0,0,0
1055,19060,Bus,2004,0,0,0
1056,19060,Bus,2005,0,0,0
1057,19060,Bus,2006,1,0,1
1058,19060,Bus,2007,0,0,0
1059,19060,Bus,2012,0,0,0
1060,19060,Bus,2013,0,0,0
1061,19060,Bus,2014,0,0,0
1062,19060,Bus,2015,0,0,0
1063,19060,Bus,2016,0,0,0
1064,19060,Bus,2017,0,0,0
1065,19060,Bus,2018,0,0,0
1066,19100,Bus,2002,3364,3804,7168
1067,19100,Bus,2003,2667,3302,5969
1068,19100,Bus,2004,3751,3729,7480
1069,19100,Bus,2005,3888,3455,7343
1070,19100,Bus,2006,3877,2840,6717
1071,19100,Bus,2007,4289,2993,7282
1072,19100,Bus,2012,3833,2754,6587
1073,19100,Bus,2013,3894,2531,6425
1074,19100,Bus,2014,3233,2027,5260
1075,19100,Bus,2015,2590,1893,4483
1076,19100,Bus,2016,2770,2040,4810
1077,19100,Bus,2017,2541,1972,4513
1078,19100,Bus,2018,2923,2692,5615
1079,19100,Rail,2002,32,7,39
1080,19100,Rail,2003,40,22,62
1081,19100,Rail,2004,92,43,135
1082,19100,Rail,2005,115,38,153
1083,19100,Rail,2006,89,36,125
1084,19100,Rail,2007,89,36,125
1085,19100,Rail,2012,149,127,276
1086,19100,Rail,2013,193,105,298
1087,19100,Rail,2014,122,111,233
1088,19100,Rail,2015,130,197,327
1089,19100,Rail,2016,132,229,361
1090,19100,Rail,2017,313,246,559
1091,19100,Rail,2018,232,91,323
1092,19340,Bus,2002,122,172,294
1093,19340,Bus,2003,254,133,387
1094,19340,Bus,2004,158,106,264
1095,19340,Bus,2005,155,132,287
1096,19340,Bus,2006,127,162,289
1097,19340,Bus,2007,274,91,365
1098,19340,Bus,2012,156,60,216
1099,19340,Bus,2013,261,168,429
1100,19340,Bus,2014,379,222,601
1101,19340,Bus,2015,141,112,253
1102,19340,Bus,2016,278,228,506
1103,19340,Bus,2017,289,130,419
1104,19340,Bus,2018,412,93,505
1105,19380,Bus,2002,3133,3192,6325
1106,19380,Bus,2003,2350,2021,4371
1107,19380,Bus,2004,2308,1251,3559
1108,19380,Bus,2005,2923,1989,4912
1109,19380,Bus,2006,2861,1481,4342
1110,19380,Bus,2007,2712,1619,4331
1111,19380,Bus,2012,1367,1153,2520
1112,19380,Bus,2013,1790,1019,2809
1113,19380,Bus,2014,1851,504,2355
1114,19380,Bus,2015,3478,185,3663
1115,19380,Bus,2016,5134,249,5383
1116,19380,Bus,2017,2169,3124,5293
1117,19380,Bus,2018,2592,2134,4726
1118,19500,Bus,2002,202,15,217
1119,19500,Bus,2003,73,3,76
1120,19500,Bus,2004,36,10,46
1121,19500,Bus,2005,47,13,60
1122,19500,Bus,2006,69,12,81
1123,19500,Bus,2007,299,26,325
1124,19500,Bus,2012,227,109,336
1125,19500,Bus,2013,334,56,390
1126,19500,Bus,2014,188,38,226
1127,19500,Bus,2015,189,95,284
1128,19500,Bus,2016,163,72,235
1129,19500,Bus,2017,185,96,281
1130,19500,Bus,2018,181,72,253
1131,19660,Bus,2002,15,2,17
1132,19660,Bus,2003,26,3,29
1133,19660,Bus,2004,173,122,295
1134,19660,Bus,2005,271,77,348
1135,19660,Bus,2006,427,116,543
1136,19660,Bus,2007,417,245,662
1137,19660,Bus,2012,383,126,509
1138,19660,Bus,2013,469,93,562
1139,19660,Bus,2014,179,400,579
1140,19660,Bus,2015,175,428,603
1141,19660,Bus,2016,302,181,483
1142,19660,Bus,2017,329,90,419
1143,19660,Bus,2018,398,130,528
1144,19740,Bus,2002,1155,502,1657
1145,19740,Bus,2003,696,402,1098
1146,19740,Bus,2004,665,516,1181
1147,19740,Bus,2005,696,474,1170
1148,19740,Bus,2006,668,400,1068
1149,19740,Bus,2007,734,450,1184
1150,19740,Bus,2012,1064,1312,2376
1151,19740,Bus,2013,993,1226,2219
1152,19740,Bus,2014,1005,1221,2226
1153,19740,Bus,2015,627,593,1220
1154,19740,Bus,2016,679,775,1454
1155,19740,Bus,2017,644,926,1570
1156,19740,Bus,2018,710,1507,2217
1157,19740,Rail,2002,0,0,0
1158,19740,Rail,2003,0,0,0
1159,19740,Rail,2004,1,2,3
1160,19740,Rail,2005,1,2,3
1161,19740,Rail,2006,0,0,0
1162,19740,Rail,2007,7,11,18
1163,19740,Rail,2012,191,193,384
1164,19740,Rail,2013,252,135,387
1165,19740,Rail,2014,278,158,436
1166,19740,Rail,2015,303,174,477
1167,19740,Rail,2016,330,171,501
1168,19740,Rail,2017,355,426,781
1169,19740,Rail,2018,383,450,833
1170,19780,Bus,2002,136,360,496
1171,19780,Bus,2003,272,142,414
1172,19780,Bus,2004,380,88,468
1173,19780,Bus,2005,443,18,461
1174,19780,Bus,2006,445,38,483
1175,19780,Bus,2007,297,106,403
1176,19780,Bus,2012,456,67,523
1177,19780,Bus,2013,439,47,486
1178,19780,Bus,2014,442,84,526
1179,19780,Bus,2015,542,81,623
1180,19780,Bus,2016,324,480,804
1181,19780,Bus,2017,699,532,1231
1182,19780,Bus,2018,497,255,752
1183,19820,Bus,2002,6460,2690,9150
1184,19820,Bus,2003,6425,3023,9448
1185,19820,Bus,2004,14437,4118,18555
1186,19820,Bus,2005,14363,3821,18184
1187,19820,Bus,2006,11819,4701,16520
1188,19820,Bus,2007,6213,5108,11321
1189,19820,Bus,2012,5807,3689,9496
1190,19820,Bus,2013,5049,3015,8064
1191,19820,Bus,2014,6079,4209,10288
1192,19820,Bus,2015,6720,3609,10329
1193,19820,Bus,2016,3150,2463,5613
1194,19820,Bus,2017,3188,1982,5170
1195,19820,Bus,2018,2844,2844,5688
1196,19820,Rail,2002,10,9,19
1197,19820,Rail,2003,20,15,35
1198,19820,Rail,2004,5,4,9
1199,19820,Rail,2005,2,4,6
1200,19820,Rail,2006,0,22,22
1201,19820,Rail,2007,4,24,28
1202,19820,Rail,2012,364,72,436
1203,19820,Rail,2013,245,132,377
1204,19820,Rail,2014,269,140,409
1205,19820,Rail,2015,94,216,310
1206,19820,Rail,2016,60,188,248
1207,19820,Rail,2017,81,220,301
1208,19820,Rail,2018,85,239,324
1209,20220,Bus,2002,116,27,143
1210,20220,Bus,2003,54,35,89
1211,20220,Bus,2004,38,20,58
1212,20220,Bus,2005,45,31,76
1213,20220,Bus,2006,53,41,94
1214,20220,Bus,2007,37,48,85
1215,20220,Bus,2012,0,0,0
1216,20220,Bus,2013,0,0,0
1217,20220,Bus,2014,0,0,0
1218,20220,Bus,2015,0,0,0
1219,20220,Bus,2016,0,0,0
1220,20220,Bus,2017,0,0,0
1221,20220,Bus,2018,0,0,0
1222,20260,Bus,2002,155,128,283
1223,20260,Bus,2003,1,285,286
1224,20260,Bus,2004,2,422,424
1225,20260,Bus,2005,0,241,241
1226,20260,Bus,2006,0,333,333
1227,20260,Bus,2007,0,235,235
1228,20260,Bus,2012,202,86,288
1229,20260,Bus,2013,195,94,289
1230,20260,Bus,2014,236,266,502
1231,20260,Bus,2015,257,107,364
1232,20260,Bus,2016,241,112,353
1233,20260,Bus,2017,196,185,381
1234,20260,Bus,2018,150,191,341
1235,20500,Bus,2002,230,129,359
1236,20500,Bus,2003,261,116,377
1237,20500,Bus,2004,274,120,394
1238,20500,Bus,2005,300,124,424
1239,20500,Bus,2006,321,86,407
1240,20500,Bus,2007,136,99,235
1241,20500,Bus,2012,537,260,797
1242,20500,Bus,2013,413,329,742
1243,20500,Bus,2014,345,134,479
1244,20500,Bus,2015,404,431,835
1245,20500,Bus,2016,787,358,1145
1246,20500,Bus,2017,412,437,849
1247,20500,Bus,2018,306,422,728
1248,20740,Bus,2002,34,287,321
1249,20740,Bus,2003,17,182,199
1250,20740,Bus,2004,10,253,263
1251,20740,Bus,2005,9,120,129
1252,20740,Bus,2006,13,171,184
1253,20740,Bus,2007,18,215,233
1254,20740,Bus,2012,33,226,259
1255,20740,Bus,2013,20,186,206
1256,20740,Bus,2014,26,142,168
1257,20740,Bus,2015,27,130,157
1258,20740,Bus,2016,12,105,117
1259,20740,Bus,2017,41,134,175
1260,20740,Bus,2018,88,98,186
1261,20940,Bus,2002,0,0,0
1262,20940,Bus,2003,0,0,0
1263,20940,Bus,2004,0,0,0
1264,20940,Bus,2005,0,0,0
1265,20940,Bus,2006,0,0,0
1266,20940,Bus,2007,0,0,0
1267,20940,Bus,2012,37,38,75
1268,20940,Bus,2013,17,4,21
1269,20940,Bus,2014,3,25,28
1270,20940,Bus,2015,20,28,48
1271,20940,Bus,2016,12,10,22
1272,20940,Bus,2017,14,4,18
1273,20940,Bus,2018,16,7,23
1274,21060,Bus,2002,0,0,0
1275,21060,Bus,2003,0,0,0
1276,21060,Bus,2004,0,0,0
1277,21060,Bus,2005,0,0,0
1278,21060,Bus,2006,0,0,0
1279,21060,Bus,2007,0,0,0
1280,21060,Bus,2012,0,0,0
1281,21060,Bus,2013,0,0,0
1282,21060,Bus,2014,0,0,0
1283,21060,Bus,2015,1,0,1
1284,21060,Bus,2016,0,0,0
1285,21060,Bus,2017,1,0,1
1286,21060,Bus,2018,1,0,1
1287,21140,Bus,2002,0,0,0
1288,21140,Bus,2003,0,0,0
1289,21140,Bus,2004,0,0,0
1290,21140,Bus,2005,0,0,0
1291,21140,Bus,2006,0,0,0
1292,21140,Bus,2007,0,0,0
1293,21140,Bus,2012,13,2,15
1294,21140,Bus,2013,3,16,19
1295,21140,Bus,2014,5,15,20
1296,21140,Bus,2015,5,12,17
1297,21140,Bus,2016,10,10,20
1298,21140,Bus,2017,12,8,20
1299,21140,Bus,2018,25,7,32
1300,21300,Bus,2002,0,0,0
1301,21300,Bus,2003,0,0,0
1302,21300,Bus,2004,0,0,0
1303,21300,Bus,2005,0,0,0
1304,21300,Bus,2006,0,0,0
1305,21300,Bus,2007,0,0,0
1306,21300,Bus,2012,0,0,0
1307,21300,Bus,2013,0,0,0
1308,21300,Bus,2014,0,0,0
1309,21300,Bus,2015,0,0,0
1310,21300,Bus,2016,0,0,0
1311,21300,Bus,2017,0,0,0
1312,21300,Bus,2018,0,0,0
1313,21340,Bus,2002,2823,1284,4107
1314,21340,Bus,2003,2106,1088,3194
1315,21340,Bus,2004,2342,1041,3383
1316,21340,Bus,2005,2150,2250,4400
1317,21340,Bus,2006,2059,402,2461
1318,21340,Bus,2007,1406,272,1678
1319,21340,Bus,2012,217,26,243
1320,21340,Bus,2013,207,59,266
1321,21340,Bus,2014,150,6,156
1322,21340,Bus,2015,87,4,91
1323,21340,Bus,2016,74,9,83
1324,21340,Bus,2017,89,12,101
1325,21340,Bus,2018,60,22,82
1326,21500,Bus,2002,185,101,286
1327,21500,Bus,2003,99,152,251
1328,21500,Bus,2004,18,22,40
1329,21500,Bus,2005,56,296,352
1330,21500,Bus,2006,70,272,342
1331,21500,Bus,2007,167,285,452
1332,21500,Bus,2012,111,268,379
1333,21500,Bus,2013,125,326,451
1334,21500,Bus,2014,257,222,479
1335,21500,Bus,2015,248,321,569
1336,21500,Bus,2016,270,263,533
1337,21500,Bus,2017,383,108,491
1338,21500,Bus,2018,321,111,432
1339,21660,Bus,2002,585,648,1233
1340,21660,Bus,2003,617,485,1102
1341,21660,Bus,2004,612,505,1117
1342,21660,Bus,2005,605,461,1066
1343,21660,Bus,2006,781,490,1271
1344,21660,Bus,2007,660,309,969
1345,21660,Bus,2012,585,442,1027
1346,21660,Bus,2013,462,206,668
1347,21660,Bus,2014,601,240,841
1348,21660,Bus,2015,621,249,870
1349,21660,Bus,2016,602,277,879
1350,21660,Bus,2017,524,281,805
1351,21660,Bus,2018,561,325,886
1352,21780,Bus,2002,352,486,838
1353,21780,Bus,2003,384,520,904
1354,21780,Bus,2004,530,479,1009
1355,21780,Bus,2005,551,498,1049
1356,21780,Bus,2006,557,512,1069
1357,21780,Bus,2007,563,572,1135
1358,21780,Bus,2012,203,120,323
1359,21780,Bus,2013,38,24,62
1360,21780,Bus,2014,34,19,53
1361,21780,Bus,2015,23,183,206
1362,21780,Bus,2016,25,17,42
1363,21780,Bus,2017,20,46,66
1364,21780,Bus,2018,19,32,51
1365,21820,Bus,2002,0,0,0
1366,21820,Bus,2003,0,0,0
1367,21820,Bus,2004,6,6,12
1368,21820,Bus,2005,6,16,22
1369,21820,Bus,2006,6,11,17
1370,21820,Bus,2007,7,22,29
1371,21820,Bus,2012,0,0,0
1372,21820,Bus,2013,0,0,0
1373,21820,Bus,2014,0,0,0
1374,21820,Bus,2015,0,0,0
1375,21820,Bus,2016,0,0,0
1376,21820,Bus,2017,0,0,0
1377,21820,Bus,2018,0,0,0
1378,22020,Bus,2002,0,0,0
1379,22020,Bus,2003,0,0,0
1380,22020,Bus,2004,0,0,0
1381,22020,Bus,2005,0,0,0
1382,22020,Bus,2006,0,0,0
1383,22020,Bus,2007,0,0,0
1384,22020,Bus,2012,58,46,104
1385,22020,Bus,2013,76,40,116
1386,22020,Bus,2014,90,37,127
1387,22020,Bus,2015,58,47,105
1388,22020,Bus,2016,60,77,137
1389,22020,Bus,2017,38,40,78
1390,22020,Bus,2018,36,106,142
1391,22180,Bus,2002,95,0,95
1392,22180,Bus,2003,15,0,15
1393,22180,Bus,2004,33,22,55
1394,22180,Bus,2005,45,13,58
1395,22180,Bus,2006,63,7,70
1396,22180,Bus,2007,75,45,120
1397,22180,Bus,2012,35,13,48
1398,22180,Bus,2013,42,29,71
1399,22180,Bus,2014,41,20,61
1400,22180,Bus,2015,47,23,70
1401,22180,Bus,2016,75,26,101
1402,22180,Bus,2017,67,15,82
1403,22180,Bus,2018,73,25,98
1404,22220,Bus,2002,2,19,21
1405,22220,Bus,2003,0,20,20
1406,22220,Bus,2004,9,14,23
1407,22220,Bus,2005,6,15,21
1408,22220,Bus,2006,14,15,29
1409,22220,Bus,2007,31,13,44
1410,22220,Bus,2012,15,12,27
1411,22220,Bus,2013,14,38,52
1412,22220,Bus,2014,35,64,99
1413,22220,Bus,2015,49,143,192
1414,22220,Bus,2016,61,121,182
1415,22220,Bus,2017,53,83,136
1416,22220,Bus,2018,23,66,89
1417,22380,Bus,2002,0,0,0
1418,22380,Bus,2003,0,0,0
1419,22380,Bus,2004,0,0,0
1420,22380,Bus,2005,0,0,0
1421,22380,Bus,2006,0,0,0
1422,22380,Bus,2007,0,0,0
1423,22380,Bus,2012,57,89,146
1424,22380,Bus,2013,114,48,162
1425,22380,Bus,2014,125,95,220
1426,22380,Bus,2015,135,69,204
1427,22380,Bus,2016,95,51,146
1428,22380,Bus,2017,97,68,165
1429,22380,Bus,2018,89,93,182
1430,22420,Bus,2002,281,942,1223
1431,22420,Bus,2003,428,124,552
1432,22420,Bus,2004,628,267,895
1433,22420,Bus,2005,772,290,1062
1434,22420,Bus,2006,759,225,984
1435,22420,Bus,2007,650,268,918
1436,22420,Bus,2012,576,75,651
1437,22420,Bus,2013,642,76,718
1438,22420,Bus,2014,653,99,752
1439,22420,Bus,2015,597,80,677
1440,22420,Bus,2016,474,88,562
1441,22420,Bus,2017,419,93,512
1442,22420,Bus,2018,512,408,920
1443,22500,Bus,2002,0,6,6
1444,22500,Bus,2003,0,5,5
1445,22500,Bus,2004,0,4,4
1446,22500,Bus,2005,0,3,3
1447,22500,Bus,2006,0,4,4
1448,22500,Bus,2007,0,3,3
1449,22500,Bus,2012,23,47,70
1450,22500,Bus,2013,19,171,190
1451,22500,Bus,2014,0,0,0
1452,22500,Bus,2015,0,0,0
1453,22500,Bus,2016,0,0,0
1454,22500,Bus,2017,0,0,0
1455,22500,Bus,2018,0,0,0
1456,22660,Bus,2002,31,37,68
1457,22660,Bus,2003,534,1527,2061
1458,22660,Bus,2004,34,127,161
1459,22660,Bus,2005,35,134,169
1460,22660,Bus,2006,112,108,220
1461,22660,Bus,2007,50,141,191
1462,22660,Bus,2012,164,109,273
1463,22660,Bus,2013,67,236,303
1464,22660,Bus,2014,64,204,268
1465,22660,Bus,2015,132,428,560
1466,22660,Bus,2016,125,253,378
1467,22660,Bus,2017,193,210,403
1468,22660,Bus,2018,203,255,458
1469,22900,Bus,2002,2,169,171
1470,22900,Bus,2003,10,123,133
1471,22900,Bus,2004,18,202,220
1472,22900,Bus,2005,20,228,248
1473,22900,Bus,2006,7,94,101
1474,22900,Bus,2007,26,189,215
1475,22900,Bus,2012,0,0,0
1476,22900,Bus,2013,0,0,0
1477,22900,Bus,2014,0,0,0
1478,22900,Bus,2015,0,0,0
1479,22900,Bus,2016,0,0,0
1480,22900,Bus,2017,0,0,0
1481,22900,Bus,2018,0,0,0
1482,23060,Bus,2002,37,100,137
1483,23060,Bus,2003,57,110,167
1484,23060,Bus,2004,0,178,178
