,NTD_ID,4 digit NTDID,Legacy NTD ID,Agency_x,HQ City,HQ State,UZA Name,UZA,UZA Area SQ Miles,UZA Population,MODE,SERVICE_ID,RailBus,Service Area SQ Miles,Service Area Population,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
429,24,24,24,Clark County Public Transportation Benefit Area Authority,Vancouver,WA,"Portland, OR-WA",24,524,"1,849,898",CB,DO,Bus,142,"390,611",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3473078.0,3517670.0,2938339.0,3468331.0,3325175.0
433,25,25,25,Salem Area Mass Transit District,Salem,OR,"Salem, OR",156,76,"236,632",DR,PT,DemandResponse,76,"236,632",343733.0,360920.0,372961.0,381634.0,316694.0,389909.0,311598.0,248961.0,198154.0,175101.0,226675.0,388919.0,376359.0
436,25,25,25,Salem Area Mass Transit District,Salem,OR,"Salem, OR",156,76,"236,632",MB,DO,Bus,76,"236,632",1879173.0,2044104.0,2286289.0,2762266.0,3231769.0,2095166.0,2156084.0,2487342.0,2358925.0,2601415.0,2623816.0,2305504.0,2551972.0
439,25,25,25,Salem Area Mass Transit District,Salem,OR,"Salem, OR",156,76,"236,632",VP,PT,DemandResponse,76,"236,632",16520.0,17346.0,56877.0,0.0,67246.0,100692.0,103070.0,140800.0,182063.0,200596.0,481530.0,488651.0,418369.0
442,28,28,28,Pierce County Ferry Operations,Tacoma,WA,"Seattle, WA",14,"1,010","3,059,393",FB,PT,Other,233,"844,490",1616163.0,1881778.0,2014782.0,1886133.0,2001360.0,1168672.0,1897368.0,1939609.0,2000989.0,2154764.0,2233060.0,2369795.0,2004543.0
443,29,29,29,Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,"Seattle, WA",14,"1,010","3,059,393",DR,PT,DemandResponse,261,"737,745",140074.0,243329.0,235212.0,274305.0,229212.0,280741.0,290959.0,279449.0,318984.0,321724.0,353714.0,379461.0,385633.0
449,29,29,29,Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,"Seattle, WA",14,"1,010","3,059,393",MB,DO,Bus,261,"737,745",6214017.0,6804775.0,8272257.0,9057871.0,9165487.0,9741508.0,9562218.0,9677372.0,7467102.0,7533895.0,7753747.0,7985564.0,8135402.0
455,29,0,0,0,Everett,WA,"Seattle, WA",14,"1,010","3,059,393",MB,PT,Bus,261,"737,745",7108255.0,7395331.0,8657310.0,9814194.0,9641865.0,11969219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,29,29,29,Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,"Seattle, WA",14,"1,010","3,059,393",VP,DO,DemandResponse,261,"737,745",1364342.0,1564549.0,1658155.0,2136079.0,2581320.0,2605099.0,2950728.0,2621213.0,2752805.0,2788850.0,2932352.0,2797527.0,2772180.0
467,29,29,29,Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,"Seattle, WA",14,"1,010","3,059,393",CB,PT,Bus,261,"737,745",0.0,0.0,0.0,0.0,0.0,0.0,12337305.0,12988125.0,13818603.0,14098621.0,14539068.0,14936054.0,15204651.0
473,29,29,29,Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,"Seattle, WA",14,"1,010","3,059,393",CB,DO,Bus,261,"737,745",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3476786.0,3823194.0,4049767.0,4496567.0,4340068.0
479,33,0,0,0,Seattle,WA,"Seattle, WA",14,,,DR,DO,DemandResponse,,,140074.0,243329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,34,34,34,Rogue Valley Transportation District,Medford,OR,"Medford, OR",213,65,"154,081",DR,PT,DemandResponse,50,"132,022",136839.0,112639.0,117108.0,110931.0,117420.0,111183.0,103746.0,174488.0,123970.0,133061.0,119981.0,147408.0,156086.0
484,34,34,34,Rogue Valley Transportation District,Medford,OR,"Medford, OR",213,65,"154,081",MB,DO,Bus,50,"132,022",750969.0,816634.0,1026636.0,1080447.0,1106141.0,1216994.0,1251472.0,1049229.0,1326362.0,1130203.0,1256420.0,1001600.0,1101858.0
488,35,35,35,Washington State Ferries,Seattle,WA,"Seattle, WA",14,"1,010","3,059,393",FB,DO,Other,"1,945","3,919,300",58457439.0,32520094.0,34283767.0,35698924.0,35208864.0,36402916.0,35587378.0,36280648.0,37615750.0,38179089.0,39554501.0,40721339.0,41670964.0
489,40,40,40,Central Puget Sound Regional Transit Authority,Seattle,WA,"Seattle, WA",14,"1,010","3,059,393",CR,PT,Rail,"1,087","2,988,000",3052863.0,5108179.0,6622730.0,8196172.0,7766691.0,7134458.0,8336093.0,9480587.0,9484285.0,10457882.0,11903668.0,13579238.0,15042598.0
498,40,40,40,Central Puget Sound Regional Transit Authority,Seattle,WA,"Seattle, WA",14,"1,010","3,059,393",LR,DO,Rail,"1,087","2,988,000",0.0,1930.0,0.0,0.0,0.0,0.0,0.0,14013302.0,14845952.0,15867923.0,18203801.0,30786785.0,38019002.0
507,40,0,0,0,Seattle,WA,"Seattle, WA",14,"1,010","3,059,393",MB,PT,Bus,"1,087","2,988,000",13429855.0,12941435.0,15406024.0,3641733.0,3799016.0,5331173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,40,0,0,0,Seattle,WA,"Seattle, WA",14,"1,010","3,059,393",MB,DO,Bus,"1,087","2,988,000",0.0,0.0,0.0,0.0,15110545.0,15514636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,40,0,0,0,Seattle,WA,"Seattle, WA",14,"1,010","3,059,393",DR,PT,DemandResponse,"1,087","2,988,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,40,0,0,0,Seattle,WA,"Seattle, WA",14,"1,010","3,059,393",LR,PT,Rail,"1,087","2,988,000",0.0,0.0,0.0,0.0,2371968.0,9608740.0,12038576.0,0.0,0.0,0.0,0.0,0.0,0.0
543,40,40,40,Central Puget Sound Regional Transit Authority,Seattle,WA,"Seattle, WA",14,"1,010","3,059,393",CB,DO,Bus,"1,087","2,988,000",0.0,0.0,0.0,0.0,0.0,0.0,19409689.0,22719140.0,24111072.0,25034053.0,26488050.0,27491588.0,28271310.0
552,40,40,40,Central Puget Sound Regional Transit Authority,Seattle,WA,"Seattle, WA",14,"1,010","3,059,393",CB,PT,Bus,"1,087","2,988,000",0.0,0.0,0.0,0.0,0.0,0.0,6332235.0,7932455.0,8503041.0,8796421.0,8830121.0,8702703.0,8993275.0
561,40,40,40,Central Puget Sound Regional Transit Authority,Seattle,WA,"Seattle, WA",14,"1,010","3,059,393",SR,DO,Rail,"1,087","2,988,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,41,41,41,Alaska Railroad Corporation,Anchorage,AK,"Anchorage, AK",149,85,"251,243",AR,DO,Other,266,"352,701",1231778.0,1343905.0,1481165.0,1551649.0,1394379.0,1279438.0,1445703.0,14500525.0,15470981.0,16453864.0,19932525.0,21161796.0,23264241.0
571,43,43,43,Link Transit,Wenatchee,WA,"Wenatchee, WA",412,31,"67,227",DR,DO,DemandResponse,197,"108,660",37660.0,44285.0,41327.0,138123.0,47806.0,40614.0,53493.0,53643.0,42568.0,36453.0,32690.0,32362.0,34591.0
574,43,43,43,Link Transit,Wenatchee,WA,"Wenatchee, WA",412,31,"67,227",DR,PT,DemandResponse,197,"108,660",10907.0,11579.0,8785.0,6154.0,11033.0,12328.0,18962.0,8343.0,1712.0,1290.0,744.0,731.0,888.0
577,43,43,43,Link Transit,Wenatchee,WA,"Wenatchee, WA",412,31,"67,227",MB,DO,Bus,197,"108,660",276172.0,324753.0,434202.0,423275.0,598155.0,643373.0,719658.0,731077.0,668616.0,651347.0,624053.0,603505.0,599684.0
580,43,0,0,0,Wenatchee,WA,"Wenatchee, WA",412,31,"67,227",VP,DO,DemandResponse,197,"108,660",0.0,0.0,17690.0,6145.0,1953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
583,44,44,44,Skagit Transit,Burlington,WA,"Mount Vernon, WA",435,34,"62,966",DR,DO,DemandResponse,760,"109,198",15537.0,5656.0,9610.0,10968.0,13144.0,13804.0,11317.0,8118.0,7478.0,5601.0,5678.0,6254.0,7187.0
587,44,44,44,Skagit Transit,Burlington,WA,"Mount Vernon, WA",435,34,"62,966",MB,DO,Bus,760,"109,198",94195.0,116544.0,219579.0,296629.0,343323.0,376793.0,414634.0,399051.0,318008.0,359291.0,337201.0,296409.0,343521.0
591,44,44,44,Skagit Transit,Burlington,WA,"Mount Vernon, WA",435,34,"62,966",VP,DO,DemandResponse,760,"109,198",86656.0,168275.0,208671.0,257403.0,349570.0,308403.0,354477.0,425780.0,492806.0,498647.0,479466.0,448544.0,448444.0
595,44,44,44,Skagit Transit,Burlington,WA,"Mount Vernon, WA",435,34,"62,966",CB,DO,Bus,760,"109,198",0.0,0.0,0.0,0.0,0.0,0.0,0.0,67130.0,152964.0,129635.0,123823.0,107963.0,65432.0
599,45,45,45,Fairbanks North Star Borough Transit,Fairbanks,AK,"Fairbanks, AK",425,55,"64,513",DR,DO,DemandResponse,"7,444","97,581",26992.0,28312.0,27586.0,48935.0,51394.0,40597.0,38699.0,36227.0,36351.0,36923.0,40568.0,41590.0,36710.0
601,45,45,45,Fairbanks North Star Borough Transit,Fairbanks,AK,"Fairbanks, AK",425,55,"64,513",MB,DO,Bus,"7,444","97,581",166352.0,154779.0,214900.0,273294.0,307754.0,381079.0,342376.0,239388.0,253234.0,273528.0,360009.0,369335.0,390636.0
603,45,0,45,0,Fairbanks,AK,"Fairbanks, AK",425,55,"64,513",CB,DO,Bus,"7,444","97,581",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4474.0,6108.0,2900.0
605,46,46,46,South Metro Area Regional Transit,Wilsonville,OR,"Portland, OR-WA",24,524,"1,849,898",DR,DO,DemandResponse,80,"22,729",0.0,0.0,9549.0,9238.0,8756.0,8255.0,7442.0,6442.0,6459.0,7545.0,9748.0,7609.0,16735.0
607,46,46,46,South Metro Area Regional Transit,Wilsonville,OR,"Portland, OR-WA",24,524,"1,849,898",MB,DO,Bus,80,"22,729",0.0,33360.0,116771.0,124218.0,165657.0,156176.0,165047.0,173191.0,217472.0,243966.0,239247.0,182626.0,163152.0
609,42,42,42,Targhee Regional Public Transit Authority,Idaho Falls,ID,"Idaho Falls, ID",321,45,"90,733",DR,DO,DemandResponse,552,"127,290",0.0,11946.0,0.0,0.0,57583.0,33956.0,52295.0,52040.0,55962.0,33163.0,39092.0,27077.0,19017.0
612,42,42,42,Targhee Regional Public Transit Authority,Idaho Falls,ID,"Idaho Falls, ID",321,45,"90,733",MB,DO,Bus,552,"127,290",0.0,22556.0,0.0,0.0,24642.0,48327.0,21643.0,18249.0,19332.0,15764.0,14080.0,14875.0,12693.0
615,49,49,49,"vRide, Inc. - Anchorage",Anchorage,AK,"Anchorage, AK",149,85,"251,243",VP,DO,DemandResponse,77,"218,145",0.0,280639.0,611177.0,203839.0,310798.0,379014.0,771522.0,833383.0,643117.0,807445.0,1175529.0,0.0,0.0
616,50,0,0,0,Bend,OR,"Bend, OR",344,40,"83,794",DR,PT,DemandResponse,32,"82,280",0.0,0.0,57843.0,64221.0,54425.0,82725.0,72117.0,0.0,0.0,0.0,0.0,0.0,0.0
618,50,0,0,0,Bend,OR,"Bend, OR",344,40,"83,794",MB,PT,Bus,32,"82,280",0.0,0.0,99937.0,131679.0,151217.0,163009.0,210335.0,0.0,0.0,0.0,0.0,0.0,0.0
620,47,47,47,City of Corvallis,Corvallis,OR,"Corvallis, OR",436,21,"62,433",DR,PT,DemandResponse,14,"59,046",0.0,0.0,0.0,0.0,11052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,47,47,47,City of Corvallis,Corvallis,OR,"Corvallis, OR",436,21,"62,433",MB,PT,Bus,14,"59,046",0.0,0.0,0.0,0.0,434383.0,462844.0,316570.0,0.0,0.0,0.0,0.0,0.0,0.0
624,52,0,0,0,Portland,OR,"Portland, OR-WA",24,524,"1,849,898",VP,PT,DemandResponse,"6,817","2,241,913",0.0,0.0,0.0,0.0,194405.0,111908.0,190825.0,196290.0,0.0,0.0,0.0,0.0,0.0
625,53,53,53,Coeur d'Alene Tribe dba Citylink Transit,Coeur d'Alene,ID,"Coeur d'Alene, ID",304,,,DR,DO,DemandResponse,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,53,53,53,Coeur d'Alene Tribe dba Citylink Transit,Coeur d'Alene,ID,"Coeur d'Alene, ID",304,,,MB,DO,Bus,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,54,54,54,King County Ferry District,Seattle,WA,"Seattle, WA",14,"1,010","3,059,393",FB,DO,Other,"2,116","1,931,249",0.0,0.0,0.0,0.0,153584.0,444807.0,1100484.0,1420638.0,1625208.0,1764299.0,1982612.0,0.0,0.0
630,57,57,57,Central Oregon Intergovernmental Council,Bend,OR,"Bend, OR",344,40,"83,794",CB,DO,Bus,75,"127,940",0.0,0.0,0.0,0.0,0.0,0.0,0.0,124863.0,162135.0,230444.0,254256.0,344769.0,262885.0
635,57,57,57,Central Oregon Intergovernmental Council,Bend,OR,"Bend, OR",344,40,"83,794",DR,DO,DemandResponse,75,"127,940",0.0,0.0,0.0,0.0,0.0,0.0,0.0,131392.0,77995.0,66957.0,85021.0,84673.0,72181.0
640,57,57,57,Central Oregon Intergovernmental Council,Bend,OR,"Bend, OR",344,40,"83,794",DR,PT,DemandResponse,75,"127,940",0.0,0.0,0.0,0.0,0.0,0.0,0.0,67763.0,63506.0,70938.0,79538.0,72706.0,63396.0
645,57,57,57,Central Oregon Intergovernmental Council,Bend,OR,"Bend, OR",344,40,"83,794",MB,PT,Bus,75,"127,940",0.0,0.0,0.0,0.0,0.0,0.0,0.0,205677.0,213357.0,216093.0,229362.0,261036.0,338669.0
650,57,0,0,0,Bend,OR,"Bend, OR",344,40,"83,794",MB,DO,Bus,75,"127,940",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1688.0,2108.0
655,58,0,0,0,Portland,OR,"Portland, OR-WA",24,524,"1,849,898",SR,DO,Rail,11,"72,832",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,58,58,58,City of Portland,Portland,OR,"Portland, OR-WA",24,524,"1,849,898",SR,PT,Rail,11,"72,832",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363170.0,531922.0,498003.0,854201.0,801809.0
663,58,58,58,City of Portland,Portland,OR,"Portland, OR-WA",24,524,"1,849,898",TR,PT,Other,11,"72,832",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415880.0,495117.0,604065.0,719488.0,774134.0
667,10001,1001,1001,0,Providence,RI,"Providence, RI-MA",39,545,"1,190,956",DR,DO,DemandResponse,"1,436","1,048,319",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733937.0,801178.0,711636.0,519430.0
672,10001,1001,1001,0,Providence,RI,"Providence, RI-MA",39,545,"1,190,956",DR,PT,DemandResponse,"1,436","1,048,319",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52206.0,22484.0,7862.0,0.0
677,10001,1001,1001,0,Providence,RI,"Providence, RI-MA",39,545,"1,190,956",DT,PT,DemandResponse,"1,436","1,048,319",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104022.0,51626.0,59533.0,49276.0
682,10001,1001,1001,0,Providence,RI,"Providence, RI-MA",39,545,"1,190,956",MB,DO,Bus,"1,436","1,048,319",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21779974.0,19076441.0,18289032.0,19507063.0
687,10001,0,0,0,Providence,RI,"Providence, RI-MA",39,545,"1,190,956",VP,PT,DemandResponse,"1,436","1,048,319",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12818.0
692,10002,1002,1002,0,Manchester,NH,"Manchester, NH",209,86,"158,377",DR,DO,DemandResponse,63,"135,366",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52872.0,32796.0,36364.0,37456.0
694,10002,1002,1002,0,Manchester,NH,"Manchester, NH",209,86,"158,377",MB,DO,Bus,63,"135,366",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608152.0,654635.0,630852.0,613478.0
696,10003,1003,1003,0,Boston,MA,"Boston, MA-NH-RI",10,"1,873","4,181,019",CR,PT,Rail,"3,244","3,109,308",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190363685.0,188964138.0,198331440.0,218382654.0
706,10003,1003,1003,0,Boston,MA,"Boston, MA-NH-RI",10,"1,873","4,181,019",DR,PT,DemandResponse,"3,244","3,109,308",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6510248.0,6006987.0,6004661.0,6070760.0
716,10003,1003,1003,0,Boston,MA,"Boston, MA-NH-RI",10,"1,873","4,181,019",FB,PT,Other,"3,244","3,109,308",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8281636.0,9032124.0,9882834.0,12133183.0
726,10003,1003,1003,0,Boston,MA,"Boston, MA-NH-RI",10,"1,873","4,181,019",HR,DO,Rail,"3,244","3,109,308",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197899125.0,215473184.0,222241032.0,228678232.0
736,10003,1003,1003,0,Boston,MA,"Boston, MA-NH-RI",10,"1,873","4,181,019",LR,DO,Rail,"3,244","3,109,308",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82213588.0,78856435.0,82500965.0,83191624.0
746,10003,1003,1003,0,Boston,MA,"Boston, MA-NH-RI",10,"1,873","4,181,019",MB,DO,Bus,"3,244","3,109,308",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83612924.0,96282815.0,86360860.0,98035221.0
756,10003,1003,1003,0,Boston,MA,"Boston, MA-NH-RI",10,"1,873","4,181,019",MB,PT,Bus,"3,244","3,109,308",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440067.0,276935.0,248844.0,234672.0
766,10003,1003,1003,0,Boston,MA,"Boston, MA-NH-RI",10,"1,873","4,181,019",RB,DO,Bus,"3,244","3,109,308",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6052872.0,6084709.0,11818751.0,10838085.0
776,10003,1003,1003,0,Boston,MA,"Boston, MA-NH-RI",10,"1,873","4,181,019",TB,DO,Bus,"3,244","3,109,308",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1478973.0,1794057.0,1666656.0,1916535.0
786,10004,1004,1004,0,Brockton,MA,"Boston, MA-NH-RI",10,"1,873","4,181,019",DR,PT,DemandResponse,86,"254,648",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1147835.0,1202451.0,1196167.0,1197610.0
788,10004,1004,1004,0,Brockton,MA,"Boston, MA-NH-RI",10,"1,873","4,181,019",MB,PT,Bus,86,"254,648",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2673197.0,2663254.0,2692088.0,2446938.0
790,10005,1005,1005,0,Lowell,MA,"Boston, MA-NH-RI",10,"1,873","4,181,019",DR,DO,DemandResponse,282,"338,186",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54817.0,52812.0,55960.0,64624.0
794,10005,1005,1005,0,Lowell,MA,"Boston, MA-NH-RI",10,"1,873","4,181,019",DR,PT,DemandResponse,282,"338,186",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64030.0,66877.0,68411.0,65074.0
798,10005,1005,1005,0,Lowell,MA,"Boston, MA-NH-RI",10,"1,873","4,181,019",MB,PT,Bus,282,"338,186",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1204984.0,1273456.0,1246794.0,1171651.0
802,10006,1006,1006,0,New Bedford,MA,"New Bedford, MA",219,55,"149,443",DR,PT,DemandResponse,47,"186,731",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120748.0,125869.0,133545.0,154728.0
804,10006,1006,1006,0,New Bedford,MA,"New Bedford, MA",219,55,"149,443",MB,PT,Bus,47,"186,731",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2133654.0,2183391.0,2368425.0,2258330.0
806,10007,1007,1007,0,Pittsfield,MA,"Pittsfield, MA",448,34,"59,124",DR,PT,DemandResponse,384,"127,500",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127281.0,143265.0,133092.0,131492.0
809,10007,1007,1007,0,Pittsfield,MA,"Pittsfield, MA",448,34,"59,124",MB,PT,Bus,384,"127,500",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769130.0,806200.0,787413.0,701078.0
812,10008,1008,1008,0,Springfield,MA,"Springfield, MA-CT",65,349,"621,300",DR,PT,DemandResponse,302,"551,543",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678258.0,722680.0,803792.0,734611.0
814,10008,1008,1008,0,Springfield,MA,"Springfield, MA-CT",65,349,"621,300",MB,PT,Bus,302,"551,543",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6807031.0,7057617.0,7146956.0,6559719.0
816,10013,1013,1013,0,Haverhill,MA,"Boston, MA-NH-RI",10,"1,873","4,181,019",CB,PT,Bus,225,"306,339",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301605.0,402967.0,409700.0,374548.0
819,10013,1013,1013,0,Haverhill,MA,"Boston, MA-NH-RI",10,"1,873","4,181,019",DR,PT,DemandResponse,225,"306,339",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212402.0,134202.0,135888.0,155155.0
822,10013,1013,1013,0,Haverhill,MA,"Boston, MA-NH-RI",10,"1,873","4,181,019",MB,PT,Bus,225,"306,339",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1167804.0,1255617.0,1461254.0,1262395.0
825,10014,1014,1014,0,Worcester,MA,"Worcester, MA-CT",81,304,"486,514",DR,DO,DemandResponse,866,"479,329",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73786.0,64259.0,62565.0,70212.0
830,10014,1014,1014,0,Worcester,MA,"Worcester, MA-CT",81,304,"486,514",DR,PT,DemandResponse,866,"479,329",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131525.0,119135.0,139920.0,147850.0
835,10014,1014,1014,0,Worcester,MA,"Worcester, MA-CT",81,304,"486,514",DT,PT,DemandResponse,866,"479,329",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103274.0,101155.0,111685.0,111177.0
840,10014,1014,1014,0,Worcester,MA,"Worcester, MA-CT",81,304,"486,514",MB,DO,Bus,866,"479,329",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3286353.0,3372971.0,3348363.0,3074009.0
845,10014,0,0,0,Worcester,MA,"Worcester, MA-CT",81,304,"486,514",MB,PT,Bus,866,"479,329",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.0,299.0
850,10015,1015,1015,0,Auburn,ME,"Lewiston, ME",446,35,"59,397",DR,PT,DemandResponse,19,"46,052",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31008.0,26817.0,38154.0,43119.0
852,10015,1015,1015,0,Auburn,ME,"Lewiston, ME",446,35,"59,397",MB,PT,Bus,19,"46,052",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212921.0,213447.0,218956.0,203664.0
854,10016,1016,1016,0,Portland,ME,"Portland, ME",177,136,"203,914",MB,DO,Bus,58,"100,001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1876643.0,1738823.0,1903211.0,1942610.0
856,10017,1017,1017,0,Hartford,CT,"Hartford, CT",47,516,"924,859",DR,PT,DemandResponse,620,"1,248,287",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421872.0,465122.0,499358.0,1334318.0
858,10040,1040,1040,0,Preston,CT,"Norwich-New London, CT-RI",174,152,"209,190",DR,PT,DemandResponse,305,"158,629",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12928.0,15197.0,15211.0,20300.0
860,10040,1040,1040,0,Preston,CT,"Norwich-New London, CT-RI",174,152,"209,190",MB,DO,Bus,305,"158,629",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250664.0,1214275.0,1221942.0,1166879.0
862,10042,1042,1042,0,Derby,CT,"Bridgeport-Stamford, CT-NY",48,466,"923,311",DR,DO,DemandResponse,58,"88,364",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65307.0,72112.0,69992.0,72013.0
863,10045,1045,1045,0,New Britain,CT,"Hartford, CT",47,516,"924,859",CB,PT,Bus,13,"73,941",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581094.0,166664.0,236559.0,219876.0
865,10045,1045,1045,0,New Britain,CT,"Hartford, CT",47,516,"924,859",MB,PT,Bus,13,"73,941",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162184.0,142664.0,133551.0,112959.0
867,10048,1048,1048,0,Hartford,CT,"Hartford, CT",47,516,"924,859",MB,DO,Bus,664,"851,535",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13716332.0,14916859.0,13289920.0,15125451.0
869,10048,0,1048,0,Hartford,CT,"Hartford, CT",47,516,"924,859",RB,DO,Bus,664,"851,535",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266413.0,2619356.0,1226388.0
871,10049,1049,1049,0,Hamden,CT,"New Haven, CT",72,306,"562,839",DR,DO,DemandResponse,197,"451,486",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182157.0,217127.0,221407.0,216179.0
875,10049,1049,1049,0,Hamden,CT,"New Haven, CT",72,306,"562,839",MB,DO,Bus,197,"451,486",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3018.0,2885.0,3470.0,0.0
879,10050,1050,1050,0,Bridgeport,CT,"Bridgeport-Stamford, CT-NY",48,466,"923,311",DR,PT,DemandResponse,104,"349,751",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302358.0,324146.0,315655.0,293450.0
882,10050,1050,1050,0,Bridgeport,CT,"Bridgeport-Stamford, CT-NY",48,466,"923,311",MB,DO,Bus,104,"349,751",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6636705.0,6329452.0,6014428.0,5543413.0
885,10051,1051,1051,0,Danbury,CT,"Danbury, CT-NY",201,132,"168,136",DR,DO,DemandResponse,124,"154,855",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73991.0,77439.0,78722.0,77858.0
887,10051,1051,1051,0,Danbury,CT,"Danbury, CT-NY",201,132,"168,136",MB,DO,Bus,124,"154,855",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864967.0,899791.0,882739.0,782303.0
889,10053,1053,1053,0,Gloucester,MA,"Boston, MA-NH-RI",10,"1,873","4,181,019",DR,PT,DemandResponse,80,"54,099",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23382.0,24057.0,22357.0,25041.0
