,Unnamed: 0,CBSA,MNAME,Modes,Year,UPT,VRM,UPT_ADJ,VRM_ADJ,VRH_ADJ,FARE_TOTAL,FARE_per_UPT,AREALANDPT,Tot_Pop,Tot_Instate_Pop,Tot_Outstate_Pop,Tot_NonUSA_POP,Total_Median_Income_Individual,Native_Instate_Med_Inc_Indiv,Native_Outstate_Med_Inc_Indiv,Native_Outcountry_Med_Inc_Indiv,Total_Pop_Poverty,Pop_Below100_Poverty,Pop_Below150_Poverty,Pop_Above150_Poverty,Age_under18,Age_18to64,Age_over64,Total_HH,HH_0Veh,HH_1Veh,HH_2Veh,HH_3Veh,HH_4+Veh,PCT_HH_NO_VEH,HH_MED_INC,HH_MEAN_INC,INC_U35,INC_35_100,INC_100P,JTW_DA,JTW_CARPOOL,JTW_TRANSIT,MEAN_TT,TOT_UNEMP_MSA,TOT_EMP_MSA,TOT_LABOR_MSA,UNEMP_RATE_PCT,EMP_RATE_PCT,Area_acre,POP_CENSUSTRACT,AVG_SPEED,GasPrice
810,1010,16700,"Charleston-North Charleston-Summerville, SC Metro Area",Bus,2013,4793013,2874236,4793013,2874236,210274,3985376,0.831497015,759769589,712220,373286,290789,10825,27130,22316,32038,35405,693815,16.2,8.6,75.2,22.6,64.6,12.8,268003,16435,93498,109879,35306,12885,6.13239404,51771,71044,34,44.6,21.4,274489,31527,6356,23.6,21787,323289.4167,345076.4167,6.312191367,93.68780833,3116.8,29505,13.6690033,3.533
811,1011,16700,"Charleston-North Charleston-Summerville, SC Metro Area",Bus,2014,4950082,3040885,4950082,3040885,216378,2950311,0.596012551,759769589,727689,383750,298839,10553,27383,23218,32127,30604,709205,15.1,8.4,76.5,22.3,64.4,13.3,276509,17194,93857,110807,40134,14517,6.218242444,53572,74299,33.1,44.3,22.6,284854,25754,5711,25.7,19474.58333,334013.5,353488.0833,5.50544035,94.49455958,3116.8,28602,14.05357754,3.407083333
812,1012,16700,"Charleston-North Charleston-Summerville, SC Metro Area",Bus,2015,4761060,2964332,4761060,2964332,213870,2934769,0.616410841,759769589,744526,380638,315977,10117,30172,25675,35598,25966,726929,14.2,7.8,78,22.2,64,13.8,273722,18717,91826,109410,39770,13999,6.837959682,56430,77932,29.5,46.5,24,292000,31543,3223,25.2,18720.58333,345693.6667,364414.25,5.138655392,94.86134525,3116.8,28352,13.86043858,2.41425
813,1013,16700,"Charleston-North Charleston-Summerville, SC Metro Area",Bus,2016,3820742,2617655,3820742,2617655,196917,4757434,1.24515971,759769589,761155,395065,319793,10963,31002,25666,36740,31516,742948,13,7.7,79.3,22.2,63.6,14.2,287362,16272,104471,115409,37967,13243,5.662544108,57659,80323,29.8,44.3,25.9,297234,31563,2875,25.9,15981.66667,356067.5833,372049.25,4.295247,95.70475308,3116.8,28758,13.29318952,2.207583333
814,1014,16700,"Charleston-North Charleston-Summerville, SC Metro Area",Bus,2017,3575324,2548357,3575324,2548357,193266,4302911,1.203502396,759769589,775831,395815,328404,10061,31093,25794,36465,36737,757944,11.9,8.7,79.4,22,63.3,14.7,290586,13585,104260,118926,40639,13176,4.675035962,60546,83736,28.9,44,27.1,310648,31855,2183,26.2,13745.83333,363905.3333,377651.1667,3.639726625,96.360272,3116.8,28388,13.18574917,2.456916667
815,1015,16700,"Charleston-North Charleston-Summerville, SC Metro Area",Bus,2018,3064526,2563401,3064526,2563401,204760,4417685,1.441555725,759769589,760504,399984.25,335816.25,9596,31368.75,25887.75,36544.25,42040.25,773195.75,10.775,9.425,79.8,21.85,62.975,15.175,296414,10958.5,107263,123063.5,42192.25,12936.75,3.697025107,63018.5,86893.5,28.3,43.225,28.475,322017,32079,1577,26.6,11384.22916,372377.125,383761.3542,2.937234246,97.06276315,3116.8,28212,12.51905157,2.711545455
816,1016,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",Bus,2005,17837611,10601572,16062768.71,9546715.586,700657.438,10079651,0.627516413,1603967675,1491330,762067,582387,12127,25626,22225,31463,28984,1488362,11.9,9.6,78.6,26.5,64.5,9,590544,35987,199157,239036,86254,30110,6.093872768,47104,64948,37.7,44.8,17.5,583516,87572,11898,25.3,41424.25,747485.6667,788909.9167,5.25376865,94.746231,11552,104334,13.62536822,2.303166667
817,1017,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",Bus,2006,18514523,11087793,16672327.96,9984557.597,716240.5905,11320176,0.678979926,1603967675,1582627,795550,626638,14170,25884,22518,31136,35018,1551269,11.5,8.1,80.4,25.6,65,9.4,613645,35315,201841,254541,88990,32958,5.754956041,50367,68712,33.9,47.8,18.3,618832,100994,13556,25.2,39336.25,785385.25,824721.5,4.770732,95.22926783,11552,99284,13.94022865,2.58525
818,1018,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",Bus,2007,19652583,10610877,17697150.99,9555094.739,729477.04,12087939,0.68304435,1603967675,1650667,791740,694293,14158,27713,23244,33397,32168,1623064,11.4,8,80.6,26.3,64.5,9.2,638709,35593,215710,261185,92621,33600,5.572647325,53211,72544,31.7,47.4,20.9,650120,86461,14292,25.1,39887.66667,803728.5,843616.1667,4.727906233,95.27209458,11552,94234,13.09855446,2.794416667
819,1019,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",Bus,2008,20801544,12526432,18731790.37,11280052.02,779680.8155,13743705,0.733710165,1603967675,1701600,822125,702034,13902,29707,25086,35433,35955,1675343,11.3,8.2,80.5,26.1,64.4,9.5,661392,37170,220658,266160,103117,34287,5.619965164,54967,74987,29.9,47.6,22.5,679053,100454,19922,25,53754.5,811309.0833,865063.5833,6.2052865,93.79471342,11552,89184,14.46752542,3.30325
820,1020,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",Bus,2009,19023013,11353048,17130223.21,10223419.72,718379.278,17002524,0.992545386,1603967675,1745524,844076,713806,20219,27073,23218,32432,34008,1716203,13.6,9.1,77.4,26.3,63.8,9.9,675535,39147,225153,278312,97234,35689,5.794962511,51267,72717,34.3,45.4,20.3,651462,89247,15417,25,98545.16667,769676.5833,868221.75,11.35141417,88.64858558,11552,84134,14.23122859,2.356333333
821,1021,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",Bus,2010,20157816,10890587,18152113.31,9806973.594,697959.54,15951140,0.878748371,1603967675,1764313,857337,716485,18711,26456,22621,31847,30258,1737343,,,,25.8,64.1,10.1,663300,42186,223507,269402,93451,34754,6.360018091,50449,69265,34.1,46.2,19.7,642948,79973,15989,25.4,103257.1667,817448.75,920705.9167,11.2173975,88.78260242,11552,79084,14.05091991,2.7855
822,1022,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",Bus,2011,22493659,10854693,20255539.93,9774651.047,704922.206,18587946,0.917672205,1603967675,1795472,856676,739757,14725,26511,23607,31987,30285,1767225,,,,25.8,63.9,10.3,671191,41264,231236,272660,88561,37470,6.14787743,50671,72123,34.9,44.1,21,663620,78242,19227,25.2,95686.83333,838887.5,934574.3333,10.24058009,89.75941975,11552,74034,13.86628335,3.534416667
823,1023,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",Bus,2012,23154373,10981320,20850512.89,9888678.66,713140.169,19914181,0.9550931,1603967675,1831084,883891,735907,19061,26839,22555,32263,29921,1801914,,,,25.5,63.8,10.7,675362,41553,229753,272041,95105,36910,6.15270033,52470,74924,33,44.8,22.2,673031,87669,18346,25.6,85323.58333,868675.75,953999.3333,8.9458767,91.05412358,11552,78261,13.86638853,3.623166667
824,1024,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",Bus,2013,23707262,10989775,21348389.43,9896292.388,716221.68,21568146,1.010293824,1603967675,2335358,1171106,913469,25110,26725,22994,31774,31700,2298466,14.8,10,75.2,24.9,63.1,12,859709,51442,288483,336695,128836,54253,5.983652608,51251,72972,33.8,44.3,21.9,871561,108957,18898,26,73577.5,892628.3333,966205.8333,7.615372133,92.38462817,11552,81456,13.81735944,3.533
825,1025,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",Bus,2014,23012632,11222522,20722875.12,10105881.06,731575.205,21416028,1.033448683,1603967675,2380314,1188492,944632,25820,27151,22899,32862,30230,2345650,15.2,8.8,76.1,24.6,63,12.4,883281,49479,290973,353217,134834,54778,5.601728102,53549,75943,32.1,45.4,22.5,908379,105616,20859,26.1,59434.33333,926221.4167,985655.75,6.031739792,93.96825975,11552,83653,13.81386492,3.407083333
826,1026,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",Bus,2015,20904569,11613696,18824564.38,10458133.25,753199.812,22406727,1.190291926,1603967675,2426363,1190907,969175,29156,28612,23859,35081,30694,2389106,14.1,9.3,76.6,24.4,62.9,12.7,905696,49156,297356,359256,141447,58481,5.427428188,54836,77789,31.6,44.2,24.2,944540,103052,21140,26.9,54613.5,960894.5,1015508,5.378846367,94.62115342,11552,86178,13.88493874,2.41425
827,1028,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",Bus,2016,19794701,11676135,17825128.25,10514359.57,763858.13,25351079,1.422210188,1603967675,2474314,1207137,996009,25390,30407,25649,35880,30237,2438416,12.3,8.8,78.9,24.3,62.9,12.8,917897,43751,290056,371224,153746,59120,4.766438936,59979,82776,28.4,45.2,26.4,965301,109449,16191,26.5,49564.91667,996895.6667,1046460.583,4.736982742,95.26301758,11552,87165,13.76480678,2.207583333
828,1030,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",Bus,2017,17685692,11617619,15925965.65,10461665.91,755941.8345,24881543,1.562325547,1603967675,2525305,1226088,1011589,29859,31014,26137,37470,32120,2489929,12.1,8.1,79.8,24.1,62.6,13.3,944261,45507,303819,379080,150974,64881,4.819324318,61156,85987,28,44,28,993953,109427,19354,27.3,45927.58333,1032459.833,1078387.417,4.260513425,95.73948675,11552,89163,13.83924719,2.456916667
829,1032,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",Bus,2018,14304747,11380081,12881424.67,10247762.94,744204.7175,25265479,1.961388561,1603967675,2475327.333,1230825.75,1015484,30976.25,31165.75,26259,37867.5,32590.75,2502807.25,12.05,7.925,80.025,24.05,62.525,13.425,950852,45946,307259.75,381044,150281,66321.25,4.832087433,61450.25,86789.75,27.9,43.7,28.4,1001116,109421.5,20144.75,27.5,45018.25,1041350.875,1086369.126,4.141396096,95.85860404,11552,89662.5,13.77008597,2.711545455
830,1034,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",Rail,2005,0,0,0,0,0,194980,0,1603967675,1491330,762067,582387,12127,25626,22225,31463,28984,1488362,11.9,9.6,78.6,26.5,64.5,9,590544,35987,199157,239036,86254,30110,6.093872768,47104,64948,37.7,44.8,17.5,583516,87572,11898,25.3,41424.25,747485.6667,788909.9167,5.25376865,94.746231,11552,104334,0,2.303166667
831,1035,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",Rail,2006,25916,3696,23337.358,3328.248,814.9525,212637,9.111442692,1603967675,1582627,795550,626638,14170,25884,22518,31136,35018,1551269,11.5,8.1,80.4,25.6,65,9.4,613645,35315,201841,254541,88990,32958,5.754956041,50367,68712,33.9,47.8,18.3,618832,100994,13556,25.2,39336.25,785385.25,824721.5,4.770732,95.22926783,11552,99284,4.083977901,2.58525
832,1036,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",Rail,2007,517281,70578,465811.5405,63555.489,2805.958,0,0,1603967675,1650667,791740,694293,14158,27713,23244,33397,32168,1623064,11.4,8,80.6,26.3,64.5,9.2,638709,35593,215710,261185,92621,33600,5.572647325,53211,72544,31.7,47.4,20.9,650120,86461,14292,25.1,39887.66667,803728.5,843616.1667,4.727906233,95.27209458,11552,94234,22.65019255,2.794416667
833,1037,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",Rail,2008,4982386,587191,4486638.593,528765.4955,35731.84,1622813,0.361699069,1603967675,1701600,822125,702034,13902,29707,25086,35433,35955,1675343,11.3,8.2,80.5,26.1,64.4,9.5,661392,37170,220658,266160,103117,34287,5.619965164,54967,74987,29.9,47.6,22.5,679053,100454,19922,25,53754.5,811309.0833,865063.5833,6.2052865,93.79471342,11552,89184,14.79816028,3.30325
834,1038,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",Rail,2009,4741805,527350,4269995.403,474878.675,31519.301,3184675,0.74582633,1603967675,1745524,844076,713806,20219,27073,23218,32432,34008,1716203,13.6,9.1,77.4,26.3,63.8,9.9,675535,39147,225153,278312,97234,35689,5.794962511,51267,72717,34.3,45.4,20.3,651462,89247,15417,25,98545.16667,769676.5833,868221.75,11.35141417,88.64858558,11552,84134,15.06628193,2.356333333
835,1039,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",Rail,2010,4799475,673858,4321927.238,606809.129,40174.907,3211891,0.743161748,1603967675,1764313,857337,716485,18711,26456,22621,31847,30258,1737343,,,,25.8,64.1,10.1,663300,42186,223507,269402,93451,34754,6.360018091,50449,69265,34.1,46.2,19.7,642948,79973,15989,25.4,103257.1667,817448.75,920705.9167,11.2173975,88.78260242,11552,79084,15.10418254,2.7855
836,1040,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",Rail,2011,4796202,852904,4318979.901,768040.052,41293.328,3678428,0.851689076,1603967675,1795472,856676,739757,14725,26511,23607,31987,30285,1767225,,,,25.8,63.9,10.3,671191,41264,231236,272660,88561,37470,6.14787743,50671,72123,34.9,44.1,21,663620,78242,19227,25.2,95686.83333,838887.5,934574.3333,10.24058009,89.75941975,11552,74034,18.59961619,3.534416667
837,1041,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",Rail,2012,4967336,876573,4473086.068,789353.9865,46298.307,3793166,0.847997544,1603967675,1831084,883891,735907,19061,26839,22555,32263,29921,1801914,,,,25.5,63.8,10.7,675362,41553,229753,272041,95105,36910,6.15270033,52470,74924,33,44.8,22.2,673031,87669,18346,25.6,85323.58333,868675.75,953999.3333,8.9458767,91.05412358,11552,78261,17.04930564,3.623166667
838,1042,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",Rail,2013,4977968,869751,4482660.184,783210.7755,49762.5305,4358896,0.97239046,1603967675,2335358,1171106,913469,25110,26725,22994,31774,31700,2298466,14.8,10,75.2,24.9,63.1,12,859709,51442,288483,336695,128836,54253,5.983652608,51251,72972,33.8,44.3,21.9,871561,108957,18898,26,73577.5,892628.3333,966205.8333,7.615372133,92.38462817,11552,81456,15.738966,3.533
839,1043,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",Rail,2014,5130489,1020324,4620005.345,918801.762,59596.891,4553044,0.985506219,1603967675,2380314,1188492,944632,25820,27151,22899,32862,30230,2345650,15.2,8.8,76.1,24.6,63,12.4,883281,49479,290973,353217,134834,54778,5.601728102,53549,75943,32.1,45.4,22.5,908379,105616,20859,26.1,59434.33333,926221.4167,985655.75,6.031739792,93.96825975,11552,83653,15.41694116,3.407083333
840,1044,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",Rail,2015,5142299,1030320,4630640.25,927803.16,64129.1075,5053583,1.091335696,1603967675,2426363,1190907,969175,29156,28612,23859,35081,30694,2389106,14.1,9.3,76.6,24.4,62.9,12.7,905696,49156,297356,359256,141447,58481,5.427428188,54836,77789,31.6,44.2,24.2,944540,103052,21140,26.9,54613.5,960894.5,1015508,5.378846367,94.62115342,11552,86178,14.46773854,2.41425
841,1046,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",Rail,2016,5316457,1060628,4787469.529,955095.514,68435.2985,3907008,0.816090416,1603967675,2474314,1207137,996009,25390,30407,25649,35880,30237,2438416,12.3,8.8,78.9,24.3,62.9,12.8,917897,43751,290056,371224,153746,59120,4.766438936,59979,82776,28.4,45.2,26.4,965301,109449,16191,26.5,49564.91667,996895.6667,1046460.583,4.736982742,95.26301758,11552,87165,13.95618248,2.207583333
842,1048,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",Rail,2017,5280519,1079922,4755107.36,972469.761,70136.343,3599048,0.756880492,1603967675,2525305,1226088,1011589,29859,31014,26137,37470,32120,2489929,12.1,8.1,79.8,24.1,62.6,13.3,944261,45507,303819,379080,150974,64881,4.819324318,61156,85987,28,44,28,993953,109427,19354,27.3,45927.58333,1032459.833,1078387.417,4.260513425,95.73948675,11552,89163,13.86541869,2.456916667
843,1050,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",Rail,2018,7390834,2098949,6655446.017,1890103.575,121097.439,3081434.25,0.462994402,1603967675,2475327.333,1230825.75,1015484,30976.25,31165.75,26259,37867.5,32590.75,2502807.25,12.05,7.925,80.025,24.05,62.525,13.425,950852,45946,307259.75,381044,150281,66321.25,4.832087433,61450.25,86789.75,27.9,43.7,28.4,1001116,109421.5,20144.75,27.5,45018.25,1041350.875,1086369.126,4.141396096,95.85860404,11552,89662.5,15.60812178,2.711545455
844,1052,16820,"Charlottesville, VA Metro Area",Bus,2005,1395907,912766,1395907,912766,76875,402765,0.288532832,89501576,177569,95388,68740,2227,24632,21667,32928,24840,177218,13.5,5.9,80.7,21.7,65.2,13.1,74443,5480,24757,26386,11592,6228,7.361336862,47543,65468,35.8,47.5,16.7,63168,10233,1875,22.7,3030.25,94053.83333,97084.08333,3.122840333,96.87715917,4825.6,37555,11.87337886,2.303166667
845,1053,16820,"Charlottesville, VA Metro Area",Bus,2006,598567,382480,598567,382480,32214,420939,0.703244582,89501576,189123,102216,72030,3352,25315,22197,31133,35813,180768,12.3,6.7,81,20.8,66.3,12.9,76170,5018,25090,27768,11849,6445,6.587895497,50672,70938,33.8,46.8,19.4,68584,9452,2344,21.7,2657.583333,98842.91667,101500.5,2.621963083,97.37803633,4825.6,37525,11.87309865,2.58525
846,1054,16820,"Charlottesville, VA Metro Area",Bus,2007,1592771,881233,1592771,881233,77112,419190,0.263182843,89501576,193336,101375,75686,2166,26883,22583,34598,27148,184149,13.3,6.3,80.3,21,65.2,13.8,77680,5494,23008,30890,12650,5638,7.072605561,53398,71078,31.4,47.1,21.5,65215,12351,2711,23.4,2558.75,102136.5833,104695.3333,2.445014908,97.554985,4825.6,37495,11.42796193,2.794416667
847,1055,16820,"Charlottesville, VA Metro Area",Bus,2008,1825240,904450,1825240,904450,81007,589980,0.323234205,89501576,193684,102970,76097,1956,27902,25810,32619,18943,185052,10.2,9.3,80.5,21,66.3,12.7,76392,4629,24220,28660,12702,6181,6.05953503,56833,79929,30.4,44.1,25.5,71295,10789,2946,22.9,3519,103786.0833,107305.0833,3.28048225,96.71951867,4825.6,37465,11.1650845,3.30325
848,1056,16820,"Charlottesville, VA Metro Area",Bus,2009,2161083,924814,2161083,924814,86040,611150,0.282798023,89501576,198217,104825,77580,2498,27306,23923,31904,20759,187097,13,9.1,78,20.3,65.8,13.9,76010,4092,24747,28443,11906,6822,5.383502171,55756,73736,31,46.3,22.7,69148,8766,2676,23.4,6001.333333,100433.9167,106435.25,5.639552117,94.36044842,4825.6,37435,10.74865179,2.356333333
849,1057,16820,"Charlottesville, VA Metro Area",Bus,2010,2235143,930114,2235143,930114,88662,633849,0.283583198,89501576,199776,101319,76684,3990,28267,25189,35490,20622,187361,,,,20.1,66.5,13.4,76764,5262,25034,28802,11504,6162,6.854775676,56808,80633,30.8,46.3,22.9,68811,10793,2090,23.3,6474.75,98019.66667,104494.4167,6.19944695,93.80055425,4825.6,37405,10.49055965,2.7855
850,1058,16820,"Charlottesville, VA Metro Area",Bus,2011,2399460,949732,2399460,949732,88704,837778,0.349152726,89501576,202406,108220,74497,2886,27085,20677,40023,36058,191344,,,,19.6,66.7,13.7,77621,4575,24999,30618,10954,6475,5.894023525,56652,79153,32.3,42.1,25.6,68094,5393,2635,24.7,6053.333333,100017.5833,106070.9167,5.710559517,94.28944008,4825.6,37375,10.70675505,3.534416667
851,1059,16820,"Charlottesville, VA Metro Area",Bus,2012,0,0,0,0,0,871509,0,89501576,206414,101350,81515,4153,30061,26468,34972,14865,193616,,,,20.1,65.1,14.8,77795,4026,23492,29798,14253,6226,5.17513979,62880,84133,27.9,43.3,28.8,71347,9319,3282,24.5,5624,100889.3333,106513.3333,5.285177342,94.71482333,4825.6,37132,0,3.623166667
852,1060,16820,"Charlottesville, VA Metro Area",Bus,2013,0,0,0,0,0,756570,0,89501576,225531,121576,85752,2689,30454,25440,40217,23422,211108,16,6.9,77.1,20.6,64.4,15,84595,5375,27051,32177,13056,6936,6.353803416,58375,79178,28.9,46.1,25,75497,9866,2187,25.6,5135.916667,100861.9167,105997.8333,4.845382892,95.15461725,4825.6,37409,0,3.533
853,1061,16820,"Charlottesville, VA Metro Area",Bus,2014,0,0,0,0,0,765326,0,89501576,227738,119538,86572,2976,26943,22260,33391,35718,213612,14.2,9,76.8,19.5,65.1,15.4,87139,6738,25305,32765,15926,6405,7.732473405,58189,80138,31.1,44.9,24,78332,9869,3287,23.8,4841,103380.1667,108221.1667,4.475460483,95.52453875,4825.6,38029,0,3.407083333
854,1062,16820,"Charlottesville, VA Metro Area",Bus,2015,0,0,0,0,0,551563,0,89501576,230602,126202,84118,2537,31177,24584,40574,21307,217424,13.1,7.3,79.6,19.5,64.1,16.4,87949,4326,27107,33249,15562,7705,4.918759736,63918,88050,25,45.4,29.6,82105,9802,3910,24,4173.083333,104657.5833,108830.6667,3.833871192,96.16612825,4825.6,38244,0,2.41425
855,1063,16820,"Charlottesville, VA Metro Area",Bus,2016,0,0,0,0,0,484203,0,89501576,229467,126092,83964,2775,30984,25721,40192,47829,216201,12.3,7.4,80.4,19.4,63.7,16.9,87091,5656,27564,33086,11276,9509,6.494356478,62523,85476,26.8,44.3,28.9,80278,10296,2638,24.3,3832.75,105690.8333,109523.5833,3.500527042,96.49947092,4825.6,38543,0,2.207583333
856,1064,16820,"Charlottesville, VA Metro Area",Bus,2017,0,0,0,0,0,457391,0,89501576,232182,121809,81846,4049,31941,26985,41513,41765,219191,11.6,7.3,81.1,18.8,63.9,17.3,88632,5213,29268,31413,15154,7584,5.88162289,66853,95564,25.5,41.5,33,80410,11800,3579,26,3613.5,108734.9167,112348.4167,3.219012975,96.78098675,4825.6,39465,0,2.456916667
857,1065,16820,"Charlottesville, VA Metro Area",Bus,2018,19949,71965,19949,71965,5304,420442,21.0758434,89501576,230750.3333,118569.25,80219,5064,32610.5,28217.25,42408.25,43847.5,221127.75,10.875,7.25,81.825,18.325,63.95,17.725,89573.25,5213.25,30660.25,30117.5,16991,6591.25,5.82009696,69751.75,102486.5,24.975,39.125,35.9,80052.25,13051.5,3966.75,27.35,3363.979167,111276.2918,114640.2709,2.924541387,97.07545929,4825.6,40231.25,13.56806184,2.711545455
858,1066,16860,"Chattanooga, TN-GA Metro Area",Bus,2005,2758223,2060973,2758223,2060973,153385,1319001,0.478206802,777338402,476969,265259,195284,2035,22589,21133,24239,50625,475454,13,9.7,77.3,23.3,63.4,13.3,198386,13458,63843,76999,32048,12038,6.783744821,40409,54151,44.5,43.9,11.6,180284,28401,655,23.2,12075.66667,239142.0833,251217.75,4.809517167,95.19048308,2758.4,20741,13.43660071,2.303166667
859,1067,16860,"Chattanooga, TN-GA Metro Area",Bus,2006,2372919,1880545,2372919,1880545,138901,1534876,0.646830338,777338402,498764,272624,210060,2561,21932,20911,23887,37623,487966,13.1,10.7,76.2,22.8,63.6,13.6,203599,13189,65768,80047,31829,12766,6.477929656,41090,55354,42.4,45.4,12.2,193378,25931,1449,22.2,11547.91667,250098.9167,261646.8333,4.417987067,95.58201467,2758.4,19284,13.53874342,2.58525
860,1068,16860,"Chattanooga, TN-GA Metro Area",Bus,2007,2713242,2138501,2713242,2138501,161123,1673242,0.616694714,777338402,517253,285618,210467,3382,21837,21630,22159,24759,503664,13.9,10.3,75.8,22.8,63.1,14.1,204531,14269,63936,79290,33691,13345,6.976448558,43242,60036,42,44,14,197514,24611,3361,22,10839.41667,254260.5,265099.9167,4.087521592,95.91247817,2758.4,17827,13.27247507,2.794416667
861,1069,16860,"Chattanooga, TN-GA Metro Area",Bus,2008,2709821,2064221,2709821,2064221,157923,1732701,0.639415297,777338402,518515,282440,216173,4086,23170,21706,24958,29473,508065,13.1,9.4,77.5,22.8,62.7,14.5,203326,13525,63226,77775,33803,14997,6.651879248,45321,61381,39,46.5,14.5,198092,30428,1439,23.3,15538.08333,249341.1667,264879.25,5.8676095,94.13239033,2758.4,16370,13.07105995,3.30325
862,1070,16860,"Chattanooga, TN-GA Metro Area",Bus,2009,2571528,2080629,2571528,2080629,161368,1619350,0.629722873,777338402,524221,298340,204608,3674,22580,20823,25416,34319,517365,17.7,11,71.3,22.8,62.5,14.7,209486,14326,71048,76864,31038,16210,6.838643155,40697,57471,43.2,43.4,13.4,195201,21976,1512,22.1,24427.41667,233759,258186.4167,9.46003735,90.53996208,2758.4,14913,12.8936902,2.356333333
863,1071,16860,"Chattanooga, TN-GA Metro Area",Bus,2010,2676616,2089043,2676616,2089043,162256,1738173,0.649391993,777338402,530205,291050,217529,4123,22302,21335,23617,26942,520255,,,,22.6,62.9,14.5,208995,15216,63686,79975,33088,17030,7.280556951,42288,58267,41.8,43,15.2,198513,20589,1269,22.8,22815,235548.25,258363.25,8.832544642,91.16745433,2758.4,13456,12.87498151,2.7855
864,1072,16860,"Chattanooga, TN-GA Metro Area",Bus,2011,2734656,2016516,2734656,2016516,149588,1817870,0.664752715,777338402,529123,287103,217569,3787,22015,20724,23986,23333,516651,,,,22.2,62.6,15.2,206421,15860,65804,79821,31546,13390,7.683326793,42166,58441,43.4,42.3,14.3,193231,20832,1963,23,21600.25,240221.75,261822,8.25125245,91.74874817,2758.4,11999,13.48046635,3.534416667
865,1073,16860,"Chattanooga, TN-GA Metro Area",Bus,2012,2873163,1907918,2873163,1907918,133749,2033923,0.707903798,777338402,539094,297720,216523,4473,22295,20618,25592,40173,524863,,,,22,62.4,15.6,207794,14876,69466,77938,32070,13444,7.159013254,43475,60751,41,42.9,16.1,196482,19167,1877,23.2,19242,241592.5,260834.5,7.376470925,92.62352875,2758.4,12893,14.26491413,3.623166667
866,1074,16860,"Chattanooga, TN-GA Metro Area",Bus,2013,2620262,1910390,2620262,1910390,142049,1977559,0.75471804,777338402,540387,300161,216965,4859,22748,21398,25660,22865,527350,16.1,9.8,74.1,21.8,62.3,15.9,209304,14160,62843,81195,35486,15620,6.765279211,47702,63458,36.7,46.3,17,202717,22179,768,23.2,18922,237264.3333,256186.3333,7.380409783,92.61958958,2758.4,13108,13.44880992,3.533
867,1075,16860,"Chattanooga, TN-GA Metro Area",Bus,2014,2619121,2037608,2619121,2037608,156631,1957786,0.747497347,777338402,543153,303843,213674,5509,23345,21342,25877,40710,526928,15.9,10.7,73.4,21.5,62.3,16.2,207829,13883,68907,73681,34633,16725,6.680010971,46600,62267,36.9,46.3,16.8,204933,21552,1539,22.4,15990,233545.6667,249535.6667,6.405675008,93.59432492,2758.4,14076,13.00897013,3.407083333
868,1076,16860,"Chattanooga, TN-GA Metro Area",Bus,2015,2588970,2221558,2588970,2221558,174790,1988828,0.768192756,777338402,546351,294002,227037,4004,24381,22231,26832,35265,532156,15.3,10.7,74,21.2,62,16.8,209340,13987,65913,83112,34550,11778,6.681475112,47809,64851,36.5,44.8,18.7,207522,18841,2897,23.4,13850.08333,239299.25,253149.3333,5.470904875,94.52909542,2758.4,14954,12.70986899,2.41425
