,CLUSTER_APTA4,RAIL_FLAG,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,TSD_POP_PCT,JTW_HOME_PCT,YEARS_SINCE_TNC_BUS2_HINY,YEARS_SINCE_TNC_BUS2_MIDLOW,YEARS_SINCE_TNC_RAIL2_HINY,YEARS_SINCE_TNC_RAIL2_MIDLOW,BIKE_SHARE,scooter_flag,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_BUS2_HINY_FAC,YEARS_SINCE_TNC_BUS2_MIDLOW_FAC,YEARS_SINCE_TNC_RAIL2_HINY_FAC,YEARS_SINCE_TNC_RAIL2_MIDLOW_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change,VRM_ADJ_log_FAC_cumsum,FARE_per_UPT_2018_log_FAC_cumsum,POP_EMP_log_FAC_cumsum,TSD_POP_PCT_FAC_cumsum,GAS_PRICE_2018_log_FAC_cumsum,TOTAL_MED_INC_INDIV_2018_log_FAC_cumsum,PCT_HH_NO_VEH_FAC_cumsum,JTW_HOME_PCT_FAC_cumsum,YEARS_SINCE_TNC_BUS2_HINY_FAC_cumsum,YEARS_SINCE_TNC_BUS2_MIDLOW_FAC_cumsum,YEARS_SINCE_TNC_RAIL2_HINY_FAC_cumsum,YEARS_SINCE_TNC_RAIL2_MIDLOW_FAC_cumsum,BIKE_SHARE_FAC_cumsum,scooter_flag_FAC_cumsum,Unknown_FAC_cumsum,UPT_ADJ_VRM_ADJ_log_FAC_cumsum,UPT_ADJ_FARE_per_UPT_2018_log_FAC_cumsum,UPT_ADJ_POP_EMP_log_FAC_cumsum,UPT_ADJ_TSD_POP_PCT_FAC_cumsum,UPT_ADJ_GAS_PRICE_2018_log_FAC_cumsum,UPT_ADJ_TOTAL_MED_INC_INDIV_2018_log_FAC_cumsum,UPT_ADJ_PCT_HH_NO_VEH_FAC_cumsum,UPT_ADJ_JTW_HOME_PCT_FAC_cumsum,UPT_ADJ_YEARS_SINCE_TNC_BUS2_HINY_FAC_cumsum,UPT_ADJ_YEARS_SINCE_TNC_BUS2_MIDLOW_FAC_cumsum,UPT_ADJ_YEARS_SINCE_TNC_RAIL2_HINY_FAC_cumsum,UPT_ADJ_YEARS_SINCE_TNC_RAIL2_MIDLOW_FAC_cumsum,UPT_ADJ_BIKE_SHARE_FAC_cumsum,UPT_ADJ_scooter_flag_FAC_cumsum,UPT_ADJ_Unknown_FAC_cumsum
50,2.0,0,2018,1552,873295591.9680003,845676010.365,792037958.6610001,-53638051.7039998,813647186.9303085,-46707295.68441173,11925052.607597886,1.048591570774795,2770222.733557586,2.8483653051115447,31622.900060763637,7.258458280631997,25.88016545671855,5.5199671065654625,0.0,4.852501684478077,0.0,0.0,0.8455697945960297,0.4124008656054188,-18742992.94742804,-758439.5368220477,3865071.342002752,11044515.556270204,-2927716.846081288,-1388158.4579944306,-534629.3963028478,-750339.5436281294,0.0,-22854285.72400668,0.0,0.0,1364423.1893671285,-15561044.547483787,-47243596.91210716,-43786572.65334752,-9851479.050652288,0.0,-53638051.7039998,32034089.37334299,-11775569.461205509,32148662.63547921,-3941178.595189055,-44107309.62603389,-19976605.200193383,-5952448.000759077,-3631569.743702233,0.0,-118031752.86572164,0.0,0.0,10434568.563812621,-15561044.547483787,-30350942.07832106,760003869.2876571,803813528.1222056,759889296.0255209,795979137.2561892,836145268.287034,812014563.8611935,797990406.6617593,795669528.4047024,792037958.6610001,910069711.5267217,792037958.6610001,792037958.6610001,781603390.0971875,807599003.2084839,822388900.7393212
61,2.0,1,2012,359,54073127.77139998,76972755.99359998,85426704.23140004,6160854.339800055,92303087.49341685,3577078.911871306,4332729.113526161,1.2133849446182334,2992531.8530988093,4.012176275684106,28920.40961722739,8.642627131150183,30.4074532164788,4.227537672952732,0.0,0.0,0.0,0.0,0.2767849202523113,0.0,5893674.26929205,-2224881.2697589383,279450.2676578955,36525.41088936989,306662.31268075487,-4811.041232605732,-36817.64801528817,-65675.42097624358,0.0,0.0,0.0,0.0,63734.177876650145,0.0,4247861.058413643,4283590.78337399,1877263.556426065,2293093.8980000005,8453948.237800054,5893674.26929205,-2224881.2697589383,279450.2676578955,-36817.64801528817,36525.41088936989,306662.31268075487,-4811.041232605732,-65675.42097624358,0.0,0.0,0.0,0.0,63734.177876650145,0.0,1877263.556426065,79533029.96210799,87651585.50115898,85147253.96374215,85463521.87941533,85390178.82051067,85120041.91871929,85431515.27263264,85492379.65237628,85426704.23140004,85426704.23140004,85426704.23140004,85426704.23140004,85362970.05352339,85426704.23140004,83549440.67497398
62,2.0,1,2013,359,54073127.77139998,85426704.23140004,89532577.02039999,4105872.7889999463,99907776.13844807,7604688.645031246,5093480.925777432,1.307377000795345,2995520.031708063,3.8614805821472316,29649.635531707416,8.4527083732368,30.649141152658192,4.259967171760962,0.0,0.0,0.0,0.21018612616692986,0.4578825662845313,0.0,9446590.14463882,-1716118.3608527712,426572.19775866397,-455357.3036148936,-489764.6087452003,-98435.85170959668,111159.6778051847,-3539.872082536693,0.0,0.0,0.0,-525663.5055349895,290250.8777333595,0.0,6985693.395396043,6840095.664595907,-2734222.87559596,0.0,4105872.7889999463,15340264.41393087,-3940999.6306117093,706022.4654165595,74342.02978989654,-418831.8927255237,-183102.29606444546,-103246.89294220241,-69215.29305878027,0.0,0.0,0.0,-525663.5055349895,353985.05561000964,0.0,-856959.3191698948,74192312.60646912,93473576.65101169,88826554.55498342,89458234.9906101,89951408.91312551,89715679.31646444,89635823.9133422,89601792.31345877,89532577.02039999,89532577.02039999,89532577.02039999,90058240.52593498,89178591.96478997,89532577.02039999,90389536.33956988
63,2.0,1,2014,406,55267150.45449998,89532577.02039999,89518730.76389997,-1207868.9396000209,100770429.73139866,-739736.8066057938,5021191.778663597,1.2909042838908031,3006277.4823498507,3.6525822465844913,29495.463123630565,8.453564362296065,30.311105149002195,4.331559264294183,0.0,0.0,0.0,1.189276565990354,0.4493481264507265,0.0,2017111.5469343143,96454.0382431636,355667.13202239975,-678691.1265144298,-54597.432199594405,-2093.6100780090965,-34575.74927907458,-18154.74447153344,0.0,0.0,0.0,-2062209.7325475663,4378.775320755637,0.0,-376710.90256957494,-423990.0847297719,-783878.854870249,1194022.6830999993,-13846.256500021673,17357375.960865185,-3844545.592368546,1061689.5974389592,39766.280510821955,-1097523.0192399535,-237699.72826403985,-105340.5030202115,-87370.03753031371,0.0,0.0,0.0,-2587873.238082556,358363.83093076525,0.0,-1640838.1740401438,72161354.80303478,93363276.35626851,88457041.166461,89478964.48338914,90616253.78313991,89756430.492164,89624071.26692018,89606100.80143028,89518730.76389997,89518730.76389997,89518730.76389997,92106604.00198252,89160366.9329692,89518730.76389997,91159568.9379401
64,2.0,1,2015,406,55267150.45449998,89518730.76389997,89090788.18659997,-427942.5772999968,93819460.24161424,-6950969.489784399,5099319.306187606,1.332114839930763,3033871.0136129614,2.6892344314130896,30995.430311256932,8.238800884576808,30.20683294501989,4.469179116580973,0.0,0.0,0.0,2.189276565990354,0.6218489396209078,0.0,1859454.384701364,-1168510.2357646262,402608.0962442583,-3646999.0270656077,-1245504.704413263,-134946.23315296991,-40270.6327601404,-45071.09484709974,0.0,0.0,0.0,-2282361.8403126625,149286.17838793882,0.0,-6152315.10898281,-6298651.065099749,5870708.4877997525,0.0,-427942.5772999968,19216830.34556655,-5013055.828133172,1464297.6936832175,-504.3522493184428,-4744522.046305561,-1483204.4326773027,-240286.73617318142,-132441.13237741345,0.0,0.0,0.0,-4870235.078395219,507650.0093187041,0.0,4229870.313759608,69873957.84103343,94103844.01473314,87626490.49291675,89091292.5388493,93835310.23290554,90573992.61927727,89331074.92277315,89223229.31897739,89090788.18659997,89090788.18659997,89090788.18659997,93961023.26499519,88583138.17728126,89090788.18659997,84860917.87284036
65,2.0,1,2016,430,56666494.45449998,89090788.18659997,88962782.03900002,-1527350.1475999432,94441198.88883528,-814831.3335788351,5046611.924167339,1.2806845070025017,3056276.245235473,2.375630162310227,31780.07085488415,7.729202824360571,29.656129579107965,5.105546139298634,0.0,0.0,0.0,3.184602498368757,0.7723180907042075,0.0,2428780.673101026,1152303.3433844135,343879.1710217977,-1336698.226078439,-481413.02905537846,-188334.8245979352,-42786.56633930307,-177104.05261455913,0.0,0.0,0.0,-2271451.05326352,112481.30199723136,0.0,-460343.2624446653,-511097.1436894451,-1016253.0039104978,1399344.0000000005,-128006.14759994252,21645611.018667575,-3860752.484748759,1808176.8647050152,-43290.91858862151,-6081220.272384001,-1964617.4617326811,-428621.56077111664,-309545.1849919726,0.0,0.0,0.0,-7141686.1316587385,620131.3113159355,0.0,3213617.3098491104,67317171.02033244,92823534.52374879,87154605.17429501,89006072.95758864,95044002.31138402,90927399.5007327,89391403.59977114,89272327.22399199,88962782.03900002,88962782.03900002,88962782.03900002,96104468.17065875,88342650.72768408,88962782.03900002,85749164.7291509
66,2.0,1,2017,430,56666494.45449998,88962782.03900002,87159118.0852,-1803663.9538000212,94250297.52610004,-190901.3627352299,5041719.754510607,1.309296646737217,3076137.977852217,2.5930103447087087,31600.376715161674,7.593078854083787,29.53583960741292,5.328875879233959,0.0,0.0,0.0,4.184602498368756,0.8103793329402486,0.0,1242444.5985823676,-203160.3585558431,364218.8397523574,984658.456802842,92399.1560218614,-157548.6253177292,-66555.45511710204,-85154.70960360527,0.0,0.0,0.0,-2268187.419562344,150079.051491679,0.0,53193.5344944836,61329.0321714367,-1864992.9859714585,0.0,-1803663.9538000212,22888055.617249943,-4063912.843304602,2172395.7044573724,-109846.37370572356,-5096561.815581159,-1872218.3057108198,-586170.1860888458,-394699.89459557785,0.0,0.0,0.0,-9409873.551221082,770210.3628076145,0.0,1348624.323877652,64271062.46795005,91223030.9285046,84986722.38074262,87268964.45890573,92255679.90078115,89031336.39091082,87745288.27128884,87553817.97979558,87159118.0852,87159118.0852,87159118.0852,96568991.63642108,86388907.72239238,87159118.0852,85810493.76132235
67,2.0,1,2018,430,56666494.45449998,87159118.0852,85921106.48339999,-1238011.6018000196,94586165.5164594,335867.9903593474,5016670.62569971,1.325251618585205,3096393.358063284,2.8849218669803887,31757.714344928285,7.379995364981188,29.429281646957868,5.6497184284967945,0.0,0.0,0.0,5.184602498368757,0.8275376111743239,0.5133652908838064,3064087.4088655943,494991.105844651,319289.91774943355,1209122.734193735,-138823.42549253348,-160047.47861514846,-57752.718475145724,-105366.87494247119,0.0,0.0,0.0,-2222201.3589270785,32054.4948185632,-2333717.3095723777,101636.49544722163,298575.69418770896,-1536587.2959877285,0.0,-1238011.6018000196,25952143.026115537,-3568921.737459951,2491685.622206806,-167599.09218086928,-3887439.081387424,-2011041.7312033533,-746217.6647039943,-500066.769538049,0.0,0.0,0.0,-11632074.91014816,802264.8576261777,-2333717.3095723777,-187962.97211007657,59968963.45728445,89490028.22085994,83429420.86119318,86088705.57558085,89808545.56478742,87932148.21460333,86667324.14810398,86421173.25293803,85921106.48339999,85921106.48339999,85921106.48339999,97553181.39354815,85118841.6257738,88254823.79297237,86109069.45551006
78,3.0,0,2012,5044,226287933.8447,315674864.45890003,321561614.4395999,4101253.980699917,308998998.6085713,-6037286.932502014,1974090.933247462,0.868584901770756,627610.2259738529,4.010753851841462,26150.66463620829,7.365476470331659,15.297525030610561,3.8958668634933864,0.0,0.0,0.0,0.0,0.04182088651043492,0.0,-3226726.866477663,-3554628.9846312557,952537.3432971836,97971.13963739957,1300612.572706021,-270776.0967804359,-125451.19226527456,41495.43647552176,0.0,0.0,0.0,0.0,40354.68002411727,0.0,-4744611.9680143865,-4693414.500352463,8794668.481052374,1785495.9999999998,5886749.980699915,-3226726.866477663,-3554628.9846312557,952537.3432971836,-125451.19226527456,97971.13963739957,1300612.572706021,-270776.0967804359,41495.43647552176,0.0,0.0,0.0,0.0,40354.68002411727,0.0,8794668.481052374,324788341.30607754,325116243.4242311,320609077.0963027,321687065.63186514,321463643.29996246,320261001.8668938,321832390.5363803,321520119.00312436,321561614.4395999,321561614.4395999,321561614.4395999,321561614.4395999,321521259.7595757,321561614.4395999,312766945.9585475
79,3.0,0,2013,5110,227746174.0287,321561614.4395999,318734055.2415,-3015621.984199908,305132330.10949373,-4232441.975861729,1973990.1716215557,0.9257223855257076,636439.1182456629,3.844031156773064,26179.021895214126,7.398505388493618,15.11458993991434,3.8044076052294673,0.0,0.0,0.0,0.0,0.04394550555013392,0.0,1938083.3482779483,-6135676.9838235965,1527886.7800680124,-1722101.811121693,29452.134372119,127312.88464614564,-190592.24989414585,108895.43087814703,0.0,0.0,0.0,0.0,10795.743987488173,0.0,-4305944.722609576,-4312930.096062135,1297308.111862225,1458240.1839999994,-1557381.8001999096,-1288643.5181997148,-9690305.968454853,2480424.123365196,-316043.4421594204,-1624130.6714842936,1330064.70707814,-143463.21213429025,150390.8673536688,0.0,0.0,0.0,0.0,51150.42401160544,0.0,10091976.5929146,320022698.75969976,328424361.20995486,316253631.1181348,319050098.68365943,320358185.9129843,317403990.53442186,318877518.4536343,318583664.37414634,318734055.2415,318734055.2415,318734055.2415,318734055.2415,318682904.81748843,318734055.2415,308642078.64858544
80,3.0,0,2014,5110,227746174.0287,318734055.2415,319012966.1806,-763299.060900033,306022757.4860809,-155129.072047316,2012325.2811690352,0.9202392185947996,642315.7518649892,3.6458530697641702,26589.890738489325,7.420486192897843,15.053253574799475,3.877068728668033,0.0,0.5421840141338194,0.0,0.0,0.06528994304785192,0.0,6998350.354518479,-5029.6043242842625,982508.1478658606,-2510436.3627893305,-1275124.3587211422,3197.0434357357453,-151266.9272018723,-153656.01158274733,0.0,-4614954.1849354915,0.0,0.0,104892.82866842234,0.0,-621519.0750663707,-567522.0640900561,-195776.9968099768,0.0,-763299.060900033,5709706.836318764,-9695335.572779138,3462932.2712310567,-467310.3693612927,-4134567.0342736244,54940.34835699783,-140266.1686985545,-3265.144229078549,0.0,-4614954.1849354915,0.0,0.0,156043.2526800278,0.0,9896199.596104624,313303259.3442812,328708301.7533791,315550033.90936893,319480276.54996127,323147533.2148736,318958025.83224297,319153232.34929854,319016231.32482904,319012966.1806,323627920.3655355,319012966.1806,319012966.1806,318856922.92792,319012966.1806,309116766.58449537
81,3.0,0,2015,5174,228221257.55110005,319012966.1806,308000739.2547,-11893222.65199998,290034337.14669913,-16769611.62680942,2068786.2960114346,0.9419308415451271,648985.8537539116,2.654729851887682,27436.480157827013,7.146558259501191,14.9444089951816,3.9763513203978733,0.0,1.3118210964286088,0.0,0.0,0.12602500304889486,0.0,5791028.38435942,-604092.7940841981,1086277.3821878117,-13349469.818634372,-2571173.997869596,-366103.48334715614,-168848.5137824202,-31115.94101864012,0.0,-6548615.002852523,0.0,0.0,235925.41390703715,0.0,-16526188.371134644,-16934881.953290094,5041659.301290118,475083.5223999998,-11418139.12959998,11500735.220678184,-10299428.366863336,4549209.653418869,-636158.8831437129,-17484036.852907997,-2516233.6495125983,-506369.65204571065,-34381.08524771867,0.0,-11163569.187788013,0.0,0.0,391968.666587065,0.0,14937858.897394743,296500004.0340218,318300167.6215633,303451529.60128117,308636898.1378437,325484776.107608,310516972.9042126,308507108.90674573,308035120.3399477,308000739.2547,319164308.442488,308000739.2547,308000739.2547,307608770.58811295,308000739.2547,293062880.3573053
82,3.0,0,2016,5174,228221257.55110005,308000739.2547,288481897.6413,-19106362.77179998,276631015.3896997,-12925612.199357554,2102245.790438388,0.9961631471083352,653448.1664594155,2.3597270580998546,27807.15883994071,7.105608297782477,14.894672176401892,4.483264134288653,0.0,2.199904829654551,0.0,0.0,0.21131277089252698,0.0,3196208.304907012,-5132725.2558139535,1005278.7412568013,-4396095.336478129,-1313874.616399668,-192588.9925658758,-45760.9057254982,-472248.6330625246,0.0,-7434076.327047009,0.0,0.0,370004.1180607026,0.0,-14415878.90286815,-13762676.56392878,-5343686.207871197,0.0,-19106362.77179998,14696943.525585197,-15432153.622677289,5554488.39467567,-681919.7888692111,-21880132.189386126,-3830108.2659122664,-698958.6446115865,-506629.7183102433,0.0,-18597645.514835022,0.0,0.0,761972.7846477675,0.0,9594172.689523546,273784954.11571485,303914051.2639773,282927409.24662435,289163817.4301692,310362029.83068615,292312005.9072123,289180856.2859116,288988527.35961026,288481897.6413,307079543.156135,288481897.6413,288481897.6413,287719924.85665226,288481897.6413,278887724.9517765
83,3.0,0,2017,5174,228221257.55110005,288481897.6413,278176501.5504999,-10261546.381,274041271.6316332,-2739249.0386860226,2111051.446496515,0.9799154479878373,658415.5121155414,2.578754061014477,28076.086066562646,7.035294962648464,14.82822795350215,4.718579270326959,0.0,3.1846776208410956,0.0,0.0,0.3832286373810599,0.0,1713935.3729073966,97418.84470131801,869197.5937150776,3145784.6175000933,-854937.6777487241,-222069.69041448738,-129797.37105233775,-262348.7845903861,0.0,-7691592.37454301,0.0,0.0,803664.9771206798,0.0,-2530744.492404379,-2974821.681957561,-7286724.699042442,0.0,-10261546.381,16410878.898492593,-15334734.77797597,6423685.988390747,-811717.1599215488,-18734347.571886033,-4685045.94366099,-921028.3350260739,-768978.5029006293,0.0,-26289237.889378034,0.0,0.0,1565637.7617684472,0.0,2307447.990481104,261765622.6520073,293511236.3284759,271752815.5621092,278988218.71042144,296910849.122386,282861547.4941609,279097529.885526,278945480.0534005,278176501.5504999,304465739.4398779,278176501.5504999,278176501.5504999,276610863.78873146,278176501.5504999,275869053.56001884
84,3.0,0,2018,5174,228221257.55110005,278176501.5504999,272191394.3387999,-5203501.772200028,271274995.0759752,-1902207.5933241437,2121590.59836876,1.0149211976611696,662994.0159412515,2.829777142671809,28363.700961112318,6.9540326969826625,14.695898104853134,5.010186761565677,0.0,4.173707825503605,0.0,0.0,0.537072178841428,0.06861206135757936,2526433.4616247797,-229701.01107099288,872757.5179387645,3443797.6659260606,-1061239.2024485637,-196655.23390075,-101497.88974324825,-301959.8765960511,0.0,-7475076.016418544,0.0,0.0,644745.9938374921,-1023746.6562759742,-2902141.2471270286,-2404439.648872586,-2799062.12332744,0.0,-5203501.772200028,18937312.360117372,-15564435.789046964,7296443.506329512,-913215.049664797,-15290549.905959971,-5746285.146109554,-1117683.5689268238,-1070938.3794966803,0.0,-33764313.90579658,0.0,0.0,2210383.7556059393,-1023746.6562759742,-491614.13284633635,253254081.97868252,287755830.12784684,264894950.8324704,273104609.3884647,287481944.24475986,277937679.4849095,273309077.9077267,273262332.7182966,272191394.3387999,305955708.2445965,272191394.3387999,272191394.3387999,269981010.58319396,273215140.9950759,272683008.47164625
95,3.0,1,2012,100,666133.0009999999,535075.8600000002,562428.3440000003,27352.484,659865.0466720671,86066.75845910769,23893.99347685779,4.233400432377543,776885.7128565366,3.9305142316606223,25251.25684442724,7.3568172461703325,3.5007754765511385,3.289651764603088,0.0,0.0,0.0,0.0,0.6466396340571033,0.0,54212.521979515426,19861.76319740581,1893.2418830577294,-75.94786601603988,766.2248283456051,-943.9102060154073,332.48234285367624,-438.7569705406223,0.0,0.0,0.0,0.0,5251.283896278829,0.0,80858.90308488501,83425.51891998701,-56073.03491998699,0.0,27352.484,54212.521979515426,19861.76319740581,1893.2418830577294,332.48234285367624,-75.94786601603988,766.2248283456051,-943.9102060154073,-438.7569705406223,0.0,0.0,0.0,0.0,5251.283896278829,0.0,-56073.03491998699,508215.82202048483,542566.5808025944,560535.1021169425,562095.8616571466,562504.2918660163,561662.1191716547,563372.2542060157,562867.1009705409,562428.3440000003,562428.3440000003,562428.3440000003,562428.3440000003,557177.0601037215,562428.3440000003,618501.3789199872
96,3.0,1,2013,100,666133.0009999999,562428.3440000003,544517.0050000004,-17911.338999999818,646997.9726759379,-12867.073996129096,24076.11665321604,4.533158871863401,776442.4856645017,3.7858055922108567,25205.70351614853,6.946162378945103,3.5410131613569105,3.8232258406005615,0.0,0.0,0.0,0.0,0.6466396340571033,0.0,13354.82260128883,-18023.6390979325,-626.283808678281,-2929.6222398468226,-415.35598105382337,-1247.3215189797365,136.66547339351604,-940.4310175371913,0.0,0.0,0.0,0.0,0.0,0.0,-10691.165589346008,-11136.389351252754,-6774.949648747064,0.0,-17911.338999999818,67567.34458080426,1838.124099473309,1266.9580743794484,469.1478162471923,-3005.5701058628624,350.8688472917818,-2191.231724995144,-1379.1879880778138,0.0,0.0,0.0,0.0,5251.283896278829,0.0,-62847.98456873406,476949.6604191961,542678.880900527,543250.0469256209,544047.8571837532,547522.5751058633,544166.1361527086,546708.2367249955,545896.1929880781,544517.0050000004,544517.0050000004,544517.0050000004,544517.0050000004,539265.7211037215,544517.0050000004,607364.9895687344
97,3.0,1,2014,100,666133.0009999999,544517.0050000004,555022.6669999998,10505.66199999943,597181.6137568767,-49816.358919061466,24073.784434311827,4.59792278582101,776616.0782191284,3.5820937929367043,25292.82583611684,6.859828101760716,3.655355611892437,3.5512128937446232,0.0,0.0,0.0,0.8860242610919676,0.6466396340571033,0.0,-22112.439692862816,-3582.568406552256,-414.8360248653713,-4109.303878175254,-673.9695293481586,-484.67498661584676,349.92125571935884,559.6013408641392,0.0,0.0,0.0,-12200.661599780242,0.0,0.0,-42668.93152161643,-41698.9465827689,52204.60858276833,0.0,10505.66199999943,45454.90488794145,-1744.444307078947,852.122049514077,819.0690719665511,-7114.873984038117,-323.10068205637685,-2675.9067116109904,-819.5866472136746,0.0,0.0,0.0,-12200.661599780242,5251.283896278829,0.0,-10643.37598596573,509567.76211205835,556767.1113070787,554170.5449504857,554203.5979280332,562137.5409840379,555345.7676820562,557698.5737116107,555842.2536472135,555022.6669999998,555022.6669999998,555022.6669999998,567223.32859978,549771.383103721,555022.6669999998,565666.0429859655
98,3.0,1,2015,100,666133.0009999999,555022.6669999998,585323.9709999997,30301.303999999956,584025.3580159757,-13156.255740900951,24576.34844318582,4.2342595157218454,784468.6619650045,2.5309143669088385,26264.01503068299,6.99340837926749,3.7546445182438055,3.832336784647605,0.0,0.0,0.0,1.7720485221839353,0.6466396340571033,0.0,11934.67222035275,22616.299242610672,1882.007346415001,-24907.56570227249,-5991.610471518253,449.89905324022726,332.52430115464216,-573.9934529264451,0.0,0.0,0.0,-12725.622464294504,0.0,0.0,-6983.389927238402,-9550.014533398513,39851.31853339847,0.0,30301.303999999956,57389.577108294194,20871.854935531726,2734.129395929078,1151.5933731211933,-32022.43968631061,-6314.71115357463,-2226.0076583707632,-1393.5801001401196,0.0,0.0,0.0,-24926.284064074745,5251.283896278829,0.0,29207.942547432744,527934.3938917054,564452.1160644679,582589.8416040706,584172.3776268784,617346.4106863103,591638.6821535743,587549.9786583704,586717.5511001397,585323.9709999997,585323.9709999997,585323.9709999997,610250.2550640744,580072.6871037208,585323.9709999997,556116.0284525669
99,3.0,1,2016,100,666133.0009999999,585323.9709999997,597725.0210000002,12401.050000000503,539463.346234789,-44562.01178118665,24429.409498038007,4.628296644342175,795147.0663254887,2.2872237580757537,27014.83844788648,6.5258974298887775,3.7764767410823588,3.8261311161192566,0.0,0.0,0.0,2.7720485221839355,0.6466396340571033,0.0,8962.506461527399,-27880.883842123414,2828.7379196997363,-7228.054225148726,-4032.79200021114,-2122.7502299239145,97.98557606916904,124.6490870247346,0.0,0.0,0.0,-14923.369491845044,0.0,0.0,-44173.97074493121,-43486.10077286893,55887.150772869434,0.0,12401.050000000503,66352.0835698216,-7009.028906591688,5562.867315628814,1249.5789491903624,-39250.493911459336,-10347.50315378577,-4348.757888294678,-1268.931013115385,0.0,0.0,0.0,-39849.65355591979,5251.283896278829,0.0,85095.09332030217,531372.9374301786,604734.0499065919,592162.1536843714,596475.4420508099,636975.5149114595,608072.5241537859,602073.7788882948,598993.9520131155,597725.0210000002,597725.0210000002,597725.0210000002,637574.67455592,592473.7371037214,597725.0210000002,512629.927679698
100,3.0,1,2017,100,666133.0009999999,597725.0210000002,644457.1829999997,46732.16199999964,584765.0960250094,45301.7497902204,24685.176631135986,4.325876378905075,805251.4214317119,2.4910583745314243,27652.259777774478,6.139533370453748,3.7199828561588646,4.906438802601825,0.0,0.0,0.0,3.772048522183935,0.6466396340571033,0.0,28366.15616383525,29296.94263664186,2817.891816454608,6160.172803726715,-4580.2510976538,-1278.6263930845464,-121.09995831751962,-2051.4149478885506,0.0,0.0,0.0,-15239.545593296481,0.0,0.0,43370.22543041754,41445.155809200296,5287.006190799339,0.0,46732.16199999964,94718.23973365684,22287.91373005017,8380.759132083422,1128.4789908728428,-33090.32110773262,-14927.75425143957,-5627.384281379224,-3320.3459610039354,0.0,0.0,0.0,-55089.19914921627,5251.283896278829,0.0,90382.0995111015,549738.9432663429,622169.2692699495,636076.4238679163,643328.7040091269,677547.5041077323,659384.9372514393,650084.5672813789,647777.5289610036,644457.1829999997,644457.1829999997,644457.1829999997,699546.382149216,639205.8991037209,644457.1829999997,554075.0834888982
101,3.0,1,2018,100,666133.0009999999,644457.1829999997,581062.3840000001,-63394.798999999715,563465.5485864761,-21299.54743853309,25700.075049190993,4.633988478967575,813487.9042220416,2.7028149036561544,28384.050607585425,5.74293740486819,3.683448116648096,5.715118150331661,0.0,0.0,0.0,4.772048522183934,0.6466396340571033,0.2393846270348643,6456.1939103196655,-11786.806234941643,2572.624808943299,6592.968595239407,-4886.884823662865,-1658.5449897588294,-82.08633597062003,-1588.7651825345001,0.0,0.0,0.0,-16431.024765911392,0.0,-4494.899393725555,-25307.22441200304,-24702.02755725604,-38692.77144274367,0.0,-63394.798999999715,101174.4336439765,10501.107495108528,10953.383941026721,1046.3926549022228,-26497.352512493213,-19814.639075102434,-7285.929271138054,-4909.1111435384355,0.0,0.0,0.0,-71520.22391512766,5251.283896278829,-4494.899393725555,51689.328068357834,479887.95035602356,570561.2765048916,570109.0000589733,580015.9913450979,607559.7365124933,600877.0230751025,588348.3132711381,585971.4951435385,581062.3840000001,581062.3840000001,581062.3840000001,652582.6079151278,575811.1001037213,585557.2833937256,529373.0559316422
112,10.0,0,2012,100,1181250675.9999998,1164230021.9999983,1177871709.9999993,13641688.000000715,1206010433.7934716,29138016.70534277,239688350.09999973,1.4532664519999998,27909105.42000003,4.109300000000001,33963.31,31.51,68.63024806231975,4.1,2.0,0.0,0.0,0.0,0.0,0.0,30912395.63812881,4884859.0086503,3578543.775059329,1763383.830726446,1736269.560460441,1683051.4693292219,103800.53460027734,-698346.5117958339,-14969898.4037136,0.0,0.0,0.0,0.0,0.0,28994058.9014454,28825005.444372866,-15183317.444372147,0.0,13641688.000000715,30912395.63812881,4884859.0086503,3578543.775059329,103800.53460027734,1763383.830726446,1736269.560460441,1683051.4693292219,-698346.5117958339,-14969898.4037136,0.0,0.0,0.0,0.0,0.0,-15183317.444372147,1146959314.3618705,1172986850.991349,1174293166.22494,1177767909.465399,1176108326.169273,1176135440.439539,1176188658.5306702,1178570056.511795,1192841608.403713,1177871709.9999993,1177871709.9999993,1177871709.9999993,1177871709.9999993,1177871709.9999993,1193055027.4443715
